,POP_2015,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,211.017,3580,278,3654,6929.0,73.3321126130123,19.45922610506469
1,140.049,3580,278,3654,6929.0,73.33314731776541,19.45922610506469
2,176.861,3472,169,3545,6929.0,73.3318811344887,19.45839895398768
3,136.096,3526,126,3600,6929.0,73.33291583597567,19.458398953987686
4,238.626,3617,653,3690,6929.0,73.32544147852357,19.457571804518604
5,252.43,3509,546,3583,6929.0,73.32647617674456,19.457571804518604
6,146.597,3509,546,3583,6929.0,73.32751087496558,19.457571804518604
7,287.767,3324,211,3397,6929.0,73.32854557318657,19.4575718045186
8,303.695,3291,244,3364,6929.0,73.32958027140756,19.457571804518604
9,221.223,3314,12,3388,6929.0,73.33061496962857,19.457571804518604
10,206.062,3400,0,3473,6929.0,73.33164966784956,19.457571804518604
11,184.412,3526,126,3600,6929.0,73.33268436607057,19.4575718045186
12,79.522,3728,185,3801,6929.0,73.33371906429157,19.457571804518604
13,291.602,3617,653,3690,6929.0,73.32521004336334,19.456744656657367
14,252.017,3581,618,3655,6929.0,73.32624473831858,19.45674465665737
15,294.551,3363,400,3437,6929.0,73.32727943327377,19.456744656657367
16,222.462,3234,274,3307,6929.0,73.32831412822898,19.456744656657367
17,244.879,3270,223,3344,6929.0,73.32934882318419,19.456744656657367
18,236.561,3251,50,3325,6929.0,73.33038351813941,19.45674465665737
19,320.331,3400,0,3473,6929.0,73.33141821309462,19.456744656657367
20,169.073,3542,36,3615,6929.0,73.33348760300504,19.45674465665737
21,0.0,3714,1207,3787,6929.0,73.3167010865693,19.455917510403896
22,41.944,3702,1195,3776,6929.0,73.31773577825889,19.455917510403893
23,148.072,3447,483,3520,6929.0,73.32704800346517,19.455917510403896
24,112.971,3363,400,3437,6929.0,73.32808269515476,19.455917510403896
25,209.602,3137,295,3211,6929.0,73.32911738684435,19.455917510403896
26,224.409,3058,216,3131,6929.0,73.33015207853393,19.455917510403896
27,145.063,3561,17,3634,6929.0,73.33325615360269,19.455917510403893
28,111.496,3578,0,3652,6929.0,73.33429084529227,19.455917510403893
29,69.376,3058,216,3131,6929.0,73.32888596238772,19.455090365758103
30,192.907,3058,216,3131,6929.0,73.32992065081184,19.455090365758103
31,141.288,2842,0,2915,6929.0,73.32761986465513,19.454263222719927
32,122.174,2842,0,2915,6929.0,73.32865454981398,19.454263222719923
33,159.399,3462,270,3435,6929.0,73.33279329044936,19.454263222719927
34,212.138,3462,270,3435,6929.0,73.33382797560819,19.454263222719923
35,207.419,2842,0,2915,6929.0,73.32738846722913,19.45343608128927
36,235.558,2842,0,2915,6929.0,73.32842314912284,19.453436081289272
37,132.262,3411,306,3434,6929.0,73.33256187669775,19.453436081289272
38,25.131,3462,270,3435,6929.0,73.33359655859148,19.45343608128927
39,257.327,2681,173,2754,6929.0,73.32612240305649,19.452608941466064
40,265.586,2681,173,2754,6929.0,73.32715708168526,19.45260894146606
41,271.367,2639,202,2712,6929.0,73.32819176031403,19.452608941466064
42,221.872,2507,0,2580,6929.0,73.32485635729519,19.451781803250213
43,291.838,2507,0,2580,6929.0,73.32589103265919,19.45178180325022
44,204.233,2639,202,2712,6929.0,73.32796038338716,19.451781803250217
45,241.104,2725,288,2798,6929.0,73.32899505875113,19.45178180325022
46,128.604,3076,639,3149,6929.0,73.33209908484311,19.45178180325022
47,61.883,3127,690,3200,6929.0,73.33313376020708,19.45178180325022
48,111.555,2507,0,2580,6929.0,73.32462500204387,19.45095466664167
49,269.361,2507,0,2580,6929.0,73.32565967414322,19.450954666641668
50,40.174,3101,664,3175,6929.0,73.33186770673944,19.450954666641668
51,107.839,3127,690,3200,6929.0,73.33290237883881,19.450954666641664
52,160.284,2330,161,2403,6929.0,73.32542832750829,19.450127531640327
53,138.279,2330,161,2403,6929.0,73.3264629963432,19.450127531640323
54,185.945,2168,0,2242,6929.0,73.32416232718343,19.449300398246102
55,106.01,2206,37,2280,6929.0,73.32519699275407,19.449300398246102
56,115.567,2861,654,2935,6929.0,73.33037032060724,19.449300398246102
57,45.66,2861,654,2935,6929.0,73.33140498617789,19.449300398246102
58,263.698,1986,182,2059,6929.0,73.3228963452672,19.448473266458933
59,166.419,1986,182,2059,6929.0,73.32393100757372,19.448473266458933
60,258.566,2290,121,2363,6929.0,73.32496566988024,19.448473266458937
61,135.978,2267,98,2340,6929.0,73.32600033218677,19.448473266458933
62,153.971,2318,131,2391,6929.0,73.32473435888652,19.44764613627874
63,218.745,2406,237,2479,6929.0,73.32576901792908,19.44764613627874
64,158.16,2384,215,2457,6929.0,73.32680367697165,19.447646136278735
65,27.373,2186,0,2259,6929.0,73.32346840399377,19.446819007705432
66,141.229,2186,0,2259,6929.0,73.32450305977257,19.44681900770543
67,100.111,2432,246,2506,6929.0,73.32553771555136,19.446819007705432
68,266.648,2485,316,2558,6929.0,73.32657237133017,19.446819007705432
69,15.338,2440,550,2472,6929.0,73.32760702710897,19.446819007705432
70,0.0,2528,1204,2501,6929.0,73.32864168288776,19.446819007705432
71,165.18,1262,906,1335,6929.0,73.31702920493179,19.44599188073893
72,311.423,1515,700,1589,6929.0,73.31909850996217,19.445991880738934
73,177.568,1515,700,1589,6929.0,73.32013316247736,19.44599188073893
74,1.888,2054,162,2128,6929.0,73.3242717725381,19.445991880738926
75,3.54,2124,234,2198,6929.0,73.3253064250533,19.44599188073893
76,0.354,2488,1244,2461,6929.0,73.32737573008366,19.44599188073893
77,1.298,2528,1204,2501,6929.0,73.32841038259885,19.445991880738926
78,48.072,115,2284,2713,6929.0,73.30541681065142,19.44516475537917
79,45.966,115,2284,2713,6929.0,73.30645145990316,19.445164755379167
80,6.436,432,1736,2166,6929.0,73.30852075840663,19.445164755379164
81,0.177,1271,1714,2095,6929.0,73.3095554076584,19.44516475537917
82,0.0,2047,1691,2020,6929.0,73.31059005691013,19.445164755379164
83,0.0,852,1316,1745,6929.0,73.31265935541362,19.445164755379167
84,0.944,852,1316,1745,6929.0,73.31369400466535,19.445164755379164
85,37.814,1503,1147,1476,6929.0,73.3147286539171,19.445164755379167
86,1.298,1503,1147,1476,6929.0,73.31576330316885,19.445164755379167
87,43.832,1285,929,1312,6929.0,73.31679795242059,19.445164755379167
88,35.278,1262,906,1335,6929.0,73.31783260167234,19.44516475537917
89,71.44,1515,700,1589,6929.0,73.31886725092407,19.445164755379164
90,46.604,1557,971,1581,6929.0,73.31990190017582,19.445164755379167
91,38.699,2031,1675,2004,6929.0,73.32300584793106,19.44516475537917
92,29.319,2017,944,2041,6929.0,73.32404049718279,19.445164755379167
93,153.204,2124,234,2198,6929.0,73.32507514643454,19.445164755379167
94,12.038,0,2168,2598,6929.0,73.30518560591392,19.444337631626063
95,1.77,115,2284,2713,6929.0,73.30622025190239,19.44433763162606
96,16.931,2115,1759,2088,6929.0,73.3093241898678,19.444337631626063
97,0.0,1414,1058,1183,6929.0,73.3155320657986,19.44433763162606
98,73.092,1414,1058,1183,6929.0,73.31656671178708,19.44433763162606
99,0.118,0,2168,2598,6929.0,73.30495441305197,19.443510509479516
100,146.007,2158,439,439,6929.0,73.30886178991491,19.44268338893948
101,33.567,2158,439,439,6929.0,73.30989642937733,19.44268338893948
102,89.315,2158,439,439,6929.0,73.308630607752,19.44185627000585
103,123.059,2158,439,439,6929.0,73.30966524395163,19.441856270005847
104,311.718,2508,89,89,6929.0,73.30633017159029,19.441029152678553
105,303.636,2598,0,0,6929.0,73.30609901970247,19.440202036957515
106,158.927,2598,0,0,6929.0,73.30713364937708,19.440202036957512
107,183.409,2672,954,954,6929.0,73.30770599784995,19.43854781033388
108,169.958,2906,308,308,6929.0,73.306440255172,19.437720699431136
109,125.773,2672,954,954,6929.0,73.3074748750603,19.437720699431132
110,92.737,2906,308,308,6929.0,73.30620914751783,19.43689359013432
111,0.0,4699,2981,2981,6929.0,73.29044913171889,19.428622585475345
112,0.0,4699,2981,2981,6929.0,73.29148371573696,19.42862258547535
113,0.0,4699,2981,2981,6929.0,73.29021819703244,19.427795493838616
114,0.885,4699,2981,2981,6929.0,73.29125277779058,19.427795493838616
