,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,51.59,0,3757,5000,5000,5000,12897.0,119.84681352665444,-0.6838194857867559
1,32.892,0,3757,5000,5000,5000,12897.0,119.84682598950535,-0.6846282757908748
2,14.888,173,3584,5000,5000,5000,12897.0,119.8458406456347,-0.6854370658472654
3,48.972,173,3584,5000,5000,5000,12897.0,119.84683846709169,-0.6854370658472673
4,32.967,173,3584,5000,5000,5000,12897.0,119.84585313785239,-0.6862458559559887
5,50.246,255,3666,5000,5000,5000,12897.0,119.84685095941342,-0.6862458559559906
6,19.04,379,3789,5000,5000,5000,12897.0,119.84784878097442,-0.6862458559559896
7,12.005,1545,2857,5000,5000,5000,12897.0,119.84693881825817,-0.6919073881875862
8,58.412,1113,2643,5000,5000,5000,12897.0,119.84196231647626,-0.6927161787172015
9,59.144,1113,2643,5000,5000,5000,12897.0,119.84296013887376,-0.6927161787172015
10,11.037,1615,2788,5000,5000,5000,12897.0,119.84595360606623,-0.6927161787172025
11,49.634,1615,2788,5000,5000,5000,12897.0,119.84695142846371,-0.6927161787172005
12,107.702,1113,2643,5000,5000,5000,12897.0,119.84197494089176,-0.6935249692997062
13,68.718,1113,2643,5000,5000,5000,12897.0,119.84297276339437,-0.6935249692997092
14,52.108,1634,2660,5000,5000,5000,12897.0,119.84496840839958,-0.6935249692997062
15,79.281,1634,2660,5000,5000,5000,12897.0,119.84596623090216,-0.6935249692997082
16,3.722,1673,2957,5000,5000,5000,12897.0,119.84796187590739,-0.6935249692997062
17,84.423,1365,2391,4938,5000,5000,12897.0,119.84399587935397,-0.6951425506236353
18,4.948,1698,2471,5000,5000,5000,12897.0,119.85199113073467,-0.695951341365178
19,0.0,1585,2584,5000,5000,5000,12897.0,119.85298895355331,-0.695951341365178
20,4.927,1826,2343,4890,5000,5000,12897.0,119.85100599222174,-0.6967601321598594
21,0.151,1698,2471,5000,5000,5000,12897.0,119.852003815146,-0.6967601321598594
22,0.0,1797,2495,5000,5000,5000,12897.0,119.85300163807031,-0.6967601321598594
