,POP_2015,active_living,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,80.849,952,3163,833,879,7938.0,78.84009624643267,20.556644885354235
1,33.114,1091,3100,348,1177,7938.0,78.83255705099975,20.555815533339405
2,74.119,952,3163,833,879,7938.0,78.83983129648136,20.555815533339402
3,5.211,1091,3100,348,1177,7938.0,78.83229213867513,20.554986183039258
4,42.003,1091,3100,348,1177,7938.0,78.83333131310897,20.554986183039258
5,75.519,1745,3037,389,865,7938.0,78.8499581040505,20.554986183039258
6,36.836,1745,3037,389,865,7938.0,78.85099727848436,20.554986183039258
7,52.842,835,2845,365,922,7938.0,78.83410558141473,20.554156834453718
8,51.889,835,2845,365,922,7938.0,78.83514475235665,20.55415683445372
9,42.241,1745,3037,389,865,7938.0,78.84969314554353,20.554156834453718
10,45.115,1745,3037,389,865,7938.0,78.85073231648546,20.55415683445372
11,51.547,835,2845,365,922,7938.0,78.83487985591718,20.5533274875827
12,53.736,681,2791,211,768,7938.0,78.83591902336734,20.553327487582695
13,58.292,586,2696,116,672,7938.0,78.83695819081751,20.5533274875827
14,45.697,913,2797,0,1221,7938.0,78.8325366447407,20.552498142426103
15,58.351,698,2622,228,990,7938.0,78.83461497265786,20.552498142426103
16,64.322,681,2791,211,768,7938.0,78.83565413661648,20.552498142426106
17,52.902,579,2690,110,672,7938.0,78.83669330057505,20.552498142426106
18,63.235,579,2690,110,651,7938.0,78.83773246453366,20.552498142426106
19,71.29,502,2713,383,429,7938.0,78.83877162849224,20.552498142426103
20,63.488,502,2713,383,429,7938.0,78.83981079245083,20.552498142426106
21,68.566,1271,2638,207,391,7938.0,78.84604577620239,20.552498142426106
22,51.026,1337,2703,142,456,7938.0,78.84708494016098,20.552498142426103
23,61.493,1345,2712,133,465,7938.0,78.84812410411956,20.552498142426103
24,52.43,913,2797,0,1221,7938.0,78.83227178164401,20.55166879898387
25,58.724,688,2613,221,989,7938.0,78.8343501025784,20.55166879898387
26,70.114,566,2672,97,858,7938.0,78.83538926304558,20.55166879898387
27,81.326,469,2579,0,761,7938.0,78.83642842351276,20.55166879898387
28,72.824,469,2579,0,761,7938.0,78.83746758397997,20.551668798983872
29,68.789,464,2700,345,415,7938.0,78.83850674444714,20.55166879898387
30,58.426,513,2651,366,366,7938.0,78.83954590491433,20.55166879898387
31,56.937,617,2584,263,263,7938.0,78.84058506538152,20.551668798983865
32,40.633,751,2537,128,128,7938.0,78.84162422584872,20.55166879898387
33,51.547,880,2666,0,0,7938.0,78.8426633863159,20.55166879898387
34,48.093,955,2656,74,74,7938.0,78.8437025467831,20.551668798983872
35,183.203,1341,2569,277,460,7938.0,78.84578086771747,20.55166879898387
36,201.666,1341,2569,277,460,7938.0,78.84682002818465,20.55166879898387
37,149.753,1479,2648,0,599,7938.0,78.84785918865185,20.55166879898387
38,104.831,1548,2695,69,668,7938.0,78.84889834911904,20.551668798983872
39,219.318,1580,2727,100,699,7938.0,78.84993750958623,20.55166879898387
40,150.525,381,2484,0,977,7938.0,78.83512440265433,20.550839457255908
41,196.915,381,2484,0,977,7938.0,78.83616355963028,20.550839457255908
42,227.7,584,2580,424,424,7938.0,78.83928103055815,20.550839457255908
43,193.709,670,2496,379,379,7938.0,78.84032018753412,20.550839457255908
44,171.808,771,2437,328,328,7938.0,78.84135934451008,20.550839457255908
45,145.967,873,2389,276,276,7938.0,78.84239850148604,20.550839457255904
46,158.714,1406,2525,342,526,7938.0,78.84655512938987,20.550839457255908
47,100.698,1421,2533,357,541,7938.0,78.84759428636583,20.550839457255904
48,190.271,1580,2727,100,699,7938.0,78.8486334433418,20.550839457255908
49,157.787,1580,2727,100,699,7938.0,78.84967260031775,20.550839457255908
50,130.285,1938,3084,458,1057,7938.0,78.85175091426969,20.550839457255908
51,180.46,1938,3084,458,1057,7938.0,78.85279007124564,20.550839457255904
52,154.195,381,2484,0,977,7938.0,78.83485955544232,20.550010117242138
53,177.834,381,2484,0,977,7938.0,78.83589870892722,20.550010117242138
54,193.014,284,2394,0,877,7938.0,78.83693786241214,20.55001011724214
55,232.605,223,2502,220,656,7938.0,78.83797701589705,20.55001011724214
