,POP_2015,education,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
49,103.879,1342,1263,377,964,566,8413.0,78.42770134754946,10.608807870710733
50,125.163,1426,1347,256,1048,649,8413.0,78.4287097980718,10.608807870710733
51,104.803,1528,1449,265,1150,752,8413.0,78.42971824859414,10.608807870710738
52,35.031,1340,607,1041,963,1156,8413.0,78.41547108699886,10.607993747180233
53,21.197,5000,5000,5000,0,5000,8413.0,78.41849643359457,10.607993747180235
54,42.943,575,354,275,197,390,8413.0,78.4195048824598,10.607993747180235
55,112.774,568,615,234,190,383,8413.0,78.42051333132503,10.607993747180235
56,80.891,604,588,270,226,348,8413.0,78.42152178019025,10.607993747180235
57,78.609,767,689,240,390,185,8413.0,78.42253022905547,10.607993747180233
58,67.029,900,827,180,522,229,8413.0,78.42353867792072,10.607993747180235
59,131.776,988,909,126,610,307,8413.0,78.42454712678592,10.607993747180235
60,144.079,1036,957,148,658,355,8413.0,78.42555557565117,10.607993747180236
61,117.048,1313,1246,225,935,586,8413.0,78.4265640245164,10.607993747180233
62,124.123,1338,1259,344,960,561,8413.0,78.42757247338163,10.607993747180235
63,155.861,1456,1377,240,1078,680,8413.0,78.42858092224685,10.607993747180235
64,55.246,1528,1449,265,1150,752,8413.0,78.42958937111209,10.607993747180233
65,33.125,1279,887,1517,1439,1632,8413.0,78.41231690157193,10.607179624478565
66,76.617,1340,607,1041,963,1156,8413.0,78.41534224319672,10.607179624478565
67,29.081,5000,5000,5000,0,5000,8413.0,78.41836758482147,10.607179624478562
68,42.366,377,551,100,0,193,8413.0,78.41937603202973,10.607179624478562
69,62.466,449,496,133,71,264,8413.0,78.420384479238,10.607179624478562
70,98.507,582,629,0,204,398,8413.0,78.42139292644625,10.607179624478562
71,101.251,722,769,139,344,394,8413.0,78.4224013736545,10.607179624478565
72,120.109,790,837,207,412,326,8413.0,78.42340982086274,10.607179624478562
73,71.101,997,930,56,619,336,8413.0,78.42441826807102,10.607179624478562
74,88.024,1074,1007,0,696,413,8413.0,78.42542671527926,10.607179624478562
75,96.572,1205,1138,116,827,544,8413.0,78.42643516248752,10.607179624478562
76,100.355,1377,1310,44,999,716,8413.0,78.42744360969579,10.607179624478565
77,101.077,1377,1310,44,999,716,8413.0,78.42845205690404,10.607179624478562
78,28.793,868,1298,1175,1276,1240,8413.0,78.40815429101484,10.60636550260565
79,82.883,953,1212,1261,1361,1325,8413.0,78.40916273656626,10.60636550260565
80,26.107,960,1205,1268,1369,1332,8413.0,78.41017118211767,10.606365502605652
81,6.382,1206,960,1513,1512,1577,8413.0,78.41117962766909,10.606365502605652
82,29.543,1279,887,1517,1439,1632,8413.0,78.41218807322049,10.60636550260565
83,99.345,1452,719,1153,1075,1268,8413.0,78.41521340987474,10.606365502605652
84,81.44,234,695,42,143,107,8413.0,78.41823874652901,10.60636550260565
85,73.353,311,623,42,72,128,8413.0,78.41924719208042,10.606365502605652
86,92.905,377,551,100,0,193,8413.0,78.42025563763184,10.606365502605653
87,104.11,533,742,112,317,333,8413.0,78.42126408318325,10.60636550260565
88,100.009,722,769,139,344,394,8413.0,78.42227252873468,10.606365502605648
89,149.075,915,971,231,546,405,8413.0,78.4232809742861,10.606365502605653
90,101.106,1037,1055,126,668,461,8413.0,78.4242894198375,10.606365502605652
91,79.505,1169,1102,81,791,508,8413.0,78.42529786538893,10.606365502605653
92,105.063,1143,1144,16,833,550,8413.0,78.42630631094033,10.606365502605653
93,87.389,1377,1310,44,999,716,8413.0,78.42731475649177,10.606365502605652
94,72.747,1421,1354,0,1043,760,8413.0,78.42832320204319,10.606365502605652
95,33.789,455,2310,2176,2277,2240,8413.0,78.40298326029631,10.605551381561432
96,7.682,455,2310,2176,2277,2240,8413.0,78.40399170419101,10.605551381561432
97,6.787,717,1448,1326,1427,1390,8413.0,78.40701703587514,10.605551381561433
98,21.515,868,1298,1175,1276,1240,8413.0,78.40802547976988,10.605551381561433
99,32.865,943,1225,1232,1332,1296,8413.0,78.40903392366458,10.605551381561432
100,6.296,764,1416,1041,1142,1105,8413.0,78.41004236755931,10.605551381561432
101,23.623,567,1497,844,945,908,8413.0,78.41105081145403,10.605551381561432
102,31.045,567,1497,844,945,908,8413.0,78.41205925534872,10.605551381561432
103,79.851,202,1132,480,580,544,8413.0,78.41508458703287,10.60555138156143
104,85.28,39,968,316,417,380,8413.0,78.41609303092756,10.605551381561432
105,77.945,0,929,277,377,341,8413.0,78.41710147482227,10.605551381561432
106,106.94,234,695,42,143,107,8413.0,78.41810991871701,10.605551381561432
107,68.79,292,681,0,129,72,8413.0,78.41911836261173,10.605551381561433
108,105.294,464,812,171,272,263,8413.0,78.42012680650643,10.605551381561432
109,144.772,481,795,159,289,280,8413.0,78.42113525040115,10.605551381561432
110,80.429,650,859,229,434,449,8413.0,78.42214369429585,10.605551381561433
111,123.719,808,1017,338,592,381,8413.0,78.42315213819057,10.605551381561432
112,82.075,944,1149,202,728,517,8413.0,78.42416058208528,10.605551381561432
113,81.671,944,1149,202,728,517,8413.0,78.42516902597998,10.605551381561432
114,76.646,1201,1202,41,891,607,8413.0,78.42617746987469,10.605551381561432
115,90.305,1307,1307,147,997,713,8413.0,78.4271859137694,10.605551381561432
116,97.063,421,2276,2142,2242,2206,8413.0,78.401846025575,10.604737261345836
117,124.643,411,2266,2132,2233,2196,8413.0,78.40285446781314,10.60473726134584
118,10.974,455,2310,2176,2277,2240,8413.0,78.40386291005129,10.604737261345836
119,0.0,567,1497,844,945,908,8413.0,78.41092200571832,10.604737261345836
120,12.043,498,1428,775,876,839,8413.0,78.41193044795645,10.604737261345837
121,40.489,397,1327,674,775,738,8413.0,78.41293889019458,10.604737261345837
122,13.458,309,1239,586,687,651,8413.0,78.41394733243271,10.604737261345836
123,48.69,202,1132,480,580,544,8413.0,78.41495577467087,10.604737261345837
124,79.678,79,1008,356,456,420,8413.0,78.41596421690902,10.604737261345836
125,95.099,335,750,5,198,5,8413.0,78.4179811013853,10.604737261345836
126,79.447,341,744,0,193,0,8413.0,78.41898954362344,10.604737261345837
127,56.401,593,941,300,401,392,8413.0,78.41999798586158,10.604737261345837
128,109.221,593,941,300,401,392,8413.0,78.42100642809973,10.604737261345837
129,160.973,772,1051,392,580,327,8413.0,78.42302331257602,10.604737261345836
130,126.202,944,1149,202,728,517,8413.0,78.42403175481415,10.604737261345837
131,124.296,944,1149,202,728,517,8413.0,78.4250401970523,10.604737261345836
132,146.216,1314,1315,154,1004,721,8413.0,78.42604863929044,10.604737261345837
133,76.559,1366,1367,206,1056,773,8413.0,78.42705708152859,10.604737261345837
134,126.895,1379,1379,218,1068,785,8413.0,78.42806552376673,10.604737261345837
135,93.973,364,2219,2085,2185,2149,8413.0,78.40171724522641,10.603923141958802
136,89.988,341,2196,2062,2162,2126,8413.0,78.40272568580814,10.6039231419588
137,80.486,377,1307,654,755,718,8413.0,78.4128100916252,10.6039231419588
138,119.329,499,966,2,414,221,8413.0,78.41684385395205,10.603923141958802
139,111.127,497,963,5,412,218,8413.0,78.41785229453376,10.603923141958804
140,62.004,593,941,300,401,392,8413.0,78.41986917569717,10.603923141958802
141,102.406,700,1048,407,508,318,8413.0,78.4208776162789,10.6039231419588
142,100.298,700,1048,407,508,318,8413.0,78.42188605686057,10.603923141958802
143,99.893,861,1160,501,669,218,8413.0,78.42289449744231,10.603923141958804
144,40.604,1126,1332,265,911,700,8413.0,78.4249113786057,10.603923141958802
145,136.657,1309,1401,240,1090,807,8413.0,78.42591981918743,10.6039231419588
146,102.695,1356,1415,254,1104,821,8413.0,78.42692825976913,10.603923141958802
147,104.341,1379,1379,218,1068,785,8413.0,78.42793670035084,10.6039231419588
148,53.513,222,2077,1943,2043,2007,8413.0,78.40259691428109,10.603109023400261
149,6.816,214,1951,1817,1918,1881,8413.0,78.40360535320652,10.603109023400261
150,97.41,386,1083,115,531,338,8413.0,78.4157066203114,10.603109023400263
151,69.801,384,1081,117,529,336,8413.0,78.41671505923681,10.603109023400261
152,100.558,594,997,253,446,253,8413.0,78.4177234981622,10.603109023400261
153,89.266,594,997,253,446,253,8413.0,78.41873193708763,10.60310902340026
154,90.912,700,1048,407,508,318,8413.0,78.42074881493845,10.60310902340026
155,93.915,700,1048,407,508,318,8413.0,78.42175725386384,10.60310902340026
156,125.971,880,1228,582,688,137,8413.0,78.42276569278926,10.603109023400261
157,49.412,1179,1385,304,964,753,8413.0,78.42478257064009,10.603109023400261
158,105.149,1213,1418,338,997,787,8413.0,78.4257910095655,10.603109023400261
159,138.014,1302,1507,407,1086,847,8413.0,78.42679944849091,10.603109023400261
160,73.642,0,2166,2032,2133,2096,8413.0,78.40145971596264,10.60229490567015
161,35.146,336,2047,1911,2012,1975,8413.0,78.4024681532319,10.602294905670147
162,8.259,273,2010,1876,1977,1941,8413.0,78.40347659050114,10.602294905670147
163,73.036,258,1207,19,655,462,8413.0,78.41557783773204,10.602294905670147
164,114.449,314,1325,103,773,580,8413.0,78.4165862750013,10.602294905670144
165,110.001,352,1300,141,749,556,8413.0,78.41759471227054,10.60229490567015
166,137.436,594,997,253,446,253,8413.0,78.41860314953979,10.602294905670147
167,48.575,1018,1366,720,826,0,8413.0,78.42162846134751,10.602294905670147
168,93.049,1018,1366,720,826,0,8413.0,78.42263689861676,10.602294905670147
169,52.502,1302,1507,407,1086,847,8413.0,78.42566221042449,10.602294905670147
170,91.489,1335,1540,428,1119,814,8413.0,78.42667064769373,10.602294905670144
171,70.87,102,1363,142,811,618,8413.0,78.41444063001893,10.601480788768393
172,105.236,158,1302,81,751,558,8413.0,78.41544906563213,10.601480788768395
173,140.064,333,1312,122,761,568,8413.0,78.41645750124536,10.601480788768395
174,119.069,478,1174,267,622,429,8413.0,78.41746593685856,10.601480788768393
175,102.117,478,1174,267,622,429,8413.0,78.41847437247178,10.601480788768395
176,61.773,1018,1366,720,826,0,8413.0,78.42149967931142,10.601480788768395
177,51.694,1018,1366,720,826,0,8413.0,78.42250811492463,10.601480788768395
178,69.541,1386,1734,861,1194,368,8413.0,78.42553342176427,10.601480788768395
179,46.611,1551,1756,631,1335,598,8413.0,78.4275502929907,10.601480788768395
180,85.8,5,1464,244,913,720,8413.0,78.41330343609688,10.600666672694933
181,47.824,2,1463,242,911,718,8413.0,78.41431187005419,10.600666672694933
182,76.53,99,1361,139,809,616,8413.0,78.41532030401152,10.600666672694931
183,144.136,290,1373,297,822,629,8413.0,78.41632873796883,10.600666672694933
184,109.655,308,1356,281,804,611,8413.0,78.41733717192615,10.600666672694933
185,23.797,1386,1734,861,1194,368,8413.0,78.4254046435847,10.600666672694933
186,24.663,1551,1756,631,1335,598,8413.0,78.42742151149932,10.600666672694931
