,POP_2015,health_wellbeing,ID_HDC_G0,lng,lat
0,32.428,1242,7005.0,73.99244596771317,20.18277988545482
1,96.334,0,7005.0,73.9866556176449,20.17366552115205
2,122.533,0,7005.0,73.98641228395246,20.172836952643802
3,93.529,27,7005.0,73.9874498669538,20.172836952643802
4,77.16,134,7005.0,73.98824412167244,20.172008385812664
5,63.199,137,7005.0,73.98928170126142,20.172008385812667
6,65.011,0,7005.0,73.99031928085041,20.172008385812664
7,37.354,0,7005.0,73.99135686043938,20.172008385812664
8,82.506,0,7005.0,73.99239444002839,20.172008385812667
9,91.806,0,7005.0,73.99343201961737,20.172008385812667
10,119.573,93,7005.0,73.99446959920637,20.172008385812664
11,99.692,71,7005.0,73.98800080562411,20.171179820658548
12,112.526,63,7005.0,73.98903838180095,20.171179820658548
13,109.588,63,7005.0,73.99007595797778,20.171179820658544
14,69.495,0,7005.0,73.99111353415461,20.171179820658548
15,36.139,0,7005.0,73.99215111033143,20.171179820658544
16,74.023,46,7005.0,73.99318868650828,20.171179820658548
17,109.964,93,7005.0,73.9942262626851,20.171179820658548
18,50.122,0,7005.0,73.98671992904504,20.170351257181373
19,85.135,0,7005.0,73.9877575018099,20.170351257181373
20,110.184,56,7005.0,73.98879507457471,20.170351257181373
21,107.379,97,7005.0,73.98983264733955,20.17035125718137
22,100.443,63,7005.0,73.9908702201044,20.170351257181373
23,123.703,198,7005.0,73.99190779286924,20.17035125718137
24,103.359,0,7005.0,73.9929453656341,20.170351257181373
25,104.309,16,7005.0,73.99398293839893,20.170351257181373
26,35.454,0,7005.0,73.98751421022936,20.169522695381062
27,38.679,0,7005.0,73.98855177958238,20.169522695381065
28,86.725,21,7005.0,73.98958934893541,20.169522695381062
29,91.982,23,7005.0,73.99062691828843,20.169522695381062
30,90.767,90,7005.0,73.99166448764146,20.169522695381062
31,69.031,16,7005.0,73.99270205699447,20.169522695381062
32,64.282,16,7005.0,73.99373962634752,20.169522695381062
33,70.577,0,7005.0,73.9903836287064,20.168694135257525
34,80.098,0,7005.0,73.99142119464776,20.168694135257525
35,88.581,0,7005.0,73.99245876058916,20.168694135257528
36,55.159,216,7005.0,73.9898970862427,20.16703702004048
37,50.741,222,7005.0,73.99093464536132,20.167037020040482
38,59.223,209,7005.0,73.98965383336042,20.16620846494681
39,64.304,0,7005.0,73.98733548811772,20.165379911529595
40,58.892,36,7005.0,73.98837304041423,20.16537991152959
41,96.047,0,7005.0,73.98941059271074,20.165379911529595
42,47.825,0,7005.0,73.9881298154076,20.16455135978875
43,50.453,0,7005.0,73.98788660263271,20.163722809724206
44,54.076,0,7005.0,73.98892414810784,20.16372280972421
45,32.494,1429,7005.0,73.98240791244554,20.15212328478634
46,53.303,1429,7005.0,73.98344541019,20.15212328478634
47,0.06,2139,7005.0,73.97887500610148,20.14715216033085
48,56.528,2139,7005.0,73.97991248340027,20.14715216033085
49,0.135,2282,7005.0,73.9786320637454,20.146323645449833
50,36.382,2139,7005.0,73.97966953763716,20.146323645449833
