,POP_2015,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,104.739,559,323,1688,6570.0,72.02349169563438,24.511048328387847
1,99.43,197,57,1777,6570.0,72.02002035390572,24.510209888583606
2,86.185,289,52,1834,6570.0,72.02107814183934,24.510209888583606
3,89.192,322,85,1848,6570.0,72.02213592977294,24.510209888583606
4,89.687,761,91,1093,6570.0,72.02425150564015,24.51020988858361
5,50.105,761,91,1093,6570.0,72.02530929357377,24.510209888583606
6,54.977,0,254,1672,6570.0,72.01866461919617,24.50937145090471
7,60.229,127,153,1680,6570.0,72.01972240275366,24.509371450904712
8,73.949,273,312,1521,6570.0,72.02078018631116,24.509371450904705
9,82.969,359,385,1488,6570.0,72.02183796986863,24.50937145090471
10,74.71,392,418,1483,6570.0,72.0228957534261,24.509371450904712
11,92.598,761,91,1093,6570.0,72.02395353698357,24.509371450904705
12,70.162,669,0,1002,6570.0,72.02501132054104,24.509371450904705
13,67.917,754,84,1086,6570.0,72.02606910409855,24.509371450904712
14,66.147,1151,285,955,6570.0,72.02924245477098,24.50937145090471
15,27.936,0,254,1672,6570.0,72.0183666860664,24.508533015351052
16,48.659,157,412,1514,6570.0,72.01942446524794,24.508533015351052
17,70.981,157,412,1514,6570.0,72.02048224442949,24.508533015351052
18,89.401,252,414,1419,6570.0,72.02154002361105,24.508533015351052
19,42.417,408,372,1375,6570.0,72.0225978027926,24.50853301535105
20,52.065,617,52,1054,6570.0,72.02365558197413,24.50853301535105
21,66.433,643,26,1028,6570.0,72.02471336115569,24.508533015351055
22,74.825,754,84,1086,6570.0,72.02577114033724,24.508533015351055
23,97.508,990,124,893,6570.0,72.02788669870031,24.508533015351055
24,109.554,1094,228,899,6570.0,72.02894447788188,24.508533015351055
25,34.349,1290,391,725,6570.0,72.03000225706344,24.50853301535105
26,14.386,1290,391,725,6570.0,72.03106003624497,24.508533015351052
27,50.162,252,414,1419,6570.0,72.02018431619393,24.507694581922543
28,22.664,328,341,1343,6570.0,72.02124209099973,24.50769458192254
29,46.642,373,296,1298,6570.0,72.02229986580555,24.50769458192254
30,80.629,697,529,1210,6570.0,72.02335764061138,24.507694581922543
31,79.772,788,108,960,6570.0,72.02441541541717,24.50769458192254
32,54.977,820,0,852,6570.0,72.02547319022301,24.50769458192254
33,70.353,837,0,834,6570.0,72.02653096502881,24.50769458192254
34,89.554,1039,40,809,6570.0,72.02758873983464,24.50769458192254
35,112.37,1165,165,762,6570.0,72.02864651464046,24.50769458192254
36,95.795,1162,253,747,6570.0,72.02970428944627,24.50769458192254
37,70.924,1270,367,701,6570.0,72.03076206425209,24.50769458192254
38,9.667,593,473,1284,6570.0,72.02200194246456,24.50685615061909
39,63.864,575,455,1254,6570.0,72.02305971289485,24.50685615061909
40,51.342,680,454,1136,6570.0,72.02411748332513,24.506856150619093
41,66.984,860,97,932,6570.0,72.02517525375542,24.50685615061909
42,78.345,940,0,731,6570.0,72.02623302418569,24.506856150619093
43,96.538,1018,20,653,6570.0,72.02729079461598,24.506856150619093
44,106.49,1186,117,715,6570.0,72.02834856504626,24.506856150619093
45,90.105,1209,174,718,6570.0,72.02940633547657,24.506856150619093
46,71.761,1293,384,616,6570.0,72.03046410590684,24.506856150619093
47,62.893,638,518,1330,6570.0,72.02170403276914,24.50601772144061
48,67.765,580,460,1272,6570.0,72.02276179882409,24.506017721440617
49,75.3,715,420,1102,6570.0,72.02381956487906,24.50601772144061
50,90.638,947,136,881,6570.0,72.024877330934,24.50601772144061
51,68.564,1030,56,784,6570.0,72.02593509698897,24.50601772144061
52,74.178,1094,64,722,6570.0,72.02699286304393,24.506017721440614
53,73.15,1101,0,571,6570.0,72.02805062909887,24.50601772144061
54,43.578,1195,67,476,6570.0,72.02910839515383,24.50601772144061
55,40.743,1343,308,597,6570.0,72.03016616120878,24.50601772144061
56,68.906,1449,321,460,6570.0,72.03122392726374,24.50601772144061
57,39.867,1449,321,460,6570.0,72.0322816933187,24.50601772144061
58,110.696,721,601,1413,6570.0,72.0214061367189,24.505179294387013
59,82.303,707,585,1257,6570.0,72.0224638983987,24.50517929438701
60,68.24,794,528,1170,6570.0,72.02352166007853,24.505179294387013
61,78.079,894,241,922,6570.0,72.02457942175836,24.505179294387005
62,89.002,967,184,854,6570.0,72.02563718343819,24.50517929438701
63,90.867,1156,166,781,6570.0,72.026694945118,24.50517929438701
64,74.787,1182,166,781,6570.0,72.02775270679783,24.505179294387005
65,35.776,1231,103,440,6570.0,72.02881046847763,24.505179294387005
66,49.344,1314,186,357,6570.0,72.02986823015746,24.505179294387005
67,76.461,1569,151,289,6570.0,72.0309259918373,24.505179294387005
68,61.904,798,756,1284,6570.0,72.0211082543133,24.50434086945818
69,67.841,831,805,1184,6570.0,72.02216601161821,24.50434086945819
70,91.057,957,594,1007,6570.0,72.02322376892307,24.504340869458183
71,69.611,1029,522,935,6570.0,72.024281526228,24.50434086945819
72,66.984,1004,274,821,6570.0,72.02533928353287,24.50434086945818
73,72.027,1082,341,754,6570.0,72.02639704083776,24.504340869458183
74,65.557,1182,166,781,6570.0,72.02745479814267,24.504340869458183
75,44.872,1412,274,413,6570.0,72.02851255544755,24.504340869458186
76,52.408,1388,185,340,6570.0,72.02957031275245,24.504340869458183
77,64.872,1569,151,289,6570.0,72.03062807005735,24.504340869458186
78,87.556,1569,151,289,6570.0,72.03168582736225,24.504340869458186
79,65.234,713,828,1301,6570.0,72.02081038555195,24.503502446654057
80,79.163,855,780,1159,6570.0,72.02186813848213,24.503502446654057
81,93.36,994,634,1010,6570.0,72.0229258914123,24.503502446654057
82,61.276,1089,553,913,6570.0,72.02398364434245,24.503502446654057
83,77.337,1146,476,819,6570.0,72.02504139727264,24.503502446654057
84,85.634,1160,431,666,6570.0,72.0260991502028,24.503502446654057
85,74.958,1273,413,551,6570.0,72.02715690313296,24.503502446654064
86,82.969,1387,317,458,6570.0,72.02821465606314,24.503502446654057
87,72.446,1470,157,300,6570.0,72.0292724089933,24.503502446654057
88,59.087,1492,41,182,6570.0,72.03033016192344,24.503502446654053
89,85.748,1533,0,142,6570.0,72.03138791485362,24.503502446654053
90,51.877,730,947,1420,6570.0,72.02051253043444,24.502664025974525
91,32.431,816,978,1357,6570.0,72.02157027899008,24.502664025974525
92,65.386,1117,716,960,6570.0,72.02262802754571,24.50266402597453
93,75.643,1185,727,892,6570.0,72.02368577610135,24.50266402597452
94,71.837,1228,652,816,6570.0,72.024743524657,24.50266402597453
95,62.874,1238,516,702,6570.0,72.02580127321262,24.50266402597453
96,54.025,1327,463,605,6570.0,72.02685902176823,24.50266402597452
97,62.969,1416,417,560,6570.0,72.0279167703239,24.50266402597453
98,71.818,1578,234,358,6570.0,72.02897451887955,24.50266402597452
99,77.812,1539,100,243,6570.0,72.03003226743516,24.502664025974525
100,70.886,1628,105,138,6570.0,72.0310900159908,24.50266402597452
101,39.449,1672,0,0,6570.0,72.03214776454644,24.50266402597452
102,73.607,831,1048,1515,6570.0,72.02021468896028,24.501825607419505
103,29.332,1063,872,1116,6570.0,72.02127243314158,24.50182560741951
104,72.674,1100,835,1079,6570.0,72.02233017732287,24.501825607419505
105,76.785,1202,801,1045,6570.0,72.02338792150418,24.501825607419498
106,87.46,1307,742,906,6570.0,72.0244456656855,24.501825607419505
107,87.993,1363,784,930,6570.0,72.02550340986681,24.501825607419498
108,92.446,1341,538,673,6570.0,72.02656115404811,24.501825607419505
109,93.531,1437,440,544,6570.0,72.02761889822942,24.501825607419498
110,81.58,1561,370,475,6570.0,72.02867664241073,24.501825607419505
111,102.951,1630,191,236,6570.0,72.02973438659204,24.501825607419505
112,85.748,1797,124,124,6570.0,72.03079213077335,24.501825607419498
113,60.99,1722,50,50,6570.0,72.03184987495466,24.50182560741951
