,POP_2015,active_living,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,35.828,3152,3309,4209,6711.0,76.2612965326991,30.682588737834006
1,37.951,3152,3309,4209,6711.0,76.26239201275762,30.682588737834006
2,5.168,3152,3309,4209,6711.0,76.26087581813535,30.681732192809914
3,9.99,3152,3309,4209,6711.0,76.26197129215035,30.681732192809914
4,82.425,967,915,1562,6711.0,76.28515043019587,30.673166900521842
5,28.957,967,915,1562,6711.0,76.2862458437904,30.67316690052184
6,106.019,967,915,1562,6711.0,76.28472975940784,30.672310387085776
7,96.99,967,915,1562,6711.0,76.28582516696179,30.672310387085787
8,56.338,860,353,477,6711.0,76.2952631220154,30.671453876520676
9,33.057,1091,1004,2241,6711.0,76.27950689071616,30.670597368826407
10,39.762,1091,1004,2241,6711.0,76.28060228618966,30.670597368826417
11,48.607,941,854,2091,6711.0,76.28169768166318,30.670597368826414
12,103.251,561,211,858,6711.0,76.29265163639822,30.67059736882641
13,104.307,768,261,385,6711.0,76.29374703187172,30.670597368826417
14,97.973,768,261,385,6711.0,76.29484242734524,30.670597368826414
15,66.064,1321,1097,2471,6711.0,76.2779909094306,30.669740864002865
16,40.562,1321,1097,2471,6711.0,76.27908629886429,30.669740864002865
17,113.724,968,827,2118,6711.0,76.28127707773166,30.669740864002865
18,66.809,552,273,920,6711.0,76.29004019320116,30.66974086400286
19,57.558,507,157,803,6711.0,76.29113558263484,30.66974086400286
20,47.532,452,102,749,6711.0,76.29223097206852,30.669740864002865
21,56.448,867,253,192,6711.0,76.29551714036958,30.669740864002865
22,63.123,867,253,192,6711.0,76.29661252980326,30.669740864002865
23,88.942,4290,2875,5000,6711.0,76.2512811404156,30.668884362049916
24,0.3,4290,2875,5000,6711.0,76.2523765238097,30.668884362049912
25,0.751,3238,1861,4387,6711.0,76.26223497435689,30.668884362049912
26,5.978,3189,1812,4339,6711.0,76.26333035775102,30.668884362049916
27,4.806,2976,1599,4126,6711.0,76.26552112453925,30.668884362049912
28,1.322,2168,1187,3317,6711.0,76.26880727472165,30.668884362049912
29,86.87,2168,1187,3317,6711.0,76.2699026581158,30.668884362049912
30,118.56,1698,717,2847,6711.0,76.27428419169229,30.668884362049912
31,0.421,1667,686,2816,6711.0,76.27537957508643,30.668884362049916
32,30.068,1321,1097,2471,6711.0,76.27757034187468,30.668884362049912
33,91.772,1321,1097,2471,6711.0,76.27866572526881,30.668884362049916
34,148.523,994,801,2144,6711.0,76.28085649205705,30.668884362049916
35,35.43,475,633,1533,6711.0,76.28414264223944,30.668884362049912
36,74.576,475,633,1533,6711.0,76.28523802563359,30.668884362049912
37,68.963,432,180,1041,6711.0,76.288524175816,30.668884362049912
38,32.243,432,180,1041,6711.0,76.28961955921011,30.668884362049916
39,28.953,552,273,920,6711.0,76.29071494260424,30.668884362049912
40,52.616,452,102,749,6711.0,76.29181032599836,30.668884362049916
41,52.306,507,0,646,6711.0,76.29290570939249,30.668884362049912
42,64.925,1060,176,0,6711.0,76.297287242969,30.668884362049912
43,53.751,1060,176,0,6711.0,76.29838262636314,30.668884362049912
44,22.128,1232,349,172,6711.0,76.29947800975727,30.668884362049912
45,14.412,1232,349,172,6711.0,76.3005733931514,30.668884362049912
46,89.633,4290,2875,5000,6711.0,76.25086073605812,30.668027862967456
47,10.513,4335,2830,5000,6711.0,76.25195611341294,30.668027862967463
48,0.0,3238,1861,4387,6711.0,76.26181450960648,30.668027862967463
49,16.401,3213,1836,4363,6711.0,76.2629098869613,30.668027862967456
50,12.316,2966,1588,4115,6711.0,76.26510064167097,30.668027862967456
51,20.876,2955,1578,4105,6711.0,76.26619601902581,30.668027862967456
52,43.976,2148,1167,3297,6711.0,76.26948215109032,30.668027862967456
53,177.585,1667,686,2816,6711.0,76.27386366050965,30.668027862967456
54,56.201,1659,679,2809,6711.0,76.27495903786449,30.668027862967456
55,130.444,1208,1011,2358,6711.0,76.27934054728381,30.668027862967456
56,131.603,1208,1011,2358,6711.0,76.28043592463865,30.668027862967453
57,35.001,865,577,2015,6711.0,76.28153130199348,30.668027862967456
58,17.031,865,577,2015,6711.0,76.28262667934831,30.668027862967456
59,17.457,504,548,1654,6711.0,76.284817434058,30.668027862967456
60,47.752,294,451,1351,6711.0,76.28591281141283,30.668027862967456
61,51.326,260,436,1317,6711.0,76.28700818876767,30.66802786296746
62,21.547,432,180,1041,6711.0,76.28919894347736,30.668027862967456
63,32.05,252,0,901,6711.0,76.29029432083217,30.668027862967456
64,63.196,252,0,901,6711.0,76.291389698187,30.66802786296746
65,66.357,371,0,781,6711.0,76.29248507554182,30.66802786296746
66,47.003,613,0,446,6711.0,76.29467583025149,30.668027862967456
67,74.344,912,0,176,6711.0,76.29686658496117,30.66802786296746
68,81.995,940,44,221,6711.0,76.29796196231601,30.668027862967456
69,60.099,1232,349,172,6711.0,76.29905733967084,30.668027862967456
70,33.624,1232,349,172,6711.0,76.30015271702568,30.668027862967456
71,19.585,3122,1745,4272,6711.0,76.26248943442285,30.667171366755383
72,8.11,3076,1699,4226,6711.0,76.26358480573865,30.667171366755383
73,4.325,2860,1483,4010,6711.0,76.26468017705444,30.66717136675538
74,9.913,2818,1441,3968,6711.0,76.26577554837026,30.667171366755383
75,27.244,2674,1297,3823,6711.0,76.26687091968607,30.667171366755383
76,188.608,1233,945,2383,6711.0,76.27892000415987,30.667171366755387
77,184.523,865,577,2015,6711.0,76.28111074679146,30.66717136675538
78,68.667,865,577,2015,6711.0,76.28220611810728,30.667171366755387
79,43.12,682,393,1831,6711.0,76.28330148942308,30.667171366755383
80,31.714,622,436,1772,6711.0,76.28439686073888,30.667171366755383
81,24.024,430,486,1580,6711.0,76.2854922320547,30.667171366755383
82,21.379,1716,1461,2465,6711.0,76.28658760337048,30.667171366755376
83,34.062,3181,2561,3530,6711.0,76.28768297468629,30.667171366755383
84,33.211,0,220,1149,6711.0,76.28877834600209,30.66717136675538
85,48.229,116,104,1033,6711.0,76.2898737173179,30.66717136675538
86,48.152,116,104,1033,6711.0,76.29096908863369,30.66717136675538
87,62.267,283,0,776,6711.0,76.29206445994949,30.66717136675538
88,31.108,283,0,776,6711.0,76.2931598312653,30.66717136675538
89,61.79,613,0,446,6711.0,76.29425520258111,30.667171366755387
90,85.685,912,0,176,6711.0,76.2964459452127,30.66717136675538
91,68.138,940,44,221,6711.0,76.2975413165285,30.667171366755383
92,60.166,3143,1766,4293,6711.0,76.26206900013487,30.66631487341357
93,9.071,3143,1766,4293,6711.0,76.26316436541188,30.66631487341357
94,57.132,2818,1441,3968,6711.0,76.26535509596594,30.66631487341357
95,21.657,2674,1297,3823,6711.0,76.26645046124298,30.66631487341357
96,132.618,1288,308,2438,6711.0,76.2774041140133,30.666314873413572
97,207.472,1246,266,2396,6711.0,76.27849947929033,30.66631487341357
98,195.667,1151,171,2301,6711.0,76.27959484456736,30.666314873413572
99,183.382,1068,780,2218,6711.0,76.28069020984438,30.666314873413565
100,52.758,924,164,2074,6711.0,76.28178557512143,30.66631487341357
101,57.196,724,356,1874,6711.0,76.28288094039846,30.66631487341357
102,72.434,627,289,1777,6711.0,76.28397630567547,30.66631487341357
103,36.191,544,373,1694,6711.0,76.28507167095252,30.66631487341357
104,24.876,326,435,1475,6711.0,76.28616703622954,30.666314873413572
105,22.631,3006,2386,3355,6711.0,76.2872624015066,30.66631487341357
106,37.52,106,216,1256,6711.0,76.28835776678362,30.666314873413572
107,68.731,116,104,1033,6711.0,76.28945313206066,30.66631487341357
108,81.143,130,0,929,6711.0,76.29054849733768,30.666314873413572
109,84.433,130,0,929,6711.0,76.2916438626147,30.666314873413565
110,81.853,412,129,647,6711.0,76.29273922789173,30.666314873413572
111,80.859,412,129,647,6711.0,76.29383459316877,30.66631487341357
112,77.466,818,166,342,6711.0,76.29602532372283,30.666314873413572
113,80.021,909,135,473,6711.0,76.29712068899985,30.66631487341357
114,68.873,1110,256,465,6711.0,76.29931141955393,30.666314873413565
115,119.521,1478,265,2628,6711.0,76.27588825419738,30.665458382941896
116,187.227,1389,323,2539,6711.0,76.2769836134359,30.6654583829419
117,190.771,1261,256,2410,6711.0,76.27807897267442,30.665458382941896
118,208.554,1093,111,2243,6711.0,76.27917433191294,30.665458382941896
119,194.646,1058,41,2208,6711.0,76.28026969115149,30.665458382941896
120,72.099,962,126,2111,6711.0,76.28136505039001,30.665458382941896
121,19.263,802,115,1952,6711.0,76.28246040962853,30.665458382941896
122,56.693,743,174,1892,6711.0,76.28355576886705,30.665458382941896
123,60.757,527,527,1280,6711.0,76.28793720582114,30.6654583829419
124,26.94,527,527,1280,6711.0,76.28903256505966,30.665458382941896
125,47.894,0,0,1060,6711.0,76.29012792429819,30.665458382941896
126,86.214,512,0,576,6711.0,76.2945093612523,30.665458382941896
127,66.77,778,94,609,6711.0,76.2956047204908,30.6654583829419
128,71.789,821,94,561,6711.0,76.29670007972933,30.665458382941896
129,76.834,951,90,521,6711.0,76.29779543896784,30.6654583829419
130,56.577,1110,256,465,6711.0,76.29889079820637,30.665458382941896
131,19.87,1166,215,560,6711.0,76.2999861574449,30.665458382941896
132,0.0,3987,2425,4996,6711.0,76.25246536070507,30.664601895340258
133,0.0,4016,2453,5000,6711.0,76.25356071390532,30.664601895340258
134,143.822,1571,217,2721,6711.0,76.27546777791089,30.664601895340258
135,154.515,1498,245,2648,6711.0,76.27656313111116,30.664601895340255
136,203.147,1308,169,2458,6711.0,76.27765848431144,30.664601895340258
137,200.083,1223,170,2373,6711.0,76.2787538375117,30.664601895340255
138,184.703,1156,111,2305,6711.0,76.279849190712,30.664601895340258
139,78.047,1084,83,2233,6711.0,76.28094454391227,30.66460189534026
140,75.737,889,27,2039,6711.0,76.28203989711254,30.664601895340258
141,67.209,932,70,2082,6711.0,76.28313525031282,30.664601895340255
142,67.841,890,441,2040,6711.0,76.28423060351311,30.664601895340255
