,POP_2015,community_space,education,health_wellbeing,ID_HDC_G0,lng,lat
0,50.141,527,527,420,7415.0,75.21406535201513,17.05129598525935
1,19.394,527,527,420,7415.0,75.21509121985504,17.051295985259355
2,48.971,507,859,59,7415.0,75.21919469121464,17.05129598525935
3,39.207,318,0,425,7415.0,75.20770530581275,17.050473196129268
4,42.15,318,0,425,7415.0,75.20873117085856,17.050473196129264
5,24.093,0,0,106,7415.0,75.21078290095016,17.050473196129264
6,52.867,106,106,0,7415.0,75.21180876599597,17.050473196129268
7,57.465,161,161,54,7415.0,75.21283463104179,17.050473196129268
8,65.507,381,381,275,7415.0,75.21488636113341,17.050473196129268
9,55.124,354,510,289,7415.0,75.21591222617921,17.050473196129268
10,53.703,448,800,0,7415.0,75.21796395627082,17.050473196129268
11,46.764,448,800,0,7415.0,75.21898982131663,17.050473196129264
12,50.86,566,1008,19,7415.0,75.22001568636243,17.050473196129264
13,31.984,571,1034,39,7415.0,75.22104155140825,17.050473196129264
14,16.502,318,0,425,7415.0,75.20750047809481,17.049650408382018
15,35.88,318,0,425,7415.0,75.2085263403467,17.049650408382018
16,59.504,0,0,106,7415.0,75.21057806485044,17.049650408382018
17,64.721,106,106,0,7415.0,75.2116039271023,17.049650408382018
18,55.592,161,161,54,7415.0,75.21262978935418,17.049650408382014
19,56.144,381,381,275,7415.0,75.21468151385793,17.049650408382014
20,67.128,354,510,289,7415.0,75.21570737610979,17.049650408382014
21,67.061,369,841,0,7415.0,75.21775910061353,17.049650408382018
22,70.021,369,841,0,7415.0,75.2187849628654,17.049650408382018
23,60.441,491,963,107,7415.0,75.21981082511729,17.049650408382018
24,54.121,585,1058,45,7415.0,75.22083668736914,17.049650408382018
25,35.646,606,1078,25,7415.0,75.22186254962102,17.049650408382018
26,52.984,1085,1558,144,7415.0,75.22391427412477,17.049650408382018
27,0.485,1085,1558,144,7415.0,75.22494013637663,17.049650408382018
28,44.373,412,412,518,7415.0,75.20832152127979,17.048827622017527
29,48.352,333,333,440,7415.0,75.20934738073787,17.048827622017527
30,45.845,224,224,331,7415.0,75.21037324019596,17.048827622017527
31,33.405,154,154,261,7415.0,75.21139909965406,17.048827622017527
32,83.513,38,403,297,7415.0,75.21447667802832,17.048827622017527
33,76.474,151,623,218,7415.0,75.21652839694451,17.04882762201753
34,43.303,151,623,218,7415.0,75.2175542564026,17.048827622017523
35,83.012,235,707,133,7415.0,75.21858011586069,17.048827622017523
36,59.789,327,800,228,7415.0,75.21960597531879,17.04882762201753
37,74.351,442,914,138,7415.0,75.2206318347769,17.04882762201753
38,48.536,477,949,103,7415.0,75.22165769423496,17.048827622017523
39,42.033,884,1356,57,7415.0,75.22370941315114,17.048827622017527
40,27.821,941,1413,0,7415.0,75.22473527260924,17.04882762201753
41,37.953,435,435,541,7415.0,75.20811671365755,17.048004837035727
42,40.11,367,367,473,7415.0,75.20914257032202,17.048004837035727
43,42.183,242,242,349,7415.0,75.21016842698648,17.048004837035727
44,36.766,178,178,284,7415.0,75.21119428365094,17.048004837035727
45,39.959,19,423,316,7415.0,75.21427185364435,17.048004837035727
46,51.88,0,442,335,7415.0,75.21529771030882,17.048004837035727
47,70.054,235,707,133,7415.0,75.21734942363776,17.048004837035723
48,77.344,235,707,133,7415.0,75.21837528030221,17.048004837035727
49,87.459,241,713,308,7415.0,75.2194011369667,17.04800483703573
