,POP_2015,community_space,education,health_wellbeing,ID_HDC_G0,lng,lat
50,65.64,277,749,303,7415.0,75.22042699363115,17.048004837035727
51,77.26,464,936,211,7415.0,75.22145285029562,17.048004837035727
52,56.261,580,1052,144,7415.0,75.22247870696008,17.04800483703573
53,44.724,769,1242,63,7415.0,75.22350456362454,17.048004837035727
54,25.062,941,1413,0,7415.0,75.224530420289,17.048004837035723
55,70.422,443,443,550,7415.0,75.20791191747975,17.04718205343654
56,45.728,443,443,550,7415.0,75.20893777135075,17.04718205343654
57,33.706,385,232,492,7415.0,75.20996362522175,17.04718205343654
58,72.579,357,213,473,7415.0,75.21098947909275,17.04718205343654
59,50.242,365,103,546,7415.0,75.21201533296374,17.04718205343654
60,24.812,210,180,701,7415.0,75.21304118683474,17.04718205343654
61,62.113,0,472,369,7415.0,75.21714460231871,17.047182053436543
62,45.861,0,472,369,7415.0,75.21817045618972,17.047182053436543
63,98.109,189,661,400,7415.0,75.21919631006071,17.04718205343654
64,67.831,292,765,336,7415.0,75.22022216393175,17.047182053436543
65,66.928,408,880,362,7415.0,75.22124801780272,17.04718205343654
66,56.846,600,1072,189,7415.0,75.22227387167372,17.04718205343654
67,57.281,725,1197,0,7415.0,75.22329972554472,17.047182053436543
68,66.175,725,1197,0,7415.0,75.22432557941572,17.04718205343654
69,42.417,880,1353,0,7415.0,75.22535143328672,17.04718205343654
70,18.96,431,186,538,7415.0,75.2097588349015,17.046359271219888
71,64.587,415,165,521,7415.0,75.21078468597919,17.046359271219888
72,66.543,365,103,546,7415.0,75.21181053705686,17.046359271219888
73,33.756,229,170,682,7415.0,75.21283638813455,17.046359271219888
74,53.653,0,0,841,7415.0,75.21386223921225,17.046359271219888
75,75.087,0,0,841,7415.0,75.21488809028995,17.046359271219888
76,74.853,168,303,537,7415.0,75.2169397924453,17.046359271219888
77,40.912,168,303,537,7415.0,75.21796564352299,17.046359271219888
78,79.166,378,850,448,7415.0,75.22001734567834,17.046359271219888
79,56.512,466,939,425,7415.0,75.22104319675604,17.046359271219888
80,60.207,590,1063,262,7415.0,75.22206904783373,17.046359271219888
81,67.011,645,1118,248,7415.0,75.2230948989114,17.046359271219888
82,45.928,806,1278,143,7415.0,75.22412074998907,17.046359271219888
83,48.553,880,1353,0,7415.0,75.22514660106675,17.046359271219885
84,49.723,483,82,642,7415.0,75.21057990431,17.045536490385707
85,50.108,400,0,649,7415.0,75.21160575259451,17.045536490385707
86,33.606,264,264,1106,7415.0,75.21263160087904,17.045536490385707
87,42.701,0,0,841,7415.0,75.2146832974481,17.045536490385707
88,63.818,168,303,537,7415.0,75.21673499401716,17.045536490385707
89,14.68,168,303,537,7415.0,75.21776084230167,17.045536490385707
90,32.101,409,881,480,7415.0,75.21981253887074,17.045536490385707
91,49.506,496,969,436,7415.0,75.22083838715527,17.04553649038571
92,59.287,656,1128,264,7415.0,75.2218642354398,17.045536490385707
93,59.103,687,1160,232,7415.0,75.22289008372432,17.045536490385707
94,69.369,806,1278,143,7415.0,75.22391593200886,17.045536490385707
95,32.302,806,1278,143,7415.0,75.22494178029338,17.04553649038571
96,35.93,245,245,1087,7415.0,75.21242682506794,17.044713710933905
