,POP_2015,community_space,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,149.62,2827,1771,2366,6808.0,73.6319012811697,22.7915747991836
1,35.582,2816,1761,2355,6808.0,73.63162214688009,22.790740538371736
2,5.902,2816,1761,2355,6808.0,73.63267135172411,22.790740538371736
3,117.495,1921,127,968,6808.0,73.61665421363759,22.78990627950125
4,115.767,1921,127,968,6808.0,73.6177034145043,22.78990627950125
5,206.913,2068,621,1115,6808.0,73.61980181623778,22.789906279501245
6,171.12,2181,713,1228,6808.0,73.6208510171045,22.78990627950125
7,226.263,2239,771,1286,6808.0,73.62190021797122,22.789906279501245
8,156.618,2774,1301,1896,6808.0,73.62504782057142,22.78990627950125
9,12.226,2774,1301,1896,6808.0,73.62609702143814,22.789906279501253
10,12.099,2585,1530,2125,6808.0,73.63029382490505,22.789906279501245
11,49.03,2816,1761,2355,6808.0,73.63134302577178,22.789906279501245
12,250.673,2816,1761,2355,6808.0,73.63239222663852,22.789906279501245
13,145.193,1839,891,827,6808.0,73.61112917694173,22.789072022572046
14,0.0,1839,891,827,6808.0,73.61217837383134,22.789072022572046
15,186.171,5000,5000,5000,6808.0,73.61532596450019,22.789072022572046
16,135.539,1815,21,862,6808.0,73.61637516138981,22.789072022572046
17,142.748,1923,128,970,6808.0,73.61742435827944,22.78907202257205
18,100.379,2061,267,1108,6808.0,73.61847355516903,22.789072022572046
19,156.281,2061,515,1108,6808.0,73.61952275205866,22.78907202257205
20,226.263,2141,655,1188,6808.0,73.62057194894827,22.789072022572046
21,183.979,2216,730,1263,6808.0,73.62162114583786,22.789072022572046
22,157.925,2311,826,1358,6808.0,73.62267034272752,22.78907202257205
23,172.638,2453,926,1500,6808.0,73.6237195396171,22.789072022572046
24,184.4,2599,1052,1646,6808.0,73.62476873650672,22.789072022572046
25,83.979,2774,1301,1896,6808.0,73.62581793339633,22.789072022572046
26,83.895,2644,1154,1749,6808.0,73.62686713028596,22.78907202257205
27,144.898,2540,1286,1881,6808.0,73.62791632717558,22.789072022572046
28,14.249,2544,1489,2084,6808.0,73.63001472095479,22.78907202257205
29,184.99,2615,1560,2155,6808.0,73.63106391784443,22.789072022572043
30,155.353,2733,1678,2273,6808.0,73.63211311473403,22.78907202257205
31,101.854,1839,891,827,6808.0,73.61085015775646,22.788237767584054
32,8.98,1770,822,758,6808.0,73.61189935066918,22.788237767584057
33,76.222,5000,5000,5000,6808.0,73.61504692940723,22.788237767584057
34,103.246,1650,292,627,6808.0,73.61609612231993,22.788237767584054
35,158.515,1680,191,727,6808.0,73.6171453152326,22.788237767584057
36,136.846,1844,465,891,6808.0,73.6181945081453,22.78823776758406
37,186.255,1956,479,1003,6808.0,73.61924370105798,22.788237767584054
38,190.555,2045,536,1092,6808.0,73.62029289397069,22.788237767584054
39,172.933,2147,631,1194,6808.0,73.62134208688336,22.788237767584057
40,238.194,2292,760,1339,6808.0,73.62239127979606,22.788237767584057
41,200.336,2390,842,1437,6808.0,73.62344047270875,22.788237767584057
42,160.918,2475,928,1522,6808.0,73.62448966562143,22.788237767584057
43,220.909,2520,972,1567,6808.0,73.62553885853411,22.788237767584057
44,187.604,2586,1097,1691,6808.0,73.62658805144679,22.788237767584057
45,198.059,2464,1237,1832,6808.0,73.62763724435949,22.78823776758406
46,10.244,2403,1175,1770,6808.0,73.62868643727218,22.788237767584054
47,0.632,2503,1448,2043,6808.0,73.62973563018487,22.788237767584057
48,113.701,2545,1490,2085,6808.0,73.63078482309754,22.788237767584054
49,8.347,2609,1554,2149,6808.0,73.63183401601025,22.788237767584057
50,24.325,1810,861,797,6808.0,73.61057115174778,22.787403514537186
51,110.159,1770,822,758,6808.0,73.61162034068371,22.787403514537182
52,9.19,1622,437,366,6808.0,73.61476790749157,22.787403514537182
53,182.292,1621,437,468,6808.0,73.61581709642752,22.787403514537182
54,140.724,1593,400,640,6808.0,73.61686628536346,22.787403514537182
55,142.537,1826,447,873,6808.0,73.61791547429942,22.787403514537186
56,227.654,1796,350,843,6808.0,73.61896466323536,22.787403514537186
57,216.44,1932,403,979,6808.0,73.6200138521713,22.787403514537182
58,195.024,2042,527,1089,6808.0,73.62106304110726,22.787403514537182
59,172.469,2096,581,1143,6808.0,73.6221122300432,22.787403514537186
60,211.929,2239,691,1286,6808.0,73.62316141897917,22.787403514537186
61,166.567,2366,818,1413,6808.0,73.6242106079151,22.787403514537182
62,237.604,2427,879,1474,6808.0,73.62525979685105,22.787403514537186
63,175.167,2518,984,1579,6808.0,73.62630898578699,22.787403514537186
