,POP_2015,active_living,community_space,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,67.815,3359,1881,2650,2712,5000,9323.0,87.02004632378598,25.268197929875175
1,52.942,3359,1881,2650,2712,5000,9323.0,87.02110814599399,25.268197929875175
2,59.617,3434,1795,2725,2627,5000,9323.0,87.02073444545479,25.26735753527869
3,43.96,1761,3288,693,1420,3724,9323.0,87.00299815869134,25.26567675271343
4,18.762,1761,3288,693,1420,3724,9323.0,87.00405996722039,25.265676752713425
5,66.402,3471,1513,2762,2344,5000,9323.0,87.02211071221447,25.265676752713418
6,55.801,3471,1513,2762,2344,5000,9323.0,87.02317252074354,25.265676752713425
7,29.229,1761,3288,693,1420,3724,9323.0,87.00262458187868,25.264836364744458
8,21.294,1761,3288,693,1420,3724,9323.0,87.0036863858485,25.264836364744454
9,27.704,3471,1513,2762,2344,5000,9323.0,87.0217370533356,25.264836364744458
10,16.71,3471,1513,2762,2344,5000,9323.0,87.02279885730545,25.264836364744454
11,31.961,4233,1796,3524,2627,5000,9323.0,87.02916968112443,25.26483636474446
12,35.453,4233,1796,3524,2627,5000,9323.0,87.03023148509423,25.264836364744458
13,16.441,4315,1879,3606,2710,5000,9323.0,87.03129328906407,25.264836364744454
14,18.867,1263,3014,601,997,3225,9323.0,86.9980038243446,25.26399597898448
15,17.087,1540,3112,52,998,3502,9323.0,87.00118922257704,25.263995978984482
16,44.667,1592,3165,0,1051,3555,9323.0,87.0022510219878,25.263995978984475
17,17.58,1789,3037,443,1169,3751,9323.0,87.00437462080941,25.263995978984482
18,67.301,2015,2967,669,1396,3978,9323.0,87.0054364202202,25.263995978984475
19,76.524,1987,2939,641,1368,3950,9323.0,87.00649821963103,25.26399597898448
20,103.136,2113,3019,767,1493,4076,9323.0,87.00756001904182,25.263995978984482
21,24.61,2156,3061,810,1536,4118,9323.0,87.00862181845264,25.263995978984482
22,30.892,2538,3128,1192,1918,4500,9323.0,87.01180721668503,25.263995978984482
23,9.156,2492,2981,1339,1952,4441,9323.0,87.01286901609583,25.26399597898448
24,12.8,2604,2129,1894,2064,4553,9323.0,87.01499261491745,25.26399597898448
25,39.295,2665,2096,1955,2125,4614,9323.0,87.01605441432825,25.263995978984475
26,44.807,2768,1965,2059,2229,4718,9323.0,87.01711621373904,25.263995978984475
27,37.064,2853,1879,2144,2314,4803,9323.0,87.01817801314984,25.26399597898448
28,30.264,3003,1730,2293,2463,4953,9323.0,87.01923981256066,25.26399597898448
29,5.418,3070,1663,2360,2494,5000,9323.0,87.02030161197145,25.263995978984482
30,3.785,3169,1564,2460,2395,5000,9323.0,87.02136341138225,25.263995978984475
31,45.247,3293,1439,2584,2270,5000,9323.0,87.02242521079306,25.263995978984482
