,POP_2015,community_space,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,7.969,1639,1480,1427,626,7993.0,76.92633695255587,11.936163765875616
1,32.743,1639,1480,1427,626,7993.0,76.92734828289991,11.936163765875618
2,5.782,1639,1480,1427,626,7993.0,76.92619399925452,11.935348203226539
3,2.277,1639,1480,1427,626,7993.0,76.92720532771918,11.93534820322654
4,25.164,1506,1102,780,1624,7993.0,76.94540924008285,11.935348203226543
5,25.823,1506,1102,780,1624,7993.0,76.9464205685475,11.935348203226543
6,40.052,1005,710,670,1143,7993.0,76.94020962865935,11.93453264151581
7,84.418,1137,842,801,1275,7993.0,76.94122095524477,11.93453264151581
8,74.293,1506,1102,780,1624,7993.0,76.94526626158644,11.93453264151581
9,39.872,1506,1102,780,1624,7993.0,76.94627758817187,11.93453264151581
10,15.098,1946,1543,835,2064,7993.0,76.94931156792812,11.93453264151581
11,7.939,1946,1543,835,2064,7993.0,76.95032289451353,11.934532641515808
12,16.326,740,541,405,1173,7993.0,76.93804402065857,11.933717080743353
13,85.766,740,541,405,1173,7993.0,76.93905534536489,11.933717080743353
14,71.746,1005,710,670,1143,7993.0,76.94006667007122,11.933717080743357
15,81.303,1083,679,531,1201,7993.0,76.94208931948387,11.933717080743357
16,55.809,1127,723,575,1245,7993.0,76.94310064419018,11.933717080743353
17,130.402,1136,853,800,0,7993.0,76.93082181654873,11.932901520909109
18,68.571,736,537,401,1125,7993.0,76.93790107634031,11.932901520909107
19,21.09,727,528,392,1160,7993.0,76.93891239916768,11.932901520909107
20,89.81,896,601,560,1034,7993.0,76.93992372199503,11.932901520909109
21,22.857,801,486,477,919,7993.0,76.94093504482241,11.932901520909107
22,54.372,1083,679,531,1201,7993.0,76.94194636764978,11.932901520909107
23,113.326,1083,679,531,1201,7993.0,76.94295769047716,11.932901520909107
24,39.932,1079,676,527,1197,7993.0,76.94396901330451,11.932901520909107
25,72.465,1136,853,800,0,7993.0,76.93067889589365,11.932085962013003
26,53.143,1136,853,800,0,7993.0,76.93169021684223,11.932085962013003
27,15.997,791,508,455,746,7993.0,76.93573550063643,11.932085962013003
28,30.915,654,421,318,932,7993.0,76.93674682158498,11.932085962013
29,129.833,637,421,302,1002,7993.0,76.93775814253353,11.932085962013002
30,16.177,578,379,243,1011,7993.0,76.93876946348209,11.932085962013002
31,33.821,801,486,477,919,7993.0,76.93978078443064,11.932085962013
32,108.204,801,486,477,919,7993.0,76.94079210537919,11.932085962013003
33,128.784,976,572,424,1094,7993.0,76.9428147472763,11.932085962013003
34,99.756,1079,676,527,1197,7993.0,76.94382606822485,11.932085962013003
35,41.79,1198,795,473,1317,7993.0,76.9448373891734,11.932085962013
36,46.103,1732,1328,514,1850,7993.0,76.95090531486471,11.932085962013003
37,65.785,825,542,490,310,7993.0,76.93356994295861,11.93127040405497
38,22.797,732,449,396,688,7993.0,76.93559258109835,11.93127040405497
39,110.96,573,291,238,802,7993.0,76.93660390016822,11.931270404054969
40,77.079,555,322,220,834,7993.0,76.93761521923808,11.931270404054969
41,133.068,578,379,243,1011,7993.0,76.93862653830797,11.93127040405497
42,70.009,716,401,392,834,7993.0,76.93963785737785,11.931270404054969
43,104.07,721,406,397,839,7993.0,76.9406491764477,11.93127040405497
44,84.089,849,457,308,967,7993.0,76.94166049551758,11.931270404054969
45,141.636,867,463,315,985,7993.0,76.94267181458746,11.931270404054969
46,83.729,996,592,297,1114,7993.0,76.94368313365734,11.931270404054969
47,93.914,1108,705,368,1226,7993.0,76.9446944527272,11.93127040405497
48,147.417,1662,1259,445,1780,7993.0,76.95076236714644,11.931270404054969
49,73.544,825,542,490,310,7993.0,76.93342703768849,11.930454847034945
50,121.624,685,403,350,450,7993.0,76.93443835487982,11.930454847034943
51,88.792,590,307,254,570,7993.0,76.93544967207116,11.930454847034941
52,103.62,502,219,167,741,7993.0,76.93646098926247,11.930454847034943
53,120.636,433,234,97,868,7993.0,76.9374723064538,11.93045484703494
54,120.007,403,204,68,868,7993.0,76.93848362364514,11.930454847034941
55,114.225,600,285,276,718,7993.0,76.93949494083648,11.930454847034941
56,149.934,610,295,286,728,7993.0,76.94050625802782,11.930454847034941
57,124.201,785,393,245,904,7993.0,76.94151757521915,11.93045484703494
58,123.122,1092,688,293,1210,7993.0,76.94252889241048,11.930454847034941
59,100.415,993,589,194,1111,7993.0,76.9435402096018,11.93045484703494
60,97.629,1007,603,208,1125,7993.0,76.94455152679315,11.930454847034941
61,33.699,1117,713,454,1235,7993.0,76.94556284398448,11.930454847034941
62,66.088,1216,813,554,1335,7993.0,76.94657416117582,11.930454847034941
63,28.829,1216,813,554,1335,7993.0,76.94758547836715,11.930454847034941
64,114.525,1599,1195,381,1717,7993.0,76.95061942994114,11.930454847034943
65,31.604,565,282,229,570,7993.0,76.93530677355467,11.929639290952851
66,107.215,425,133,107,719,7993.0,76.9363180888676,11.92963929095285
67,88.702,355,156,19,820,7993.0,76.93732940418052,11.929639290952851
68,122.254,375,176,39,840,7993.0,76.93834071949347,11.929639290952847
69,117.85,563,248,239,681,7993.0,76.9393520348064,11.929639290952853
70,135.195,513,198,189,631,7993.0,76.94036335011933,11.929639290952847
71,94.693,711,318,170,829,7993.0,76.94137466543224,11.929639290952851
72,117.64,681,277,129,799,7993.0,76.94238598074519,11.929639290952847
73,137.052,1048,645,250,1167,7993.0,76.94339729605812,11.929639290952853
74,131.6,892,488,93,1010,7993.0,76.94440861137106,11.92963929095285
75,82.83,1023,620,224,1141,7993.0,76.94541992668397,11.929639290952853
76,6.687,1101,697,438,1219,7993.0,76.9464312419969,11.92963929095285
77,24.928,1216,813,554,1335,7993.0,76.94744255730986,11.929639290952853
78,43.377,1784,1380,515,1902,7993.0,76.9524991338745,11.929639290952851
79,52.724,1784,1380,515,1902,7993.0,76.95351044918742,11.929639290952851
80,115.334,389,89,89,763,7993.0,76.93617519898339,11.92882373580863
81,116.921,303,104,75,790,7993.0,76.93718651241807,11.92882373580863
82,130.911,225,26,109,712,7993.0,76.93819782585274,11.928823735808631
83,138.25,386,71,61,504,7993.0,76.94022045272207,11.928823735808631
84,107.215,599,195,47,717,7993.0,76.94123176615675,11.92882373580863
85,137.142,606,202,54,724,7993.0,76.9422430795914,11.92882373580863
86,100.984,707,303,82,825,7993.0,76.94325439302607,11.92882373580863
87,130.252,798,395,0,917,7993.0,76.94426570646074,11.928823735808631
88,86.776,985,581,186,1103,7993.0,76.94527701989541,11.928823735808631
89,55.6,1139,735,78,1257,7993.0,76.94831096019941,11.928823735808631
90,51.616,1281,877,63,1399,7993.0,76.94932227363407,11.928823735808631
91,59.884,1337,933,119,1455,7993.0,76.95033358706874,11.92882373580863
92,80.614,1500,1097,232,1618,7993.0,76.95134490050341,11.92882373580863
93,39.363,1541,1137,192,1659,7993.0,76.95235621393807,11.928823735808631
94,40.621,1637,1234,102,1755,7993.0,76.95336752737273,11.92882373580863
95,133.787,306,0,0,853,7993.0,76.93603231960974,11.928008181602213
96,146.728,306,0,0,853,7993.0,76.93704363116628,11.928008181602209
97,138.52,166,77,125,652,7993.0,76.93805494272281,11.928008181602209
98,130.162,319,4,4,437,7993.0,76.94007756583589,11.928008181602209
99,118.898,501,98,14,619,7993.0,76.94210018894897,11.928008181602213
100,111.739,518,115,31,636,7993.0,76.94311150050551,11.928008181602209
101,103.261,662,259,0,780,7993.0,76.94412281206205,11.928008181602209
102,116.082,752,349,89,870,7993.0,76.94513412361859,11.928008181602209
103,58.154,873,470,210,991,7993.0,76.94614543517513,11.928008181602209
104,45.954,959,555,258,1077,7993.0,76.94715674673166,11.928008181602209
105,53.922,1139,735,78,1257,7993.0,76.9481680582882,11.928008181602213
106,72.465,1217,814,0,1335,7993.0,76.94917936984474,11.928008181602209
107,88.013,1309,905,91,1427,7993.0,76.95019068140128,11.928008181602209
108,71.267,1500,1097,232,1618,7993.0,76.95120199295783,11.928008181602213
109,21.898,1662,1258,71,1780,7993.0,76.95221330451439,11.928008181602209
110,115.483,1733,1329,0,1851,7993.0,76.95322461607093,11.928008181602213
111,76.24,180,75,125,731,7993.0,76.93588945074639,11.927192628333525
112,107.844,169,0,122,655,7993.0,76.93690076042493,11.927192628333524
113,83.1,47,121,27,534,7993.0,76.93791207010351,11.927192628333525
114,69.739,114,90,51,413,7993.0,76.93892337978204,11.927192628333525
115,115.543,204,0,0,323,7993.0,76.93993468946059,11.927192628333524
