,POP_2015,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,191.97,399,438,448,438,280.0,-91.3202907042903,15.80795488157579
1,138.125,381,420,423,420,280.0,-91.31926888735175,15.807954881575789
2,112.01,406,446,449,446,280.0,-91.31824707041325,15.80795488157579
3,149.236,365,404,407,404,280.0,-91.31722525347473,15.807954881575789
4,96.484,431,454,259,457,280.0,-91.31620343653618,15.80795488157579
5,111.535,431,454,259,457,280.0,-91.31518161959767,15.807954881575787
6,172.977,271,310,579,310,280.0,-91.32108356561653,15.807134099739939
7,181.002,370,409,482,409,280.0,-91.32006175123986,15.807134099739939
8,197.431,343,382,389,382,280.0,-91.31903993686318,15.807134099739937
9,168.704,296,335,338,335,280.0,-91.31801812248648,15.807134099739935
10,156.833,281,321,321,321,280.0,-91.3169963081098,15.807134099739939
11,104.318,403,426,270,429,280.0,-91.31597449373311,15.807134099739935
12,124.925,369,388,174,541,280.0,-91.31495267935642,15.807134099739935
13,137.081,356,367,157,579,280.0,-91.31393086497975,15.807134099739937
14,129.959,273,279,69,491,280.0,-91.31290905060308,15.807134099739939
15,126.35,348,388,657,248,280.0,-91.32187643531267,15.806313319175075
16,162.864,310,349,618,279,280.0,-91.32085462349768,15.806313319175072
17,187.364,211,250,452,250,280.0,-91.3198328116827,15.806313319175075
18,152.133,184,223,296,223,280.0,-91.31881099986768,15.806313319175072
19,145.58,172,211,214,211,280.0,-91.3177891880527,15.806313319175075
20,164.668,286,297,190,297,280.0,-91.31676737623772,15.806313319175075
21,155.599,267,349,172,443,280.0,-91.31574556442271,15.806313319175075
22,164.953,248,267,126,477,280.0,-91.31472375260773,15.806313319175075
23,165.855,238,246,34,459,280.0,-91.31370194079274,15.806313319175073
24,196.101,373,169,170,428,280.0,-91.31268012897776,15.806313319175075
25,204.126,350,200,247,487,280.0,-91.31165831716275,15.806313319175075
26,110.538,495,534,804,100,280.0,-91.32266931337887,15.805492539881127
27,135.941,418,458,728,177,280.0,-91.32164750412541,15.805492539881126
28,178.295,258,297,567,297,280.0,-91.32062569487195,15.80549253988113
29,227.724,85,124,394,124,280.0,-91.31960388561852,15.805492539881127
30,156.311,69,109,244,109,280.0,-91.31858207636506,15.805492539881131
31,207.212,190,152,125,152,280.0,-91.31756026711162,15.805492539881127
32,208.684,206,311,37,311,280.0,-91.31653845785816,15.805492539881127
33,168.419,115,322,190,344,280.0,-91.3155166486047,15.80549253988113
34,199.282,97,174,105,324,280.0,-91.31449483935125,15.805492539881127
35,215.854,251,93,121,304,280.0,-91.3134730300978,15.805492539881127
36,182.901,302,101,163,402,280.0,-91.31245122084434,15.805492539881126
37,174.402,386,167,293,524,280.0,-91.31142941159091,15.80549253988113
38,140.357,544,584,859,0,280.0,-91.3234621998153,15.804671761858028
39,145.248,495,534,804,100,280.0,-91.32244039312322,15.804671761858026
40,173.69,407,446,719,184,280.0,-91.32141858643115,15.804671761858028
41,177.678,279,318,591,269,280.0,-91.3203967797391,15.804671761858026
42,170.413,112,116,391,116,280.0,-91.31937497304705,15.804671761858026
43,198.618,39,39,275,39,280.0,-91.318353166355,15.804671761858028
44,168.846,249,210,65,210,280.0,-91.31733135966292,15.804671761858026
45,193.252,156,360,85,243,280.0,-91.31630955297084,15.804671761858028
46,181.619,0,272,164,229,280.0,-91.31528774627878,15.80467176185803
47,175.731,160,114,138,204,280.0,-91.31426593958672,15.80467176185803
48,163.766,220,31,199,282,280.0,-91.31324413289467,15.804671761858028
49,158.875,200,50,264,337,280.0,-91.31222232620259,15.804671761858028
50,139.55,360,71,280,498,280.0,-91.31120051951054,15.80467176185803
51,76.494,544,584,859,0,280.0,-91.32323329049129,15.803850985105694
52,206.974,493,532,807,51,280.0,-91.32221148636046,15.803850985105695
53,290.353,315,355,630,255,280.0,-91.32118968222964,15.803850985105697
54,196.101,223,262,537,262,280.0,-91.3201678780988,15.803850985105694
55,184.753,169,169,442,169,280.0,-91.31914607396799,15.803850985105695
56,50.046,257,218,214,218,280.0,-91.31812426983716,15.803850985105694
57,168.039,224,185,112,158,280.0,-91.31710246570633,15.803850985105695
58,207.449,180,339,111,134,280.0,-91.31608066157548,15.803850985105695
59,190.641,91,293,45,110,280.0,-91.31505885744468,15.803850985105694
60,189.928,110,155,95,160,280.0,-91.31403705331385,15.803850985105695
61,172.123,104,147,168,241,280.0,-91.31301524918304,15.803850985105695
62,189.169,254,34,318,392,280.0,-91.31199344505221,15.803850985105697
63,119.133,441,480,755,103,280.0,-91.32198259309028,15.803030209624062
64,192.018,353,392,667,191,280.0,-91.32096079152052,15.803030209624062
65,161.819,223,262,537,262,280.0,-91.31993898995078,15.803030209624064
66,171.6,322,283,287,283,280.0,-91.31891718838105,15.803030209624062
67,149.854,322,283,287,283,280.0,-91.31789538681132,15.803030209624064
68,191.638,347,308,165,248,280.0,-91.31687358524157,15.803030209624062
69,171.315,230,339,0,43,280.0,-91.31585178367185,15.803030209624062
70,270.885,148,289,26,26,280.0,-91.3148299821021,15.803030209624062
71,169.606,61,251,47,112,280.0,-91.31380818053235,15.803030209624062
72,230.193,125,216,186,260,280.0,-91.31278637896261,15.803030209624064
73,117.993,246,226,301,374,280.0,-91.31176457739288,15.803030209624062
74,70.938,502,541,816,327,280.0,-91.32175371331239,15.802209435413054
75,150.138,417,378,240,324,280.0,-91.31766651727716,15.802209435413053
76,175.114,325,421,114,197,280.0,-91.31664471826836,15.802209435413054
77,204.648,286,263,94,94,280.0,-91.31562291925955,15.802209435413053
78,201.704,166,272,65,28,280.0,-91.31460112025076,15.802209435413054
79,141.877,152,231,88,162,280.0,-91.31357932124195,15.802209435413053
80,205.028,180,213,232,305,280.0,-91.31255752223315,15.802209435413054
81,110.253,246,226,301,374,280.0,-91.31153572322435,15.802209435413053
82,168.609,392,365,149,149,280.0,-91.3164158647864,15.801388662472593
83,225.635,342,314,199,199,280.0,-91.31539406833839,15.801388662472595
84,179.625,252,134,188,114,280.0,-91.31437227189038,15.801388662472593
85,177.061,271,110,207,134,280.0,-91.31335047544235,15.801388662472595
86,196.623,279,190,215,288,280.0,-91.31232867899433,15.80138866247259
87,165.57,262,294,314,387,280.0,-91.31130688254629,15.801388662472595
88,163.576,293,251,229,155,280.0,-91.31516523090801,15.800567890802613
89,225.303,371,171,307,233,280.0,-91.31414343702063,15.800567890802615
90,181.429,382,0,318,244,280.0,-91.31312164313326,15.800567890802615
91,155.599,400,148,336,263,280.0,-91.31209984924588,15.800567890802615
92,170.603,462,80,398,325,280.0,-91.3139146156413,15.79974712040304
