,POP_2015,health_wellbeing,ID_HDC_G0,lng,lat
0,0.389,1361,7608.0,77.12460503745827,20.1338961231312
1,0.0,1361,7608.0,77.12435195526989,20.133067635032745
2,91.449,500,7608.0,77.12984250566139,20.12726826518922
3,64.06,583,7608.0,77.1254399328539,20.12643979047427
4,49.521,500,7608.0,77.12958950155317,20.12643979047427
5,155.671,104,7608.0,77.1311583022871,20.124782846062033
6,84.634,104,7608.0,77.13219568765665,20.124782846062033
7,13.37,104,7608.0,77.13090532958475,20.123954376364576
8,103.326,104,7608.0,77.13194271155189,20.123954376364573
9,103.943,261,7608.0,77.13298009351901,20.123954376364573
10,139.899,261,7608.0,77.13401747548616,20.12395437636458
11,146.455,0,7608.0,77.13168974818383,20.12312590833945
12,127.535,167,7608.0,77.13272712674876,20.123125908339446
13,133.02,189,7608.0,77.13376450531366,20.123125908339446
14,36.865,303,7608.0,77.12521254657493,20.12229744198657
15,30.018,303,7608.0,77.12624992173778,20.12229744198657
16,120.883,0,7608.0,77.12832467206354,20.122297441986575
17,137.174,55,7608.0,77.12936204722641,20.122297441986575
18,125.945,76,7608.0,77.13039942238927,20.122297441986568
19,98.621,303,7608.0,77.12599700085148,20.121468977305874
20,31.154,55,7608.0,77.12910911613449,20.12146897730587
21,93.104,76,7608.0,77.13014648789547,20.121468977305877
22,132.728,207,7608.0,77.13118385965647,20.121468977305874
23,74.704,207,7608.0,77.13222123141746,20.121468977305874
24,51.793,274,7608.0,77.13325860317846,20.12146897730587
25,76.294,0,7608.0,77.13637071846146,20.12146897730587
26,125.945,0,7608.0,77.12989356613718,20.12064051429727
27,50.852,207,7608.0,77.13196830285578,20.120640514297268
28,39.396,274,7608.0,77.13300567121505,20.120640514297268
29,66.688,274,7608.0,77.13404303957437,20.120640514297268
30,99.4,15,7608.0,77.13611777629293,20.120640514297268
31,64.482,0,7608.0,77.13819251301153,20.120640514297268
32,147.591,0,7608.0,77.1358648468606,20.119812052960672
33,123.933,0,7608.0,77.13793957677613,20.11981205296067
34,52.604,232,7608.0,77.1353590262031,20.11815513530318
35,55.817,270,7608.0,77.13743374251354,20.11815513530318
36,41.993,270,7608.0,77.13847110066874,20.11815513530318
37,77.689,685,7608.0,77.1436578914448,20.11815513530318
38,37.579,685,7608.0,77.14469524960002,20.118155135303184
39,71.556,270,7608.0,77.13718084448566,20.117326678982128
40,76.878,270,7608.0,77.13821819923984,20.117326678982128
41,29.564,0,7608.0,77.1275917970128,20.116498224332762
42,15.836,0,7608.0,77.12862914836614,20.116498224332762
43,77.43,0,7608.0,77.1296664997195,20.116498224332762
44,61.821,0,7608.0,77.12733895506096,20.11566977135501
45,164.887,0,7608.0,77.12837630301365,20.115669771355005
46,107.415,0,7608.0,77.12941365096631,20.11566977135501
47,116.826,194,7608.0,77.13434753770723,20.114841320048775
48,86.516,194,7608.0,77.13538488225939,20.114841320048775
49,22.781,700,7608.0,77.14264629412457,20.114841320048775
50,122.57,0,7608.0,77.13616937972223,20.114012870413983
51,23.463,0,7608.0,77.13720672087406,20.114012870413983
52,18.627,700,7608.0,77.14239342663323,20.114012870413983
53,99.465,700,7608.0,77.14343076778508,20.114012870413983
54,87.198,0,7608.0,77.13487920761504,20.11318442245056
55,107.675,0,7608.0,77.13591654536671,20.113184422450562
56,86.451,0,7608.0,77.13695388311838,20.113184422450562
57,73.763,0,7608.0,77.13462638939295,20.112355976158423
58,144.929,0,7608.0,77.1356637237446,20.11235597615842
59,172.578,137,7608.0,77.12918692914445,20.111527531537487
60,134.123,0,7608.0,77.13022426009628,20.111527531537483
61,77.592,108,7608.0,77.12893415338607,20.110699088587662
62,139.932,79,7608.0,77.12997148093827,20.110699088587662
63,51.339,0,7608.0,77.1286813903591,20.109870647308888
64,70.907,0,7608.0,77.12842864006315,20.109042207701076
65,140.548,1434,7608.0,77.11676541160067,20.108213769764138
66,142.593,1434,7608.0,77.11780272895498,20.10821376976414
67,15.836,7,7608.0,77.14062371074944,20.10821376976414
68,137.141,14,7608.0,77.14166102810374,20.10821376976414
69,82.849,1434,7608.0,77.11651272415439,20.107385333498005
70,143.599,1434,7608.0,77.11755003810974,20.107385333498005
71,4.641,14,7608.0,77.140370945127,20.107385333498
72,143.307,50,7608.0,77.14140825908231,20.107385333498005
73,135.583,422,7608.0,77.13078239722776,20.106556898902582
74,110.206,422,7608.0,77.13052968765668,20.105728465977805
75,55.103,335,7608.0,77.1367535306042,20.1057284659778
76,123.025,335,7608.0,77.1377908377621,20.105728465977798
77,21.71,0,7608.0,77.14712660218336,20.1057284659778
78,5.355,840,7608.0,77.12716507953705,20.104900034723567
79,87.522,840,7608.0,77.12820238329651,20.104900034723567
80,134.934,721,7608.0,77.12923968705597,20.104900034723567
81,104.332,537,7608.0,77.13027699081545,20.104900034723567
82,102.353,601,7608.0,77.13131429457493,20.10490003472357
83,92.228,714,7608.0,77.13235159833437,20.104900034723574
84,99.724,513,7608.0,77.13546350961278,20.104900034723567
85,101.152,445,7608.0,77.13650081337225,20.104900034723567
86,168.782,353,7608.0,77.13753811713173,20.104900034723574
87,113.192,0,7608.0,77.13961272465066,20.10490003472357
88,114.457,0,7608.0,77.14065002841012,20.104900034723574
89,48.256,452,7608.0,77.14272463592907,20.104900034723567
90,72.595,341,7608.0,77.14376193968853,20.104900034723574
91,131.981,236,7608.0,77.14479924344798,20.104900034723567
92,30.829,236,7608.0,77.14583654720745,20.104900034723567
93,1.298,0,7608.0,77.14687385096693,20.104900034723567
94,93.526,1071,7608.0,77.12691240562016,20.10407160513982
95,87.977,913,7608.0,77.12794970598134,20.10407160513982
