,POP_2015,active_living,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,46.1,5000,1605,3797,4489,6648.0,75.06595130026302,29.562082026431877
1,65.876,2191,2340,1493,2964,6648.0,75.02551686345525,29.55696480677969
2,86.824,2344,2493,1646,2811,6648.0,75.02660460754339,29.556964806779693
3,66.011,2344,2493,1646,2811,6648.0,75.02769235163152,29.556964806779686
4,62.766,2551,2356,1853,2605,6648.0,75.0287800957197,29.556964806779693
5,66.932,2614,2292,1916,2541,6648.0,75.02986783980784,29.556964806779693
6,78.645,2639,2215,1941,2465,6648.0,75.03095558389596,29.556964806779693
7,63.208,3262,2533,2564,3046,6648.0,75.03856979251297,29.556964806779693
8,33.793,3304,2485,2606,3089,6648.0,75.03965753660108,29.55696480677969
9,49.537,3830,1861,3132,3596,6648.0,75.04509625704182,29.556964806779693
10,23.309,3966,1819,3125,3732,6648.0,75.04618400112996,29.556964806779693
11,20.084,4003,1782,3089,3708,6648.0,75.0472717452181,29.556964806779693
12,53.511,4807,1618,2984,3670,6648.0,75.05379820974693,29.55696480677969
13,48.251,4807,1618,2984,3670,6648.0,75.05488595383508,29.556964806779686
14,33.908,5000,0,3556,4251,6648.0,75.06467565062837,29.55696480677969
15,0.0,2825,2116,2051,4269,6648.0,75.01098262537506,29.55611194637352
16,0.0,2825,2116,2051,4269,6648.0,75.0120703637561,29.556111946373523
17,27.361,2458,2448,1760,2697,6648.0,75.02729870109059,29.55611194637352
18,12.768,2458,2448,1760,2697,6648.0,75.02838643947163,29.55611194637352
19,4.992,2551,2356,1853,2605,6648.0,75.02947417785266,29.556111946373523
20,16.052,2573,2149,1875,2398,6648.0,75.03056191623368,29.55611194637352
21,58.753,2579,2156,1881,2405,6648.0,75.03164965461472,29.55611194637352
22,57.409,2784,2320,2086,2569,6648.0,75.0338251313768,29.55611194637352
23,57.179,2814,2350,2116,2599,6648.0,75.03491286975783,29.55611194637352
24,16.8,2919,2455,2221,2704,6648.0,75.03600060813888,29.556111946373523
25,47.463,3069,2564,2371,2853,6648.0,75.03708834651991,29.556111946373523
26,80.699,3114,2530,2416,2899,6648.0,75.03817608490094,29.55611194637352
27,46.983,3233,2411,2535,3018,6648.0,75.03926382328197,29.556111946373523
28,4.013,3405,2239,2707,3190,6648.0,75.040351561663,29.556111946373523
29,14.112,3432,2212,2734,3217,6648.0,75.04143930004405,29.556111946373527
30,10.042,3563,2094,2865,3348,6648.0,75.04252703842509,29.556111946373523
31,5.011,3646,2037,2948,3431,6648.0,75.04361477680612,29.556111946373523
32,42.26,3823,1868,3125,3589,6648.0,75.04470251518715,29.556111946373523
33,55.278,3966,1819,3125,3732,6648.0,75.04579025356819,29.55611194637352
34,53.742,4003,1782,3089,3708,6648.0,75.04687799194922,29.556111946373527
35,27.073,4807,1618,2984,3670,6648.0,75.05340442223543,29.556111946373523
36,75.131,4807,1618,2984,3670,6648.0,75.05449216061648,29.55611194637352
37,25.805,4684,1496,2861,3547,6648.0,75.05557989899751,29.55611194637352
38,54.644,4703,690,2880,3566,6648.0,75.05993085252165,29.556111946373523
39,37.978,4703,690,2880,3566,6648.0,75.06101859090268,29.556111946373523
40,64.436,5000,354,3283,3978,6648.0,75.06210632928371,29.556111946373527
41,17.895,5000,316,3245,3940,6648.0,75.06319406766475,29.55611194637352
42,24.826,5000,0,3556,4251,6648.0,75.0642818060458,29.556111946373523
43,63.976,1935,2083,1237,2857,6648.0,75.0247296023565,29.5552590886916
44,75.035,1935,2083,1237,2857,6648.0,75.02581733503068,29.5552590886916
45,7.719,2524,2100,1826,2349,6648.0,75.03016826572738,29.555259088691592
46,48.039,2435,2011,1737,2260,6648.0,75.03125599840156,29.555259088691592
47,78.472,2521,2097,1823,2346,6648.0,75.03234373107574,29.555259088691592
48,41.53,2616,2193,1918,2442,6648.0,75.0334314637499,29.555259088691592
49,75.093,2724,2260,2026,2509,6648.0,75.0345191964241,29.5552590886916
50,78.779,2832,2368,2134,2617,6648.0,75.03560692909826,29.5552590886916
51,93.928,2911,2447,2213,2696,6648.0,75.03669466177244,29.555259088691592
52,92.008,3035,2537,2337,2820,6648.0,75.03778239444662,29.5552590886916
53,36.289,3405,2239,2707,3190,6648.0,75.03995785979498,29.555259088691603
54,34.637,3432,2212,2734,3217,6648.0,75.04104559246916,29.555259088691596
55,57.064,3623,2021,2925,3408,6648.0,75.04213332514334,29.555259088691592
