,POP_2015,active_living,community_space,health_wellbeing,ID_HDC_G0,lng,lat
84,0.863,3055,3324,748,7077.0,77.33223640699416,28.159309883499212
85,1.485,3114,3383,808,7077.0,77.33331510272659,28.15930988349921
86,1.243,2875,3145,926,7077.0,77.3354724941915,28.159309883499212
87,1.726,2863,3132,965,7077.0,77.33655118992394,28.159309883499215
88,0.0,2976,3246,1102,7077.0,77.33762988565638,28.159309883499212
89,11.809,2976,3246,1102,7077.0,77.33870858138883,28.15930988349921
90,54.52,3591,3860,1833,7077.0,77.34194466858618,28.159309883499215
91,155.204,3535,3804,1819,7077.0,77.34302336431863,28.159309883499212
92,135.764,3459,3728,1699,7077.0,77.34410206005107,28.15930988349921
93,116.843,3372,3641,1613,7077.0,77.34518075578353,28.159309883499215
94,79.449,3382,3652,1623,7077.0,77.34625945151598,28.159309883499212
95,109.109,3466,3736,1669,7077.0,77.3473381472484,28.159309883499215
96,109.281,3566,3835,1640,7077.0,77.34841684298085,28.159309883499212
97,52.931,3589,3858,1652,7077.0,77.3494955387133,28.15930988349921
98,45.888,3688,3957,671,7077.0,77.31567528271515,28.1584613533881
99,109.04,3460,3729,730,7077.0,77.31675397313633,28.158461353388095
100,100.822,3460,3729,730,7077.0,77.3178326635575,28.15846135338809
101,70.126,3355,3624,621,7077.0,77.31891135397868,28.158461353388095
102,68.987,3061,3330,421,7077.0,77.32214742524218,28.15846135338809
103,52.31,3096,3366,387,7077.0,77.32322611566336,28.1584613533881
104,121.884,3176,3446,280,7077.0,77.32538349650571,28.1584613533881
105,16.539,3159,3428,263,7077.0,77.32646218692686,28.158461353388095
106,9.806,3002,3271,696,7077.0,77.33077694861156,28.15846135338809
107,51.758,2958,3227,651,7077.0,77.33185563903272,28.15846135338809
108,54.347,2864,3133,635,7077.0,77.3329343294539,28.1584613533881
109,49.272,2867,3136,645,7077.0,77.33401301987507,28.158461353388095
110,40.26,2807,3077,858,7077.0,77.33509171029625,28.15846135338809
111,167.288,2795,3064,892,7077.0,77.33617040071742,28.158461353388095
112,96.713,2829,3099,956,7077.0,77.33724909113859,28.158461353388095
113,54.9,2976,3246,1102,7077.0,77.33832778155976,28.15846135338809
114,20.13,2852,3121,1093,7077.0,77.34048516240209,28.15846135338809
115,13.017,2852,3121,1093,7077.0,77.34156385282328,28.15846135338809
116,36.98,3497,3767,1823,7077.0,77.34264254324445,28.158461353388095
117,148.056,3399,3668,1692,7077.0,77.34372123366562,28.15846135338809
118,113.528,3230,3499,1502,7077.0,77.34479992408679,28.15846135338809
119,127.719,3221,3490,1461,7077.0,77.34587861450795,28.158461353388095
120,138.25,3370,3640,1593,7077.0,77.34695730492912,28.15846135338809
121,76.342,3504,3773,1567,7077.0,77.34803599535029,28.15846135338809
122,61.253,3565,3834,1629,7077.0,77.34911468577148,28.1584613533881
123,21.856,3784,4053,675,7077.0,77.31313724093214,28.15761282582538
124,75.271,3784,4053,675,7077.0,77.31421592604227,28.15761282582538
125,125.44,3575,3844,532,7077.0,77.3152946111524,28.157612825825385
126,86.976,3505,3774,629,7077.0,77.31637329626253,28.157612825825378
127,86.838,3441,3711,665,7077.0,77.31745198137266,28.15761282582539
128,160.003,3317,3586,766,7077.0,77.31853066648279,28.15761282582538
129,33.423,3190,3459,756,7077.0,77.31960935159292,28.15761282582538
130,47.752,2961,3230,497,7077.0,77.32176672181318,28.157612825825378
131,70.782,2961,3231,485,7077.0,77.3228454069233,28.15761282582538
132,121.366,3122,3391,226,7077.0,77.32500277714357,28.157612825825378
133,22.616,2783,3053,477,7077.0,77.33147488780435,28.15761282582538
134,129.1,2759,3028,523,7077.0,77.33255357291448,28.157612825825378
135,102.376,2771,3040,535,7077.0,77.33363225802461,28.157612825825378
136,76.652,2742,3012,794,7077.0,77.33471094313474,28.157612825825378
137,192.218,2678,2947,754,7077.0,77.33578962824487,28.157612825825385
138,159.485,2735,3004,863,7077.0,77.336868313355,28.15761282582538
139,43.885,2769,3038,897,7077.0,77.33794699846514,28.157612825825378
140,118.984,2843,3112,1084,7077.0,77.34010436868542,28.15761282582538
141,108.522,2841,3110,1082,7077.0,77.34118305379553,28.15761282582538
142,49.617,3313,3582,1784,7077.0,77.34226173890565,28.15761282582538
143,39.604,3365,3634,1690,7077.0,77.34334042401579,28.157612825825385
144,88.495,3290,3559,1615,7077.0,77.34441910912592,28.15761282582538
145,117.292,3184,3453,1567,7077.0,77.34549779423604,28.15761282582538
146,115.703,3431,3700,1495,7077.0,77.34657647934617,28.157612825825378
147,57.765,3389,3658,1453,7077.0,77.34765516445631,28.15761282582538
148,8.597,3314,3584,1378,7077.0,77.34873384956643,28.157612825825378
149,85.526,3569,3838,500,7077.0,77.31491395631856,28.156764300810973
150,126.062,3551,3820,443,7077.0,77.3159926361179,28.156764300810973
151,126.925,3388,3657,681,7077.0,77.31707131591719,28.156764300810966
152,134.625,3371,3641,675,7077.0,77.31814999571652,28.156764300810973
153,76.721,3190,3459,756,7077.0,77.31922867551583,28.156764300810963
154,102.272,2955,3224,521,7077.0,77.32138603511449,28.156764300810966
155,120.745,2808,3077,366,7077.0,77.3224647149138,28.156764300810966
156,95.021,2937,3206,495,7077.0,77.32354339471313,28.15676430081097
157,56.143,2969,3238,73,7077.0,77.32462207451246,28.15676430081097
158,70.679,2905,3175,319,7077.0,77.32570075431177,28.15676430081097
159,59.077,2896,3165,0,7077.0,77.32677943411109,28.156764300810973
160,37.67,2801,3070,346,7077.0,77.33001547350906,28.15676430081097
161,30.074,2783,3053,477,7077.0,77.33109415330838,28.15676430081097
162,113.459,2681,2951,446,7077.0,77.33217283310769,28.156764300810963
163,35.391,2654,2923,705,7077.0,77.33433019270636,28.15676430081097
164,146.088,2631,2900,682,7077.0,77.33540887250567,28.156764300810973
165,204.613,2637,2907,791,7077.0,77.33648755230499,28.156764300810973
166,58.214,2769,3038,897,7077.0,77.33756623210432,28.156764300810973
167,148.609,3320,3589,1792,7077.0,77.34188095130162,28.15676430081097
168,112.976,3184,3453,1655,7077.0,77.34295963110091,28.156764300810977
169,128.548,3120,3389,1592,7077.0,77.34403831090025,28.156764300810966
170,100.856,2986,3255,1457,7077.0,77.34511699069957,28.15676430081097
171,40.363,3303,3572,1366,7077.0,77.34727435029822,28.156764300810966
172,2.935,3291,3561,1355,7077.0,77.34835303009754,28.156764300810966
173,145.777,3471,3741,363,7077.0,77.31561199270175,28.155915778344756
174,70.472,3365,3635,387,7077.0,77.3166906671905,28.15591577834476
175,100.373,3236,3505,528,7077.0,77.31776934167924,28.155915778344756
176,74.408,3152,3421,614,7077.0,77.31884801616798,28.155915778344756
177,123.99,3104,3373,635,7077.0,77.31992669065673,28.155915778344756
178,93.813,2955,3224,521,7077.0,77.3210053651455,28.155915778344756
179,114.944,2808,3077,366,7077.0,77.32208403963423,28.15591577834476
180,154.893,2898,3167,456,7077.0,77.32316271412297,28.155915778344756
181,55.866,2915,3184,638,7077.0,77.32424138861171,28.155915778344756
182,25.551,2849,3118,572,7077.0,77.32532006310046,28.155915778344756
183,17.54,2768,3037,611,7077.0,77.32639873758923,28.155915778344756
184,35.564,2621,2891,306,7077.0,77.32747741207797,28.155915778344752
185,155.791,2651,2920,196,7077.0,77.32855608656672,28.155915778344756
186,109.385,2676,2946,222,7077.0,77.32963476105546,28.15591577834476
187,80.312,2591,2860,136,7077.0,77.33071343554421,28.155915778344756
188,119.329,2535,2804,233,7077.0,77.33179211003295,28.155915778344752
189,121.159,2566,2835,330,7077.0,77.33287078452172,28.155915778344752
190,9.461,2466,2735,517,7077.0,77.33394945901047,28.155915778344756
191,113.943,2440,2709,594,7077.0,77.33502813349921,28.155915778344756
192,126.752,2559,2828,758,7077.0,77.33610680798793,28.15591577834476
193,51.171,2616,2885,815,7077.0,77.3371854824767,28.155915778344752
194,77.101,3332,3602,1804,7077.0,77.34150018043168,28.155915778344752
195,127.339,3187,3456,1738,7077.0,77.34257885492043,28.155915778344752
196,217.63,3149,3418,1658,7077.0,77.34365752940917,28.155915778344756
197,144.224,2986,3255,1457,7077.0,77.34473620389794,28.155915778344756
198,80.001,2994,3264,1391,7077.0,77.34581487838666,28.155915778344752
199,39.017,3131,3400,1265,7077.0,77.34689355287544,28.155915778344756
200,63.532,3152,3422,1216,7077.0,77.34797222736418,28.15591577834476
201,79.518,3391,3660,283,7077.0,77.31523136601352,28.15506725842663
202,46.958,3302,3572,324,7077.0,77.31631003519192,28.155067258426634
203,27.45,3173,3442,454,7077.0,77.31738870437033,28.155067258426634
204,71.991,3099,3368,513,7077.0,77.31846737354873,28.15506725842663
205,90.981,3040,3310,573,7077.0,77.31954604272714,28.155067258426634
206,63.601,2874,3143,440,7077.0,77.32062471190554,28.15506725842663
207,134.832,2740,3009,306,7077.0,77.32170338108395,28.15506725842663
208,94.158,2685,2954,247,7077.0,77.32278205026236,28.15506725842663
209,57.109,2631,2901,190,7077.0,77.32386071944075,28.155067258426634
210,31.904,2621,2891,306,7077.0,77.32709672697597,28.15506725842663
211,108.522,2602,2871,436,7077.0,77.3281753961544,28.155067258426634
212,108.211,2581,2850,126,7077.0,77.32925406533279,28.15506725842663
213,190.111,2502,2772,48,7077.0,77.33033273451117,28.155067258426634
214,164.388,2476,2745,113,7077.0,77.3314114036896,28.155067258426634
215,162.627,2441,2710,271,7077.0,77.33249007286801,28.15506725842663
216,129.998,2375,2645,426,7077.0,77.33356874204641,28.155067258426627
217,213.832,2372,2642,550,7077.0,77.33464741122484,28.155067258426634
218,176.956,2442,2711,641,7077.0,77.33572608040322,28.15506725842663
219,101.133,2431,2700,663,7077.0,77.33680474958163,28.155067258426634
220,30.868,2363,2633,604,7077.0,77.33788341876003,28.155067258426634
221,80.381,3179,3449,1731,7077.0,77.34219809547366,28.15506725842663
222,178.303,3043,3312,1594,7077.0,77.34327676465206,28.15506725842663
223,138.665,3010,3279,1561,7077.0,77.34435543383049,28.15506725842663
224,155.135,2826,3095,1377,7077.0,77.34543410300887,28.15506725842663
225,96.713,3131,3400,1265,7077.0,77.3465127721873,28.15506725842663
226,57.455,3091,3360,1154,7077.0,77.3475914413657,28.15506725842663
227,43.126,3143,3412,1207,7077.0,77.34867011054409,28.15506725842663
228,13.397,3254,3523,1111,7077.0,77.3497487797225,28.155067258426634
229,18.783,3213,3482,87,7077.0,77.31592941992082,28.1542187410565
230,12.844,3178,3447,424,7077.0,77.31700808378912,28.154218741056503
231,22.202,3103,3372,433,7077.0,77.3180867476574,28.1542187410565
232,118.5,2999,3268,537,7077.0,77.31916541152573,28.154218741056503
233,111.733,2928,3197,493,7077.0,77.32024407539402,28.154218741056496
234,185.381,2890,3159,455,7077.0,77.32132273926231,28.154218741056496
235,155.825,2631,2901,190,7077.0,77.32240140313061,28.1542187410565
236,124.75,2540,2809,98,7077.0,77.32348006699891,28.1542187410565
237,63.083,2635,2904,338,7077.0,77.32563739473551,28.1542187410565
238,3.142,2686,2955,433,7077.0,77.32671605860381,28.154218741056496
239,108.729,2686,2955,433,7077.0,77.3277947224721,28.154218741056496
240,98.06,2462,2731,633,7077.0,77.32887338634039,28.1542187410565
241,61.943,2386,2656,565,7077.0,77.32995205020869,28.154218741056493
242,117.637,2388,2657,66,7077.0,77.331030714077,28.154218741056503
243,160.797,2320,2589,188,7077.0,77.33210937794529,28.154218741056496
244,138.25,2289,2558,340,7077.0,77.33318804181359,28.1542187410565
245,160.97,2261,2530,394,7077.0,77.33426670568188,28.154218741056503
246,167.323,2257,2527,478,7077.0,77.33534536955018,28.154218741056503
247,147.055,2331,2601,572,7077.0,77.33642403341847,28.154218741056496
248,61.633,2363,2633,604,7077.0,77.33750269728678,28.154218741056503
249,162.524,2334,2604,597,7077.0,77.3385813611551,28.154218741056496
250,123.023,2421,2691,709,7077.0,77.33966002502336,28.1542187410565
251,101.892,2469,2739,857,7077.0,77.34073868889168,28.1542187410565
252,145.363,2959,3228,1510,7077.0,77.34289601662826,28.154218741056496
253,165.251,2878,3147,1429,7077.0,77.34397468049656,28.1542187410565
254,137.111,2751,3020,1302,7077.0,77.34505334436487,28.154218741056496
255,123.3,2961,3230,1024,7077.0,77.34721067210145,28.154218741056503
256,130.447,3219,3488,1113,7077.0,77.34828933596977,28.154218741056503
257,190.008,3309,3578,1165,7077.0,77.34936799983805,28.1542187410565
258,44.61,3254,3524,110,7077.0,77.31447016281817,28.153370226234244
259,48.477,3213,3482,87,7077.0,77.31554882137658,28.153370226234244
260,9.875,3077,3346,102,7077.0,77.31662747993502,28.153370226234244
261,16.712,3036,3306,259,7077.0,77.31770613849343,28.153370226234244
262,105.345,2981,3251,314,7077.0,77.31878479705185,28.153370226234244
263,125.095,2870,3139,418,7077.0,77.31986345561027,28.153370226234244
264,154.582,2725,2994,290,7077.0,77.32094211416872,28.153370226234244
265,178.752,2599,2868,165,7077.0,77.32202077272714,28.153370226234248
266,152.648,2442,2712,8,7077.0,77.32309943128554,28.153370226234248
267,171.294,2442,2711,4,7077.0,77.32417808984397,28.153370226234248
268,130.689,2570,2839,317,7077.0,77.3252567484024,28.153370226234244
269,85.353,2599,2869,346,7077.0,77.32633540696082,28.153370226234244
270,148.229,2650,2920,397,7077.0,77.32741406551924,28.153370226234244
271,118.707,2610,2879,511,7077.0,77.32849272407766,28.153370226234244
272,82.349,2479,2748,642,7077.0,77.32957138263608,28.153370226234244
273,49.444,2305,2575,484,7077.0,77.33065004119452,28.153370226234244
274,57.04,2165,2435,344,7077.0,77.33172869975293,28.153370226234244
275,115.117,2206,2475,274,7077.0,77.33280735831137,28.153370226234244
276,184.725,2249,2518,394,7077.0,77.33388601686978,28.153370226234244
277,154.168,2161,2431,402,7077.0,77.3349646754282,28.153370226234244
278,86.078,2211,2480,451,7077.0,77.33604333398662,28.153370226234244
279,148.574,2239,2508,479,7077.0,77.33712199254505,28.153370226234244
280,182.032,2313,2582,564,7077.0,77.33820065110348,28.153370226234244
281,138.319,2366,2635,700,7077.0,77.3392793096619,28.153370226234244
282,119.571,2304,2574,736,7077.0,77.34035796822032,28.153370226234244
283,89.255,2519,2789,1105,7077.0,77.34359394389558,28.153370226234248
284,135.315,2676,2945,1227,7077.0,77.344672602454,28.153370226234244
285,205.511,2673,2942,1193,7077.0,77.34575126101244,28.153370226234244
286,187.073,2822,3091,1088,7077.0,77.34682991957087,28.153370226234244
287,136.42,2939,3208,989,7077.0,77.34790857812929,28.153370226234248
288,140.426,3205,3474,1018,7077.0,77.3489872366877,28.153370226234244
289,97.058,3093,3362,906,7077.0,77.35006589524612,28.153370226234244
290,130.033,3254,3524,110,7077.0,77.3140895863098,28.152521713959775
291,106.657,3157,3427,16,7077.0,77.31516823955857,28.152521713959775
292,83.144,3041,3310,107,7077.0,77.31624689280736,28.152521713959775
293,121.055,3037,3306,203,7077.0,77.31732554605615,28.152521713959775
294,144.914,2940,3209,278,7077.0,77.31840419930492,28.15252171395978
295,144.258,2894,3164,396,7077.0,77.3194828525537,28.152521713959775
296,136.351,2719,2989,291,7077.0,77.32056150580249,28.152521713959775
297,162.144,2670,2939,291,7077.0,77.32164015905126,28.152521713959775
298,171.984,2675,2944,240,7077.0,77.32271881230007,28.15252171395978
299,86.493,2725,2994,291,7077.0,77.32379746554884,28.152521713959775
300,120.848,2289,2558,6,7077.0,77.32487611879763,28.152521713959775
301,132.346,2455,2724,202,7077.0,77.3259547720464,28.152521713959775
302,160.901,2596,2865,343,7077.0,77.32703342529518,28.152521713959775
303,120.572,2588,2857,449,7077.0,77.32811207854397,28.152521713959775
304,76.48,2483,2752,484,7077.0,77.32919073179274,28.15252171395978
305,94.434,2381,2650,382,7077.0,77.33026938504152,28.15252171395978
306,79.691,2194,2464,320,7077.0,77.3313480382903,28.152521713959775
307,77.205,2112,2381,263,7077.0,77.3324266915391,28.152521713959775
308,97.749,2147,2417,388,7077.0,77.33350534478788,28.152521713959775
309,114.702,2106,2375,347,7077.0,77.33458399803666,28.152521713959775
310,136.006,2095,2364,336,7077.0,77.33566265128545,28.15252171395978
311,189.766,2130,2399,371,7077.0,77.33674130453421,28.152521713959775
312,156.861,2224,2493,538,7077.0,77.33781995778301,28.152521713959775
313,145.363,2271,2540,605,7077.0,77.3388986110318,28.15252171395978
314,101.858,2232,2501,758,7077.0,77.33997726428056,28.152521713959775
315,88.944,2232,2501,758,7077.0,77.34105591752935,28.152521713959775
316,66.156,2488,2758,1074,7077.0,77.3432132240269,28.152521713959775
317,77.205,2656,2925,1177,7077.0,77.3442918772757,28.152521713959775
318,74.546,2637,2906,1158,7077.0,77.34537053052448,28.152521713959775
319,76.411,3080,3349,979,7077.0,77.34644918377326,28.152521713959775
320,137.698,2924,3194,871,7077.0,77.34752783702201,28.152521713959775
321,147.469,2973,3242,808,7077.0,77.34860649027081,28.15252171395978
322,152.234,3071,3340,884,7077.0,77.3496851435196,28.152521713959775
323,29.004,3338,3608,193,7077.0,77.31478767446617,28.15167320423298
324,134.728,3220,3489,74,7077.0,77.31586632240555,28.15167320423298
325,129.308,2953,3223,251,7077.0,77.31694497034493,28.15167320423298
326,132.242,2905,3175,244,7077.0,77.31802361828429,28.151673204232985
327,133.071,2839,3108,204,7077.0,77.31910226622368,28.151673204232985
328,139.908,2765,3034,423,7077.0,77.32018091416306,28.151673204232985
329,183.275,2658,2927,315,7077.0,77.32125956210243,28.15167320423298
330,172.675,2707,2977,273,7077.0,77.3223382100418,28.15167320423298
331,111.767,2557,2826,195,7077.0,77.32341685798117,28.151673204232978
332,150.335,2278,2547,14,7077.0,77.32449550592055,28.15167320423298
333,155.135,2400,2669,147,7077.0,77.32557415385992,28.151673204232978
334,188.868,2475,2745,163,7077.0,77.32665280179931,28.15167320423298
335,149.576,2620,2889,334,7077.0,77.32773144973866,28.15167320423298
336,146.986,2506,2776,438,7077.0,77.32881009767804,28.151673204232985
337,97.473,2370,2640,372,7077.0,77.32988874561741,28.151673204232978
338,122.126,2272,2542,274,7077.0,77.33096739355679,28.15167320423298
339,89.842,2173,2442,175,7077.0,77.33204604149617,28.15167320423298
340,89.911,1937,2206,0,7077.0,77.33312468943554,28.15167320423298
341,58.111,1865,2134,97,7077.0,77.33420333737492,28.15167320423298
342,140.909,2039,2308,280,7077.0,77.3352819853143,28.151673204232985
343,132.173,2111,2380,352,7077.0,77.33636063325366,28.15167320423298
344,166.218,2119,2388,575,7077.0,77.33743928119303,28.15167320423298
345,153.201,2070,2340,527,7077.0,77.33851792913242,28.151673204232978
346,133.693,2185,2454,770,7077.0,77.33959657707179,28.151673204232985
347,140.08,2185,2454,770,7077.0,77.34067522501114,28.15167320423298
348,54.14,2134,2403,720,7077.0,77.34175387295052,28.15167320423298
349,22.305,2299,2569,885,7077.0,77.3428325208899,28.151673204232985
350,44.058,3050,3320,884,7077.0,77.34606846470803,28.15167320423298
351,163.11,2990,3259,802,7077.0,77.3471471126474,28.15167320423298
352,112.872,2925,3194,737,7077.0,77.34822576058676,28.151673204232985
353,40.743,2907,3176,719,7077.0,77.34930440852615,28.15167320423298
354,63.221,3049,3318,310,7077.0,77.31440712609876,28.15082469705376
355,105.932,2927,3196,241,7077.0,77.31548576872898,28.15082469705376
356,112.907,2850,3119,299,7077.0,77.31656441135914,28.150824697053764
357,131.068,2841,3110,127,7077.0,77.31764305398936,28.15082469705376
358,146.157,2693,2963,22,7077.0,77.31872169661955,28.150824697053764
359,153.892,2638,2908,174,7077.0,77.31980033924975,28.15082469705376
360,146.261,2537,2807,225,7077.0,77.32087898187996,28.150824697053764
361,153.201,2443,2712,389,7077.0,77.32195762451015,28.15082469705376
362,117.05,2448,2717,325,7077.0,77.32303626714034,28.150824697053764
363,153.201,2502,2771,31,7077.0,77.32519355240076,28.15082469705376
364,157.586,2534,2803,37,7077.0,77.32627219503095,28.15082469705376
365,122.057,2714,2983,179,7077.0,77.32735083766116,28.150824697053764
366,97.645,2731,3000,197,7077.0,77.32842948029136,28.15082469705376
367,56.315,2341,2610,343,7077.0,77.32950812292154,28.150824697053764
368,78.897,2272,2542,274,7077.0,77.33058676555174,28.150824697053764
369,105.207,2204,2474,89,7077.0,77.33166540818195,28.150824697053764
370,108.729,1957,2227,20,7077.0,77.33274405081214,28.15082469705376
371,124.405,1901,2170,35,7077.0,77.33382269344234,28.150824697053764
372,98.267,1803,2073,178,7077.0,77.33490133607253,28.150824697053764
373,142.981,1859,2128,257,7077.0,77.33597997870274,28.15082469705376
374,160.003,1994,2263,450,7077.0,77.33705862133294,28.15082469705376
375,149.506,1963,2232,419,7077.0,77.33813726396315,28.150824697053764
376,172.847,1947,2216,404,7077.0,77.33921590659334,28.15082469705376
377,139.355,2039,2309,625,7077.0,77.34029454922353,28.150824697053764
378,78.62,2157,2426,743,7077.0,77.34137319185373,28.150824697053764
379,79.415,2698,2967,970,7077.0,77.34245183448394,28.150824697053764
380,62.807,3146,3416,1105,7077.0,77.34353047711413,28.150824697053757
381,85.837,3035,3304,909,7077.0,77.34460911974432,28.150824697053764
382,73.199,2966,3235,800,7077.0,77.34568776237452,28.150824697053764
383,158.173,2949,3218,773,7077.0,77.34676640500473,28.150824697053757
384,134.936,2871,3141,684,7077.0,77.34784504763492,28.150824697053764
385,18.611,2788,3057,600,7077.0,77.34892369026512,28.150824697053768
386,31.559,2961,3230,444,7077.0,77.31402659445567,28.149976192422006
387,44.265,2961,3230,444,7077.0,77.31510523177691,28.14997619242201
388,112.354,2806,3076,339,7077.0,77.31618386909817,28.149976192422006
389,144.258,2767,3036,249,7077.0,77.31726250641942,28.149976192422006
390,167.185,2713,2982,0,7077.0,77.3183411437407,28.149976192422002
391,158.725,2601,2870,59,7077.0,77.31941978106195,28.149976192422006
392,143.844,2516,2785,129,7077.0,77.3204984183832,28.149976192422002
393,159.623,2400,2670,239,7077.0,77.32157705570447,28.149976192422006
394,135.212,2303,2572,271,7077.0,77.32265569302571,28.149976192422002
