,POP_2015,active_living,community_space,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
323,39.465,1552,2902,2207,2183,1786,2436,6396.0,70.93764655672608,26.912133038634504
324,83.397,1640,3024,2329,2304,1874,2557,6396.0,70.93871767743207,26.912133038634504
325,48.057,642,3389,2694,2669,1831,2923,6396.0,70.93978879813808,26.9121330386345
326,16.658,4495,1687,846,99,550,1328,6396.0,70.90518349097809,26.911288151005053
327,50.185,4422,1613,772,25,477,1254,6396.0,70.90625460670739,26.911288151005053
328,106.099,4421,1613,772,105,476,1254,6396.0,70.9073257224367,26.91128815100505
329,37.941,4097,1289,447,236,153,930,6396.0,70.908396838166,26.911288151005046
330,48.399,4053,1045,403,229,145,885,6396.0,70.90946795389532,26.911288151005046
331,81.584,3782,973,132,87,171,614,6396.0,70.91053906962462,26.91128815100505
332,78.773,3682,874,32,178,262,515,6396.0,70.91161018535395,26.911288151005046
333,58.094,3541,732,151,319,403,374,6396.0,70.91268130108325,26.911288151005053
334,84.264,3472,664,176,424,508,305,6396.0,70.91375241681256,26.911288151005046
335,82.109,3293,597,0,453,688,238,6396.0,70.91482353254186,26.911288151005053
336,89.756,3171,692,122,376,810,235,6396.0,70.9158946482712,26.911288151005056
337,115.768,3148,822,252,368,941,393,6396.0,70.91696576400048,26.911288151005046
338,84.79,2905,790,217,124,973,323,6396.0,70.9180368797298,26.91128815100505
339,67.317,2780,867,172,147,848,400,6396.0,70.91910799545911,26.91128815100505
340,37.232,2636,1013,318,293,707,547,6396.0,70.92017911118843,26.911288151005053
341,62.613,2564,1085,390,365,636,618,6396.0,70.92125022691773,26.911288151005046
342,43.065,2502,1161,466,441,585,695,6396.0,70.92232134264704,26.911288151005053
343,2.233,2000,1788,1093,1069,1205,1322,6396.0,70.92767692129358,26.911288151005053
344,0.0,2000,1788,1093,1069,1205,1322,6396.0,70.92874803702288,26.91128815100505
345,9.091,1820,1968,1273,1249,1385,1502,6396.0,70.9298191527522,26.911288151005046
346,28.719,1820,1968,1273,1249,1385,1502,6396.0,70.93089026848152,26.91128815100505
347,29.822,1564,2224,1529,1504,1640,1758,6396.0,70.93303249994014,26.911288151005053
348,59.171,1425,2446,1751,1727,1659,1980,6396.0,70.93410361566944,26.91128815100505
349,20.468,1416,2539,1844,1819,1650,2072,6396.0,70.93517473139875,26.911288151005053
350,55.624,1556,2671,1976,1951,1790,2204,6396.0,70.93624584712805,26.91128815100505
351,42.329,1667,2807,2112,2087,1901,2341,6396.0,70.93731696285738,26.911288151005056
352,68.735,1738,2911,2216,2191,1972,2444,6396.0,70.9383880785867,26.911288151005053
353,13.978,4495,1687,846,99,550,1328,6396.0,70.90485406104504,26.910443265773882
354,49.029,4458,1650,809,102,513,1291,6396.0,70.90592517179788,26.910443265773882
355,75.935,4311,1503,661,185,366,1144,6396.0,70.90699628255074,26.910443265773885
356,84.08,4251,1443,601,153,306,1084,6396.0,70.90806739330355,26.910443265773882
357,53.943,3944,1136,295,84,0,777,6396.0,70.9091385040564,26.910443265773885
358,54.6,3886,1078,236,33,79,719,6396.0,70.91020961480923,26.910443265773885
359,65.004,3682,874,32,178,262,515,6396.0,70.91128072556208,26.910443265773882
360,101.632,3598,820,9,322,406,462,6396.0,70.9123518363149,26.910443265773882
361,92.147,3519,760,100,381,465,401,6396.0,70.91342294706774,26.910443265773882
362,84.474,3382,682,89,507,599,323,6396.0,70.91449405782059,26.910443265773882
363,92.278,3263,683,86,454,728,289,6396.0,70.91556516857344,26.910443265773882
364,102.735,3134,808,238,353,926,378,6396.0,70.91663627932627,26.91044326577389
365,86.235,3023,861,290,242,983,413,6396.0,70.9177073900791,26.91044326577388
366,21.861,2746,964,269,244,814,497,6396.0,70.91877850083195,26.910443265773885
367,50.711,2740,987,292,267,813,521,6396.0,70.91984961158478,26.91044326577389
368,11.64,2640,1026,331,306,715,559,6396.0,70.92092072233764,26.910443265773882
369,4.782,1564,2224,1529,1504,1640,1758,6396.0,70.93270294061885,26.910443265773882
370,0.0,1467,2321,1626,1602,1701,1855,6396.0,70.9337740513717,26.91044326577389
371,0.026,1619,2543,1848,1823,1853,2077,6396.0,70.93484516212455,26.910443265773885
372,6.49,1673,2562,1867,1842,1907,2096,6396.0,70.93591627287736,26.91044326577388
373,32.528,1788,2714,2019,1994,2022,2248,6396.0,70.9369873836302,26.91044326577388
374,78.773,1754,2895,2200,2175,1988,2428,6396.0,70.93805849438304,26.91044326577388
375,2.733,474,4068,3373,3348,2366,3601,6396.0,70.94234293739441,26.910443265773882
376,24.593,4311,1503,661,185,366,1144,6396.0,70.90666685729958,26.909598382940903
377,69.497,4311,1503,661,185,366,1144,6396.0,70.90773796307616,26.90959838294091
378,23.621,3857,1049,208,64,102,690,6396.0,70.90988017462932,26.909598382940903
379,3.784,3857,1049,208,64,102,690,6396.0,70.91095128040595,26.90959838294091
380,61.221,3550,879,48,418,503,520,6396.0,70.91202238618251,26.909598382940903
381,78.484,3506,856,92,462,546,497,6396.0,70.91309349195912,26.90959838294091
382,86.76,3343,786,189,579,710,392,6396.0,70.9141645977357,26.909598382940903
383,63.664,3296,752,155,510,797,358,6396.0,70.9152357035123,26.909598382940906
384,19.049,3004,927,357,355,1045,497,6396.0,70.91737791506546,26.909598382940906
385,10.063,2240,1727,1032,1007,1143,1260,6396.0,70.92701786705477,26.9095983829409
386,1.34,1727,2581,1886,1862,1961,2115,6396.0,70.93558671326748,26.909598382940906
387,9.223,1727,2581,1886,1862,1961,2115,6396.0,70.93665781904406,26.909598382940903
388,9.433,1788,2714,2019,1994,2022,2248,6396.0,70.93772892482066,26.909598382940906
389,25.592,4100,1292,450,239,268,933,6396.0,70.9095507490844,26.90875350250601
390,53.522,3284,845,248,635,769,451,6396.0,70.91383515228665,26.90875350250601
391,26.748,3284,845,248,635,769,451,6396.0,70.91490625308721,26.90875350250601
392,5.281,2240,1727,1032,1007,1143,1260,6396.0,70.92668836189338,26.908753502506006
393,15.87,4100,1292,450,239,268,933,6396.0,70.90922133817392,26.907908624469087
