,POP_2015,community_space,education,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,9.176,0,4473,4473,5000,4473,10064.0,92.04219651874756,22.201398919437704
1,13.531,0,4737,4737,5000,4737,10064.0,92.03871893451755,22.200566011442103
2,51.793,0,4737,4737,5000,4737,10064.0,92.03976537010567,22.200566011442103
3,38.806,0,4473,4473,5000,4473,10064.0,92.04185824128187,22.200566011442103
4,1.011,932,3874,3874,4571,3874,10064.0,92.04610739119435,22.195568602950257
5,13.843,932,3874,3874,4571,3874,10064.0,92.04715380371083,22.195568602950257
6,155.611,765,3708,3708,4405,3708,10064.0,92.04472279518718,22.194735708114443
7,2.877,932,3874,3874,4571,3874,10064.0,92.045769203859,22.19473570811444
8,25.896,932,3874,3874,4571,3874,10064.0,92.0468156125308,22.19473570811444
9,11.821,765,3708,3708,4405,3708,10064.0,92.0443846278666,22.19390281515825
10,28.54,0,5000,0,5000,0,10064.0,92.04718567966505,22.193069924081605
11,119.994,5000,5000,5000,5000,5000,10064.0,92.05869609047924,22.19306992408161
12,73.023,5000,5000,5000,5000,5000,10064.0,92.05974249146234,22.193069924081612
13,9.099,0,5000,0,5000,0,10064.0,92.04684753315111,22.192237034884414
14,2.177,5000,5000,5000,5000,5000,10064.0,92.05835790168042,22.192237034884414
15,30.485,5000,5000,5000,5000,5000,10064.0,92.05940429881943,22.19223703488442
16,65.246,5000,5000,5000,5000,5000,10064.0,92.06115890893828,22.191404147566594
17,1.089,5000,5000,5000,5000,5000,10064.0,92.06082074095042,22.190571262128064
18,56.255,5000,5000,5000,5000,5000,10064.0,92.03685085936651,22.18307537773493
19,0.0,5000,5000,5000,5000,5000,10064.0,92.03789721423279,22.183075377734927
20,0.0,5000,5000,5000,5000,5000,10064.0,92.03897614948754,22.180576783418672
21,0.0,5000,5000,5000,5000,5000,10064.0,92.03863825698626,22.17974392240305
22,0.0,5000,5000,5000,5000,5000,10064.0,92.03968459648613,22.179743922403045
23,0.0,5000,5000,5000,5000,5000,10064.0,92.04177727548586,22.179743922403045
24,0.0,5000,5000,5000,5000,5000,10064.0,92.04282361498575,22.17974392240305
25,10.343,5000,5000,5000,5000,5000,10064.0,92.0658430839828,22.17974392240305
26,135.936,5000,5000,5000,5000,5000,10064.0,92.06688942348268,22.17974392240305
27,0.0,5000,5000,5000,5000,5000,10064.0,92.04143938762272,22.17891106326552
28,0.0,5000,5000,5000,5000,5000,10064.0,92.04248572328143,22.178911063265513
29,61.825,5000,5000,5000,5000,5000,10064.0,92.06550510777339,22.178911063265513
30,188.274,5000,5000,5000,5000,5000,10064.0,92.06655144343213,22.178911063265513
31,0.0,0,1534,1534,2231,1534,10064.0,92.0519353865013,22.176412497120555
32,57.547,0,1534,1534,2231,1534,10064.0,92.05298171063771,22.176412497120552
33,20.997,1533,2637,1940,1940,1940,10064.0,92.06661652782965,22.173913947875302
34,87.251,1533,2637,1940,1940,1940,10064.0,92.06766284044538,22.173913947875302
35,0.122,1633,2537,1840,1840,1840,10064.0,92.06732496202723,22.17308110188197
36,0.0,1697,2473,1776,1776,1776,10064.0,92.06698709977228,22.17224825776604
37,0.0,1386,2083,1386,1386,1386,10064.0,92.06806619681852,22.169749736681805
38,5.186,1386,2083,1386,1386,1386,10064.0,92.06911249023682,22.1697497366818
39,0.0,1386,2083,1386,1386,1386,10064.0,92.06772839153372,22.168916900074628
40,7.322,1386,2083,1386,1386,1386,10064.0,92.0687746811131,22.168916900074635
41,0.183,1165,1863,1165,1165,1165,10064.0,92.06809911134923,22.167251232491108
42,64.248,1165,1863,1165,1165,1165,10064.0,92.06914539325125,22.167251232491104
43,218.525,0,0,0,697,0,10064.0,92.05976198519313,22.164752745191638
44,125.827,0,0,0,697,0,10064.0,92.05942429989518,22.16391991984502
45,162.611,0,0,0,697,0,10064.0,92.06047056644482,22.16391991984502
46,139.174,567,1264,567,567,567,10064.0,92.07164178329789,22.163087096374863
47,289.147,0,697,0,0,0,10064.0,92.06607278989186,22.162254274781088
48,152.719,567,1264,567,567,567,10064.0,92.07130408426428,22.162254274781088
49,189.022,0,697,0,0,0,10064.0,92.0657351262031,22.1614214550636
50,111.656,152,963,152,266,266,10064.0,92.0671523420226,22.159755821257136
51,49.544,152,963,152,266,266,10064.0,92.0681985893858,22.159755821257136
52,24.284,0,1116,0,419,303,10064.0,92.06786096265652,22.158923007168003
53,0.244,0,1116,0,419,303,10064.0,92.06890720618297,22.158923007168003
54,175.355,0,1116,0,419,303,10064.0,92.06752335208343,22.15809019495481
55,6.834,0,1116,0,419,303,10064.0,92.06856959177334,22.158090194954813
56,8.603,303,1420,0,722,0,10064.0,92.06998687545587,22.156424576155935
57,163.763,0,2701,1281,2004,0,10064.0,92.06944702807183,22.1447654546029
