,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,29.906,0,1226,5000,4611,4303,5000,13068.0,140.72313268274775,-2.519218671499699
1,35.726,20,1206,5000,4591,4282,5000,13068.0,140.72413105548102,-2.5192186714997025
2,89.082,127,1099,5000,4484,4176,5000,13068.0,140.72318662439434,-2.5200277391782437
3,26.678,127,1099,5000,4484,4176,5000,13068.0,140.7241849975103,-2.520027739178242
4,28.505,928,720,5000,4105,3797,5000,13068.0,140.72817848997403,-2.520027739178245
5,72.345,928,720,5000,4105,3797,5000,13068.0,140.72917686308998,-2.5200277391782433
6,73.024,262,964,5000,4348,4040,5000,13068.0,140.72224220992098,-2.520836807049422
7,69.838,265,967,5000,4352,4044,5000,13068.0,140.7232405834197,-2.520836807049424
8,74.724,337,1038,5000,4423,4115,5000,13068.0,140.72423895691847,-2.520836807049428
9,71.24,928,720,5000,4105,3797,5000,13068.0,140.7282324509135,-2.5208368070494225
10,152.166,928,720,5000,4105,3797,5000,13068.0,140.72923082441227,-2.5208368070494243
11,61.767,457,768,5000,4153,3845,5000,13068.0,140.72129781206058,-2.521645875113304
12,66.185,1317,91,5000,3772,3464,5000,13068.0,140.72529130758736,-2.5216458751133075
13,87.425,1317,91,5000,3772,3464,5000,13068.0,140.72628968146907,-2.521645875113304
14,8.411,614,611,5000,3996,3688,5000,13068.0,140.7213518050776,-2.522454943369945
15,111.597,1075,150,5000,3560,3252,5000,13068.0,140.72434692787186,-2.522454943369947
16,142.221,1304,78,5000,3760,3451,5000,13068.0,140.72534530213665,-2.5224549433699464
17,70.179,1317,91,5000,3772,3464,5000,13068.0,140.72634367640143,-2.522454943369947
18,55.055,659,567,5000,3952,3644,5000,13068.0,140.72140581547336,-2.5232640118194127
19,37.043,703,522,5000,3907,3599,5000,13068.0,140.72240419012127,-2.5232640118194127
20,101.614,958,267,5000,3652,3344,5000,13068.0,140.72340256476923,-2.5232640118194105
21,94.647,1173,187,5000,3632,3324,5000,13068.0,140.7244009394172,-2.5232640118194105
22,70.26,1202,24,5000,3657,3349,5000,13068.0,140.72539931406513,-2.5232640118194105
23,85.966,1407,181,5000,3862,3554,5000,13068.0,140.72639768871312,-2.5232640118194127
24,53.016,1407,181,5000,3862,3554,5000,13068.0,140.72739606336103,-2.523264011819411
25,68.139,3300,1552,5000,3736,3423,5000,13068.0,140.7124744679666,-2.524073080461761
26,39.805,3262,1515,5000,3698,3386,5000,13068.0,140.71347284299785,-2.524073080461765
27,10.11,3051,1304,5000,3487,3175,5000,13068.0,140.7144712180291,-2.524073080461761
28,87.638,2974,1226,5000,3410,3098,5000,13068.0,140.71546959306036,-2.524073080461763
29,48.216,2854,1106,5000,3290,2977,5000,13068.0,140.71646796809162,-2.5240730804617617
30,122.939,2862,1115,5000,3298,2986,5000,13068.0,140.7174663431229,-2.524073080461763
31,16.992,2839,1091,5000,3275,2962,5000,13068.0,140.71846471815414,-2.524073080461761
32,9.091,703,522,5000,3907,3599,5000,13068.0,140.7214598432479,-2.524073080461763
33,91.716,799,426,5000,3811,3503,5000,13068.0,140.72245821827914,-2.524073080461763
34,84.707,905,320,5000,3705,3397,5000,13068.0,140.7234565933104,-2.5240730804617613
35,39.932,1294,169,5000,3512,3204,5000,13068.0,140.7244549683417,-2.524073080461765
36,71.028,1279,132,5000,3549,3240,5000,13068.0,140.72545334337295,-2.5240730804617617
37,94.307,1345,119,5000,3801,3492,5000,13068.0,140.7264517184042,-2.5240730804617617
38,77.952,1407,181,5000,3862,3554,5000,13068.0,140.72745009343544,-2.524073080461763
