,POP_2015,community_space,education,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,43.882,1191,1519,1219,1255,1487,12896.0,119.90318874813286,-2.9577632330451564
1,16.831,1191,1519,1219,1255,1487,12896.0,119.9032427305792,-2.9585724142289007
2,24.415,955,1283,983,1019,1251,12896.0,119.90229812871911,-2.959381595638914
3,38.588,1008,1336,1036,1072,1304,12896.0,119.90329672785987,-2.959381595638912
4,65.445,1008,1336,1036,1072,1304,12896.0,119.90429532700061,-2.9593815956389147
5,45.481,1041,1370,1069,1105,1337,12896.0,119.90529392614135,-2.9593815956389147
6,79.294,2077,2624,305,2538,2468,12896.0,119.91228412012654,-2.959381595638914
7,58.099,1992,2539,0,2453,2383,12896.0,119.91527991754879,-2.9593815956389125
8,15.362,846,1174,874,910,1142,12896.0,119.90235214038434,-2.960190777275261
9,11.927,1008,1336,1036,1072,1304,12896.0,119.90335073997491,-2.9601907772752636
10,81.736,1008,1336,1036,1072,1304,12896.0,119.90434933956548,-2.960190777275262
11,31.869,939,1267,967,1003,1235,12896.0,119.90534793915609,-2.9601907772752623
12,52.308,999,1327,1027,1063,1295,12896.0,119.90634653874665,-2.9601907772752623
13,55.657,1042,1370,1070,1106,1338,12896.0,119.90734513833723,-2.960190777275264
14,45.459,1123,1883,1583,1619,1851,12896.0,119.90934233751837,-2.9601907772752623
15,29.687,1925,2472,229,2386,2316,12896.0,119.91034093710897,-2.9601907772752623
16,63.673,1925,2472,229,2386,2316,12896.0,119.91133953669954,-2.960190777275263
17,88.542,1944,2491,172,2405,2335,12896.0,119.91233813629012,-2.9601907772752623
18,30.078,1955,2502,95,2416,2346,12896.0,119.91333673588069,-2.960190777275264
19,64.472,1956,2503,36,2417,2347,12896.0,119.91433533547129,-2.9601907772752614
20,71.819,1992,2539,26,2453,2383,12896.0,119.91533393506184,-2.9601907772752636
21,14.303,1315,1073,940,1309,1228,12896.0,119.89541596660021,-2.960999959138008
22,72.532,1206,1166,1033,1228,1320,12896.0,119.89641456664071,-2.9609999591380065
23,56.781,1118,1211,1078,1139,1366,12896.0,119.89741316668128,-2.9609999591380065
24,71.019,1011,1183,996,1032,1265,12896.0,119.89841176672181,-2.9609999591380065
25,52.827,903,1188,888,924,1156,12896.0,119.89941036676234,-2.960999959138008
26,34.354,859,1160,860,896,1128,12896.0,119.90040896680287,-2.960999959138007
27,78.473,794,1122,822,858,1090,12896.0,119.90140756684342,-2.9609999591380065
28,53.497,789,1117,817,853,1085,12896.0,119.90240616688395,-2.960999959138009
29,38.783,846,1174,874,910,1142,12896.0,119.90540196700552,-2.9609999591380065
30,87.721,981,1440,1140,1176,1408,12896.0,119.90640056704608,-2.960999959138009
31,17.717,991,1752,1452,1488,1720,12896.0,119.90839776712714,-2.9609999591380074
32,72.294,1123,1883,1583,1619,1851,12896.0,119.90939636716764,-2.960999959138008
33,50.234,1907,2455,212,2368,2299,12896.0,119.91039496720819,-2.9609999591380065
34,58.531,1915,2462,219,2376,2306,12896.0,119.91139356724872,-2.960999959138007
35,50.126,1874,2421,102,2334,2265,12896.0,119.91239216728928,-2.960999959138008
36,71.84,1955,2502,95,2416,2346,12896.0,119.9133907673298,-2.9609999591380074
37,86.035,1867,2415,7,2328,2259,12896.0,119.91438936737033,-2.960999959138006
38,38.286,1982,2529,54,2442,2373,12896.0,119.91538796741088,-2.9609999591380065
39,23.227,1206,1166,1033,1228,1320,12896.0,119.89547000478365,-2.9618091412272105
40,59.438,1086,1062,929,1107,1217,12896.0,119.89646860527425,-2.9618091412272087
41,79.575,1061,1129,989,1083,1277,12896.0,119.89746720576485,-2.9618091412272105
42,54.296,980,1146,966,1001,1234,12896.0,119.8984658062555,-2.961809141227212
43,77.631,805,1090,790,826,1058,12896.0,119.89946440674606,-2.9618091412272105
44,58.423,772,1072,772,808,1040,12896.0,119.90046300723671,-2.9618091412272096
45,40.511,661,989,689,725,957,12896.0,119.90146160772731,-2.961809141227211
46,40.468,723,1052,751,787,1019,12896.0,119.90246020821795,-2.9618091412272096
47,53.605,925,1496,1196,1232,1464,12896.0,119.9064546101804,-2.961809141227209
48,57.17,1164,1624,1324,1359,1592,12896.0,119.90745321067098,-2.9618091412272105
49,65.531,973,1734,1434,1470,1702,12896.0,119.9084518111616,-2.9618091412272087
50,58.099,991,1752,1452,1488,1720,12896.0,119.90945041165222,-2.9618091412272105
51,72.207,1820,2367,154,2281,2211,12896.0,119.91044901214282,-2.9618091412272123
52,76.161,1816,2363,51,2277,2207,12896.0,119.91144761263347,-2.9618091412272096
53,73.439,1728,2275,43,2189,2119,12896.0,119.91244621312406,-2.9618091412272105
54,61.599,1781,2328,78,2242,2172,12896.0,119.91344481361467,-2.9618091412272087
55,58.812,2014,2561,154,2475,2405,12896.0,119.91444341410528,-2.9618091412272105
56,18.754,2014,2561,154,2475,2405,12896.0,119.91544201459593,-2.961809141227212
57,34.699,1046,982,849,1068,1137,12896.0,119.89552405780067,-2.962618323542934
58,85.927,997,974,841,1019,1129,12896.0,119.89652265874147,-2.962618323542933
59,66.698,918,1085,904,940,1172,12896.0,119.89752125968225,-2.9626183235429338
60,77.868,854,1102,839,875,1107,12896.0,119.89851986062308,-2.9626183235429338
61,73.18,710,996,696,731,964,12896.0,119.89951846156393,-2.962618323542933
62,68.729,591,877,577,612,845,12896.0,119.90051706250473,-2.962618323542934
63,47.641,535,863,563,599,831,12896.0,119.90151566344552,-2.962618323542933
64,5.898,581,909,609,645,877,12896.0,119.90351286532719,-2.962618323542936
65,48.549,633,961,661,697,929,12896.0,119.904511466268,-2.962618323542934
66,44.919,892,1653,1352,1388,1620,12896.0,119.90551006720881,-2.9626183235429306
67,34.872,850,1572,1271,1307,1539,12896.0,119.90650866814963,-2.962618323542934
68,62.29,1164,1624,1324,1359,1592,12896.0,119.90750726909046,-2.9626183235429338
69,43.947,812,1572,1272,1308,1540,12896.0,119.90850587003128,-2.9626183235429333
70,53.389,1700,2247,112,2161,2091,12896.0,119.9115016728537,-2.962618323542933
