,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,53.15,5000,5000,5000,5000,5000,12774.0,117.49159499719637,2.1640556854515687
1,18.306,5000,5000,5000,5000,5000,12774.0,117.49155633424913,2.1632466965197916
2,54.595,5000,5000,5000,5000,5000,12774.0,117.49040361238411,2.160010742445143
3,62.724,5000,5000,5000,5000,5000,12774.0,117.49140182737563,2.160010742445142
4,51.727,5000,5000,5000,5000,5000,12774.0,117.49240004236718,2.160010742445145
5,78.292,954,1078,509,319,237,12774.0,117.4973911173249,2.160010742445143
6,62.961,997,1004,434,250,312,12774.0,117.49838933231646,2.1600107424451425
7,83.445,956,963,425,318,415,12774.0,117.499387547308,2.160010742445143
8,87.003,956,963,425,318,415,12774.0,117.50038576229954,2.160010742445143
9,53.941,627,634,651,305,641,12774.0,117.50138397729108,2.160010742445143
10,34.672,5000,5000,5000,5000,5000,12774.0,117.48936680755855,2.1592017543392843
11,79.736,5000,5000,5000,5000,5000,12774.0,117.49036502222224,2.1592017543392843
12,30.898,5000,5000,5000,5000,5000,12774.0,117.49136323688593,2.1592017543392856
13,66.799,5000,5000,5000,5000,5000,12774.0,117.49236145154957,2.1592017543392843
14,25.616,891,1369,464,189,0,12774.0,117.49535609554061,2.1592017543392847
15,72.276,922,1110,481,287,205,12774.0,117.49735252486798,2.1592017543392856
16,94.938,952,959,389,206,302,12774.0,117.49835073953165,2.1592017543392856
17,73.095,880,887,349,243,339,12774.0,117.49934895419536,2.1592017543392843
18,86.873,956,963,425,318,415,12774.0,117.500347168859,2.1592017543392834
19,93.191,627,634,651,305,641,12774.0,117.50134538352268,2.1592017543392843
20,83.186,521,528,728,267,651,12774.0,117.50234359818636,2.1592017543392865
21,98.452,164,171,989,459,771,12774.0,117.50334181285002,2.1592017543392843
22,64.88,127,134,1026,496,808,12774.0,117.50434002751373,2.1592017543392843
23,3.105,118,72,1088,558,870,12774.0,117.5053382421774,2.1592017543392847
24,55.048,5000,5000,5000,5000,5000,12774.0,117.4903264465516,2.1583927663984266
25,47.954,5000,5000,5000,5000,5000,12774.0,117.49132466088754,2.158392766398422
26,22.511,5000,5000,5000,5000,5000,12774.0,117.4923228752235,2.1583927663984266
27,44.526,852,1330,425,150,53,12774.0,117.49531751823127,2.1583927663984244
28,77.235,811,1245,374,167,75,12774.0,117.49631573256721,2.1583927663984253
29,81.975,804,1186,315,131,35,12774.0,117.49731394690313,2.1583927663984235
30,74.169,881,1013,274,90,187,12774.0,117.49831216123908,2.1583927663984253
31,84.07,870,897,263,156,253,12774.0,117.499310375575,2.1583927663984244
32,102.139,671,678,508,162,498,12774.0,117.50030858991093,2.1583927663984275
33,108.543,599,606,566,211,556,12774.0,117.5013068042469,2.1583927663984235
34,70.443,439,446,714,218,602,12774.0,117.5023050185828,2.1583927663984244
35,90.819,320,327,833,303,651,12774.0,117.50330323291873,2.158392766398426
36,58.325,85,144,1069,539,850,12774.0,117.50430144725468,2.1583927663984244
37,58.412,205,5,1175,645,928,12774.0,117.50529966159063,2.1583927663984253
38,35.664,262,62,1232,702,975,12774.0,117.50629787592655,2.1583927663984253
39,12.549,5000,5000,5000,5000,5000,12774.0,117.48729324334724,2.1575837786224996
40,41.528,5000,5000,5000,5000,5000,12774.0,117.48829145735553,2.157583778622501
41,37.238,5000,5000,5000,5000,5000,12774.0,117.49028788537217,2.1575837786224987
42,13.131,5000,5000,5000,5000,5000,12774.0,117.49128609938049,2.1575837786225045
43,3.561,783,1261,356,81,210,12774.0,117.49428074140543,2.1575837786224996
44,29.311,746,1224,320,45,144,12774.0,117.49527895541375,2.157583778622502
45,68.55,701,1179,274,0,189,12774.0,117.49627716942204,2.1575837786224996
46,88.814,849,1136,266,82,13,12774.0,117.49727538343038,2.157583778622502
