,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,10.706,2755,708,266,2341,2021,11149.0,101.42763585545104,1.6835432221906605
1,106.463,2814,766,324,2399,2080,11149.0,101.42863389863716,1.6835432221906605
2,129.703,1824,246,1131,625,1085,11149.0,101.45158889191819,1.6835432221906605
3,144.363,1824,246,1131,625,1085,11149.0,101.45258693510434,1.6835432221906605
4,0.0,2807,349,843,2393,2073,11149.0,101.42561381334454,1.6827343205477305
5,0.709,2807,349,843,2393,2073,11149.0,101.42661185627529,1.6827343205477285
6,41.891,2740,658,250,2325,2006,11149.0,101.42760989920599,1.6827343205477303
7,98.592,2755,708,266,2341,2021,11149.0,101.42860794213674,1.6827343205477294
8,141.603,2589,770,222,2175,1855,11149.0,101.42960598506747,1.68273432054773
9,150.966,2589,770,222,2175,1855,11149.0,101.43060402799819,1.6827343205477292
10,44.018,2478,927,378,2063,1744,11149.0,101.4316020709289,1.6827343205477303
11,20.368,2478,927,378,2063,1744,11149.0,101.43260011385962,1.6827343205477303
12,6.789,1450,1351,1351,1112,703,11149.0,101.43858837144396,1.6827343205477292
13,142.2,1388,1290,1290,1051,642,11149.0,101.43958641437467,1.6827343205477292
14,141.416,1308,1209,1209,970,561,11149.0,101.44058445730542,1.6827343205477303
15,123.66,1222,1123,1123,884,475,11149.0,101.44158250023614,1.6827343205477294
16,140.409,1301,862,1042,803,554,11149.0,101.44258054316684,1.6827343205477292
17,183.308,1360,738,989,723,723,11149.0,101.44357858609757,1.68273432054773
18,179.689,1360,738,989,723,723,11149.0,101.44457662902829,1.6827343205477292
19,178.496,1269,565,899,560,598,11149.0,101.44557467195904,1.6827343205477303
20,144.96,1413,419,860,415,452,11149.0,101.44657271488975,1.6827343205477292
21,106.053,1364,368,671,205,629,11149.0,101.44757075782049,1.68273432054773
22,69.421,1364,368,671,205,629,11149.0,101.4485688007512,1.6827343205477292
23,143.58,1556,49,863,358,848,11149.0,101.44956684368192,1.6827343205477292
24,151.936,1643,27,950,449,938,11149.0,101.45056488661267,1.6827343205477294
