,POP_2015,education,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
0,99.992,563,1321,934,236,563,8426.0,80.00446281838018,17.606174273306078
1,47.996,563,1321,934,236,563,8426.0,80.00423706698845,17.605350535024396
2,49.574,563,1321,934,236,563,8426.0,80.00526485084497,17.6053505350244
3,124.394,856,1120,1204,727,856,8426.0,80.00834820241451,17.605350535024396
4,113.569,898,1156,1241,782,898,8426.0,80.00937598627104,17.6053505350244
5,64.729,1105,986,945,884,1105,8426.0,79.99578908028894,17.604526798176384
6,40.18,1061,941,901,839,1061,8426.0,79.99681686124548,17.604526798176384
7,106.854,607,998,950,491,607,8426.0,80.00606688985428,17.604526798176384
8,118.89,707,977,1050,583,707,8426.0,80.00709467081082,17.604526798176384
9,135.732,851,1109,1193,734,851,8426.0,80.00812245176735,17.60452679817638
10,125.788,851,1109,1193,734,851,8426.0,80.00915023272388,17.604526798176384
11,62.344,1105,986,945,884,1105,8426.0,79.99556337678449,17.60370306276196
12,97.754,1105,986,945,884,1105,8426.0,79.9965911548412,17.603703062761962
13,15.265,855,819,779,634,855,8426.0,79.99761893289791,17.603703062761962
14,0.037,855,819,779,634,855,8426.0,79.9986467109546,17.603703062761962
15,24.365,274,1138,732,52,274,8426.0,80.00275782318144,17.603703062761962
16,120.247,300,1111,715,26,300,8426.0,80.00378560123816,17.603703062761962
17,102.414,412,894,762,283,412,8426.0,80.00481337929486,17.60370306276196
18,111.294,504,948,847,378,504,8426.0,80.00584115735158,17.603703062761962
19,138.264,608,962,950,492,608,8426.0,80.00686893540826,17.603703062761962
20,163.877,719,870,1062,603,719,8426.0,80.00789671346499,17.603703062761962
21,157.309,877,972,1219,761,877,8426.0,80.00892449152168,17.603703062761962
22,83.113,934,1029,1276,818,934,8426.0,80.0099522695784,17.603703062761962
23,84.287,1242,753,713,1008,896,8426.0,79.99430991046562,17.60287932878106
24,6.935,1213,724,684,978,866,8426.0,79.99533768562266,17.60287932878106
25,78.379,979,859,819,758,979,8426.0,79.99636546077971,17.60287932878106
26,79.627,916,817,777,695,916,8426.0,79.99739323593674,17.60287932878106
27,4.44,855,819,779,634,855,8426.0,79.9984210110938,17.60287932878106
28,114.927,221,1121,678,106,221,8426.0,80.00253211172193,17.60287932878106
29,111.588,237,976,609,108,237,8426.0,80.00355988687897,17.60287932878106
30,102.818,410,884,752,293,410,8426.0,80.00458766203603,17.60287932878106
31,139.475,550,828,892,434,550,8426.0,80.00561543719309,17.60287932878106
32,173.418,650,867,992,534,650,8426.0,80.00664321235011,17.60287932878106
33,124.908,694,811,1045,586,702,8426.0,80.00767098750714,17.602879328781054
34,133.09,793,878,1198,778,857,8426.0,80.00869876266417,17.60287932878106
35,66.894,934,1029,1276,818,934,8426.0,80.00972653782125,17.60287932878106
36,157.639,1310,905,814,1160,1047,8426.0,79.99305646228805,17.602055596233594
37,114.119,1299,828,788,1083,970,8426.0,79.9940842345456,17.602055596233594
38,52.289,1183,694,654,948,836,8426.0,79.99511200680313,17.602055596233594
39,58.344,1043,674,634,879,816,8426.0,79.99613977906067,17.602055596233594
40,23.264,993,653,613,800,795,8426.0,79.99716755131821,17.602055596233594
41,22.567,932,719,673,855,861,8426.0,79.99819532357573,17.602055596233594
42,135.512,230,905,573,186,230,8426.0,80.00333418486339,17.602055596233594
43,179.068,343,771,685,356,343,8426.0,80.00436195712095,17.602055596233594
44,144.943,397,725,739,410,397,8426.0,80.00538972937846,17.602055596233594
45,121.312,590,775,932,482,590,8426.0,80.00641750163601,17.602055596233594
46,141.493,589,673,993,616,652,8426.0,80.00744527389354,17.602055596233594
47,76.104,765,850,1170,777,829,8426.0,80.00847304615108,17.602055596233594
48,32.988,895,980,1300,909,959,8426.0,80.00950081840861,17.602055596233594
49,83.59,1310,905,814,1160,1047,8426.0,79.99283080160926,17.601231865119495
50,109.056,1198,845,702,1099,987,8426.0,79.99385857096743,17.601231865119495
51,162.079,1089,601,561,855,743,8426.0,79.99488634032564,17.601231865119495
52,38.859,1045,556,516,810,698,8426.0,79.99591410968381,17.601231865119495
53,122.743,923,666,623,864,808,8426.0,79.99694187904201,17.601231865119495
54,144.062,867,778,608,926,867,8426.0,79.99796964840019,17.601231865119498
55,77.242,776,927,517,1017,776,8426.0,79.99899741775839,17.601231865119495
56,77.315,0,900,457,327,0,8426.0,80.00208072583293,17.601231865119495
57,171.326,88,841,431,293,88,8426.0,80.0031084951911,17.601231865119495
58,158.373,260,719,603,384,260,8426.0,80.0041362645493,17.601231865119495
59,173.564,400,646,742,481,400,8426.0,80.00516403390749,17.601231865119495
60,84.764,490,612,864,619,522,8426.0,80.00619180326568,17.601231865119495
61,113.716,626,710,1030,712,689,8426.0,80.00721957262384,17.601231865119495
62,93.497,745,829,1149,825,808,8426.0,80.00824734198204,17.601231865119495
63,30.273,744,828,1148,862,808,8426.0,80.00927511134023,17.601231865119495
64,108.909,1198,845,702,1099,987,8426.0,79.99363291973089,17.600408135438688
65,146.924,1113,784,617,1039,926,8426.0,79.99466068618987,17.600408135438688
66,134.117,1176,720,553,975,863,8426.0,79.99568845264886,17.600408135438688
67,43.153,942,568,514,823,711,8426.0,79.99671621910787,17.600408135438688
68,144.686,791,772,532,985,791,8426.0,79.99774398556687,17.600408135438688
69,130.375,740,892,482,981,740,8426.0,79.99877175202585,17.600408135438688
70,118.523,860,1011,601,1100,860,8426.0,79.99979951848485,17.600408135438688
71,26.934,203,752,254,444,203,8426.0,80.00185505140284,17.60040813543869
72,153.419,143,756,321,377,143,8426.0,80.00288281786183,17.600408135438688
73,153.456,260,700,603,384,260,8426.0,80.00391058432083,17.600408135438684
74,154.006,386,574,677,510,386,8426.0,80.00493835077984,17.600408135438688
75,128.834,415,499,820,641,528,8426.0,80.00596611723881,17.600408135438688
76,159.364,533,617,937,800,676,8426.0,80.00699388369782,17.600408135438688
77,90.635,726,810,1130,844,789,8426.0,80.0080216501568,17.600408135438688
78,103.258,827,912,1232,946,891,8426.0,80.00904941661581,17.600408135438688
79,163.143,982,722,530,976,864,8426.0,79.99443504439559,17.599584407191088
80,207.36,1158,727,535,981,869,8426.0,79.99546280795555,17.599584407191088
81,28.218,731,779,473,972,731,8426.0,79.99751833507548,17.599584407191088
82,62.087,621,889,362,862,621,8426.0,79.99854609863544,17.599584407191088
83,77.278,621,889,362,862,621,8426.0,79.99957386219542,17.599584407191088
84,134.008,203,752,254,444,203,8426.0,80.00162938931531,17.599584407191085
85,170.188,207,748,254,444,207,8426.0,80.00265715287529,17.599584407191088
86,156.318,348,580,431,582,348,8426.0,80.00368491643526,17.599584407191088
87,154.703,357,441,558,644,458,8426.0,80.00471267999522,17.599584407191085
88,143.805,342,427,747,691,567,8426.0,80.00574044355518,17.599584407191088
89,181.674,480,564,884,748,623,8426.0,80.00676820711513,17.599584407191088
90,28.548,827,912,1232,946,891,8426.0,80.00882373423508,17.599584407191088
91,154.667,982,722,530,976,864,8426.0,79.99420941494245,17.59876068037663
