,POP_2015,education,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
0,27.855,1131,901,1421,1350,1728,4557.0,34.08530569624339,0.47757956819553066
1,56.313,975,854,1474,1403,2051,4557.0,34.08630349503721,0.47757956819552977
2,87.334,958,837,1458,1387,2035,4557.0,34.087301293831025,0.47757956819553066
3,95.061,441,626,1328,1219,2391,4557.0,34.0912924890063,0.4775795681955307
4,85.675,453,760,1356,1247,2537,4557.0,34.09229028780011,0.4775795681955301
5,62.871,418,724,1320,1211,2675,4557.0,34.09328808659393,0.47757956819553016
6,112.276,418,724,1320,1211,2675,4557.0,34.094285885387755,0.4775795681955302
7,61.665,917,976,1496,1425,1425,4557.0,34.08330762696199,0.4767707895413434
8,53.523,1101,934,1455,1384,1609,4557.0,34.084305425683446,0.476770789541343
9,105.237,1131,901,1421,1350,1728,4557.0,34.0853032244049,0.4767707895413426
10,8.179,958,837,1458,1387,2035,4557.0,34.08630102312637,0.476770789541344
11,10.252,958,837,1458,1387,2035,4557.0,34.08729882184783,0.47677078954134255
12,25.292,473,482,1185,1076,2146,4557.0,34.08829662056929,0.47677078954134305
13,136.862,473,482,1185,1076,2146,4557.0,34.089294419290745,0.47677078954134294
14,158.648,512,656,1359,1250,2320,4557.0,34.0902922180122,0.47677078954134305
15,115.452,415,600,1302,1193,2417,4557.0,34.091290016733666,0.47677078954134344
16,88.766,453,760,1356,1247,2537,4557.0,34.09228781545513,0.47677078954134255
17,74.405,396,702,1298,1189,2698,4557.0,34.09328561417658,0.476770789541343
18,144.16,418,724,1320,1211,2675,4557.0,34.094283412898044,0.4767707895413434
19,150.894,572,879,1475,1366,2878,4557.0,34.0952812116195,0.47677078954134255
20,47.036,698,1005,1601,1492,3005,4557.0,34.09627901034095,0.4767707895413434
21,13.206,894,1201,1654,1648,3200,4557.0,34.097276809062414,0.4767707895413426
22,18.941,894,1201,1654,1648,3200,4557.0,34.09827460778388,0.4767707895413435
23,0.0,1144,1450,1862,1898,3450,4557.0,34.099272406505335,0.47677078954134294
24,160.891,1144,1450,1862,1898,3450,4557.0,34.10027020522679,0.47677078954134305
25,39.581,1208,1426,1741,2133,3931,4557.0,34.10326360139118,0.4767707895413431
26,42.002,1228,1446,1753,2153,4004,4557.0,34.104261400112634,0.47677078954134294
27,51.814,0,2041,807,2488,537,4557.0,34.073327172965854,0.4759620109235558
28,28.57,0,2041,807,2488,537,4557.0,34.07432497161508,0.47596201092355533
29,5.126,914,973,1493,1422,1422,4557.0,34.08330515945808,0.4759620109235559
30,93.477,938,707,1227,1156,1723,4557.0,34.085300756756524,0.4759620109235562
31,92.158,810,689,1310,1239,1887,4557.0,34.08629855540575,0.47596201092355483
32,137.125,473,482,1185,1076,2146,4557.0,34.0882941527042,0.4759620109235562
33,111.494,473,482,1185,1076,2146,4557.0,34.08929195135341,0.47596201092355533
34,129.474,362,547,1249,1140,2470,4557.0,34.09028975000263,0.4759620109235562
