,POP_2015,community_space,education,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
0,61.592,797,1081,995,682,1537,7734.0,76.52539700634586,15.445292141357239
1,109.335,1461,1177,0,1653,2910,7734.0,76.50785807092342,15.444471914207655
2,154.067,1461,1177,0,1653,2910,7734.0,76.50887876770184,15.444471914207655
3,93.721,543,828,824,736,1791,7734.0,76.5231685225996,15.444471914207657
4,163.543,549,833,829,741,1785,7734.0,76.52418921937799,15.444471914207654
5,133.676,797,1081,995,682,1537,7734.0,76.52520991615641,15.444471914207655
6,112.711,1461,1177,0,1653,2910,7734.0,76.50767103436833,15.443651688296947
7,131.509,1461,1177,0,1653,2910,7734.0,76.50869172865148,15.443651688296947
8,151.612,352,636,632,544,1801,7734.0,76.52196075433233,15.443651688296946
9,139.796,543,828,824,736,1791,7734.0,76.52298144861545,15.443651688296946
10,149.962,549,833,829,741,1785,7734.0,76.52400214289861,15.443651688296946
11,130.013,5000,5000,5000,5000,5000,7734.0,76.52502283718175,15.443651688296946
12,50.218,257,542,538,450,1707,7734.0,76.52075300226957,15.442831463625037
13,160.052,341,625,622,534,1791,7734.0,76.52177369405759,15.442831463625035
14,144.86,5000,5000,5000,5000,5000,7734.0,76.52483576942166,15.442831463625035
15,121.752,5000,5000,5000,5000,5000,7734.0,76.52585646120967,15.442831463625035
16,24.361,223,508,504,416,1673,7734.0,76.52056595570367,15.442011240191848
17,110.333,180,465,461,373,1630,7734.0,76.52158664499672,15.442011240191848
18,70.151,5000,5000,5000,5000,5000,7734.0,76.52464871287587,15.442011240191848
19,126.906,5000,5000,5000,5000,5000,7734.0,76.52566940216894,15.44201124019185
20,30.485,1055,1339,774,240,1316,7734.0,76.5287314700481,15.44201124019185
21,24.731,1155,1440,875,341,1417,7734.0,76.52975215934117,15.44201124019185
22,112.213,279,4,4,471,1728,7734.0,76.5183375467548,15.441191017997317
23,27.737,202,81,81,395,1652,7734.0,76.51935823355304,15.441191017997316
24,38.095,158,443,439,351,1608,7734.0,76.52037892035128,15.441191017997314
25,139.259,103,388,384,296,1553,7734.0,76.5213996071495,15.441191017997317
26,85.934,299,584,195,107,1364,7734.0,76.52242029394775,15.441191017997317
27,157.059,299,584,195,107,1364,7734.0,76.52344098074596,15.441191017997317
28,48.109,989,1273,709,174,1250,7734.0,76.52854441473715,15.441191017997317
29,29.855,1129,1413,849,315,1390,7734.0,76.5295651015354,15.441191017997317
30,43.739,1157,1441,877,343,1418,7734.0,76.53058578833365,15.441191017997317
31,62.935,1259,1543,979,445,1520,7734.0,76.53160647513188,15.441191017997319
32,124.872,274,9,9,467,1724,7734.0,76.518150527605,15.440370797041366
