,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,115.502,1440,996,828,908,1080,1434.0,-36.212831168561024,-7.938493260942943
1,29.358,1440,996,828,908,1080,1434.0,-36.21182744525855,-7.938493260942944
2,41.359,1368,924,756,835,1007,1434.0,-36.21082372195607,-7.938493260942943
3,180.743,1368,924,756,835,1007,1434.0,-36.21187160205256,-7.939305017289942
4,43.013,1310,866,698,777,949,1434.0,-36.210867877526134,-7.939305017289942
5,377.999,1018,574,556,485,657,1434.0,-36.20995247568779,-7.940928531826021
6,36.925,1018,574,556,485,657,1434.0,-36.20894874871309,-7.940928531826022
7,69.787,1018,574,556,485,657,1434.0,-36.20999664402984,-7.941740290015229
8,37.86,1018,574,556,485,657,1434.0,-36.20899291583081,-7.941740290015229
9,397.286,1392,975,711,1213,1295,1434.0,-36.21715530015823,-7.944175568268299
10,160.525,1468,898,633,1135,1217,1434.0,-36.21615156828543,-7.944175568268298
11,107.179,1403,820,555,1057,1139,1434.0,-36.21514783641263,-7.944175568268299
12,141.306,1293,709,442,944,1026,1434.0,-36.214144104539834,-7.944175568268299
13,156.572,1163,580,312,814,896,1434.0,-36.21314037266705,-7.944175568268299
14,173.876,1049,466,195,697,780,1434.0,-36.21213664079425,-7.944175568268299
15,79.672,723,272,272,352,434,1434.0,-36.20912544517586,-7.944175568268299
16,67.478,603,437,484,70,242,1434.0,-36.20812171330307,-7.944175568268299
17,79.669,721,555,602,189,171,1434.0,-36.20711798143027,-7.944175568268299
18,245.369,771,605,652,271,157,1434.0,-36.20611424955747,-7.944175568268299
19,239.819,855,705,752,407,258,1434.0,-36.20511051768469,-7.944175568268299
20,242.561,867,731,778,438,284,1434.0,-36.20410678581188,-7.944175568268298
21,226.4,1012,875,923,591,429,1434.0,-36.20310305393908,-7.944175568268299
22,182.536,1101,965,1012,680,519,1434.0,-36.20209932206629,-7.944175568268298
23,194.884,1270,1146,998,870,700,1434.0,-36.20109559019349,-7.944175568268299
24,179.584,1270,1146,998,870,700,1434.0,-36.2000918583207,-7.944175568268298
25,160.111,1342,1426,1270,1149,981,1434.0,-36.199088126447904,-7.944175568268299
26,77.936,1397,1481,1325,1204,1036,1434.0,-36.19808439457511,-7.944175568268298
27,119.411,1397,1481,1325,1204,1036,1434.0,-36.19708066270231,-7.944175568268298
28,428.182,1343,930,759,1261,1343,1434.0,-36.21719949573616,-7.944987328914685
29,121.844,1343,930,759,1261,1343,1434.0,-36.21619576263851,-7.944987328914683
30,95.467,1403,820,555,1057,1139,1434.0,-36.215192029540866,-7.944987328914682
31,82.052,1320,737,470,972,1054,1434.0,-36.214188296443226,-7.944987328914684
32,113.251,1202,619,351,853,936,1434.0,-36.21318456334558,-7.944987328914683
33,149.926,981,392,118,620,703,1434.0,-36.21218083024793,-7.944987328914684
34,69.291,872,279,6,501,584,1434.0,-36.2111770971503,-7.944987328914684
35,22.327,804,210,68,433,515,1434.0,-36.21017336405264,-7.944987328914683
36,59.234,723,202,219,352,434,1434.0,-36.209169630955,-7.944987328914684
37,59.536,627,392,416,174,301,1434.0,-36.20816589785736,-7.944987328914684
38,80.504,614,448,496,83,155,1434.0,-36.20716216475972,-7.944987328914682
39,71.433,676,510,557,233,61,1434.0,-36.206158431662075,-7.944987328914683
40,178.506,867,731,778,438,284,1434.0,-36.20515469856443,-7.944987328914685
41,134.745,929,792,840,508,346,1434.0,-36.20415096546679,-7.944987328914683
42,168.276,981,845,893,560,399,1434.0,-36.20314723236914,-7.944987328914682
43,175.509,1062,926,974,650,480,1434.0,-36.20214349927149,-7.944987328914682
44,169.516,1212,1089,990,812,643,1434.0,-36.20113976617385,-7.944987328914684
45,183.04,1212,1089,940,812,643,1434.0,-36.20013603307621,-7.944987328914684
46,201.331,1332,1274,1118,997,840,1434.0,-36.19913229997857,-7.944987328914684
47,120.921,1333,1416,1260,1140,971,1434.0,-36.198128566880925,-7.944987328914684
48,135.788,1343,1427,1271,1150,993,1434.0,-36.19712483378328,-7.944987328914684
49,432.388,1296,883,776,1250,1332,1434.0,-36.217243695980606,-7.945799090175524
50,144.364,1296,835,727,1201,1283,1434.0,-36.216239961657976,-7.945799090175527
51,78.507,1261,677,570,1044,1126,1434.0,-36.21523622733536,-7.945799090175524
52,84.346,1181,597,490,964,1046,1434.0,-36.21423249301274,-7.945799090175526
53,117.604,1058,474,367,841,923,1434.0,-36.213228758690114,-7.945799090175524
54,160.93,941,358,251,724,807,1434.0,-36.2122250243675,-7.945799090175524
55,96.781,798,204,196,570,652,1434.0,-36.21122129004487,-7.945799090175527
56,89.188,665,71,119,294,376,1434.0,-36.21021755572225,-7.945799090175526
57,71.697,629,107,154,258,341,1434.0,-36.20921382139963,-7.945799090175524
58,57.337,521,218,265,147,230,1434.0,-36.208210087077006,-7.945799090175524
59,90.248,491,324,372,73,144,1434.0,-36.20720635275439,-7.945799090175527
60,150.606,640,474,521,197,35,1434.0,-36.206202618431774,-7.945799090175526
61,86.188,744,593,641,317,155,1434.0,-36.205198884109144,-7.945799090175524
62,102.498,825,740,787,463,302,1434.0,-36.20419514978653,-7.945799090175527
63,81.001,968,832,880,555,393,1434.0,-36.203191415463905,-7.945799090175524
64,89.77,1058,923,970,646,484,1434.0,-36.20218768114128,-7.945799090175525
65,61.616,1134,1010,1007,734,575,1434.0,-36.20118394681866,-7.945799090175524
66,190.813,1268,1145,994,868,711,1434.0,-36.20018021249604,-7.945799090175525
67,141.492,1322,1199,1043,922,765,1434.0,-36.19917647817342,-7.945799090175526
68,107.978,1210,1395,1145,1118,961,1434.0,-36.1981727438508,-7.945799090175525
69,278.384,1201,881,774,1248,1330,1434.0,-36.21728790089161,-7.946610852050887
70,161.567,1201,881,774,1246,1330,1434.0,-36.21628416534388,-7.946610852050887
71,148.048,1125,693,585,1051,1141,1434.0,-36.21528042979617,-7.946610852050888
72,112.531,1088,651,544,1013,1100,1434.0,-36.21427669424843,-7.9466108520508865
73,120.679,910,468,361,835,917,1434.0,-36.2132729587007,-7.946610852050887
74,156.471,852,269,258,635,717,1434.0,-36.21226922315297,-7.946610852050888
75,89.146,768,174,167,540,622,1434.0,-36.211265487605246,-7.9466108520508865
76,76.245,672,78,125,444,527,1434.0,-36.21026175205752,-7.946610852050887
77,73.474,547,47,47,366,448,1434.0,-36.209258016509786,-7.946610852050887
78,31.069,398,196,149,271,353,1434.0,-36.208254280962066,-7.946610852050888
79,73.939,333,271,223,199,281,1434.0,-36.20725054541433,-7.9466108520508865
80,70.041,554,534,486,380,225,1434.0,-36.206246809866606,-7.946610852050887
81,67.675,568,558,511,404,249,1434.0,-36.20524307431888,-7.946610852050887
82,58.325,802,812,852,536,381,1434.0,-36.204239338771146,-7.946610852050887
83,59.009,873,903,912,626,471,1434.0,-36.20323560322342,-7.946610852050888
84,67.398,966,1023,943,746,591,1434.0,-36.20223186767569,-7.946610852050887
85,88.845,1031,1121,885,844,689,1434.0,-36.201228132127966,-7.946610852050889
86,176.789,1121,1208,836,932,775,1434.0,-36.20022439658025,-7.946610852050887
87,131.376,1216,1316,916,1040,883,1434.0,-36.19922066103251,-7.946610852050887
88,140.079,1135,1441,1024,1193,1036,1434.0,-36.19821692548478,-7.946610852050887
89,287.002,1102,868,857,1197,1316,1434.0,-36.21733211046926,-7.947422614540835
90,241.284,1106,863,853,1135,1312,1434.0,-36.216328373696285,-7.9474226145408355
91,191.335,1054,649,639,980,1098,1434.0,-36.21532463692332,-7.947422614540835
92,126.189,981,646,636,907,1095,1434.0,-36.214320900150355,-7.947422614540834
93,101.104,867,534,523,793,982,1434.0,-36.21331716337739,-7.947422614540835
94,138.418,758,385,342,683,833,1434.0,-36.21231342660443,-7.947422614540835
95,95.427,636,303,256,561,752,1434.0,-36.21130968983146,-7.947422614540832
96,65.775,539,207,159,465,655,1434.0,-36.2103059530585,-7.9474226145408355
97,87.961,426,168,121,351,545,1434.0,-36.20930221628553,-7.947422614540834
98,72.818,315,279,232,240,436,1434.0,-36.20829847951257,-7.947422614540835
99,98.324,333,353,306,225,284,1434.0,-36.207294742739606,-7.947422614540835
100,75.748,472,442,395,313,232,1434.0,-36.20629100596664,-7.947422614540834
101,75.377,599,649,602,495,341,1434.0,-36.20528726919368,-7.947422614540835
102,67.489,640,738,690,584,429,1434.0,-36.20428353242072,-7.947422614540834
103,105.387,672,798,751,644,489,1434.0,-36.20327979564775,-7.947422614540835
104,100.078,1049,1267,749,991,833,1434.0,-36.20127232210182,-7.947422614540832
105,221.161,1019,1294,719,1021,864,1434.0,-36.20026858532887,-7.947422614540834
106,118.24,1028,1383,972,1315,1157,1434.0,-36.19826111178294,-7.947422614540835
107,135.927,1080,1435,1034,1377,1220,1434.0,-36.197257375009976,-7.947422614540835
108,253.683,1006,964,954,1102,1376,1434.0,-36.21737632471355,-7.948234377645429
109,194.066,1006,964,954,1054,1328,1434.0,-36.21637258671521,-7.948234377645429
110,186.018,1035,925,878,976,1257,1434.0,-36.215368848716885,-7.948234377645429
111,131.669,873,747,700,798,1089,1434.0,-36.21436511071856,-7.948234377645432
112,122.688,758,633,585,684,986,1434.0,-36.21336137272023,-7.948234377645431
113,119.61,615,490,443,541,843,1434.0,-36.2123576347219,-7.948234377645428
114,113.997,615,481,433,540,842,1434.0,-36.21135389672357,-7.94823437764543
115,62.809,469,411,363,394,700,1434.0,-36.210350158725234,-7.94823437764543
116,77.843,388,206,158,314,510,1434.0,-36.20934642072691,-7.948234377645428
117,78.32,315,279,232,240,436,1434.0,-36.20834268272858,-7.948234377645431
118,97.178,325,428,380,299,337,1434.0,-36.207338944730246,-7.948234377645428
119,87.13,371,483,435,353,329,1434.0,-36.20633520673193,-7.948234377645432
120,107.393,463,572,524,442,342,1434.0,-36.205331468733604,-7.948234377645428
121,83.103,661,798,750,644,489,1434.0,-36.20432773073526,-7.948234377645431
122,69.46,732,859,726,705,550,1434.0,-36.203323992736934,-7.948234377645428
123,84.698,757,978,705,809,669,1434.0,-36.2023202547386,-7.948234377645428
124,54.72,834,1153,716,886,835,1434.0,-36.20131651674028,-7.94823437764543
125,199.192,904,1236,604,982,949,1434.0,-36.20031277874195,-7.948234377645428
126,180.436,1054,1397,781,1159,1126,1434.0,-36.19930904074362,-7.948234377645431
127,71.329,979,1333,898,1269,1203,1434.0,-36.19830530274529,-7.948234377645431
128,47.815,1017,1371,983,1354,1278,1434.0,-36.19730156474695,-7.94823437764543
129,238.345,908,1053,1005,1017,1279,1434.0,-36.21742054362457,-7.949046141364739
130,194.25,908,1053,1005,999,1231,1434.0,-36.216416804400744,-7.949046141364737
131,146.285,969,998,951,918,1184,1434.0,-36.21541306517692,-7.949046141364738
132,130.116,810,819,772,735,1017,1434.0,-36.21440932595309,-7.949046141364737
133,113.555,767,780,733,692,980,1434.0,-36.213405586729266,-7.949046141364738
134,115.546,599,577,530,524,825,1434.0,-36.21240184750545,-7.949046141364739
135,74.327,498,440,392,423,729,1434.0,-36.21139810828162,-7.949046141364737
136,65.291,403,342,295,329,634,1434.0,-36.21039436905779,-7.949046141364737
137,60.788,293,305,257,219,566,1434.0,-36.20939062983397,-7.949046141364739
138,78.813,180,414,367,105,453,1434.0,-36.20838689061014,-7.949046141364737
139,94.158,152,525,477,218,421,1434.0,-36.20738315138631,-7.949046141364739
140,129.015,262,587,540,328,433,1434.0,-36.206379412162505,-7.949046141364737
141,101.63,355,622,568,420,462,1434.0,-36.20537567293868,-7.949046141364739
142,67.232,471,733,584,536,503,1434.0,-36.20437193371485,-7.949046141364737
143,98.656,646,1009,594,698,774,1434.0,-36.20336819449103,-7.949046141364739
144,93.798,708,1027,656,760,718,1434.0,-36.2023644552672,-7.949046141364736
145,88.774,802,1215,601,854,924,1434.0,-36.20136071604338,-7.949046141364738
146,30.887,851,1184,552,935,997,1434.0,-36.200356976819556,-7.949046141364739
147,68.211,1064,1396,764,1148,1149,1434.0,-36.19935323759573,-7.949046141364737
148,123.456,949,1304,817,1252,1239,1434.0,-36.19834949837191,-7.949046141364737
149,48.689,952,1307,961,1410,1347,1434.0,-36.197345759148085,-7.949046141364738
150,39.656,947,1301,956,1441,1381,1434.0,-36.19634201992425,-7.949046141364736
151,80.755,730,1318,1270,1110,1322,1434.0,-36.218468507651785,-7.949857905698823
152,204.85,685,1259,1212,1051,1264,1434.0,-36.21746476720235,-7.949857905698823
153,90.273,783,1149,1102,941,1160,1434.0,-36.2164610267529,-7.949857905698825
154,79.558,882,1063,1016,845,1085,1434.0,-36.21545728630344,-7.949857905698824
155,113.433,802,958,910,742,937,1434.0,-36.214453545854,-7.949857905698824
156,90.601,708,850,802,641,885,1434.0,-36.21344980540456,-7.949857905698823
157,71.349,481,615,568,407,705,1434.0,-36.2124460649551,-7.949857905698823
158,65.863,444,588,541,372,629,1434.0,-36.21144232450565,-7.949857905698823
159,69.793,317,461,414,246,514,1434.0,-36.210438584056206,-7.949857905698825
160,64.67,208,426,379,136,448,1434.0,-36.20943484360676,-7.949857905698823
161,47.307,82,520,473,7,347,1434.0,-36.20843110315731,-7.949857905698824
162,115.062,0,595,547,70,272,1434.0,-36.207427362707854,-7.949857905698823
163,108.788,181,733,593,188,386,1434.0,-36.20642362225842,-7.949857905698822
164,118.42,392,663,528,458,509,1434.0,-36.20541988180897,-7.949857905698823
165,86.791,549,812,515,615,582,1434.0,-36.20441614135952,-7.949857905698824
166,84.437,569,982,516,621,696,1434.0,-36.20341240091007,-7.949857905698823
167,83.347,651,1098,572,703,778,1434.0,-36.20240866046063,-7.949857905698823
168,24.388,728,1161,529,780,856,1434.0,-36.20140492001118,-7.949857905698823
169,29.819,772,1104,472,868,943,1434.0,-36.20040117956173,-7.949857905698823
170,80.39,798,1152,688,1174,1249,1434.0,-36.19939743911229,-7.949857905698824
171,99.33,753,1107,761,1247,1220,1434.0,-36.19839369866284,-7.949857905698825
172,20.833,829,1184,838,1324,1297,1434.0,-36.19738995821338,-7.949857905698823
173,175.889,641,1396,1349,1188,1347,1434.0,-36.21851273712215,-7.950669670647751
174,233.099,619,1317,1270,1109,1268,1434.0,-36.21750899544695,-7.950669670647749
175,151.675,692,1240,1193,1032,1191,1434.0,-36.21650525377175,-7.95066967064775
176,150.788,827,1145,1098,922,1047,1434.0,-36.21550151209654,-7.950669670647751
177,257.11,881,1091,1043,867,992,1434.0,-36.21449777042134,-7.950669670647749
178,158.996,823,991,943,767,899,1434.0,-36.21349402874614,-7.950669670647751
179,162.402,616,784,736,560,725,1434.0,-36.21249028707094,-7.950669670647751
180,85.058,505,673,625,449,624,1434.0,-36.211486545395736,-7.950669670647751
181,79.252,346,514,466,290,460,1434.0,-36.21048280372053,-7.95066967064775
182,68.133,445,612,565,388,406,1434.0,-36.20947906204533,-7.950669670647751
183,77.776,257,655,607,195,302,1434.0,-36.208475320370134,-7.950669670647751
184,63.427,58,653,605,38,240,1434.0,-36.207471578694935,-7.950669670647749
185,68.705,181,766,593,188,386,1434.0,-36.20646783701973,-7.950669670647751
186,50.308,300,763,508,258,333,1434.0,-36.20546409534453,-7.950669670647749
187,68.464,384,841,362,436,529,1434.0,-36.20446035366933,-7.95066967064775
188,18.308,368,850,329,446,495,1434.0,-36.20345661199413,-7.950669670647751
189,30.927,563,1024,471,615,691,1434.0,-36.20245287031893,-7.950669670647749
190,49.803,690,1125,493,742,818,1434.0,-36.20144912864373,-7.950669670647751
191,51.032,644,976,344,853,928,1434.0,-36.200445386968525,-7.950669670647749
192,125.012,747,1079,447,933,1009,1434.0,-36.19944164529333,-7.950669670647751
193,134.798,684,1038,672,1158,1152,1434.0,-36.19843790361813,-7.950669670647751
194,51.297,869,1224,878,1364,1337,1434.0,-36.197434161942915,-7.950669670647749
195,37.744,963,1318,972,1458,1431,1434.0,-36.19643042026772,-7.950669670647751
196,237.686,496,1539,1491,1330,1272,1434.0,-36.21855697125951,-7.951481436211586
197,281.634,450,1487,1439,1278,1220,1434.0,-36.217553228358426,-7.951481436211586
198,190.087,620,1312,1265,1104,1152,1434.0,-36.216549485457335,-7.951481436211584
199,132.987,754,1217,1169,993,1008,1434.0,-36.21554574255626,-7.951481436211586
200,155.869,868,1103,1056,879,894,1434.0,-36.21454199965517,-7.951481436211584
201,233.484,839,1007,959,783,804,1434.0,-36.213538256754084,-7.951481436211586
202,195.87,726,893,846,669,762,1434.0,-36.212534513853,-7.951481436211584
203,124.488,594,762,715,538,561,1434.0,-36.21153077095192,-7.951481436211586
204,108.253,514,681,634,457,480,1434.0,-36.210527028050834,-7.951481436211587
205,123.552,495,662,615,439,311,1434.0,-36.20952328514975,-7.951481436211586
206,131.041,258,641,785,188,159,1434.0,-36.20851954224866,-7.951481436211585
207,109.153,218,569,692,148,86,1434.0,-36.20751579934758,-7.951481436211584
208,104.717,220,554,660,164,72,1434.0,-36.206512056446506,-7.951481436211586
209,108.578,270,649,520,297,310,1434.0,-36.205508313545415,-7.951481436211584
210,99.469,336,812,344,454,486,1434.0,-36.20450457064433,-7.951481436211586
211,122.934,305,786,343,443,509,1434.0,-36.20350082774324,-7.951481436211586
212,44.06,582,1038,406,634,709,1434.0,-36.202497084842165,-7.951481436211586
213,36.521,456,906,176,663,779,1434.0,-36.20149334194108,-7.951481436211586
214,67.651,548,880,249,858,939,1434.0,-36.20048959904,-7.951481436211586
215,128.335,573,927,736,1221,1040,1434.0,-36.19848211323782,-7.9514814362115835
216,109.574,606,961,770,1256,1074,1434.0,-36.19747837033674,-7.951481436211584
217,72.717,911,1265,919,1405,1378,1434.0,-36.196474627435656,-7.951481436211585
218,173.963,496,1539,1491,1330,1272,1434.0,-36.218601210063916,-7.952293202390392
219,218.291,496,1487,1439,1278,1220,1434.0,-36.21759746593681,-7.952293202390392
220,151.643,517,1407,1368,1207,1098,1434.0,-36.21659372180972,-7.952293202390392
221,146.373,686,1285,1238,1062,974,1434.0,-36.215589977682626,-7.952293202390392
222,152.88,776,1189,1141,965,874,1434.0,-36.21458623355553,-7.952293202390392
223,262.363,848,1117,1069,893,802,1434.0,-36.21358248942843,-7.952293202390392
224,186.491,825,993,945,769,699,1434.0,-36.21257874530134,-7.952293202390392
225,138.299,705,872,825,648,593,1434.0,-36.21157500117424,-7.952293202390392
226,272.84,587,754,707,531,404,1434.0,-36.21057125704715,-7.952293202390391
227,335.641,438,613,688,368,238,1434.0,-36.20956751292005,-7.952293202390394
228,140.921,384,640,747,313,241,1434.0,-36.208563768792956,-7.952293202390393
229,137.045,344,555,699,231,73,1434.0,-36.20756002466586,-7.9522932023903925
230,90.119,273,490,615,146,63,1434.0,-36.20655628053877,-7.952293202390392
231,140.548,186,565,512,213,292,1434.0,-36.205552536411666,-7.9522932023903925
232,110.508,186,565,512,213,292,1434.0,-36.20454879228458,-7.952293202390393
233,119.466,216,721,254,378,536,1434.0,-36.20354504815747,-7.9522932023903925
234,57.085,148,730,202,424,582,1434.0,-36.20254130403038,-7.952293202390392
235,43.52,299,871,24,626,784,1434.0,-36.20153755990329,-7.9522932023903925
236,33.846,437,788,138,765,864,1434.0,-36.20053381577619,-7.952293202390393
237,52.951,486,819,187,814,894,1434.0,-36.1995300716491,-7.952293202390392
238,118.475,518,873,749,1303,986,1434.0,-36.198526327521996,-7.952293202390392
239,130.219,560,915,791,1301,1028,1434.0,-36.19752258339489,-7.9522932023903925
240,206.787,350,1565,1632,1376,1214,1434.0,-36.218645453535416,-7.953104969184233
241,236.102,327,1539,1605,1349,1187,1434.0,-36.21764170818218,-7.953104969184232
242,224.364,381,1435,1502,1246,1083,1434.0,-36.21663796282895,-7.953104969184231
243,229.409,577,1281,1320,1092,929,1434.0,-36.2156342174757,-7.953104969184232
244,192.638,668,1189,1228,1000,838,1434.0,-36.21463047212247,-7.953104969184233
245,184.396,822,1081,1101,892,730,1434.0,-36.213626726769235,-7.953104969184232
246,370.978,847,966,990,777,615,1434.0,-36.212622981416,-7.953104969184232
247,309.666,751,900,884,688,563,1434.0,-36.211619236062766,-7.953104969184232
248,287.082,684,851,804,628,532,1434.0,-36.21061549070953,-7.953104969184233
249,153.096,455,549,752,385,174,1434.0,-36.20961174535628,-7.953104969184231
250,137.841,487,502,753,356,127,1434.0,-36.208608000003046,-7.953104969184232
251,164.558,398,487,630,162,127,1434.0,-36.207604254649816,-7.953104969184232
252,67.921,324,399,519,49,117,1434.0,-36.20660050929658,-7.953104969184233
253,141.483,137,516,462,164,322,1434.0,-36.20559676394333,-7.953104969184233
254,123.658,100,479,461,191,349,1434.0,-36.2045930185901,-7.953104969184233
255,89.46,169,571,324,391,548,1434.0,-36.20358927323685,-7.953104969184233
256,42.155,88,685,210,466,624,1434.0,-36.20258552788362,-7.953104969184232
257,32.995,340,790,148,726,798,1434.0,-36.20158178253039,-7.953104969184232
258,47.519,447,733,175,802,808,1434.0,-36.20057803717716,-7.953104969184232
259,41.101,462,760,215,842,835,1434.0,-36.19957429182391,-7.953104969184232
260,93.953,406,761,637,1264,874,1434.0,-36.19857054647066,-7.953104969184231
261,143.318,406,761,637,1264,874,1434.0,-36.19756680111743,-7.953104969184232
262,286.695,350,1565,1632,1376,1214,1434.0,-36.21868970167407,-7.953916736593172
263,270.616,350,1565,1632,1376,1214,1434.0,-36.21768595509457,-7.953916736593172
264,284.471,326,1439,1561,1305,1088,1434.0,-36.21668220851507,-7.9539167365931736
265,205.897,401,1365,1480,1224,1014,1434.0,-36.21567846193555,-7.953916736593173
266,208.226,533,1228,1343,1087,877,1434.0,-36.21467471535605,-7.953916736593172
267,281.952,682,1103,1194,938,752,1434.0,-36.21367096877654,-7.953916736593173
268,238.603,824,967,1051,795,616,1434.0,-36.21266722219703,-7.953916736593173
269,157.939,753,850,948,682,499,1434.0,-36.21166347561752,-7.953916736593172
270,168.22,781,760,910,666,408,1434.0,-36.210659729038014,-7.953916736593172
271,347.923,667,599,850,482,224,1434.0,-36.2096559824585,-7.953916736593173
272,157.429,517,399,650,286,24,1434.0,-36.208652235879,-7.953916736593173
273,145.074,468,340,591,307,34,1434.0,-36.207648489299494,-7.953916736593173
274,108.198,225,295,420,114,206,1434.0,-36.20664474271998,-7.953916736593172
275,72.586,210,299,405,64,222,1434.0,-36.20564099614048,-7.953916736593172
276,48.056,22,388,443,274,431,1434.0,-36.20463724956097,-7.9539167365931736
277,66.126,140,521,404,445,586,1434.0,-36.203633502981454,-7.953916736593172
278,62.327,37,633,337,589,636,1434.0,-36.20262975640195,-7.953916736593172
279,30.563,264,714,223,787,723,1434.0,-36.20162600982244,-7.953916736593173
280,54.18,351,637,250,874,712,1434.0,-36.20062226324293,-7.953916736593173
281,33.023,353,650,345,972,763,1434.0,-36.19961851666343,-7.953916736593171
282,26.15,329,650,379,1006,763,1434.0,-36.19861477008392,-7.953916736593173
283,124.917,314,669,545,1172,782,1434.0,-36.19761102350441,-7.953916736593173
284,219.364,175,1526,1677,1432,1175,1434.0,-36.21873395447994,-7.954728504617276
285,264.308,151,1500,1651,1406,1149,1434.0,-36.21773020667403,-7.954728504617276
286,267.969,206,1396,1547,1302,1044,1434.0,-36.216726458868116,-7.954728504617276
287,198.437,331,1271,1422,1177,919,1434.0,-36.21572271106221,-7.954728504617275
288,259.166,493,1172,1323,1075,821,1434.0,-36.214718963256296,-7.954728504617276
289,315.465,603,1095,1246,980,744,1434.0,-36.2137152154504,-7.954728504617275
290,265.915,764,931,1082,816,580,1434.0,-36.212711467644496,-7.954728504617276
