,POP_2015,community_space,education,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
130,67.005,401,87,87,495,1231,8133.0,77.427140161179,11.457587604183626
131,44.735,476,225,88,357,1093,8133.0,77.4281504120243,11.457587604183622
132,76.841,611,361,0,464,957,8133.0,77.42916066286963,11.457587604183624
133,56.552,714,464,99,556,855,8133.0,77.43017091371495,11.457587604183624
134,72.102,838,588,173,494,730,8133.0,77.43118116456026,11.457587604183628
135,68.677,988,738,52,373,609,8133.0,77.43219141540555,11.457587604183626
136,75.527,1066,716,0,398,560,8133.0,77.43320166625087,11.457587604183622
137,76.793,1154,778,117,515,604,8133.0,77.4342119170962,11.457587604183626
138,86.938,1284,727,248,516,534,8133.0,77.4352221679415,11.457587604183624
139,66.599,1223,606,298,432,602,8133.0,77.43623241878683,11.457587604183624
140,48.484,1264,646,0,545,728,8133.0,77.43724266963216,11.457587604183628
141,91.109,1230,689,48,588,770,8133.0,77.43825292047745,11.457587604183624
142,68.141,994,608,98,599,782,8133.0,77.43926317132276,11.457587604183624
143,64.116,916,535,15,526,709,8133.0,77.44027342216809,11.457587604183624
144,49.28,926,550,0,542,724,8133.0,77.4412836730134,11.457587604183624
145,100.491,608,1061,304,1090,1273,8133.0,77.44330417470404,11.457587604183628
146,109.987,608,1061,304,1090,1273,8133.0,77.44431442554934,11.457587604183624
147,15.469,669,1446,412,1475,1657,8133.0,77.44734517808529,11.457587604183624
148,38.161,956,1658,0,1588,2369,8133.0,77.41386907329405,11.456772580691055
149,74.407,956,1658,0,1588,2369,8133.0,77.41487932234074,11.456772580691057
150,38.615,0,458,273,710,1491,8133.0,77.42397156376082,11.456772580691053
151,55.12,0,458,273,710,1491,8133.0,77.42498181280749,11.456772580691057
152,55.724,372,118,118,467,1248,8133.0,77.42599206185419,11.456772580691055
153,71.144,458,0,0,566,1319,8133.0,77.42700231090085,11.456772580691057
154,61.421,564,314,0,268,1020,8133.0,77.42801255994752,11.456772580691055
155,57.217,690,440,85,379,894,8133.0,77.4290228089942,11.456772580691055
156,73.352,784,534,0,285,819,8133.0,77.43003305804089,11.456772580691057
157,79.552,922,672,0,314,681,8133.0,77.43104330708759,11.456772580691053
158,84.146,1027,777,105,321,557,8133.0,77.43205355613424,11.456772580691057
159,82.312,1064,814,52,268,504,8133.0,77.43306380518091,11.456772580691055
160,73.303,1374,674,210,382,367,8133.0,77.43407405422758,11.456772580691055
161,74.228,1350,706,242,414,399,8133.0,77.43508430327428,11.456772580691057
162,91.71,1278,578,309,380,466,8133.0,77.43609455232095,11.456772580691055
163,68.303,1125,507,200,370,552,8133.0,77.43710480136761,11.456772580691053
164,60.577,1104,640,189,539,721,8133.0,77.4381150504143,11.456772580691055
165,38.502,1020,634,125,622,805,8133.0,77.43912529946097,11.456772580691057
166,79.471,863,524,62,538,721,8133.0,77.44013554850767,11.456772580691055
167,88.09,834,496,92,532,715,8133.0,77.44114579755433,11.456772580691055
168,80.899,582,862,348,859,1042,8133.0,77.4431662956477,11.456772580691053
169,19.673,669,1446,412,1475,1657,8133.0,77.44720729183442,11.456772580691055
170,41.911,112,570,160,597,1378,8133.0,77.42383372937023,11.455957558097117
171,62.196,115,573,157,594,1375,8133.0,77.42484397661842,11.455957558097115
172,53.338,397,125,125,441,1222,8133.0,77.4258542238666,11.455957558097117
173,68.336,784,534,0,285,819,8133.0,77.4288849656111,11.455957558097115
174,69.277,834,547,0,235,776,8133.0,77.4298952128593,11.455957558097115
175,76.533,948,683,0,288,655,8133.0,77.43090546010748,11.455957558097117
176,72.329,1140,742,160,220,555,8133.0,77.43191570735564,11.455957558097115
177,69.391,1157,845,146,175,411,8133.0,77.43292595460382,11.455957558097115
178,72.816,1313,690,99,270,256,8133.0,77.433936201852,11.455957558097117
179,66.697,1326,626,163,334,320,8133.0,77.43494644910018,11.455957558097115
180,67.313,1253,554,285,355,442,8133.0,77.43595669634834,11.455957558097117
181,60.593,1053,354,165,155,338,8133.0,77.43696694359654,11.455957558097118
182,62.411,988,370,100,269,452,8133.0,77.43797719084469,11.455957558097113
183,80.185,834,496,92,532,715,8133.0,77.43999768534105,11.455957558097117
184,92.635,834,496,92,532,715,8133.0,77.44100793258923,11.455957558097117
185,64.927,525,805,348,841,1024,8133.0,77.4430284270856,11.455957558097117
186,54.506,226,974,226,1010,1193,8133.0,77.44504892158194,11.455957558097115
187,16.816,577,912,0,841,1623,8133.0,77.42066516912169,11.455142536401732
188,7.499,485,820,91,749,1531,8133.0,77.42167541457151,11.455142536401732
189,58.824,379,709,0,638,1420,8133.0,77.42268566002133,11.455142536401734
190,51.617,273,507,0,436,1218,8133.0,77.42369590547115,11.455142536401732
191,83.334,273,507,0,436,1218,8133.0,77.42470615092095,11.455142536401732
192,22.903,385,395,0,324,1106,8133.0,77.42571639637076,11.455142536401732
193,30.142,461,318,0,248,1029,8133.0,77.42672664182057,11.455142536401734
194,37.934,598,199,0,111,893,8133.0,77.4277368872704,11.45514253640173
195,29.948,710,311,0,0,781,8133.0,77.42874713272022,11.455142536401732
196,52.981,862,464,0,152,669,8133.0,77.42975737817001,11.455142536401732
197,62.866,990,592,0,152,519,8133.0,77.43076762361983,11.455142536401732
198,49.296,1101,703,61,51,417,8133.0,77.43177786906962,11.455142536401732
199,43.193,1124,726,45,0,366,8133.0,77.43278811451945,11.455142536401732
200,46.342,1273,664,60,148,217,8133.0,77.43379835996927,11.455142536401732
201,55.562,1205,481,0,235,34,8133.0,77.43480860541906,11.455142536401732
202,54.231,1115,393,89,147,124,8133.0,77.43581885086888,11.455142536401732
203,42.186,1015,293,127,48,224,8133.0,77.43682909631872,11.455142536401732
204,59.879,933,274,44,124,307,8133.0,77.43783934176851,11.455142536401734
205,55.058,841,224,0,215,398,8133.0,77.43884958721831,11.455142536401734
206,54.425,703,318,0,354,536,8133.0,77.43985983266812,11.455142536401732
207,79.39,416,605,188,641,824,8133.0,77.44188032356777,11.455142536401734
208,64.408,386,635,184,670,853,8133.0,77.44289056901758,11.455142536401732
209,63.905,284,737,107,773,955,8133.0,77.4439008144674,11.455142536401734
210,98.17,226,974,226,1010,1193,8133.0,77.4449110599172,11.455142536401732
211,45.092,103,1116,103,1152,1334,8133.0,77.44592130536701,11.455142536401734
212,17.189,103,1116,103,1152,1334,8133.0,77.44693155081683,11.455142536401732
213,46.391,485,820,91,749,1531,8133.0,77.42153760476019,11.454327515604843
214,97.083,496,596,114,751,1532,8133.0,77.4225478484118,11.454327515604843
215,72.004,273,507,0,436,1218,8133.0,77.42355809206336,11.454327515604847
216,70.592,273,507,0,436,1218,8133.0,77.42456833571494,11.454327515604842
217,47.137,385,395,0,324,1106,8133.0,77.42557857936653,11.454327515604847
218,47.754,461,318,0,248,1029,8133.0,77.42658882301811,11.454327515604843
219,38.372,598,199,0,111,893,8133.0,77.4275990666697,11.454327515604845
220,53.873,710,311,0,0,781,8133.0,77.4286093103213,11.454327515604845
221,79.974,822,423,40,112,669,8133.0,77.42961955397287,11.454327515604842
222,93.268,1021,623,0,216,476,8133.0,77.43062979762446,11.454327515604845
223,78.254,1138,740,62,108,382,8133.0,77.43164004127605,11.454327515604847
224,44.702,1231,811,152,106,272,8133.0,77.43265028492765,11.454327515604845
225,72.572,1360,764,132,235,154,8133.0,77.43366052857922,11.454327515604845
226,65.171,1425,775,89,300,89,8133.0,77.4346707722308,11.454327515604843
227,68.044,1189,377,68,132,68,8133.0,77.43568101588238,11.454327515604845
228,45.027,1119,255,231,85,286,8133.0,77.43669125953397,11.454327515604845
229,62.509,1040,215,152,30,231,8133.0,77.43770150318556,11.454327515604845
230,65.008,703,318,0,354,536,8133.0,77.43972199048872,11.454327515604845
231,24.169,416,605,188,641,824,8133.0,77.4417424777919,11.454327515604842
232,58.045,357,664,180,700,882,8133.0,77.44275272144351,11.454327515604845
233,61.178,312,744,75,780,962,8133.0,77.4437629650951,11.454327515604843
234,56.236,175,858,150,893,1076,8133.0,77.44477320874667,11.454327515604845
235,61.662,0,1021,0,1057,1240,8133.0,77.44578345239825,11.454327515604843
236,62.266,0,1021,0,1057,1240,8133.0,77.44679369604984,11.454327515604843
237,75.738,496,596,114,751,1532,8133.0,77.42241004729327,11.453512495706379
238,80.169,534,284,149,473,1255,8133.0,77.42544077285373,11.453512495706379
239,45.79,635,183,250,495,1276,8133.0,77.42645101470724,11.45351249570638
240,52.234,797,0,199,311,1093,8133.0,77.42746125656073,11.45351249570638
241,67.703,1019,621,0,309,521,8133.0,77.42948174026772,11.453512495706379
242,73.238,1090,691,0,287,405,8133.0,77.43049198212123,11.45351249570638
243,51.536,1208,810,118,203,287,8133.0,77.43150222397473,11.453512495706379
244,59.717,1321,859,174,207,174,8133.0,77.43251246582822,11.45351249570638
245,80.331,1426,755,69,310,69,8133.0,77.43352270768172,11.45351249570638
246,72.215,1389,662,20,386,22,8133.0,77.43453294953521,11.453512495706379
247,78.935,1324,598,0,352,87,8133.0,77.4355431913887,11.45351249570638
248,59.701,1189,215,314,192,393,8133.0,77.4365534332422,11.453512495706379
249,68.466,1068,94,199,151,352,8133.0,77.43756367509569,11.45351249570638
250,78.189,1031,9,114,255,456,8133.0,77.43857391694918,11.453512495706379
251,73.222,916,105,0,351,551,8133.0,77.43958415880269,11.45351249570638
252,62.574,425,837,42,872,1055,8133.0,77.44362512621667,11.45351249570638
253,74.772,299,924,132,960,1143,8133.0,77.44463536807015,11.453512495706379
254,20.31,340,1046,254,1082,1265,8133.0,77.44564560992367,11.453512495706379
255,47.809,0,1021,0,1057,1240,8133.0,77.44665585177717,11.45351249570638
256,65.073,287,1309,30,1345,1527,8133.0,77.44867633548415,11.45351249570638
257,59.425,317,1339,61,1375,1558,8133.0,77.44968657733763,11.453512495706379
258,1.591,870,2601,866,2530,3311,8133.0,77.4111596160546,11.452697476706271
259,69.164,1295,2176,517,2105,2887,8133.0,77.41419033622124,11.45269747670627
260,46.228,1295,2176,517,2105,2887,8133.0,77.41520057627677,11.452697476706271
261,32.691,635,223,250,521,1302,8133.0,77.42530297683221,11.45269747670627
262,63.093,649,223,264,534,1316,8133.0,77.42631321688775,11.45269747670627
263,47.624,814,24,224,336,1117,8133.0,77.42732345694328,11.452697476706271
264,74.309,1042,644,0,332,543,8133.0,77.42934393705438,11.45269747670627
265,65.788,1042,644,0,332,543,8133.0,77.43035417710993,11.45269747670627
266,10.064,1333,848,162,217,162,8133.0,77.432374657221,11.45269747670627
267,77.848,1333,848,162,217,162,8133.0,77.43338489727657,11.45269747670627
268,73.059,1412,685,0,379,0,8133.0,77.43439513733209,11.452697476706271
269,81.419,1324,598,0,352,87,8133.0,77.43540537738762,11.452697476706271
270,91.044,1130,219,263,249,450,8133.0,77.43641561744317,11.452697476706273
271,66.096,1091,186,272,250,451,8133.0,77.43742585749874,11.452697476706268
272,95.898,1104,82,188,328,529,8133.0,77.43843609755426,11.452697476706273
273,101.627,883,235,129,436,637,8133.0,77.43944633760982,11.452697476706268
274,57.931,805,221,115,466,667,8133.0,77.44045657766536,11.452697476706271
275,47.705,433,849,54,884,1067,8133.0,77.44348729783198,11.45269747670627
276,38.437,338,1113,320,1149,1331,8133.0,77.44449753788751,11.45269747670627
277,37.64,338,1097,305,1133,1316,8133.0,77.44550777794306,11.452697476706273
278,45.676,870,2601,866,2530,3311,8133.0,77.41102185569362,11.45188245860445
279,40.093,1295,2176,517,2105,2887,8133.0,77.41506280872451,11.451882458604455
280,40.693,883,1218,490,1148,1929,8133.0,77.42112423827088,11.451882458604453
281,15.631,883,1218,490,1148,1929,8133.0,77.4221344765286,11.451882458604452
282,27.302,832,49,248,360,1142,8133.0,77.42718566781724,11.451882458604455
283,80.412,1370,710,195,655,432,8133.0,77.4332470973636,11.45188245860445
284,52.835,1329,669,154,614,390,8133.0,77.43425733562134,11.451882458604455
285,47.608,1159,499,0,444,252,8133.0,77.43526757387906,11.451882458604452
286,64.083,1021,361,121,391,390,8133.0,77.43627781213677,11.451882458604452
287,84.276,973,281,312,349,550,8133.0,77.43728805039451,11.451882458604455
288,70.771,912,323,250,411,612,8133.0,77.43829828865223,11.451882458604452
289,76.793,826,268,163,478,679,8133.0,77.43930852690997,11.451882458604455
290,42.738,805,221,115,466,667,8133.0,77.44031876516769,11.451882458604453
291,29.169,463,865,262,1093,1251,8133.0,77.44233924168314,11.451882458604452
292,48.095,456,905,262,1093,1251,8133.0,77.44334947994086,11.451882458604452
293,28.6,294,1157,364,1193,1375,8133.0,77.44435971819861,11.451882458604455
294,51.293,242,1153,387,1216,1398,8133.0,77.44536995645633,11.451882458604452
295,22.124,222,1249,622,1451,1633,8133.0,77.44638019471404,11.451882458604452
296,58.71,1261,2283,1004,2319,2501,8133.0,77.45749281554905,11.451882458604452
297,83.464,883,1218,490,1148,1929,8133.0,77.42098647042214,11.451067441400857
298,16.427,906,1241,513,1171,1952,8133.0,77.42199670688217,11.451067441400859
299,78.221,1001,218,417,529,1311,8133.0,77.4270478891824,11.451067441400856
300,42.949,1001,218,417,529,1311,8133.0,77.42805812564245,11.451067441400859
301,50.432,1442,782,267,727,503,8133.0,77.43310930794269,11.451067441400859
302,51.082,1405,745,229,690,466,8133.0,77.43411954440275,11.451067441400859
303,37.366,1143,483,0,428,268,8133.0,77.43512978086277,11.451067441400857
304,64.457,1082,422,100,452,456,8133.0,77.43614001732283,11.451067441400856
305,72.15,954,361,186,429,492,8133.0,77.4371502537829,11.451067441400857
306,80.802,847,407,290,475,564,8133.0,77.43816049024292,11.451067441400856
307,69.196,712,341,236,569,718,8133.0,77.43917072670297,11.451067441400857
308,60.837,621,404,299,650,790,8133.0,77.44018096316302,11.451067441400857
309,60.756,312,714,414,959,1100,8133.0,77.44220143608312,11.451067441400857
310,56.99,312,714,414,959,1100,8133.0,77.44321167254314,11.451067441400857
311,38.583,159,1062,504,1308,1448,8133.0,77.4442219090032,11.451067441400857
312,97.829,142,1123,497,1308,1463,8133.0,77.44523214546325,11.451067441400857
313,64.002,142,1187,567,1395,1573,8133.0,77.44624238192333,11.451067441400856
314,57.266,1026,1361,632,1290,2072,8133.0,77.42185894772611,11.450252425095417
315,70.008,1113,1448,719,1377,2159,8133.0,77.42286918238861,11.45025242509542
316,49.182,1248,1583,855,1512,2294,8133.0,77.42387941705111,11.450252425095416
317,45.189,1001,218,417,529,1311,8133.0,77.42691012103863,11.45025242509542
318,17.887,1725,420,0,965,1662,8133.0,77.42994082502614,11.450252425095417
319,19.348,1725,420,0,965,1662,8133.0,77.43095105968864,11.450252425095417
320,27.351,1628,968,278,500,754,8133.0,77.43196129435114,11.450252425095417
321,63.742,1608,948,258,479,733,8133.0,77.43297152901366,11.450252425095417
322,35.028,1521,861,171,392,646,8133.0,77.43398176367616,11.450252425095417
323,62.655,1350,689,0,221,475,8133.0,77.43499199833867,11.450252425095417
324,78.27,1137,522,0,552,557,8133.0,77.43600223300116,11.450252425095417
325,66.745,1098,497,38,565,595,8133.0,77.43701246766366,11.450252425095417
326,76.712,915,531,242,606,695,8133.0,77.43802270232617,11.450252425095417
327,78.822,769,447,342,661,751,8133.0,77.43903293698868,11.450252425095417
328,93.138,676,460,355,706,829,8133.0,77.44004317165118,11.450252425095416
329,89.178,312,714,414,959,1100,8133.0,77.4420636409762,11.450252425095417
330,66.729,274,752,429,997,1138,8133.0,77.4430738756387,11.45025242509542
331,62.281,133,892,546,1138,1278,8133.0,77.44408411030122,11.450252425095417
332,73.368,35,990,602,1236,1376,8133.0,77.4450943449637,11.45025242509542
333,60.869,21,1072,640,1318,1458,8133.0,77.44610457962622,11.450252425095417
334,18.959,347,1399,424,1645,1785,8133.0,77.44812504895121,11.450252425095417
335,33.389,347,1399,424,1645,1785,8133.0,77.44913528361374,11.450252425095417
336,88.447,1072,1407,679,1337,2118,8133.0,77.42172119906023,11.449437409688066
337,74.131,1164,1499,771,1429,2210,8133.0,77.42273143192534,11.449437409688066
338,60.723,1301,1636,907,1565,2347,8133.0,77.42374166479044,11.449437409688066
339,1.721,1372,1707,979,1637,2418,8133.0,77.42475189765553,11.449437409688064
340,17.482,1243,460,482,772,1553,8133.0,77.42677236338572,11.449437409688063
341,23.715,1410,513,315,939,1720,8133.0,77.42778259625084,11.449437409688063
342,21.101,1430,525,295,959,1740,8133.0,77.42879282911593,11.449437409688063
343,22.903,1655,350,69,895,1592,8133.0,77.42980306198103,11.449437409688064
344,3.441,1681,375,44,921,1617,8133.0,77.43081329484613,11.449437409688066
345,83.837,1615,954,265,486,740,8133.0,77.43283376057633,11.449437409688064
346,70.381,1576,844,226,299,702,8133.0,77.43384399344144,11.449437409688064
347,59.214,1388,689,38,182,513,8133.0,77.43485422630654,11.449437409688066
348,58.564,1161,559,86,628,643,8133.0,77.43586445917163,11.449437409688063
349,79.714,1189,587,114,637,671,8133.0,77.43687469203674,11.449437409688066
350,70.803,1007,629,244,611,790,8133.0,77.43788492490182,11.449437409688066
351,52.964,977,655,274,642,820,8133.0,77.43889515776694,11.449437409688066
352,67.833,236,790,444,1035,1176,8133.0,77.44293608922735,11.449437409688064
353,17.352,133,892,546,1138,1278,8133.0,77.44394632209243,11.449437409688064
354,15.875,70,955,609,1201,1341,8133.0,77.44495655495753,11.449437409688064
355,48.484,0,1026,595,1271,1412,8133.0,77.44596678782263,11.449437409688063
356,13.05,1496,2623,965,2553,3334,8133.0,77.4145118434096,11.448622395178726
357,5.665,1496,2623,965,2553,3334,8133.0,77.41552207447745,11.44862239517873
358,16.151,1185,1520,792,1450,2231,8133.0,77.42158346088442,11.44862239517873
359,13.148,1185,1520,792,1450,2231,8133.0,77.42259369195227,11.44862239517873
