,POP_2015,community_space,education,health_wellbeing,ID_HDC_G0,lng,lat
777,63.559,2674,368,1205,3597.0,26.722245683679024,-29.265444676832892
778,61.221,2730,582,1419,3597.0,26.72333149037469,-29.265444676832892
779,64.598,2814,727,1564,3597.0,26.724417297070357,-29.265444676832892
780,32.122,2814,727,1564,3597.0,26.72550310376602,-29.265444676832892
781,56.248,3177,745,1752,3597.0,26.726588910461686,-29.26544467683289
782,71.947,2987,605,1612,3597.0,26.72767471715735,-29.265444676832892
783,61.512,3110,483,1489,3597.0,26.728760523853015,-29.265444676832892
784,51.066,3226,852,1453,3597.0,26.72984633054868,-29.265444676832892
785,68.611,3341,861,1568,3597.0,26.730932137244352,-29.265444676832892
786,69.038,3414,788,1641,3597.0,26.73201794394002,-29.265444676832892
787,58.934,3525,677,1534,3597.0,26.733103750635685,-29.265444676832892
788,48.675,3844,762,1620,3597.0,26.734189557331348,-29.265444676832892
789,57.645,3844,762,1620,3597.0,26.735275364027014,-29.265444676832892
790,57.958,3957,772,1630,3597.0,26.736361170722674,-29.26544467683289
791,60.29,4068,876,1817,3597.0,26.73744697741834,-29.265444676832892
792,61.316,4133,913,1869,3597.0,26.738532784114003,-29.265444676832892
793,69.872,4199,949,1920,3597.0,26.739618590809677,-29.265444676832892
794,43.693,2587,1891,807,3597.0,26.690895507889145,-29.26629661462003
795,46.783,2518,1823,739,3597.0,26.691981320207674,-29.266296614620032
796,29.085,2266,1571,614,3597.0,26.693067132526192,-29.26629661462003
797,108.017,2399,1704,747,3597.0,26.694152944844728,-29.26629661462003
798,100.975,2401,1706,749,3597.0,26.69523875716326,-29.266296614620032
799,119.245,2662,1967,945,3597.0,26.69632456948178,-29.26629661462003
800,104.413,2749,2054,858,3597.0,26.69741038180031,-29.26629661462003
801,61.819,2388,307,1948,3597.0,26.705011068030007,-29.266296614620032
802,93.881,2249,168,1711,3597.0,26.706096880348532,-29.26629661462003
803,104.189,2257,245,1634,3597.0,26.707182692667065,-29.266296614620032
804,56.509,2124,335,1361,3597.0,26.709354317304108,-29.26629661462003
805,79.374,2033,368,1666,3597.0,26.710440129622633,-29.26629661462003
806,94.119,2033,421,1666,3597.0,26.711525941941172,-29.266296614620032
807,93.089,1865,252,1562,3597.0,26.7126117542597,-29.26629661462003
808,45.798,2063,412,947,3597.0,26.714783378896755,-29.266296614620032
809,78.809,2097,446,1438,3597.0,26.71586919121528,-29.26629661462003
810,34.622,2185,534,1526,3597.0,26.716955003533812,-29.266296614620032
811,1.247,2090,216,1055,3597.0,26.71804081585234,-29.26629661462003
812,27.615,2136,278,1196,3597.0,26.719126628170866,-29.26629661462003
813,40.928,2199,296,1214,3597.0,26.72021244048939,-29.266296614620032
814,63.575,2289,362,1280,3597.0,26.721298252807916,-29.26629661462003
815,61.676,2646,498,1335,3597.0,26.722384065126445,-29.26629661462003
816,52.536,2646,498,1335,3597.0,26.723469877444973,-29.26629661462003
817,57.617,2668,694,1531,3597.0,26.7245556897635,-29.26629661462003
818,54.657,2678,763,1600,3597.0,26.725641502082027,-29.26629661462003
819,73.325,3151,769,1775,3597.0,26.726727314400556,-29.26629661462003
820,66.194,2932,661,1668,3597.0,26.727813126719088,-29.266296614620032
821,85.566,3038,839,1564,3597.0,26.728898939037613,-29.26629661462003
822,57.37,3038,839,1564,3597.0,26.72998475135614,-29.266296614620032
823,46.066,3844,762,1620,3597.0,26.734328000630253,-29.26629661462003
824,45.7,3797,809,1667,3597.0,26.735413812948778,-29.26629661462003
825,67.304,3858,1083,1829,3597.0,26.73649962526731,-29.266296614620032
826,47.786,3925,1150,1895,3597.0,26.73758543758583,-29.26629661462003
827,60.026,4089,1060,2005,3597.0,26.73867124990436,-29.26629661462003
828,79.579,4129,1020,1990,3597.0,26.739757062222886,-29.266296614620032
829,55.513,2622,1926,842,3597.0,26.692119550247547,-29.267148555094256
830,42.943,2085,1390,795,3597.0,26.693205368189183,-29.267148555094256
831,80.514,2280,1584,808,3597.0,26.694291186130823,-29.267148555094263
832,70.921,2474,1779,822,3597.0,26.695377004072455,-29.267148555094256
833,37.512,2662,1967,945,3597.0,26.69646282201409,-29.267148555094256
834,0.0,1480,785,1400,3597.0,26.699720275839002,-29.26714855509426
835,0.0,1421,659,1525,3597.0,26.700806093780635,-29.267148555094263
836,44.286,2431,350,1918,3597.0,26.705149365547168,-29.267148555094252
837,93.078,2385,415,1765,3597.0,26.706235183488804,-29.26714855509426
838,93.346,2157,332,1661,3597.0,26.707321001430444,-29.267148555094256
839,12.39,2132,344,1663,3597.0,26.70840681937208,-29.267148555094256
840,0.66,1935,147,1466,3597.0,26.709492637313716,-29.26714855509426
841,60.358,1929,316,1733,3597.0,26.710578455255348,-29.267148555094256
842,111.448,1788,0,1593,3597.0,26.71166427319698,-29.26714855509426
843,70.221,1792,180,1591,3597.0,26.71275009113862,-29.26714855509426
844,58.31,1911,260,1100,3597.0,26.714921727021885,-29.267148555094256
845,97.331,1940,289,1281,3597.0,26.716007544963528,-29.26714855509426
846,2.565,1905,445,1285,3597.0,26.71817918084679,-29.267148555094252
847,40.684,2067,348,1265,3597.0,26.719264998788432,-29.26714855509426
848,69.176,2114,301,1218,3597.0,26.72035081673007,-29.267148555094263
849,51.334,2279,513,1431,3597.0,26.721436634671697,-29.267148555094256
850,66.709,2362,546,1464,3597.0,26.722522452613337,-29.26714855509426
851,80.508,2523,621,1458,3597.0,26.723608270554966,-29.267148555094263
852,75.07,2573,677,1514,3597.0,26.72469408849661,-29.26714855509426
853,57.717,2932,733,1670,3597.0,26.727951542321513,-29.267148555094263
854,55.009,3021,931,1657,3597.0,26.729037360263145,-29.267148555094256
855,55.033,3109,995,1635,3597.0,26.73012317820479,-29.267148555094263
856,45.834,3216,1033,1527,3597.0,26.731208996146417,-29.26714855509426
857,53.946,3299,951,1445,3597.0,26.732294814088053,-29.26714855509426
858,52.647,3415,868,1479,3597.0,26.73338063202969,-29.267148555094263
859,65.061,3566,791,1536,3597.0,26.734466449971322,-29.267148555094263
860,53.116,3636,861,1606,3597.0,26.735552267912965,-29.26714855509426
861,57.627,3709,935,1680,3597.0,26.736638085854594,-29.267148555094256
862,45.222,3833,1044,1804,3597.0,26.73772390379623,-29.26714855509426
863,58.818,3968,1164,1939,3597.0,26.738809721737866,-29.26714855509426
864,33.411,2374,1679,1141,3597.0,26.692257786320262,-29.268000498255677
865,38.553,2085,1390,795,3597.0,26.69334360988525,-29.268000498255677
866,1.611,2056,1361,824,3597.0,26.694429433450235,-29.268000498255674
867,0.0,1447,752,1432,3597.0,26.699858551275184,-29.268000498255677
868,0.0,1405,690,1525,3597.0,26.700944374840166,-29.268000498255677
869,0.0,1390,690,1556,3597.0,26.702030198405158,-29.268000498255674
870,5.28,1507,1204,2070,3597.0,26.70420184553513,-29.268000498255674
871,17.968,1507,1204,2070,3597.0,26.705287669100116,-29.268000498255677
872,20.075,2242,454,1773,3597.0,26.706373492665104,-29.268000498255677
873,43.319,2242,454,1773,3597.0,26.707459316230096,-29.268000498255674
874,3.683,2132,344,1663,3597.0,26.708545139795085,-29.26800049825568
875,0.0,1935,147,1466,3597.0,26.70963096336007,-29.268000498255674
876,16.669,1788,0,1593,3597.0,26.71071678692506,-29.268000498255674
877,96.331,1744,44,1549,3597.0,26.71180261049005,-29.26800049825568
878,55.157,1650,0,1360,3597.0,26.712888434055035,-29.268000498255677
879,57.257,1763,112,1248,3597.0,26.713974257620023,-29.268000498255677
880,70.493,1863,212,1203,3597.0,26.715060081185012,-29.268000498255674
881,54.294,1958,307,1298,3597.0,26.71614590475,-29.268000498255677
882,38.784,2979,537,2348,3597.0,26.718317551879974,-29.268000498255677
883,108.516,1999,416,1333,3597.0,26.719403375444962,-29.268000498255677
884,123.484,2965,523,2335,3597.0,26.72048919900995,-29.268000498255677
885,91.69,2199,277,1534,3597.0,26.721575022574942,-29.268000498255677
886,91.833,2436,464,1771,3597.0,26.722660846139927,-29.268000498255674
887,102.892,2447,521,1700,3597.0,26.723746669704923,-29.268000498255677
888,176.372,2722,597,1754,3597.0,26.7248324932699,-29.268000498255674
889,90.649,3122,749,2093,3597.0,26.725918316834896,-29.268000498255677
890,77.173,3172,800,1888,3597.0,26.727004140399885,-29.268000498255677
891,71.635,3222,850,1683,3597.0,26.728089963964866,-29.268000498255674
892,86.204,3182,1002,1752,3597.0,26.72917578752986,-29.268000498255677
893,117.245,3659,996,1490,3597.0,26.730261611094846,-29.268000498255674
894,68.03,3493,830,1324,3597.0,26.73134743465983,-29.268000498255677
895,65.03,3278,847,1341,3597.0,26.73243325822482,-29.268000498255677
896,43.442,3554,687,1317,3597.0,26.73351908178981,-29.268000498255677
897,46.008,3477,751,1446,3597.0,26.7346049053548,-29.26800049825568
898,38.973,3627,598,1465,3597.0,26.73569072891979,-29.268000498255674
899,47.501,3715,514,1682,3597.0,26.736776552484777,-29.268000498255677
900,39.283,3841,384,1679,3597.0,26.737862376049762,-29.268000498255674
901,52.74,3917,424,1755,3597.0,26.738948199614757,-29.268000498255677
902,55.398,4066,573,1904,3597.0,26.740034023179735,-29.268000498255677
903,30.629,4188,695,1923,3597.0,26.741119846744727,-29.268000498255677
904,6.988,4222,1022,2121,3597.0,26.74220567030972,-29.268000498255677
905,19.817,2374,1679,1141,3597.0,26.692396028426046,-29.2688524441044
906,47.005,2249,1554,1017,3597.0,26.69348185761463,-29.2688524441044
907,0.891,2171,1476,939,3597.0,26.694567686803214,-29.2688524441044
908,0.0,1317,763,1563,3597.0,26.701082661934734,-29.2688524441044
909,0.085,1392,985,1851,3597.0,26.703254320311903,-29.268852444104404
910,64.101,1507,1204,2070,3597.0,26.70434014950049,-29.2688524441044
911,70.041,1472,1245,2111,3597.0,26.70542597868908,-29.2688524441044
912,49.646,1352,1215,2241,3597.0,26.706511807877664,-29.2688524441044
913,9.027,1297,1160,2331,3597.0,26.70759763706625,-29.2688524441044
914,0.426,1365,665,2025,3597.0,26.708683466254836,-29.2688524441044
915,27.654,1603,47,1408,3597.0,26.711940953820598,-29.268852444104404
916,31.29,1627,23,1384,3597.0,26.713026783009184,-29.2688524441044
917,32.381,1700,413,1773,3597.0,26.71411261219777,-29.2688524441044
918,35.946,1747,460,1820,3597.0,26.715198441386363,-29.2688524441044
919,15.491,1812,567,1928,3597.0,26.716284270574945,-29.2688524441044
920,3.175,2804,362,2174,3597.0,26.717370099763528,-29.268852444104404
921,117.926,2930,487,2299,3597.0,26.718455928952114,-29.2688524441044
922,103.75,2879,437,2249,3597.0,26.719541758140704,-29.268852444104407
923,122.173,2893,451,2263,3597.0,26.720627587329293,-29.2688524441044
924,116.925,2297,180,1631,3597.0,26.721713416517876,-29.2688524441044
925,104.245,2591,309,1926,3597.0,26.722799245706465,-29.268852444104404
926,101.001,2516,385,1850,3597.0,26.72388507489505,-29.2688524441044
927,152.146,2892,520,1863,3597.0,26.724970904083634,-29.2688524441044
928,104.315,3046,674,2017,3597.0,26.726056733272223,-29.2688524441044
929,92.669,3118,746,1633,3597.0,26.72714256246081,-29.2688524441044
930,148.799,3173,800,1633,3597.0,26.72822839164939,-29.2688524441044
931,127.763,3319,947,1780,3597.0,26.72931422083798,-29.2688524441044
932,82.368,3591,929,1423,3597.0,26.730400050026567,-29.2688524441044
933,92.506,3385,722,1216,3597.0,26.731485879215157,-29.268852444104404
934,86.147,3433,771,1265,3597.0,26.73257170840374,-29.268852444104404
935,60.042,3611,617,1247,3597.0,26.733657537592332,-29.2688524441044
936,56.353,3536,690,1373,3597.0,26.73474336678092,-29.2688524441044
937,57.979,3664,561,1502,3597.0,26.735829195969504,-29.268852444104404
938,55.408,3778,447,1615,3597.0,26.73691502515809,-29.2688524441044
939,55.821,3841,384,1679,3597.0,26.73800085434667,-29.2688524441044
940,65.145,3953,460,1791,3597.0,26.739086683535263,-29.2688524441044
941,62.789,4104,610,1941,3597.0,26.74017251272385,-29.268852444104404
942,69.495,4188,695,1923,3597.0,26.741258341912435,-29.268852444104404
943,0.142,3110,2414,1680,3597.0,26.682761763253254,-29.269704392640538
944,3.907,3110,2414,1680,3597.0,26.683847598065682,-29.26970439264053
945,42.722,2544,1849,1312,3597.0,26.690362606940262,-29.269704392640534
946,21.173,2432,1736,1199,3597.0,26.691448441752694,-29.269704392640534
947,20.809,2415,1720,1182,3597.0,26.692534276565127,-29.269704392640538
948,38.402,2307,1612,1075,3597.0,26.693620111377548,-29.269704392640534
949,0.715,2276,1581,1044,3597.0,26.69470594618999,-29.26970439264053
950,0.0,1375,1028,1894,3597.0,26.703392624689425,-29.269704392640534
951,98.802,1316,1061,1926,3597.0,26.704478459501857,-29.26970439264053
952,98.845,1243,1106,1999,3597.0,26.705564294314286,-29.269704392640538
953,71.259,1329,1192,2288,3597.0,26.706650129126714,-29.269704392640538
954,58.053,1300,943,2209,3597.0,26.707735963939147,-29.269704392640538
955,23.961,1365,665,2025,3597.0,26.70882179875158,-29.269704392640534
956,8.388,1469,181,1542,3597.0,26.71207930318887,-29.269704392640534
957,66.553,1525,238,1599,3597.0,26.7131651380013,-29.269704392640534
958,71.03,1700,413,1773,3597.0,26.71425097281373,-29.269704392640538
959,61.155,1755,468,1828,3597.0,26.715336807626155,-29.269704392640534
960,8.862,1787,551,1911,3597.0,26.71642264243859,-29.269704392640534
961,89.972,2804,362,2174,3597.0,26.71750847725102,-29.269704392640534
962,127.184,2721,279,2091,3597.0,26.71859431206344,-29.269704392640538
963,118.261,2708,266,2077,3597.0,26.719680146875877,-29.269704392640538
964,112.124,2812,370,2182,3597.0,26.72076598168831,-29.269704392640534
965,103.857,2372,105,1706,3597.0,26.72185181650074,-29.269704392640538
966,121.334,2624,254,1959,3597.0,26.72293765131317,-29.269704392640534
967,82.108,2648,321,1859,3597.0,26.724023486125596,-29.269704392640538
968,117.538,2790,418,1761,3597.0,26.72510932093803,-29.269704392640538
969,110.104,3005,633,1977,3597.0,26.726195155750457,-29.269704392640534
970,108.918,3043,671,1504,3597.0,26.727280990562896,-29.269704392640538
971,115.245,3250,878,1711,3597.0,26.729452660187754,-29.269704392640534
972,82.448,3414,787,1281,3597.0,26.73053849500018,-29.269704392640538
973,110.204,3310,648,1142,3597.0,26.731624329812607,-29.269704392640534
974,55.371,3336,673,1167,3597.0,26.732710164625043,-29.269704392640534
975,66.783,3749,882,1511,3597.0,26.733795999437472,-29.269704392640534
976,47.279,3824,418,1661,3597.0,26.734881834249897,-29.269704392640538
977,58.94,3824,418,1661,3597.0,26.73596766906233,-29.269704392640534
978,40.924,4046,179,1884,3597.0,26.73705350387476,-29.269704392640534
979,78.939,4116,225,1934,3597.0,26.738139338687194,-29.269704392640538
980,70.985,4182,689,2020,3597.0,26.739225173499616,-29.269704392640534
981,81.174,4141,648,1979,3597.0,26.74031100831205,-29.269704392640534
982,185.144,2567,1872,1334,3597.0,26.69050084986471,-29.270556343864186
983,168.469,2500,1805,1268,3597.0,26.69158669030122,-29.270556343864182
984,32.597,2499,1803,1266,3597.0,26.692672530737738,-29.270556343864182
985,0.0,1507,1196,2062,3597.0,26.702445094666423,-29.270556343864182
986,19.701,1451,1140,2006,3597.0,26.703530935102936,-29.270556343864186
987,72.98,1357,1133,2013,3597.0,26.70461677553946,-29.270556343864182
988,73.17,1167,1030,2075,3597.0,26.705702615975984,-29.270556343864186
989,55.36,1093,956,2149,3597.0,26.7067884564125,-29.270556343864186
990,18.558,1306,502,1863,3597.0,26.708960137285537,-29.270556343864186
991,12.263,1306,502,1863,3597.0,26.71004597772205,-29.270556343864186
992,29.601,1397,253,1613,3597.0,26.71221765859509,-29.270556343864182
993,60.132,1461,324,1685,3597.0,26.713303499031614,-29.270556343864186
994,53.011,1570,576,1803,3597.0,26.714389339468138,-29.270556343864186
995,10.31,1585,754,1848,3597.0,26.71547517990465,-29.270556343864182
996,8.702,1441,865,1704,3597.0,26.716561020341167,-29.270556343864186
997,72.313,2704,379,2089,3597.0,26.717646860777695,-29.270556343864186
998,113.104,2631,307,2016,3597.0,26.71873270121421,-29.270556343864182
999,70.632,2585,192,1955,3597.0,26.719818541650728,-29.270556343864186
1000,46.753,2484,7,1819,3597.0,26.72090438208725,-29.270556343864186
1001,44.778,2544,67,1879,3597.0,26.721990222523768,-29.270556343864186
1002,22.682,2624,254,1959,3597.0,26.723076062960292,-29.270556343864186
1003,26.242,2719,280,1842,3597.0,26.724161903396805,-29.270556343864182
1004,8.17,2763,391,1734,3597.0,26.725247743833325,-29.270556343864186
1005,6.195,3018,646,1479,3597.0,26.72741942470637,-29.270556343864182
1006,5.366,3288,698,1192,3597.0,26.72959110557941,-29.270556343864186
1007,93.582,3189,642,1135,3597.0,26.730676946015926,-29.270556343864182
1008,86.387,3162,536,1030,3597.0,26.731762786452446,-29.270556343864186
1009,46.241,3284,622,1116,3597.0,26.732848626888963,-29.270556343864186
1010,44.765,3749,882,1511,3597.0,26.73393446732548,-29.270556343864186
1011,36.701,3791,646,1624,3597.0,26.735020307762003,-29.270556343864182
1012,25.081,3911,330,1749,3597.0,26.736106148198523,-29.270556343864182
1013,11.205,4007,235,1845,3597.0,26.73719198863504,-29.270556343864182
1014,12.258,4063,179,1884,3597.0,26.738277829071556,-29.270556343864182
1015,23.978,4182,689,2020,3597.0,26.739363669508084,-29.270556343864186
1016,33.984,4267,773,2105,3597.0,26.7404495099446,-29.270556343864182
1017,185.536,2661,1966,1429,3597.0,26.690639098822444,-29.27140829777546
1018,219.276,2499,1803,1266,3597.0,26.691724944883298,-29.27140829777545
1019,70.696,2562,1867,1330,3597.0,26.692810790944144,-29.27140829777545
1020,31.055,1139,1277,2143,3597.0,26.702583405491833,-29.27140829777545
1021,71.74,1552,1241,2107,3597.0,26.70366925155269,-29.27140829777546
1022,124.838,1220,1083,2399,3597.0,26.704755097613546,-29.271408297775455
1023,143.419,1100,963,2293,3597.0,26.7058409436744,-29.271408297775455
1024,31.607,1030,893,2212,3597.0,26.706926789735256,-29.27140829777546
1025,1.9,1231,418,1779,3597.0,26.712356020039522,-29.271408297775455
1026,13.073,1461,345,1705,3597.0,26.713441866100375,-29.27140829777545
1027,4.743,1585,754,1848,3597.0,26.714527712161228,-29.27140829777545
1028,0.0,1415,891,1730,3597.0,26.715613558222078,-29.27140829777546
1029,16.893,1441,865,1704,3597.0,26.716699404282938,-29.27140829777546
1030,13.018,2556,371,1941,3597.0,26.717785250343795,-29.271408297775455
1031,21.575,2434,294,1819,3597.0,26.718871096404648,-29.27140829777545
1032,4.268,2535,192,1920,3597.0,26.7199569424655,-29.271408297775462
1033,4.719,2565,433,1688,3597.0,26.72321448064806,-29.271408297775462
1034,8.987,2565,433,1688,3597.0,26.724300326708917,-29.27140829777545
1035,113.562,3110,729,1223,3597.0,26.730815403074043,-29.27140829777545
1036,76.189,3180,458,952,3597.0,26.731901249134893,-29.27140829777546
1037,44.537,3282,356,918,3597.0,26.732987095195753,-29.27140829777546
1038,73.889,3475,147,1068,3597.0,26.7340729412566,-29.271408297775455
1039,40.429,3528,109,1164,3597.0,26.73515878731746,-29.271408297775462
1040,1.716,3623,0,1130,3597.0,26.736244633378316,-29.27140829777546
1041,22.514,4226,0,1708,3597.0,26.73841632550002,-29.27140829777545
1042,24.38,4238,12,1708,3597.0,26.739502171560876,-29.27140829777546
1043,39.711,4332,106,1694,3597.0,26.74058801762172,-29.27140829777546
1044,159.699,2736,2041,1503,3597.0,26.6907773538137,-29.272260254374473
1045,143.427,2719,2024,1486,3597.0,26.691863205499132,-29.27226025437447
1046,64.948,1110,1370,2251,3597.0,26.702721722353473,-29.27226025437447
1047,64.149,945,1206,2336,3597.0,26.70380757403891,-29.272260254374473
1048,119.201,1184,1047,2407,3597.0,26.704893425724347,-29.272260254374473
1049,114.509,1125,988,2318,3597.0,26.705979277409774,-29.27226025437447
1050,36.542,947,861,2222,3597.0,26.707065129095206,-29.272260254374466
1051,9.034,1231,418,1779,3597.0,26.71249438752238,-29.272260254374473
1052,4.69,1228,706,1696,3597.0,26.71466609089325,-29.27226025437447
1053,9.84,2414,606,1799,3597.0,26.71683779426412,-29.272260254374473
1054,47.953,2268,460,1653,3597.0,26.717923645949554,-29.27226025437447
1055,68.943,2382,389,1767,3597.0,26.719009497634985,-29.27226025437447
1056,27.165,2336,458,1721,3597.0,26.720095349320424,-29.272260254374473
1057,1.219,2282,528,1667,3597.0,26.721181201005855,-29.27226025437447
1058,5.402,2473,525,1596,3597.0,26.723352904376725,-29.272260254374466
1059,0.256,2473,525,1596,3597.0,26.72443875606216,-29.27226025437447
1060,0.732,2949,1172,1488,3597.0,26.72552460774759,-29.27226025437447
1061,17.511,2949,1172,1488,3597.0,26.726610459433026,-29.272260254374473
1062,87.859,2892,929,1423,3597.0,26.728782162803896,-29.27226025437447
1063,37.527,3108,374,701,3597.0,26.730953866174765,-29.27226025437447
1064,67.407,3182,300,774,3597.0,26.7320397178602,-29.27226025437447
1065,50.517,3248,390,884,3597.0,26.733125569545628,-29.272260254374473
1066,57.927,3475,147,1068,3597.0,26.734211421231063,-29.27226025437447
1067,38.399,3594,29,1124,3597.0,26.735297272916494,-29.272260254374473
1068,43.46,3623,0,1130,3597.0,26.73638312460193,-29.272260254374473
1069,17.841,4349,123,1585,3597.0,26.738554827972806,-29.272260254374473
1070,27.919,4349,123,1585,3597.0,26.739640679658233,-29.272260254374473
1071,4.555,2719,2024,1486,3597.0,26.69200147214898,-29.273112213661328
1072,42.85,721,1302,2159,3597.0,26.702860045251576,-29.273112213661328
1073,69.069,985,1245,2355,3597.0,26.70394590256183,-29.273112213661328
1074,8.317,881,1142,2320,3597.0,26.705031759872096,-29.273112213661328
1075,0.013,972,678,1680,3597.0,26.71154690373365,-29.273112213661328
1076,0.066,972,678,1680,3597.0,26.71263276104391,-29.273112213661324
1077,58.266,1439,917,1649,3597.0,26.71371861835417,-29.27311221366133
1078,73.699,1791,1270,1649,3597.0,26.71480447566443,-29.273112213661328
1079,16.212,2285,564,1670,3597.0,26.71697619028495,-29.27311221366133
1080,49.305,2258,503,1643,3597.0,26.71806204759521,-29.273112213661324
1081,78.025,2258,513,1643,3597.0,26.719147904905462,-29.273112213661328
1082,69.003,2282,528,1667,3597.0,26.72023376221573,-29.27311221366133
1083,29.73,2231,584,1616,3597.0,26.721319619525993,-29.273112213661328
1084,2.963,2473,525,1596,3597.0,26.723491334146516,-29.27311221366133
1085,0.073,2473,525,1596,3597.0,26.72457719145677,-29.273112213661328
1086,53.923,2875,1140,1414,3597.0,26.72566304876703,-29.273112213661328
1087,120.69,2949,1172,1488,3597.0,26.726748906077287,-29.273112213661328
1088,117.25,2713,979,1252,3597.0,26.72783476338755,-29.27311221366133
1089,95.124,2797,901,1336,3597.0,26.728920620697806,-29.27311221366133
1090,32.64,2874,404,677,3597.0,26.730006478008068,-29.27311221366133
1091,49.942,3067,363,663,3597.0,26.731092335318323,-29.273112213661328
1092,61.367,3297,186,860,3597.0,26.732178192628588,-29.27311221366133
1093,56.753,3334,149,869,3597.0,26.733264049938846,-29.273112213661328
1094,50.834,3664,95,1034,3597.0,26.735435764559362,-29.273112213661328
1095,53.993,3732,193,937,3597.0,26.736521621869624,-29.273112213661324
1096,33.189,3906,337,989,3597.0,26.73760747917989,-29.273112213661328
1097,1.898,3986,418,981,3597.0,26.738693336490144,-29.273112213661328
1098,28.048,4451,225,1483,3597.0,26.739779193800405,-29.27311221366133
1099,26.697,4491,265,1443,3597.0,26.740865051110667,-29.27311221366133
1100,0.0,721,1302,2159,3597.0,26.702998374186375,-29.273964175636138
1101,0.0,715,935,1937,3597.0,26.709513551798352,-29.273964175636138
1102,0.013,815,835,1837,3597.0,26.710599414733686,-29.273964175636134
1103,9.845,902,748,1750,3597.0,26.711685277669016,-29.273964175636138
1104,30.212,986,975,1680,3597.0,26.712771140604346,-29.273964175636138
1105,32.652,1204,758,1457,3597.0,26.713857003539673,-29.273964175636134
1106,107.113,1204,758,1457,3597.0,26.71494286647501,-29.273964175636138
1107,74.018,2352,630,1737,3597.0,26.717114592345666,-29.273964175636134
1108,102.409,2173,602,1558,3597.0,26.718200455281,-29.273964175636138
1109,48.801,2149,622,1534,3597.0,26.719286318216326,-29.273964175636138
1110,80.487,2043,728,1428,3597.0,26.72037218115166,-29.273964175636138
1111,51.972,2225,928,1600,3597.0,26.721458044086994,-29.273964175636138
1112,39.741,2281,984,1544,3597.0,26.722543907022324,-29.273964175636138
1113,8.817,2744,1010,1283,3597.0,26.724715632892984,-29.273964175636138
1114,128.096,2776,1042,1315,3597.0,26.725801495828314,-29.273964175636138
1115,134.143,2593,859,1132,3597.0,26.726887358763648,-29.273964175636138
1116,101.439,2690,956,1229,3597.0,26.727973221698974,-29.273964175636138
1117,38.5,3114,447,720,3597.0,26.729059084634304,-29.273964175636138
1118,52.255,2976,302,575,3597.0,26.730144947569634,-29.273964175636138
1119,63.315,3026,352,625,3597.0,26.73123081050497,-29.273964175636138
1120,59.848,3295,242,514,3597.0,26.732316673440295,-29.273964175636138
1121,56.417,3406,76,797,3597.0,26.733402536375632,-29.273964175636138
1122,47.439,3767,283,825,3597.0,26.735574262246292,-29.273964175636138
1123,52.637,3767,283,825,3597.0,26.736660125181626,-29.273964175636138
1124,28.29,3894,397,891,3597.0,26.73774598811695,-29.273964175636138
1125,58.288,4085,516,906,3597.0,26.738831851052282,-29.273964175636138
1126,15.13,4158,590,1041,3597.0,26.73991771398761,-29.273964175636138
1127,0.0,2872,2177,1639,3597.0,26.69336389211227,-29.27481614029901
1128,0.008,2872,2177,1639,3597.0,26.694449760672917,-29.274816140299013
1129,0.0,594,1137,2139,3597.0,26.707480183400683,-29.274816140299013
1130,0.0,594,1137,2139,3597.0,26.708566051961338,-29.27481614029901
1131,0.0,688,970,1973,3597.0,26.70965192052198,-29.274816140299013
1132,15.539,814,1025,1879,3597.0,26.710737789082632,-29.274816140299016
1133,50.027,931,1203,1805,3597.0,26.711823657643276,-29.27481614029901
1134,45.718,918,1190,1578,3597.0,26.71290952620392,-29.274816140299006
1135,28.582,1215,791,1458,3597.0,26.71399539476457,-29.274816140299013
1136,96.032,1424,944,1434,3597.0,26.715081263325224,-29.274816140299013
1137,8.308,1533,1012,1391,3597.0,26.716167131885864,-29.274816140299006
1138,96.844,2197,625,1582,3597.0,26.717253000446515,-29.27481614029901
1139,105.125,2150,724,1535,3597.0,26.71833886900716,-29.274816140299006
1140,67.005,2013,715,1398,3597.0,26.719424737567802,-29.274816140299013
1141,41.693,2066,764,1452,3597.0,26.720510606128453,-29.274816140299016
1142,41.912,2234,936,1557,3597.0,26.721596474689104,-29.274816140299013
1143,48.363,2326,897,1449,3597.0,26.72268234324975,-29.27481614029901
1144,34.498,2214,785,1337,3597.0,26.723768211810402,-29.274816140299016
1145,57.193,2344,915,1207,3597.0,26.724854080371045,-29.27481614029901
1146,123.751,2404,874,1147,3597.0,26.725939948931686,-29.274816140299013
1147,116.363,2533,799,1072,3597.0,26.727025817492336,-29.27481614029901
1148,31.312,2596,682,955,3597.0,26.728111686052983,-29.274816140299013
1149,32.532,3086,474,747,3597.0,26.729197554613634,-29.274816140299013
1150,36.91,3154,269,542,3597.0,26.73028342317428,-29.27481614029901
1151,32.541,3087,191,464,3597.0,26.731369291734932,-29.274816140299013
1152,51.56,3224,154,427,3597.0,26.73245516029558,-29.27481614029901
1153,49.183,3483,0,720,3597.0,26.733541028856223,-29.27481614029901
1154,55.754,3560,76,643,3597.0,26.734626897416874,-29.274816140299013
1155,54.912,3752,307,749,3597.0,26.735712765977514,-29.274816140299013
1156,55.225,3845,399,780,3597.0,26.736798634538165,-29.274816140299006
1157,50.387,4041,582,817,3597.0,26.73788450309881,-29.274816140299006
1158,72.608,4077,617,853,3597.0,26.738970371659455,-29.274816140299013
1159,12.363,4184,615,1027,3597.0,26.740056240220103,-29.274816140299006
