,POP_2015,active_living,community_space,health_wellbeing,mobility,ID_HDC_G0,lng,lat
56,57.442,739,1270,234,1679,7401.0,75.32707687898177,17.681964338634668
57,89.626,687,1217,195,1774,7401.0,75.32810493323042,17.68196433863467
58,100.829,569,1099,134,1891,7401.0,75.32913298747906,17.681964338634668
59,87.819,545,997,172,1954,7401.0,75.33016104172769,17.68196433863467
60,86.494,536,911,178,2017,7401.0,75.33118909597633,17.681964338634668
61,65.814,599,874,254,2132,7401.0,75.33221715022496,17.68196433863467
62,76.716,732,722,314,2205,7401.0,75.3332452044736,17.681964338634668
63,88.562,751,722,314,2205,7401.0,75.33427325872223,17.68196433863467
64,94.806,779,750,67,2233,7401.0,75.33530131297087,17.681964338634668
65,83.342,847,684,0,2300,7401.0,75.3363293672195,17.681964338634668
66,0.141,2157,2924,159,2649,7401.0,75.31041448970223,17.681140468130558
67,1.767,2157,2924,159,2649,7401.0,75.31144254103607,17.681140468130558
68,26.061,1997,2765,0,2489,7401.0,75.31247059236998,17.681140468130558
69,42.103,1935,2702,62,2427,7401.0,75.31349864370387,17.681140468130558
70,87.317,1851,2618,146,2343,7401.0,75.31452669503777,17.681140468130554
71,66.396,1702,2469,295,2194,7401.0,75.31555474637165,17.68114046813056
72,55.474,1333,2100,39,1825,7401.0,75.31863890037332,17.681140468130558
73,43.99,1333,2100,39,1825,7401.0,75.31966695170722,17.681140468130554
74,0.02,914,1682,303,1406,7401.0,75.32275110570889,17.68114046813056
75,67.059,832,1378,0,1619,7401.0,75.32583525971054,17.681140468130554
76,49.612,698,1229,193,1636,7401.0,75.32686331104446,17.681140468130558
77,72.56,636,1167,131,1642,7401.0,75.32789136237832,17.68114046813056
78,75.331,505,1035,41,1774,7401.0,75.3289194137122,17.681140468130558
79,72.982,435,966,25,1811,7401.0,75.32994746504609,17.68114046813056
80,67.179,397,833,78,1930,7401.0,75.33097551637998,17.681140468130558
81,52.463,492,723,209,2024,7401.0,75.33200356771388,17.681140468130558
82,76.174,514,701,231,2046,7401.0,75.33303161904777,17.68114046813056
83,70.733,641,612,205,2095,7401.0,75.33405967038165,17.68114046813056
84,72.54,694,665,152,2147,7401.0,75.33508772171552,17.681140468130558
85,78.804,776,564,119,2229,7401.0,75.33611577304943,17.681140468130558
86,74.588,923,712,169,2377,7401.0,75.33714382438332,17.68114046813056
87,17.367,2035,2802,37,2527,7401.0,75.31225707688199,17.68031659906711
88,72.279,1994,2790,150,2486,7401.0,75.31328512530128,17.680316599067105
89,54.51,1851,2618,146,2343,7401.0,75.31431317372059,17.68031659906711
90,21.142,1699,2487,313,2191,7401.0,75.31534122213989,17.68031659906711
91,42.243,1352,2120,19,1845,7401.0,75.3184253673978,17.68031659906711
92,16.323,1333,2100,39,1825,7401.0,75.31945341581708,17.68031659906711
93,10.701,1163,2297,942,1655,7401.0,75.32048146423638,17.68031659906711
94,70.03,914,1682,303,1406,7401.0,75.32253756107498,17.68031659906711
95,72.339,914,1682,303,1406,7401.0,75.3235656094943,17.68031659906711
96,64.087,814,1361,17,1602,7401.0,75.32562170633288,17.68031659906711
97,48.347,707,1254,124,1494,7401.0,75.32664975475218,17.68031659906711
98,88.582,641,1172,136,1576,7401.0,75.3276778031715,17.68031659906711
99,97.035,505,1035,0,1713,7401.0,75.3287058515908,17.68031659906711
100,82.9,340,891,104,1709,7401.0,75.32973390001008,17.68031659906711
101,74.99,250,798,107,1783,7401.0,75.33076194842938,17.68031659906711
102,74.668,317,691,196,1849,7401.0,75.3317899968487,17.680316599067112
103,87.397,514,701,231,2046,7401.0,75.332818045268,17.68031659906711
104,89.927,456,427,390,1910,7401.0,75.3338460936873,17.680316599067112
105,78.423,547,336,347,2001,7401.0,75.33487414210659,17.68031659906711
106,80.129,776,564,119,2229,7401.0,75.3359021905259,17.680316599067112
107,95.308,923,712,169,2377,7401.0,75.33693023894519,17.68031659906711
108,19.937,2011,3047,282,2503,7401.0,75.31101552753171,17.67949273144424
109,62.762,1974,2899,188,2466,7401.0,75.31204357303656,17.679492731444235
110,43.508,1938,2797,243,2430,7401.0,75.31307161854143,17.67949273144424
111,67.059,1874,2733,269,2366,7401.0,75.31409966404631,17.679492731444235
112,11.263,1780,2639,363,2272,7401.0,75.3151277095512,17.67949273144424
113,9.376,1103,2237,882,1595,7401.0,75.32026793707554,17.67949273144424
114,80.571,468,1022,198,1372,7401.0,75.32746425560964,17.67949273144424
115,116.932,398,951,127,1442,7401.0,75.3284923011145,17.67949273144424
116,80.692,255,809,144,1587,7401.0,75.32952034661936,17.67949273144424
117,108.037,200,754,185,1682,7401.0,75.33054839212421,17.67949273144424
118,71.054,258,612,275,1791,7401.0,75.33157643762912,17.679492731444235
119,89.807,246,596,290,1778,7401.0,75.33260448313398,17.67949273144424
120,89.747,456,427,390,1910,7401.0,75.33363252863886,17.67949273144424
121,77.6,565,319,364,2010,7401.0,75.33466057414373,17.67949273144424
122,76.756,679,433,348,2124,7401.0,75.3356886196486,17.679492731444235
123,68.324,2011,3047,282,2503,7401.0,75.3108020382429,17.67866886526187
124,61.257,1915,2958,247,2407,7401.0,75.31183008083349,17.678668865261873
125,75.311,1992,2851,297,2484,7401.0,75.31285812342408,17.678668865261873
126,73.725,1667,2753,382,2159,7401.0,75.31388616601468,17.678668865261873
127,15.098,1667,2753,382,2159,7401.0,75.31491420860529,17.678668865261873
128,31.722,1405,2540,543,1897,7401.0,75.31594225119588,17.678668865261873
129,70.332,1295,2429,432,1787,7401.0,75.31697029378648,17.678668865261873
130,56.197,1198,2333,289,1690,7401.0,75.31799833637707,17.67866886526187
131,93.581,1293,2323,227,1785,7401.0,75.3190263789677,17.678668865261873
132,10.541,997,2132,776,1489,7401.0,75.3200544215583,17.678668865261873
133,11.243,980,2114,759,1472,7401.0,75.32108246414889,17.67866886526187
134,66.637,479,1032,208,1315,7401.0,75.32725071969247,17.678668865261873
135,67.681,398,951,127,1393,7401.0,75.32827876228309,17.67866886526187
136,84.105,236,790,33,1481,7401.0,75.32930680487367,17.678668865261873
137,76.636,116,670,153,1589,7401.0,75.33033484746426,17.678668865261873
138,43.97,185,533,256,1718,7401.0,75.33136289005486,17.67866886526187
139,87.317,185,533,256,1718,7401.0,75.33239093264548,17.678668865261873
140,98.781,592,349,254,1775,7401.0,75.33341897523609,17.678668865261873
141,103.961,635,362,268,1788,7401.0,75.33444701782669,17.678668865261873
142,108.88,700,137,333,1854,7401.0,75.33547506041728,17.67866886526187
143,22.286,1899,3033,376,2391,7401.0,75.31058856059597,17.677845000519937
144,41.721,1837,2972,325,2329,7401.0,75.31161660027244,17.677845000519937
145,87.458,1847,2982,370,2340,7401.0,75.31264463994894,17.677845000519937
146,53.487,1674,2808,311,2166,7401.0,75.31367267962543,17.677845000519934
147,39.894,1575,2709,411,2067,7401.0,75.31470071930192,17.677845000519937
148,73.885,1449,2583,537,1941,7401.0,75.3157287589784,17.677845000519934
149,84.908,1310,2445,448,1802,7401.0,75.3167567986549,17.677845000519937
150,60.393,1198,2333,312,1690,7401.0,75.31778483833136,17.677845000519934
151,44.01,1175,2309,312,1667,7401.0,75.31881287800786,17.677845000519937
152,25.398,980,2114,759,1472,7401.0,75.31984091768436,17.677845000519937
153,39.091,889,2023,667,1381,7401.0,75.32086895736083,17.677845000519937
154,41.199,667,1801,738,1159,7401.0,75.32189699703733,17.677845000519937
155,38.81,627,1761,698,1119,7401.0,75.32292503671381,17.677845000519937
156,22.346,573,1708,644,1065,7401.0,75.3239530763903,17.677845000519934
157,59.148,479,1032,208,1257,7401.0,75.32703719541976,17.677845000519937
158,82.719,418,971,147,1318,7401.0,75.32806523509625,17.677845000519934
159,72.078,123,789,152,1425,7401.0,75.32909327477273,17.677845000519937
160,77.8,97,763,178,1452,7401.0,75.33012131444922,17.677845000519937
161,54.912,0,667,270,1532,7401.0,75.33114935412571,17.677845000519937
162,108.338,534,261,167,1687,7401.0,75.33320543347868,17.677845000519934
163,103.58,604,135,237,1757,7401.0,75.33423347315518,17.677845000519937
164,101.171,652,88,285,1805,7401.0,75.33526151283166,17.677845000519937
165,98.982,719,52,353,1873,7401.0,75.33628955250815,17.677845000519937
166,59.409,1977,3112,454,2469,7401.0,75.3093470578281,17.677021137218354
167,73.524,1899,3033,376,2391,7401.0,75.31037509459064,17.677021137218357
168,78.985,1820,2955,297,2312,7401.0,75.31140313135317,17.677021137218357
169,84.125,1798,2932,320,2290,7401.0,75.3124311681157,17.677021137218357
170,57.141,1647,2781,206,2139,7401.0,75.31345920487823,17.677021137218357
171,84.928,1557,2691,275,2049,7401.0,75.31448724164079,17.677021137218357
172,76.756,1383,2518,448,1875,7401.0,75.3155152784033,17.677021137218357
173,89.325,1318,2453,515,1810,7401.0,75.31654331516584,17.677021137218357
174,52.282,1201,2336,420,1693,7401.0,75.31757135192838,17.677021137218357
175,92.678,1068,2203,385,1560,7401.0,75.31859938869091,17.677021137218357
176,68.003,889,2023,667,1381,7401.0,75.32065546221598,17.677021137218357
177,79.949,667,1801,738,1159,7401.0,75.32168349897853,17.677021137218354
178,71.596,667,1801,738,1159,7401.0,75.32271153574104,17.677021137218357
179,46.781,450,1585,561,942,7401.0,75.32373957250357,17.677021137218354
180,55.534,375,948,98,1061,7401.0,75.32682368279119,17.677021137218357
181,79.206,471,920,70,1157,7401.0,75.3278517195537,17.677021137218354
182,75.773,444,811,152,1260,7401.0,75.32887975631627,17.677021137218357
183,84.306,236,675,248,1311,7401.0,75.3299077930788,17.677021137218357
184,67.521,131,535,235,1401,7401.0,75.33093582984132,17.677021137218357
185,41.259,304,362,62,1458,7401.0,75.33196386660387,17.677021137218354
186,54.31,362,306,11,1516,7401.0,75.33299190336638,17.677021137218357
187,84.245,523,143,156,1676,7401.0,75.33401994012894,17.677021137218357
188,88.06,615,51,275,1768,7401.0,75.33504797689147,17.677021137218357
189,79.607,719,52,353,1873,7401.0,75.33607601365401,17.677021137218357
190,33.068,1977,3112,454,2469,7401.0,75.30913360637791,17.676197275357055
191,64.027,1783,2918,261,2275,7401.0,75.31016164022664,17.676197275357055
192,76.315,1748,2883,225,2240,7401.0,75.31118967407538,17.67619727535705
193,60.875,1711,2846,188,2203,7401.0,75.31221770792412,17.67619727535705
194,37.344,1636,2771,195,2128,7401.0,75.31324574177287,17.676197275357055
195,63.947,1557,2691,275,2049,7401.0,75.3142737756216,17.676197275357055
196,69.87,1322,2457,512,1815,7401.0,75.31530180947036,17.676197275357055
197,66.176,1279,2413,468,1771,7401.0,75.31632984331908,17.676197275357055
198,63.064,1169,2304,362,1661,7401.0,75.31735787716784,17.676197275357055
199,71.376,1045,2180,330,1537,7401.0,75.31838591101658,17.676197275357055
200,70.312,507,1642,619,999,7401.0,75.32249804641152,17.676197275357055
201,69.99,427,1562,538,919,7401.0,75.3235260802603,17.676197275357058
202,64.951,375,948,98,1061,7401.0,75.3266101818065,17.676197275357055
203,63.927,387,899,49,1073,7401.0,75.32763821565524,17.676197275357055
204,82.418,405,773,76,1151,7401.0,75.32866624950397,17.676197275357055
205,54.51,335,642,211,1219,7401.0,75.32969428335271,17.67619727535705
206,61.839,189,477,177,1342,7401.0,75.33072231720146,17.676197275357055
207,61.879,189,477,177,1342,7401.0,75.33175035105019,17.676197275357055
208,98.681,372,352,85,1526,7401.0,75.33277838489893,17.676197275357055
209,80.431,508,216,175,1661,7401.0,75.33380641874767,17.676197275357055
210,82.78,618,161,286,1772,7401.0,75.33483445259641,17.676197275357055
211,84.326,678,46,346,1831,7401.0,75.33586248644515,17.676197275357058
212,59.992,1916,3050,393,2408,7401.0,75.3089201665686,17.675373414935954
213,59.871,1674,2809,151,2166,7401.0,75.3109762284388,17.675373414935958
214,79.487,1623,2758,100,2115,7401.0,75.31200425937392,17.675373414935958
215,58.004,1520,2655,1,2012,7401.0,75.31303229030901,17.675373414935954
216,68.926,513,1648,473,1005,7401.0,75.32125653778986,17.675373414935958
217,76.495,450,1585,531,942,7401.0,75.32228456872497,17.675373414935958
218,60.012,404,1539,516,896,7401.0,75.32331259966006,17.675373414935954
219,14.155,0,1134,277,685,7401.0,75.32536866153029,17.675373414935958
220,44.171,166,968,118,852,7401.0,75.32639669246538,17.675373414935958
221,40.938,254,889,151,940,7401.0,75.32742472340048,17.675373414935958
222,52.864,355,809,123,1041,7401.0,75.3284527543356,17.675373414935954
223,66.416,428,694,263,1216,7401.0,75.3294807852707,17.675373414935958
224,78.985,428,694,296,1249,7401.0,75.3305088162058,17.675373414935954
225,50.354,449,474,207,1494,7401.0,75.33153684714091,17.675373414935958
226,91.794,437,462,195,1482,7401.0,75.33256487807601,17.675373414935958
227,82.74,621,248,288,1774,7401.0,75.33462093994622,17.675373414935954
228,69.91,768,353,436,1922,7401.0,75.33564897088131,17.675373414935954
229,98.239,787,330,455,1941,7401.0,75.33667700181643,17.675373414935958
230,41.279,1564,2699,49,2056,7401.0,75.3117908224648,17.67454955595498
231,15.921,1564,2699,49,2056,7401.0,75.31281885048644,17.67454955595498
232,42.404,1314,2449,314,1806,7401.0,75.31384687850806,17.674549555954982
233,66.657,1213,2348,402,1705,7401.0,75.31487490652968,17.674549555954982
234,50.375,1149,2284,338,1641,7401.0,75.31590293455132,17.674549555954982
235,73.082,1081,2216,270,1573,7401.0,75.31693096257295,17.67454955595498
236,72.299,973,2107,162,1465,7401.0,75.31795899059458,17.67454955595498
237,112.695,763,1897,47,1255,7401.0,75.3189870186162,17.674549555954986
238,81.876,652,1787,158,1144,7401.0,75.32001504663782,17.674549555954982
239,61.236,516,1650,294,1008,7401.0,75.32104307465947,17.674549555954982
240,64.65,459,1594,410,951,7401.0,75.32207110268108,17.674549555954982
241,73.664,288,1423,400,780,7401.0,75.32309913070272,17.674549555954982
242,34.654,248,1382,359,740,7401.0,75.32412715872434,17.67454955595498
243,7.971,83,1217,208,602,7401.0,75.32515518674597,17.674549555954982
244,16.082,205,1006,79,891,7401.0,75.3261832147676,17.67454955595498
245,62.019,264,1012,59,950,7401.0,75.32721124278922,17.67454955595498
246,60.092,390,880,158,1076,7401.0,75.32823927081085,17.67454955595498
247,104.805,510,794,232,1196,7401.0,75.32926729883249,17.67454955595498
248,42.303,633,658,300,1678,7401.0,75.33029532685411,17.674549555954982
249,10.039,656,681,323,1701,7401.0,75.33132335487575,17.67454955595498
250,45.435,848,591,515,1892,7401.0,75.33235138289737,17.67454955595498
251,70.693,848,591,515,1892,7401.0,75.33337941091901,17.674549555954982
252,70.312,633,343,301,1787,7401.0,75.33440743894063,17.67454955595498
253,67.882,749,376,417,1903,7401.0,75.33543546696227,17.674549555954982
254,78.423,999,627,667,2153,7401.0,75.33749152300551,17.674549555954982
255,95.228,999,627,667,2153,7401.0,75.33851955102713,17.674549555954982
256,10.159,1737,2871,222,2229,7401.0,75.31054937208819,17.673725698414053
257,29.755,1714,2849,199,2206,7401.0,75.31157739719652,17.673725698414056
258,67.701,1345,2480,177,1837,7401.0,75.31260542230481,17.673725698414056
259,64.087,1280,2415,242,1772,7401.0,75.31363344741312,17.673725698414056
260,86.956,1160,2295,349,1652,7401.0,75.31466147252144,17.673725698414053
261,75.993,1102,2237,291,1594,7401.0,75.31568949762976,17.673725698414056
262,51.097,975,2109,164,1467,7401.0,75.31671752273807,17.673725698414056
263,64.911,921,2056,110,1413,7401.0,75.31774554784639,17.673725698414056
264,66.356,800,1935,61,1292,7401.0,75.3187735729547,17.673725698414056
265,83.382,673,1808,158,1166,7401.0,75.319801598063,17.673725698414056
266,73.042,516,1650,294,1008,7401.0,75.3208296231713,17.673725698414056
267,65.453,432,1567,378,924,7401.0,75.32185764827962,17.673725698414056
268,38.388,171,1306,283,663,7401.0,75.32391369849624,17.673725698414056
269,55.414,168,1302,109,687,7401.0,75.32494172360455,17.673725698414056
270,61.678,402,1144,118,959,7401.0,75.32699777382119,17.673725698414056
271,31.642,402,1144,118,959,7401.0,75.32802579892949,17.673725698414056
272,29.795,754,779,179,1648,7401.0,75.33008184914613,17.673725698414056
273,54.691,782,806,331,1801,7401.0,75.33110987425442,17.673725698414056
274,55.494,782,806,331,1801,7401.0,75.33213789936273,17.673725698414056
275,68.625,809,519,477,1963,7401.0,75.33316592447105,17.673725698414056
276,62.461,731,441,399,1885,7401.0,75.33419394957937,17.673725698414056
277,51.74,746,455,413,1899,7401.0,75.33522197468766,17.673725698414053
278,78.704,915,625,583,2068,7401.0,75.33624999979597,17.673725698414056
279,49.19,999,627,667,2153,7401.0,75.3372780249043,17.673725698414056
280,53.667,999,627,667,2153,7401.0,75.33830605001259,17.673725698414056
281,67.26,1426,2561,411,1918,7401.0,75.31239200576391,17.672901842313106
282,80.29,1404,2539,370,1896,7401.0,75.31342002795908,17.67290184231311
283,93.682,1337,2472,343,1829,7401.0,75.31444805015424,17.67290184231311
284,63.244,1225,2360,283,1717,7401.0,75.31547607234938,17.67290184231311
285,69.348,1054,2188,243,1546,7401.0,75.31650409454454,17.67290184231311
286,69.769,925,2059,151,1417,7401.0,75.3175321167397,17.672901842313106
287,90.289,949,2083,195,1441,7401.0,75.31856013893484,17.672901842313102
288,87.297,751,1886,100,1243,7401.0,75.31958816113,17.672901842313106
289,91.594,708,1843,89,1200,7401.0,75.32061618332514,17.672901842313106
290,40.175,277,1412,0,797,7401.0,75.3237002499106,17.672901842313106
291,51.76,277,1412,0,797,7401.0,75.32472827210577,17.672901842313106
292,103.52,402,1144,118,959,7401.0,75.32678431649605,17.672901842313106
293,45.496,402,1144,118,959,7401.0,75.3278123386912,17.67290184231311
294,27.807,754,779,179,1648,7401.0,75.32986838308153,17.672901842313106
295,83.784,805,829,308,1778,7401.0,75.33089640527666,17.672901842313102
296,80.069,900,764,396,1866,7401.0,75.33192442747182,17.672901842313106
297,121.208,944,793,440,1910,7401.0,75.33295244966698,17.67290184231311
298,70.994,879,589,470,2032,7401.0,75.33398047186213,17.67290184231311
299,50.575,1697,2832,411,2189,7401.0,75.31115058158129,17.672077987652045
300,23.551,1526,2661,399,2018,7401.0,75.31217860086346,17.67207798765205
301,104.564,1409,2544,247,1901,7401.0,75.3132066201456,17.672077987652045
302,48.949,1370,2505,255,1862,7401.0,75.31423463942775,17.672077987652045
303,51.76,1258,2393,174,1750,7401.0,75.31526265870991,17.67207798765205
304,70.693,1156,2290,166,1648,7401.0,75.31629067799204,17.672077987652045
305,75.271,1118,2253,205,1610,7401.0,75.31731869727422,17.67207798765205
306,82.98,892,2026,124,1384,7401.0,75.31834671655636,17.672077987652045
307,65.654,734,1869,0,1226,7401.0,75.31937473583854,17.672077987652045
308,69.95,693,1828,40,1185,7401.0,75.32040275512068,17.67207798765205
309,13.432,580,1714,154,1072,7401.0,75.32143077440281,17.672077987652045
310,13.291,391,1526,113,911,7401.0,75.32348681296712,17.672077987652045
311,28.731,391,1526,113,911,7401.0,75.32451483224929,17.672077987652045
312,35.879,563,1305,121,1119,7401.0,75.32657087081358,17.672077987652045
313,71.516,563,1305,121,1119,7401.0,75.32759889009573,17.67207798765205
314,41.179,684,1279,0,1241,7401.0,75.32862690937789,17.672077987652045
315,55.113,775,967,8,1461,7401.0,75.32965492866005,17.672077987652045
316,79.648,1120,969,365,1819,7401.0,75.33068294794221,17.67207798765205
317,107.314,1142,956,342,1797,7401.0,75.33171096722435,17.672077987652045
318,119.762,1001,850,467,1931,7401.0,75.3327389865065,17.67207798765205
319,62.28,924,634,424,2018,7401.0,75.33376700578864,17.67207798765205
320,79.085,968,677,470,2063,7401.0,75.33479502507082,17.672077987652045
321,53.948,1144,854,652,2245,7401.0,75.33582304435296,17.67207798765205
322,71.175,1144,854,652,2245,7401.0,75.33685106363511,17.672077987652045
323,62.441,1634,2768,474,2126,7401.0,75.3109371912338,17.671254134430814
324,18.03,1588,2723,444,2080,7401.0,75.31196520760312,17.671254134430814
325,23.109,1517,2652,295,2009,7401.0,75.31299322397244,17.671254134430818
326,25.559,1463,2598,183,1955,7401.0,75.31402124034176,17.671254134430814
327,36.26,1352,2487,103,1844,7401.0,75.31504925671106,17.671254134430814
328,36.541,1274,2408,47,1766,7401.0,75.31607727308035,17.671254134430814
329,83.763,1077,2212,105,1569,7401.0,75.31710528944969,17.671254134430814
330,63.726,1077,2211,78,1569,7401.0,75.318133305819,17.671254134430818
331,62.943,821,1955,37,1313,7401.0,75.3191613221883,17.671254134430814
332,19.897,640,1775,93,1132,7401.0,75.32018933855763,17.671254134430814
333,6.485,580,1714,154,1072,7401.0,75.32121735492693,17.671254134430814
334,2.068,448,1583,170,968,7401.0,75.32327338766557,17.671254134430814
335,54.872,391,1526,113,911,7401.0,75.32430140403488,17.671254134430814
336,80.933,628,1502,299,1147,7401.0,75.32532942040419,17.671254134430818
337,97.356,656,1361,158,1175,7401.0,75.32635743677349,17.671254134430814
338,73.885,660,1301,89,1216,7401.0,75.32738545314282,17.671254134430814
339,64.81,758,1202,0,1315,7401.0,75.32841346951211,17.671254134430818
340,41.279,767,975,16,1453,7401.0,75.32944148588145,17.671254134430814
341,59.249,1067,1028,273,1624,7401.0,75.33046950225075,17.671254134430814
342,71.115,1132,964,233,1688,7401.0,75.33149751862007,17.671254134430814
343,105.768,1095,844,382,1836,7401.0,75.33252553498936,17.671254134430814
344,40.416,1019,729,351,1945,7401.0,75.33355355135868,17.671254134430818
345,81.635,1054,764,431,2024,7401.0,75.334581567728,17.671254134430818
346,76.395,1192,902,604,2197,7401.0,75.3356095840973,17.671254134430814
347,105.648,1233,943,570,2164,7401.0,75.33663760046663,17.671254134430814
348,71.215,1702,2837,436,2194,7401.0,75.31072381252604,17.670430282649328
349,31.421,1706,2841,382,2198,7401.0,75.31175182598267,17.67043028264933
350,32.807,1664,2799,256,2156,7401.0,75.31277983943932,17.67043028264933
351,25.217,1514,2649,234,2006,7401.0,75.31380785289593,17.670430282649335
352,26.261,1425,2560,0,1917,7401.0,75.31483586635257,17.670430282649328
353,71.295,1298,2433,0,1790,7401.0,75.31586387980919,17.670430282649328
354,87.217,1077,2211,78,1569,7401.0,75.31689189326582,17.67043028264933
355,74.568,1008,2143,9,1500,7401.0,75.31791990672247,17.670430282649328
356,27.506,768,1902,52,1260,7401.0,75.31894792017908,17.670430282649328
357,38.368,768,1902,52,1260,7401.0,75.3199759336357,17.670430282649328
358,18.793,685,1820,797,0,7401.0,75.32100394709234,17.67043028264933
359,25.84,685,1820,797,0,7401.0,75.32203196054897,17.670430282649328
360,11.745,589,1723,311,1108,7401.0,75.3230599740056,17.67043028264933
361,19.857,589,1723,311,1108,7401.0,75.32408798746224,17.67043028264933
362,54.209,628,1502,299,1147,7401.0,75.32511600091887,17.670430282649328
363,88.883,738,1411,208,1257,7401.0,75.3261440143755,17.67043028264933
364,48.628,757,1317,114,1312,7401.0,75.32717202783213,17.670430282649328
365,58.646,796,1164,38,1353,7401.0,75.32820004128875,17.670430282649328
366,60.132,834,1126,76,1391,7401.0,75.32922805474541,17.670430282649335
367,73.725,1051,1044,275,1608,7401.0,75.33025606820202,17.670430282649328
368,72.56,1110,986,231,1666,7401.0,75.33128408165864,17.670430282649328
369,76.957,1184,894,164,1758,7401.0,75.33231209511527,17.670430282649328
370,40.276,1054,764,383,1977,7401.0,75.3333401085719,17.670430282649328
371,49.069,1136,846,474,2067,7401.0,75.33436812202854,17.670430282649328
372,57.924,1233,943,570,2164,7401.0,75.33539613548515,17.670430282649328
373,63.224,1233,943,570,2164,7401.0,75.33642414894179,17.67043028264933
374,61.678,1479,1189,1061,2633,7401.0,75.3405362027683,17.670430282649328
375,47.544,1908,3043,417,2400,7401.0,75.31051044545772,17.66960643230751
