,POP_2015,education,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,71.783,1353,612,491,1116,8124.0,77.25082110193065,10.589269134599999
1,84.23,1353,612,491,1116,8124.0,77.25182951271961,10.589269134599997
2,81.354,1590,0,460,1243,8124.0,77.24766917699333,10.588455030942946
3,87.105,1353,612,491,1116,8124.0,77.25069440439849,10.58845503094295
4,89.961,1353,612,491,1116,8124.0,77.25170281353354,10.588455030942947
5,70.741,1132,833,270,975,8124.0,77.2527112226686,10.58845503094295
6,64.721,1132,833,270,975,8124.0,77.25371963180366,10.58845503094295
7,17.251,910,1420,492,1412,8124.0,77.25573645007375,10.58845503094295
8,96.811,928,1440,513,1433,8124.0,77.25674485920881,10.58845503094295
9,57.021,778,1590,663,1566,8124.0,77.25775326834386,10.58845503094295
10,50.962,778,1590,663,1566,8124.0,77.2587616774789,10.588455030942946
11,85.059,552,1817,889,1340,8124.0,77.25977008661395,10.58845503094295
12,23.079,576,1841,913,1364,8124.0,77.26077849574901,10.588455030942947
13,49.438,707,1971,1043,1494,8124.0,77.26178690488406,10.588455030942946
14,64.026,788,2052,1125,1575,8124.0,77.26279531401912,10.58845503094295
15,59.781,900,2164,1237,1687,8124.0,77.26380372315415,10.588455030942947
16,69.757,1574,100,380,1163,8124.0,77.24653408726257,10.587640928113126
17,72.401,1560,87,380,1163,8124.0,77.2475424947439,10.587640928113125
18,55.844,1469,185,275,1058,8124.0,77.2485509022252,10.587640928113126
19,89.382,1203,386,341,891,8124.0,77.25056771718783,10.587640928113126
20,105.572,1125,833,263,929,8124.0,77.25258453215046,10.587640928113125
21,74.35,933,1070,229,1141,8124.0,77.25359293963174,10.587640928113126
22,10.671,857,1127,286,1199,8124.0,77.25460134711307,10.587640928113126
23,14.337,778,1288,360,1280,8124.0,77.25560975459439,10.587640928113126
24,120.642,865,1375,448,1368,8124.0,77.2566181620757,10.587640928113125
25,88.957,868,1504,577,1497,8124.0,77.257626569557,10.587640928113125
26,24.41,868,1504,577,1497,8124.0,77.25863497703833,10.587640928113126
27,20.358,576,1841,913,1364,8124.0,77.25964338451963,10.587640928113125
28,58.642,427,1889,961,1174,8124.0,77.26065179200096,10.587640928113125
29,49.978,802,2066,1138,1589,8124.0,77.26166019948225,10.587640928113125
30,62.0,913,2177,1250,1701,8124.0,77.26266860696357,10.587640928113126
31,30.489,950,2215,1287,1738,8124.0,77.2636770144449,10.587640928113126
32,72.555,1499,214,246,1029,8124.0,77.24741582281543,10.586826826110467
33,98.895,1499,214,246,1029,8124.0,77.24842422864313,10.586826826110471
34,83.188,1234,420,259,827,8124.0,77.24943263447084,10.586826826110466
35,75.45,1219,403,300,859,8124.0,77.25044104029854,10.58682682611047
36,110.801,1125,812,263,884,8124.0,77.25245785195396,10.586826826110467
37,69.95,861,998,157,1069,8124.0,77.2534662577817,10.586826826110471
38,104.201,832,1103,262,1175,8124.0,77.25447466360937,10.586826826110471
39,82.589,731,1162,314,1227,8124.0,77.25548306943709,10.58682682611047
40,77.456,764,1275,347,1267,8124.0,77.2564914752648,10.586826826110467
41,84.924,924,1519,592,1512,8124.0,77.25749988109251,10.586826826110467
42,22.616,924,1519,592,1512,8124.0,77.25850828692022,10.58682682611047
43,94.92,404,1866,938,1152,8124.0,77.26052509857563,10.586826826110467
44,59.472,507,1969,1041,1254,8124.0,77.26153350440335,10.586826826110467
45,0.289,950,2215,1287,1738,8124.0,77.26254191023104,10.58682682611047
46,0.54,950,2215,1287,1738,8124.0,77.26355031605875,10.586826826110467
47,106.749,1526,316,143,926,8124.0,77.2472891612078,10.586012724934903
48,100.419,1509,346,114,897,8124.0,77.24829756538202,10.586012724934902
49,101.346,1310,495,183,752,8124.0,77.24930596955625,10.586012724934902
50,91.331,1310,495,183,752,8124.0,77.25031437373049,10.586012724934902
51,85.638,987,603,125,674,8124.0,77.25132277790475,10.586012724934903
52,110.492,951,638,89,710,8124.0,77.25233118207899,10.586012724934903
53,62.907,787,923,82,995,8124.0,77.25333958625323,10.586012724934902
54,68.155,658,1064,212,1132,8124.0,77.25434799042746,10.586012724934903
55,69.197,658,1136,212,1132,8124.0,77.25535639460168,10.586012724934902
56,102.503,598,1260,333,1253,8124.0,77.25636479877593,10.586012724934905
57,64.315,482,1377,449,1191,8124.0,77.25737320295018,10.586012724934903
58,25.549,445,1413,486,1166,8124.0,77.2583816071244,10.586012724934903
59,11.385,323,1535,608,1112,8124.0,77.25939001129862,10.586012724934902
60,84.442,315,1777,849,1063,8124.0,77.26039841547286,10.586012724934903
61,71.532,420,1882,955,1168,8124.0,77.26140681964709,10.586012724934902
62,101.075,1491,375,85,868,8124.0,77.24716250992084,10.58519862458637
63,95.692,1485,454,79,796,8124.0,77.24817091244174,10.585198624586369
64,115.355,1284,557,121,690,8124.0,77.24917931496263,10.58519862458637
65,68.233,1284,557,121,690,8124.0,77.25018771748354,10.585198624586369
66,46.917,1031,623,88,630,8124.0,77.25119612000444,10.585198624586369
67,81.008,861,728,0,800,8124.0,77.25220452252533,10.585198624586369
68,65.608,738,852,11,924,8124.0,77.25321292504623,10.585198624586369
69,100.419,677,931,81,1003,8124.0,77.25422132756714,10.585198624586369
70,68.541,581,1056,128,1048,8124.0,77.25522973008805,10.585198624586369
71,104.549,539,1196,268,1182,8124.0,77.25623813260894,10.585198624586369
72,68.098,395,1394,466,1113,8124.0,77.25724653512984,10.58519862458637
73,67.133,292,1517,590,1081,8124.0,77.25825493765075,10.585198624586369
74,72.401,261,1602,674,1050,8124.0,77.25926334017166,10.585198624586369
75,65.126,229,1691,764,991,8124.0,77.26027174269255,10.585198624586369
76,63.987,322,1784,857,904,8124.0,77.26128014521346,10.58519862458637
77,64.18,418,1969,1041,788,8124.0,77.26228854773437,10.585198624586369
78,58.237,538,2168,1240,730,8124.0,77.26329695025527,10.585198624586369
79,87.105,626,2331,1403,746,8124.0,77.26430535277616,10.58519862458637
80,66.65,695,2412,1484,827,8124.0,77.26531375529707,10.585198624586369
81,85.291,758,2475,1547,890,8124.0,77.26632215781795,10.585198624586367
82,67.982,1788,689,0,871,8124.0,77.2460274680867,10.584384525064799
83,64.084,1629,531,88,712,8124.0,77.24703586895441,10.584384525064799
84,73.366,1585,570,44,680,8124.0,77.24804426982212,10.584384525064799
85,102.021,1434,707,106,541,8124.0,77.2490526706898,10.584384525064797
86,15.457,1434,707,106,541,8124.0,77.25006107155751,10.584384525064797
87,21.892,1120,705,0,541,8124.0,77.25106947242521,10.584384525064795
88,105.494,662,965,0,1010,8124.0,77.25409467502831,10.584384525064799
89,94.592,617,1010,45,965,8124.0,77.255103075896,10.584384525064799
90,59.279,429,1160,232,1123,8124.0,77.2561114767637,10.584384525064797
91,88.919,332,1257,330,1038,8124.0,77.25711987763141,10.584384525064797
92,71.648,173,1416,489,962,8124.0,77.25812827849913,10.584384525064799
93,103.082,111,1479,551,900,8124.0,77.25913667936683,10.584384525064799
94,60.36,53,1537,609,842,8124.0,77.26014508023452,10.584384525064797
95,61.132,285,2034,1107,679,8124.0,77.26115348110223,10.584384525064797
96,55.265,370,1985,1057,704,8124.0,77.26216188196992,10.584384525064799
97,55.999,473,2103,1175,667,8124.0,77.26317028283763,10.584384525064799
98,74.234,524,2318,1390,645,8124.0,77.26417868370532,10.584384525064797
99,116.667,596,2421,1494,748,8124.0,77.26518708457301,10.584384525064799
100,95.306,727,2534,1607,880,8124.0,77.26619548544072,10.584384525064797
101,69.564,1699,640,0,603,8124.0,77.24690923830838,10.583570426370123
102,79.328,1654,685,0,558,8124.0,77.247917637523,10.583570426370121
103,62.54,1575,763,33,479,8124.0,77.24892603673763,10.583570426370121
104,7.236,1434,707,106,541,8124.0,77.24993443595226,10.58357042637012
105,43.866,894,939,0,779,8124.0,77.25295963359618,10.583570426370121
106,64.18,838,972,55,789,8124.0,77.2539680328108,10.583570426370118
107,111.283,701,1039,129,881,8124.0,77.25497643202544,10.583570426370118
108,76.492,377,1375,448,932,8124.0,77.25699323045471,10.583570426370121
109,73.018,259,1496,569,901,8124.0,77.25800162966937,10.58357042637012
110,102.6,111,1479,551,900,8124.0,77.25901002888399,10.58357042637012
111,57.099,26,1563,636,815,8124.0,77.26001842809862,10.583570426370121
112,61.672,238,1905,992,633,8124.0,77.26102682731326,10.58357042637012
113,90.771,285,2034,1107,679,8124.0,77.26203522652789,10.583570426370121
114,56.442,465,2120,1193,568,8124.0,77.26304362574254,10.58357042637012
115,62.154,422,2208,1280,534,8124.0,77.26405202495717,10.583570426370121
116,76.028,519,2313,1385,639,8124.0,77.26506042417179,10.58357042637012
117,73.25,492,2407,1479,734,8124.0,77.26606882338643,10.583570426370123
118,22.114,522,2437,1510,764,8124.0,77.26707722260107,10.583570426370118
119,81.644,1764,705,0,565,8124.0,77.24678261798255,10.582756328502272
120,99.898,1764,705,0,565,8124.0,77.24779101554425,10.582756328502274
121,87.819,1586,822,53,435,8124.0,77.24879941310596,10.582756328502272
122,24.815,1379,960,144,283,8124.0,77.24980781066765,10.582756328502274
123,34.337,1379,960,144,283,8124.0,77.25081620822937,10.582756328502274
124,68.213,945,1071,0,647,8124.0,77.25283300335278,10.582756328502272
125,68.348,871,1045,48,716,8124.0,77.25384140091448,10.582756328502274
126,92.295,783,1004,111,799,8124.0,77.25484979847619,10.582756328502272
127,84.731,607,1238,345,800,8124.0,77.25585819603789,10.582756328502274
128,62.945,440,1422,528,831,8124.0,77.2568665935996,10.582756328502274
129,60.803,344,1518,617,860,8124.0,77.2578749911613,10.582756328502274
130,75.488,220,1634,732,736,8124.0,77.25888338872299,10.582756328502272
131,110.222,184,1759,846,605,8124.0,77.25989178628471,10.582756328502272
132,90.347,203,1856,943,597,8124.0,77.2609001838464,10.582756328502274
133,84.654,118,1965,1052,512,8124.0,77.26190858140811,10.582756328502274
134,110.222,278,2192,1279,381,8124.0,77.26291697896981,10.582756328502274
135,89.054,307,2221,1300,410,8124.0,77.26392537653152,10.582756328502272
136,48.782,340,2334,1407,661,8124.0,77.26493377409321,10.582756328502274
137,52.718,385,2433,1505,689,8124.0,77.26594217165494,10.582756328502272
138,2.431,522,2437,1510,764,8124.0,77.26695056921663,10.582756328502274
139,95.441,1743,819,113,451,8124.0,77.24665600797682,10.581942231461182
140,69.448,1743,819,113,451,8124.0,77.24766440388572,10.581942231461182
141,80.911,1621,941,0,329,8124.0,77.24867279979463,10.581942231461182
142,49.804,1450,1084,78,159,8124.0,77.24968119570354,10.581942231461182
143,48.068,1450,1084,78,159,8124.0,77.25068959161246,10.581942231461182
144,66.708,945,1071,0,647,8124.0,77.25270638343027,10.581942231461182
145,80.718,958,1132,61,628,8124.0,77.25371477933918,10.581942231461182
146,49.245,607,1238,345,800,8124.0,77.25573157115699,10.581942231461182
147,75.122,508,1338,444,748,8124.0,77.2567399670659,10.581942231461182
148,83.805,336,1510,617,697,8124.0,77.25774836297481,10.581942231461182
149,66.65,259,1616,723,664,8124.0,77.2587567588837,10.581942231461182
150,65.821,233,1699,805,591,8124.0,77.25976515479263,10.581942231461182
151,55.613,144,1825,921,517,8124.0,77.26077355070153,10.581942231461182
152,71.532,11,1972,1069,382,8124.0,77.26178194661044,10.581942231461182
153,86.719,265,2175,1277,280,8124.0,77.26279034251934,10.581942231461182
154,47.913,265,2175,1269,288,8124.0,77.26379873842826,10.581942231461184
155,105.321,291,2447,1519,659,8124.0,77.26480713433716,10.581942231461182
156,56.269,174,2480,1573,572,8124.0,77.26581553024606,10.581942231461182
157,15.9,93,2547,1654,609,8124.0,77.26682392615496,10.581942231461182
158,101.037,1970,1049,0,525,8124.0,77.2455210140348,10.581128135246791
159,90.964,1970,1049,0,525,8124.0,77.24652940829104,10.581128135246791
160,82.859,1817,896,153,374,8124.0,77.24753780254728,10.581128135246793
161,95.73,1696,1017,76,253,8124.0,77.24854619680355,10.58112813524679
162,68.001,1487,1123,39,119,8124.0,77.24955459105976,10.581128135246791
163,92.257,1523,1163,0,80,8124.0,77.25056298531602,10.581128135246791
164,76.665,1287,1399,125,295,8124.0,77.25157137957227,10.581128135246793
165,80.814,1287,1399,125,295,8124.0,77.25257977382851,10.58112813524679
166,50.885,1053,1254,108,529,8124.0,77.25358816808476,10.581128135246793
167,67.017,531,1314,421,724,8124.0,77.2566133508535,10.581128135246791
168,79.193,483,1473,565,571,8124.0,77.25762174510974,10.581128135246793
169,73.751,409,1555,654,549,8124.0,77.25863013936598,10.58112813524679
170,95.518,304,1689,781,534,8124.0,77.25963853362222,10.581128135246791
171,68.31,231,1852,944,432,8124.0,77.26064692787847,10.581128135246791
172,59.877,86,1966,1072,324,8124.0,77.26165532213471,10.581128135246793
173,72.748,143,2052,1159,250,8124.0,77.26266371639097,10.581128135246791
174,86.661,248,2158,1265,238,8124.0,77.26367211064722,10.581128135246791
175,73.327,146,2307,1414,369,8124.0,77.26468050490345,10.581128135246791
176,86.989,83,2438,1545,500,8124.0,77.26568889915971,10.581128135246791
177,52.988,0,2454,1560,515,8124.0,77.26669729341594,10.581128135246791
178,74.311,2030,1127,77,447,8124.0,77.24539442632133,10.580314039859031
179,95.402,2042,1185,137,459,8124.0,77.24640281892505,10.580314039859031
180,118.597,1879,978,228,296,8124.0,77.24741121152874,10.58031403985903
181,88.706,1758,1098,157,175,8124.0,77.24841960413248,10.580314039859033
182,108.678,1523,1163,0,80,8124.0,77.2494279967362,10.580314039859031
183,95.036,1580,1241,78,2,8124.0,77.25043638933992,10.580314039859033
184,83.014,1358,1459,196,224,8124.0,77.25144478194363,10.580314039859031
185,85.098,1287,1399,125,295,8124.0,77.25245317454734,10.580314039859031
186,70.973,1161,1298,0,421,8124.0,77.25346156715105,10.580314039859033
187,87.896,502,1477,554,573,8124.0,77.25749513756594,10.580314039859033
188,47.334,443,1546,630,499,8124.0,77.25850353016965,10.580314039859033
189,58.99,406,1607,696,432,8124.0,77.25951192277338,10.580314039859031
190,71.783,282,1803,895,381,8124.0,77.2605203153771,10.580314039859033
191,66.573,151,1976,1065,259,8124.0,77.26152870798082,10.58031403985903
192,92.045,301,2126,1215,92,8124.0,77.26253710058452,10.580314039859031
193,95.325,291,2199,1288,159,8124.0,77.26354549318826,10.580314039859033
194,65.338,191,2343,1449,323,8124.0,77.26455388579197,10.580314039859031
195,38.612,106,2347,1453,408,8124.0,77.26556227839569,10.580314039859033
196,60.553,14,2439,1546,501,8124.0,77.2665706709994,10.580314039859031
197,96.83,2042,1185,137,459,8124.0,77.24526784892737,10.579499945297837
198,34.097,2042,1185,137,459,8124.0,77.2462762398787,10.579499945297833
199,84.654,1887,1069,285,304,8124.0,77.24728463083001,10.579499945297833
200,76.704,1754,1173,225,171,8124.0,77.24829302178132,10.579499945297835
201,62.405,1582,1243,80,0,8124.0,77.24930141273266,10.579499945297837
202,84.635,1582,1243,80,0,8124.0,77.25030980368399,10.579499945297833
203,78.672,1376,1489,214,254,8124.0,77.2513181946353,10.579499945297835
204,49.11,1367,1474,205,239,8124.0,77.25232658558664,10.579499945297837
205,62.212,1231,1367,69,399,8124.0,77.25333497653796,10.579499945297835
206,71.108,524,1726,805,447,8124.0,77.25938532224593,10.579499945297833
207,85.715,440,1800,880,362,8124.0,77.26039371319723,10.579499945297835
208,22.365,257,1870,959,169,8124.0,77.26140210414856,10.579499945297835
209,42.202,376,2057,1146,18,8124.0,77.2624104950999,10.579499945297833
210,76.685,341,2197,1286,157,8124.0,77.26341888605121,10.579499945297833
211,70.085,291,2263,1352,223,8124.0,77.26442727700255,10.579499945297837
212,70.896,1882,1129,326,299,8124.0,77.24715806045089,10.578685851563135
213,41.526,1882,1129,326,299,8124.0,77.24816644974996,10.578685851563133
214,1.312,524,1726,805,447,8124.0,77.2592587320397,10.578685851563133
215,50.345,450,1800,880,372,8124.0,77.26026712133879,10.578685851563133
216,31.936,394,2039,1128,0,8124.0,77.2622838999369,10.578685851563135
217,47.478,394,2039,1128,0,8124.0,77.26329228923599,10.578685851563137
