,POP_2015,active_living,community_space,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,92.187,989,1589,1541,439,3694,8191.0,78.48180408733762,15.492047139090614
1,207.293,878,1485,1437,328,3583,8191.0,78.4805907457359,15.491226841205696
2,218.838,989,1589,1541,439,3694,8191.0,78.48161158499192,15.491226841205691
3,212.037,1119,1459,1411,333,3824,8191.0,78.48263242424798,15.491226841205693
4,168.372,868,1505,1456,280,3535,8191.0,78.48039825740756,15.490406544563774
5,186.832,834,1471,1423,328,3583,8191.0,78.48141909415979,15.490406544563777
6,304.853,809,1392,1344,367,3648,8191.0,78.48243993091204,15.490406544563776
7,258.731,938,1228,1180,110,4022,8191.0,78.48448160441652,15.490406544563774
8,242.156,955,1245,1196,19,4113,8191.0,78.48550244116879,15.49040654456378
9,242.956,750,1040,992,0,4301,8191.0,78.48652327792104,15.490406544563774
10,311.368,793,1083,1035,61,4356,8191.0,78.48754411467328,15.490406544563776
11,300.109,946,1184,1063,232,4521,8191.0,78.48856495142552,15.490406544563776
12,316.169,946,1184,1063,232,4521,8191.0,78.48958578817775,15.490406544563774
13,280.906,1107,1122,1001,393,4682,8191.0,78.49060662493001,15.490406544563776
14,350.918,1214,1099,978,429,4789,8191.0,78.49162746168224,15.490406544563776
15,286.85,1334,1215,1094,544,4910,8191.0,78.4926482984345,15.490406544563779
16,260.102,783,1522,1474,237,3620,8191.0,78.48020578059241,15.489586249164788
17,278.62,783,1506,1458,237,3610,8191.0,78.48122661484098,15.489586249164786
18,299.138,750,1344,1296,327,3696,8191.0,78.48224744908958,15.489586249164786
19,303.024,757,1226,1178,337,3814,8191.0,78.48326828333818,15.489586249164786
20,260.902,911,1201,1152,90,4016,8191.0,78.48428911758677,15.489586249164786
21,268.732,974,1264,1216,0,4107,8191.0,78.48530995183539,15.489586249164784
22,310.454,675,965,916,75,4250,8191.0,78.48633078608398,15.489586249164786
23,253.072,713,974,926,65,4288,8191.0,78.48735162033256,15.489586249164782
24,272.047,946,1184,1063,232,4521,8191.0,78.48837245458117,15.489586249164782
25,285.135,1052,1078,957,338,4627,8191.0,78.48939328882975,15.489586249164788
26,286.678,1074,1056,935,361,4649,8191.0,78.49041412307834,15.489586249164786
27,294.565,1256,1057,936,387,4831,8191.0,78.49143495732694,15.489586249164786
28,315.197,1349,1151,1030,481,4924,8191.0,78.49245579157554,15.489586249164784
29,246.9,782,1552,1504,5,3260,8191.0,78.4789924835451,15.488765955008649
30,142.939,736,1506,1458,189,3610,8191.0,78.48001331529017,15.488765955008649
31,252.215,660,1431,1382,114,3534,8191.0,78.48103414703527,15.488765955008649
32,332.343,647,1373,1325,228,3653,8191.0,78.48205497878038,15.488765955008647
33,223.639,683,1250,1202,284,3765,8191.0,78.48307581052548,15.488765955008649
34,140.31,802,1092,1044,199,3907,8191.0,78.48409664227054,15.488765955008649
