,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,0.011,2728,2671,1012,1506,1706,10128.0,106.38009659142871,39.031413681640885
1,2.606,2728,2671,1012,1506,1706,10128.0,106.37925902963988,39.030523694735834
2,7.474,3303,3246,969,1464,1779,10128.0,106.3827607471227,39.030523694735834
3,11.357,3303,3246,969,1464,1779,10128.0,106.38392798628362,39.03052369473583
4,2.983,3303,3246,969,1464,1779,10128.0,106.38192319544059,39.02963371203066
5,4.878,3303,3246,969,1464,1779,10128.0,106.38309042541184,39.02963371203065
6,131.074,1575,388,0,1358,948,10128.0,106.35890848657552,39.028743733525175
7,104.059,1575,388,0,1358,948,10128.0,106.36007570735751,39.028743733525175
8,91.041,1862,674,286,1580,1171,10128.0,106.36124292813949,39.02874373352518
9,155.961,1862,674,286,1580,1171,10128.0,106.36241014892147,39.028743733525175
10,2.914,2370,2313,689,1183,1347,10128.0,106.3764167983054,39.028743733525175
11,3.98,2370,2313,689,1183,1347,10128.0,106.3775840190874,39.028743733525175
12,5.574,3037,2980,703,1198,1514,10128.0,106.38108568143342,39.028743733525175
13,58.071,1412,0,0,1746,1337,10128.0,106.35456955004992,39.027853759219234
14,186.677,1412,0,0,1746,1337,10128.0,106.35573676164306,39.027853759219234
15,231.134,1575,388,0,1358,948,10128.0,106.35807118482933,39.027853759219234
16,131.457,1575,388,0,1358,948,10128.0,106.35923839642247,39.027853759219234
17,31.779,2163,2106,616,1111,1140,10128.0,106.37441214713337,39.027853759219234
18,27.823,2184,2127,620,1115,1162,10128.0,106.3755793587265,39.027853759219234
19,63.474,2557,2499,502,997,1312,10128.0,106.37791378191278,39.027853759219234
20,195.058,2557,2499,502,997,1312,10128.0,106.37908099350594,39.027853759219234
21,67.43,3037,2980,703,1198,1514,10128.0,106.38024820509908,39.02785375921924
22,100.103,1412,0,0,1746,1337,10128.0,106.35373231353199,39.02696378911266
23,111.079,1412,0,0,1746,1337,10128.0,106.3548995159367,39.02696378911266
24,169.83,1788,999,610,1256,846,10128.0,106.36423713517439,39.02696378911266
25,181.997,1788,999,610,1256,846,10128.0,106.36540433757908,39.02696378911266
26,105.974,2200,2143,580,1074,1177,10128.0,106.37474195681676,39.02696378911266
27,59.857,2262,2205,518,1012,1239,10128.0,106.37590915922148,39.02696378911267
28,160.939,2557,2499,502,997,1312,10128.0,106.37707636162617,39.026963789112656
29,74.79,2557,2499,502,997,1312,10128.0,106.3782435640309,39.02696378911266
30,104.995,2863,2806,504,999,1315,10128.0,106.38057796884031,39.02696378911266
31,31.157,2863,2806,504,999,1315,10128.0,106.38174517124499,39.026963789112656
