,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,0.537,629,1829,1829,2468,2794,430,12588.0,120.2144808680929,27.34587884875598
1,0.868,624,1828,1828,2468,2793,425,12588.0,120.2155545711709,27.345878848755977
2,25.001,199,1402,1402,2042,2367,0,12588.0,120.21434830569905,27.34249433883386
3,57.452,84,1517,1517,2157,2482,114,12588.0,120.21542198841372,27.34249433883386
4,60.325,189,1622,1622,2262,2587,220,12588.0,120.2164956711284,27.342494338833863
5,27.116,189,1622,1622,2262,2587,220,12588.0,120.21756935384303,27.34249433883386
6,0.168,5000,3482,3301,3719,3908,5000,12588.0,120.19337850173869,27.34164821747733
7,100.726,5000,3482,3301,3719,3908,5000,12588.0,120.19445217936305,27.34164821747733
8,128.173,2216,648,753,1708,2076,2175,12588.0,120.210557343729,27.341648217477324
9,108.913,2093,525,756,1762,2087,2051,12588.0,120.2116310213534,27.341648217477335
10,1.711,2093,525,756,1762,2087,2051,12588.0,120.21270469897779,27.341648217477328
11,12.169,199,1402,1402,2042,2367,0,12588.0,120.21377837660216,27.341648217477335
12,77.702,129,1315,1315,1955,2280,87,12588.0,120.21485205422655,27.341648217477335
13,85.704,0,1444,1444,2084,2409,199,12588.0,120.21592573185096,27.341648217477335
14,53.711,134,1578,1578,2218,2543,311,12588.0,120.21699940947535,27.341648217477335
15,1.913,5000,3482,3301,3719,3908,5000,12588.0,120.1938823671013,27.3408020985702
16,122.469,2216,648,753,1708,2076,2175,12588.0,120.2099874551166,27.340802098570204
17,141.326,2216,648,753,1708,2076,2175,12588.0,120.21106112765095,27.3408020985702
18,12.549,2093,525,756,1762,2087,2051,12588.0,120.21213480018531,27.3408020985702
19,1.231,129,1315,1315,1955,2280,87,12588.0,120.21320847271967,27.3408020985702
20,8.492,129,1315,1315,1955,2280,87,12588.0,120.21428214525403,27.340802098570197
21,10.07,0,1444,1444,2084,2409,199,12588.0,120.21535581778836,27.340802098570197
22,4.119,134,1578,1578,2218,2543,311,12588.0,120.2164294903227,27.340802098570194
23,125.757,2160,736,604,1558,1926,2118,12588.0,120.20727025682793,27.339955982112365
24,104.451,2160,736,604,1558,1926,2118,12588.0,120.20834392427247,27.33995598211237
25,92.439,2190,558,634,1408,1915,2149,12588.0,120.20670042881937,27.339109868103726
26,150.855,2068,644,512,1467,1835,2027,12588.0,120.20777409117431,27.339109868103726
27,106.531,2039,715,483,1438,1806,1998,12588.0,120.20884775352924,27.339109868103733
28,148.573,2039,715,483,1438,1806,1998,12588.0,120.20992141588421,27.339109868103726
29,101.431,2363,649,807,1522,2037,2322,12588.0,120.2050569687557,27.33826375654418
30,51.638,2202,553,645,1419,1926,2160,12588.0,120.2061306260213,27.338263756544183
31,139.111,2068,644,512,1467,1835,2027,12588.0,120.20720428328687,27.338263756544176
32,137.769,2039,715,483,1438,1806,1998,12588.0,120.20827794055245,27.33826375654418
33,109.215,2039,715,483,1438,1806,1998,12588.0,120.20935159781806,27.33826375654418
34,148.07,2363,649,807,1522,2037,2322,12588.0,120.20448719625634,27.337417647433625
35,76.87,2363,649,807,1522,2037,2322,12588.0,120.2055608484328,27.33741764743363
36,92.674,2100,385,544,1259,1773,2058,12588.0,120.20663450060923,27.33741764743363
37,118.677,2065,375,509,1236,1746,2024,12588.0,120.20770815278568,27.337417647433625
38,141.762,1907,533,351,1306,1674,1866,12588.0,120.2087818049621,27.337417647433625
39,120.456,2357,642,801,1516,2030,2315,12588.0,120.20499109605294,27.336571540771967
40,108.444,2221,506,665,1380,1894,2179,12588.0,120.20606474314044,27.336571540771963
41,102.069,2078,363,521,1236,1751,2036,12588.0,120.20713839022797,27.336571540771967
42,129.213,1729,405,173,1128,1496,1688,12588.0,120.20928568440304,27.336571540771963
