,POP_2015,community_space,education,food_choices,mobility,ID_HDC_G0,lng,lat
368,9.338,1890,1006,3654,943,11606.0,113.15235273406067,28.768368407703015
369,12.386,1993,1109,3757,1046,11606.0,113.15343529860642,28.76836840770301
370,14.234,2061,1177,3825,1105,11606.0,113.15451786315215,28.76836840770301
371,9.821,2415,1531,3800,1057,11606.0,113.15560042769795,28.768368407703015
372,0.861,2415,1531,3800,1057,11606.0,113.1566829922437,28.76836840770301
373,3.374,2013,1129,3777,1066,11606.0,113.15286241261498,28.767518023349407
374,10.581,2013,1129,3777,1066,11606.0,113.15394497167978,28.7675180233494
375,0.0,2355,1471,4119,1305,11606.0,113.15171671584828,28.76581726251407
376,1.929,2244,1360,4008,1194,11606.0,113.15279926395196,28.765817262514076
377,7.061,2534,1136,3439,0,11606.0,113.1397457479284,28.764116512173896
378,7.907,2534,1136,3439,0,11606.0,113.14082828507193,28.764116512173896
379,13.419,3285,0,3406,1136,11606.0,113.12943025711262,28.76326614093922
380,2.874,2969,680,3861,455,11606.0,113.13592544709529,28.763266140939212
381,8.79,2969,680,3861,455,11606.0,113.13700797875904,28.763266140939216
382,1.011,2639,1050,3531,98,11606.0,113.1391730420866,28.763266140939216
383,1.146,2604,1086,3500,61,11606.0,113.14025557375037,28.76326614093922
384,7.968,2637,1139,3542,52,11606.0,113.14133810541414,28.763266140939216
385,0.448,3311,26,3432,1153,11606.0,113.12885762565139,28.762415772328005
386,2.611,2969,680,3861,455,11606.0,113.13535278275711,28.76241577232801
387,3.28,2969,680,3861,455,11606.0,113.13643530894137,28.762415772328
388,2.444,2644,1147,3549,0,11606.0,113.13968288749425,28.762415772328
389,7.908,2644,1147,3549,0,11606.0,113.14076541367851,28.76241577232801
390,4.866,2992,1506,3897,3,11606.0,113.14401299223138,28.762415772328005
391,6.143,2996,1510,3901,0,11606.0,113.14509551841566,28.762415772328005
392,9.678,3345,60,3466,1187,11606.0,113.1282850192522,28.761565406340157
393,5.109,2996,1510,3901,0,11606.0,113.1434403091227,28.761565406340157
394,5.318,2996,1510,3901,0,11606.0,113.14452282982774,28.761565406340157
