,POP_2015,community_space,education,food_choices,mobility,ID_HDC_G0,lng,lat
221,11.44,2992,2085,1503,346,11606.0,113.17120210736583,28.780274064233257
222,8.159,3155,2247,1666,509,11606.0,113.1722847486698,28.78027406423325
223,14.677,3155,2247,1666,509,11606.0,113.17336738997375,28.780274064233257
224,0.079,3810,1065,1681,831,11606.0,113.11541439409689,28.779423643132453
225,0.046,3215,1057,1673,582,11606.0,113.12082757319529,28.77942364313245
226,5.31,3108,950,1566,475,11606.0,113.12191020901497,28.779423643132453
227,20.31,3108,950,1566,475,11606.0,113.12299284483466,28.779423643132457
228,28.048,2791,1240,1413,450,11606.0,113.12624075229368,28.779423643132453
229,15.145,2791,1240,1413,450,11606.0,113.12732338811338,28.779423643132453
230,10.078,985,545,1489,130,11606.0,113.13814974631022,28.779423643132453
231,5.038,985,545,1489,130,11606.0,113.13923238212988,28.779423643132453
232,6.813,784,322,1690,52,11606.0,113.14031501794956,28.779423643132446
233,8.076,786,354,1690,20,11606.0,113.14139765376922,28.779423643132453
234,17.075,176,930,2276,161,11606.0,113.14464556122829,28.779423643132453
235,11.244,169,937,2284,169,11606.0,113.14572819704797,28.779423643132457
236,7.216,1583,675,2494,145,11606.0,113.15655455524478,28.779423643132453
237,1.531,1872,964,2586,193,11606.0,113.15763719106445,28.779423643132457
238,5.926,1808,900,2267,26,11606.0,113.15871982688417,28.779423643132453
239,17.238,1830,922,2280,0,11606.0,113.15980246270384,28.779423643132457
240,19.359,2646,1738,1717,0,11606.0,113.1673809134416,28.779423643132453
241,7.882,2788,1880,1628,142,11606.0,113.16846354926129,28.779423643132453
242,1.632,2788,1880,1628,142,11606.0,113.16954618508097,28.779423643132457
243,1.904,3810,1065,1681,831,11606.0,113.11484141240634,28.778573224657137
244,0.922,3695,1179,1795,945,11606.0,113.11592404274197,28.778573224657137
245,20.652,3695,1179,1795,945,11606.0,113.11700667307758,28.778573224657134
246,27.787,3564,1311,1927,931,11606.0,113.11808930341326,28.778573224657137
247,2.899,3215,1057,1673,582,11606.0,113.12025456408452,28.778573224657137
248,0.0,3215,1057,1673,582,11606.0,113.12133719442014,28.778573224657134
249,2.872,3189,1032,1647,556,11606.0,113.12241982475577,28.778573224657134
250,22.547,2791,1240,1413,450,11606.0,113.1267503460983,28.778573224657137
251,7.458,813,374,1705,0,11606.0,113.13974191012586,28.778573224657134
252,7.24,805,374,1712,0,11606.0,113.1408245404615,28.77857322465714
253,15.93,348,776,2119,0,11606.0,113.14515506180406,28.778573224657137
254,5.819,358,785,2123,0,11606.0,113.14623769213968,28.778573224657137
255,7.46,1483,575,2606,64,11606.0,113.15598136516037,28.778573224657137
256,1.783,1553,646,2514,116,11606.0,113.15706399549602,28.778573224657144
257,5.644,1698,790,2547,229,11606.0,113.15814662583163,28.778573224657134
258,13.921,3107,2199,1947,224,11606.0,113.1668076685167,28.778573224657134
259,11.698,3107,2199,1947,224,11606.0,113.16789029885234,28.778573224657137
260,4.218,2969,2061,1809,86,11606.0,113.16897292918797,28.778573224657137
261,8.74,3010,2102,1850,46,11606.0,113.1700555595236,28.778573224657134
262,5.118,3178,2271,2018,292,11606.0,113.17113818985924,28.778573224657137
263,1.987,3178,2271,2018,292,11606.0,113.17222082019487,28.778573224657134
264,2.826,4012,1267,1883,1033,11606.0,113.1142684557907,28.777722808807212
265,0.007,4012,1267,1883,1033,11606.0,113.1153510806425,28.77772280880721
266,12.246,3849,1333,1949,1098,11606.0,113.11643370549432,28.777722808807212
267,15.547,3564,1311,1927,931,11606.0,113.11751633034616,28.777722808807212
268,24.229,3787,1534,2150,1153,11606.0,113.1196815800498,28.77772280880721
269,11.285,3787,1534,2150,1153,11606.0,113.12076420490165,28.77772280880721
270,10.808,358,785,2123,0,11606.0,113.14458195164173,28.77772280880721
271,11.898,358,785,2123,0,11606.0,113.14566457649356,28.77772280880721
272,27.069,658,504,2422,0,11606.0,113.14782982619718,28.777722808807212
273,32.345,658,504,2422,0,11606.0,113.14891245104903,28.77772280880721
274,15.832,1120,0,2896,215,11606.0,113.1521603256045,28.77772280880721
275,8.263,1476,568,2612,13,11606.0,113.15540820015997,28.77772280880721
276,10.882,1495,587,2567,57,11606.0,113.15649082501182,28.77772280880721
277,10.526,1812,904,2463,222,11606.0,113.15757344986359,28.77772280880721
278,10.519,1742,835,2532,291,11606.0,113.15865607471545,28.777722808807212
279,5.552,3204,2296,2044,201,11606.0,113.16731707353004,28.777722808807212
280,2.996,3010,2102,1850,46,11606.0,113.16839969838182,28.77772280880721
281,1.391,3056,2148,1896,0,11606.0,113.16948232323368,28.777722808807212
282,2.609,3178,2271,2018,292,11606.0,113.17056494808548,28.77772280880721
283,7.192,3261,2353,2101,209,11606.0,113.1716475729373,28.77772280880721
284,3.956,4012,1267,1883,1033,11606.0,113.11369552424894,28.776872395582565
285,4.875,4012,1267,1883,1033,11606.0,113.11477814361719,28.77687239558256
286,0.191,3849,1333,1949,1098,11606.0,113.11586076298543,28.776872395582565
287,10.602,3849,1333,1949,1098,11606.0,113.11694338235368,28.77687239558256
288,6.792,3787,1534,2150,1153,11606.0,113.11910862109022,28.77687239558256
289,25.995,3787,1534,2150,1153,11606.0,113.12019124045847,28.77687239558256
290,15.858,1076,637,1968,263,11606.0,113.13967838908705,28.776872395582565
291,11.198,1069,637,1975,263,11606.0,113.14076100845526,28.776872395582565
292,25.14,676,522,2440,0,11606.0,113.14725672466481,28.776872395582565
293,27.187,676,522,2440,0,11606.0,113.14833934403306,28.776872395582565
294,11.732,906,275,2670,10,11606.0,113.15050458276959,28.77687239558256
295,7.548,1014,122,2790,109,11606.0,113.15158720213782,28.77687239558257
296,8.314,1131,223,2905,0,11606.0,113.15266982150605,28.776872395582565
297,14.983,1131,223,2905,0,11606.0,113.15375244087434,28.77687239558256
298,16.05,1441,557,2742,0,11606.0,113.15483506024258,28.77687239558256
299,14.351,1441,557,2742,0,11606.0,113.15591767961085,28.776872395582565
300,11.216,1742,835,2532,291,11606.0,113.15808291834735,28.776872395582558
301,4.624,3085,2177,2183,368,11606.0,113.16566125392515,28.776872395582565
302,6.73,3219,2311,2160,292,11606.0,113.16674387329337,28.77687239558257
303,2.925,3286,2378,2135,225,11606.0,113.16782649266163,28.776872395582565
304,3.173,3119,2212,1959,63,11606.0,113.16890911202988,28.77687239558256
305,4.907,3328,2420,2168,272,11606.0,113.16999173139816,28.77687239558256
306,6.675,3328,2420,2168,272,11606.0,113.17107435076639,28.776872395582565
307,10.099,4127,1427,2043,1193,11606.0,113.11528784554999,28.776021984983092
308,11.509,3995,1478,2094,1244,11606.0,113.11637045943493,28.77602198498309
309,7.358,3995,1478,2094,1244,11606.0,113.11745307331987,28.77602198498309
310,15.033,916,286,2680,0,11606.0,113.14993148986758,28.776021984983092
311,12.473,1023,244,2787,77,11606.0,113.15101410375253,28.77602198498309
312,8.913,1091,207,2855,113,11606.0,113.15209671763746,28.77602198498309
313,14.445,1107,223,2871,160,11606.0,113.15317933152235,28.77602198498309
314,11.314,3085,2177,2183,368,11606.0,113.16508808425652,28.776021984983085
315,7.095,3128,2220,2267,293,11606.0,113.16617069814147,28.77602198498309
316,2.663,3248,2340,2221,206,11606.0,113.1672533120264,28.77602198498309
317,3.125,3210,2303,2050,80,11606.0,113.16833592591131,28.776021984983085
318,4.936,3233,2325,2073,57,11606.0,113.16941853979623,28.77602198498309
319,4.069,3328,2420,2168,272,11606.0,113.17050115368117,28.776021984983082
320,28.498,4255,1510,2126,1275,11606.0,113.1136323447852,28.775171577008674
321,8.426,3995,1478,2094,1244,11606.0,113.11579756158885,28.775171577008678
322,27.352,919,696,2683,243,11606.0,113.14719320524209,28.77517157700867
323,11.056,1080,421,2844,163,11606.0,113.14935842204576,28.775171577008678
324,14.409,1080,421,2844,163,11606.0,113.1504410304476,28.77517157700867
325,13.123,1107,223,2871,160,11606.0,113.15152363884943,28.775171577008678
326,12.832,1107,223,2871,160,11606.0,113.15260624725128,28.775171577008674
327,8.654,3050,2143,2361,339,11606.0,113.1655975480733,28.77517157700867
328,5.383,3203,2295,2327,193,11606.0,113.16668015647514,28.775171577008678
329,4.22,3184,2276,2356,219,11606.0,113.16776276487698,28.775171577008678
330,4.374,3301,2393,2161,26,11606.0,113.16884537327881,28.775171577008674
331,13.98,2909,2001,2430,369,11606.0,113.1650244230879,28.774321171659235
332,6.707,2932,2024,2479,338,11606.0,113.1661070260069,28.774321171659224
333,5.258,3133,2225,2411,166,11606.0,113.16718962892587,28.774321171659224
334,4.693,3257,2349,2245,0,11606.0,113.16827223184488,28.774321171659228
335,7.187,3257,2349,2245,0,11606.0,113.16935483476385,28.774321171659228
336,1.082,3664,2756,2510,613,11606.0,113.17152004060182,28.774321171659228
337,0.0,3664,2756,2510,613,11606.0,113.17260264352082,28.77432117165922
338,12.986,1492,1053,2384,0,11606.0,113.13846898471128,28.77347076893464
339,3.985,1489,1054,2387,0,11606.0,113.13955158214763,28.77347076893464
340,13.907,1649,765,3413,703,11606.0,113.15470794625692,28.77347076893464
341,8.681,1859,975,3160,417,11606.0,113.1557905436933,28.773470768934637
342,8.227,1859,975,3160,417,11606.0,113.1568731411297,28.77347076893464
343,11.981,1485,1054,2391,0,11606.0,113.13897863341941,28.772620368834794
344,11.583,1446,562,3210,499,11606.0,113.1519697368675,28.7726203688348
345,14.815,1446,562,3210,499,11606.0,113.1530523288215,28.772620368834794
346,14.819,1649,765,3413,703,11606.0,113.15413492077552,28.7726203688348
347,14.605,1699,815,3463,753,11606.0,113.15298894504487,28.7709195765089
348,8.038,2066,1182,3450,708,11606.0,113.15623668801484,28.770919576508906
349,8.939,2177,1293,3440,735,11606.0,113.15731926900483,28.770919576508902
350,1.78,2277,1393,3339,836,11606.0,113.15840184999482,28.770919576508895
351,0.291,2277,1393,3339,836,11606.0,113.15948443098482,28.770919576508902
352,0.418,2578,1694,3038,890,11606.0,113.16164959296478,28.770919576508895
353,11.645,1699,815,3463,753,11606.0,113.15241599479374,28.770069184282654
354,15.651,2183,1299,3748,1005,11606.0,113.1545811458104,28.770069184282654
355,10.907,2356,1472,3741,998,11606.0,113.15566372131875,28.770069184282654
356,4.253,2266,1382,3651,909,11606.0,113.1567462968271,28.770069184282654
357,0.236,2279,1395,3664,921,11606.0,113.15782887233539,28.770069184282654
358,0.0,4566,1281,2883,2033,11606.0,113.1182833987826,28.769218794680725
359,1.82,2773,1889,4538,1723,11606.0,113.14967792956351,28.76921879468072
360,5.485,2773,1889,4538,1723,11606.0,113.15076049959045,28.769218794680725
361,15.291,1952,1068,3716,1006,11606.0,113.1529256396443,28.769218794680725
362,13.199,2091,1207,3804,1070,11606.0,113.15400820967125,28.769218794680725
363,13.508,2180,1296,3716,973,11606.0,113.15509077969816,28.769218794680718
364,8.935,2385,1502,3770,1028,11606.0,113.1561733497251,28.769218794680718
365,5.539,2339,1455,3723,981,11606.0,113.157255919752,28.769218794680725
366,0.0,4566,1281,2883,2033,11606.0,113.11771066859637,28.76836840770301
367,2.488,2773,1889,4538,1723,11606.0,113.15018760496916,28.768368407703015
