,POP_2015,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,15.764,791,584,5000,5000,10403.0,98.50493135042692,16.706667525724512
1,3.747,791,584,5000,5000,10403.0,98.50466901387628,16.705845309457327
2,0.073,3415,5000,2243,4074,10403.0,98.48005178303717,16.702556457903448
3,9.644,3390,5000,2218,4050,10403.0,98.48107648013657,16.702556457903444
4,2.86,3214,5000,2161,3873,10403.0,98.48210117723595,16.702556457903448
5,9.827,3226,5000,2123,3886,10403.0,98.48312587433534,16.702556457903444
6,64.281,3044,5000,2270,3703,10403.0,98.48415057143472,16.702556457903448
7,65.014,2866,5000,2375,3525,10403.0,98.48517526853416,16.702556457903448
8,84.816,2702,5000,2231,3362,10403.0,98.48619996563353,16.702556457903448
9,6.784,2702,5000,2231,3362,10403.0,98.48722466273296,16.702556457903448
10,0.293,2625,5000,2154,3285,10403.0,98.49029875403112,16.702556457903448
11,33.369,2625,5000,2154,3285,10403.0,98.4913234511305,16.702556457903444
12,68.241,2462,4917,1991,3121,10403.0,98.49234814822994,16.702556457903448
13,80.049,2573,5000,2102,3233,10403.0,98.49337284532929,16.702556457903448
14,21.566,187,394,5000,5000,10403.0,98.4995210279257,16.702556457903448
15,28.277,175,382,5000,5000,10403.0,98.50054572502509,16.702556457903448
16,27.536,0,207,5000,5000,10403.0,98.50157042212447,16.702556457903448
17,28.825,68,138,5000,5000,10403.0,98.50259511922384,16.702556457903444
18,10.643,260,53,5000,5000,10403.0,98.50361981632327,16.702556457903444
19,21.642,577,370,5000,5000,10403.0,98.50669390762143,16.702556457903448
20,18.854,754,547,5000,5000,10403.0,98.5087433018202,16.702556457903448
21,0.834,895,688,5000,5000,10403.0,98.50976799891961,16.702556457903444
22,0.126,1137,930,5000,5000,10403.0,98.51181739311842,16.702556457903448
23,11.688,5000,5000,5000,5000,10403.0,98.52103966701297,16.702556457903444
24,16.0,5000,5000,5000,5000,10403.0,98.52206436411237,16.702556457903448
25,17.196,5000,5000,5000,5000,10403.0,98.52308906121178,16.702556457903444
26,4.034,3351,5000,2118,4011,10403.0,98.4808142779298,16.701734248393315
27,32.782,3226,5000,2123,3886,10403.0,98.48183897230098,16.701734248393308
28,30.252,3172,5000,2069,3832,10403.0,98.48286366667216,16.701734248393315
29,113.821,3037,5000,2204,3697,10403.0,98.48388836104334,16.70173424839331
30,66.518,2909,5000,2332,3569,10403.0,98.4849130554145,16.701734248393308
31,25.338,2866,5000,2375,3525,10403.0,98.4859377497857,16.70173424839331
32,13.898,2702,5000,2231,3362,10403.0,98.48696244415686,16.701734248393308
33,5.794,2479,4935,2008,3139,10403.0,98.48901183289921,16.70173424839331
34,3.777,2511,4966,2040,3170,10403.0,98.49003652727039,16.701734248393308
35,108.76,2464,4920,1993,3124,10403.0,98.49208591601275,16.701734248393308
36,46.24,2462,4917,1991,3121,10403.0,98.49311061038392,16.70173424839331
37,29.423,175,382,5000,5000,10403.0,98.499258776611,16.70173424839331
38,32.311,260,419,5000,5000,10403.0,98.50028347098215,16.70173424839331
