,POP_2015,active_living,community_space,education,food_choices,mobility,ID_HDC_G0,lng,lat
25,69.125,375,577,3429,1895,1565,303.0,-90.32557206840902,15.480563081788322
26,85.561,375,577,3429,1895,1565,303.0,-90.32455126169069,15.480563081788324
27,27.351,648,375,3227,1693,1364,303.0,-90.32353045497234,15.480563081788326
28,79.942,719,269,3120,1587,1257,303.0,-90.32250964825403,15.480563081788326
29,116.225,833,385,3237,1703,1373,303.0,-90.32148884153568,15.480563081788324
30,96.735,833,385,3237,1703,1373,303.0,-90.32046803481735,15.480563081788326
31,109.339,952,0,2851,1317,988,303.0,-90.319447228099,15.480563081788324
32,92.545,107,733,2350,561,467,303.0,-90.31332238778903,15.480563081788326
33,173.331,229,611,2232,443,345,303.0,-90.31230158107067,15.480563081788326
34,165.763,245,482,2094,305,419,303.0,-90.31128077435234,15.480563081788324
35,148.774,350,516,2128,271,524,303.0,-90.310259967634,15.480563081788326
36,80.429,372,364,1956,58,591,303.0,-90.30923916091567,15.480563081788324
37,38.59,375,436,1938,40,663,303.0,-90.30821835419734,15.480563081788326
38,93.942,600,598,2163,184,825,303.0,-90.30719754747899,15.480563081788324
39,114.309,746,743,2309,330,971,303.0,-90.30617674076068,15.480563081788322
40,180.023,859,856,2422,442,1084,303.0,-90.30515593404233,15.480563081788326
41,168.394,956,953,2519,534,1181,303.0,-90.304135127324,15.480563081788326
42,100.049,1050,1047,2613,629,1274,303.0,-90.30311432060569,15.480563081788327
43,1.754,1196,1194,2759,780,1421,303.0,-90.30209351388733,15.480563081788324
44,153.354,0,952,3804,2270,1941,303.0,-90.32841310588132,15.479742801298805
45,15.3,92,860,3712,2178,1848,303.0,-90.32739230166483,15.479742801298807
46,46.581,191,761,3612,2078,1749,303.0,-90.32637149744836,15.479742801298805
47,65.032,375,577,3429,1895,1565,303.0,-90.32535069323188,15.479742801298805
48,77.218,375,577,3429,1895,1565,303.0,-90.3243298890154,15.479742801298805
49,89.037,535,449,3300,1767,1437,303.0,-90.32330908479891,15.479742801298805
50,169.303,672,399,3251,1717,1387,303.0,-90.32228828058241,15.479742801298803
51,108.527,812,448,3300,1766,1436,303.0,-90.32126747636595,15.479742801298807
52,46.256,833,385,3237,1703,1373,303.0,-90.32024667214947,15.479742801298803
53,91.928,905,227,2623,1090,760,303.0,-90.3182050637165,15.479742801298803
54,72.081,359,482,2153,508,216,303.0,-90.3131010426341,15.479742801298805
55,137.08,348,492,2164,498,226,303.0,-90.31208023841762,15.479742801298805
56,153.971,244,236,1849,59,464,303.0,-90.31003862998465,15.479742801298805
57,77.733,219,303,1782,0,530,303.0,-90.30901782576818,15.479742801298807
58,42.943,334,396,1897,0,623,303.0,-90.30799702155171,15.479742801298805
59,40.344,1003,1000,2566,586,1228,303.0,-90.30391380468575,15.479742801298805
60,50.836,191,761,3612,2078,1749,303.0,-90.32717093473197,15.47892252205127
61,72.081,191,761,3612,2078,1749,303.0,-90.3261501330172,15.478922522051267
62,97.556,552,465,3316,1783,1453,303.0,-90.32410852958762,15.478922522051269
63,107.747,576,516,3367,1834,1504,303.0,-90.32308772787285,15.478922522051265
64,120.416,787,345,2506,972,642,303.0,-90.31798371929895,15.47892252205127
65,21.342,787,345,2506,972,642,303.0,-90.31696291758418,15.478922522051267
66,116.485,354,401,2073,539,135,303.0,-90.31390051243986,15.478922522051269
67,165.275,390,451,2122,549,185,303.0,-90.31287971072507,15.478922522051265
68,45.44,390,451,2122,539,185,303.0,-90.3118589090103,15.478922522051267
69,65.032,109,101,1757,75,328,303.0,-90.3108381072955,15.478922522051267
70,151.99,185,177,1801,0,404,303.0,-90.30981730558072,15.47892252205127
71,116.68,160,255,1723,0,482,303.0,-90.30879650386595,15.478922522051267
72,130.648,748,384,2467,933,603,303.0,-90.31776238812778,15.478102244045635
73,66.104,748,384,2467,933,603,303.0,-90.31674158891454,15.478102244045639
74,29.574,519,565,2237,704,374,303.0,-90.3157207897013,15.478102244045639
75,56.375,496,543,2215,681,352,303.0,-90.31469999048808,15.47810224404564
76,136.528,354,401,2073,539,135,303.0,-90.31367919127486,15.478102244045639
77,143.934,213,260,1932,399,22,303.0,-90.31265839206162,15.478102244045639
78,79.065,184,231,1903,369,34,303.0,-90.3116375928484,15.478102244045639
79,111.45,28,47,1719,156,247,303.0,-90.31061679363519,15.478102244045642
80,155.758,104,149,1710,67,376,303.0,-90.30959599442194,15.478102244045635
81,120.135,193,289,1569,153,516,303.0,-90.30857519520873,15.478102244045639
82,146.24,324,421,1551,284,648,303.0,-90.30755439599551,15.47810224404564
83,44.535,363,459,1590,323,687,303.0,-90.3065335967823,15.478102244045639
84,37.648,956,592,2659,1141,812,303.0,-90.31856186691448,15.477281967281856
85,130.128,859,495,2562,1045,715,303.0,-90.31754107020265,15.477281967281856
86,120.903,433,480,2151,618,288,303.0,-90.31447868006718,15.477281967281854
87,140.75,339,386,2058,524,195,303.0,-90.31345788335535,15.477281967281856
88,153.809,193,240,1912,378,105,303.0,-90.31243708664353,15.477281967281856
89,109.371,111,158,1830,297,169,303.0,-90.3114162899317,15.477281967281856
90,48.614,46,0,1671,177,266,303.0,-90.31039549321989,15.477281967281858
91,86.187,20,119,1552,146,385,303.0,-90.30937469650806,15.477281967281856
92,101.862,137,235,1436,119,501,303.0,-90.30835389979626,15.477281967281856
93,124.704,266,365,1306,245,631,303.0,-90.30733310308443,15.477281967281856
94,69.579,338,435,1565,299,662,303.0,-90.30631230637262,15.477281967281856
95,126.945,436,1389,4241,2707,2377,303.0,-90.32956929605014,15.476461691759837
96,85.399,485,1312,4164,2630,2300,303.0,-90.32854850183955,15.476461691759837
97,4.483,483,1311,4162,2629,2299,303.0,-90.32752770762899,15.476461691759836
98,0.357,956,592,2659,1141,812,303.0,-90.31834055973388,15.476461691759837
99,94.007,529,576,2228,714,399,303.0,-90.31527817710219,15.476461691759837
100,124.151,451,498,2152,636,317,303.0,-90.31425738289161,15.476461691759837
101,139.451,317,364,2016,502,287,303.0,-90.31323658868104,15.476461691759837
102,152.444,237,284,1920,422,251,303.0,-90.31221579447046,15.476461691759837
103,116.42,242,289,1718,280,299,303.0,-90.3111950002599,15.476461691759837
104,82.605,196,339,1607,170,410,303.0,-90.31017420604935,15.476461691759837
105,133.827,175,273,1437,0,539,303.0,-90.30915341183875,15.476461691759834
106,112.003,180,348,1349,88,614,303.0,-90.3081326176282,15.476461691759837
107,132.695,261,398,1280,213,664,303.0,-90.30711182341761,15.476461691759837
108,144.778,273,508,1163,389,774,303.0,-90.30609102920707,15.476461691759837
109,138.704,228,608,1117,489,874,303.0,-90.30507023499648,15.476461691759837
110,153.451,364,744,1253,625,1011,303.0,-90.30404944078593,15.476461691759837
111,92.35,406,786,1295,667,1052,303.0,-90.30302864657536,15.476461691759837
112,119.084,487,1314,4165,2632,2302,303.0,-90.3283271828936,15.475641417479512
113,57.008,817,1644,4496,2962,2633,303.0,-90.32730639118414,15.475641417479515
114,43.008,699,1526,4377,2844,2514,303.0,-90.32628559947469,15.475641417479515
115,35.439,759,1586,4438,2904,2574,303.0,-90.32526480776524,15.475641417479514
116,150.008,478,525,2177,663,355,303.0,-90.31505689067059,15.475641417479515
117,147.572,478,525,2177,663,355,303.0,-90.31403609896113,15.475641417479515
118,113.497,390,437,2090,576,360,303.0,-90.31301530725166,15.475641417479512
119,127.627,320,367,1919,463,377,303.0,-90.3119945155422,15.475641417479515
120,134.481,290,337,1794,357,348,303.0,-90.31097372383273,15.475641417479514
121,109.826,169,312,1581,143,436,303.0,-90.30995293212327,15.475641417479515
122,131.363,96,360,1511,91,509,303.0,-90.3089321404138,15.475641417479515
123,147.28,124,484,1346,44,677,303.0,-90.30791134870432,15.475641417479515
124,135.293,232,455,1232,159,721,303.0,-90.30689055699486,15.475641417479515
125,107.033,185,597,1074,316,863,303.0,-90.30586976528541,15.475641417479514
126,54.15,686,1639,4490,2957,2627,303.0,-90.33014745561161,15.474821144440817
127,112.035,704,1532,4383,2850,2520,303.0,-90.32810587719459,15.474821144440822
128,140.263,806,1633,4485,2951,2621,303.0,-90.32708508798608,15.474821144440817
129,137.047,802,1630,4481,2948,2618,303.0,-90.32606429877755,15.474821144440815
130,41.156,835,1662,4514,2980,2650,303.0,-90.32504350956906,15.474821144440817
131,78.025,726,773,2425,911,603,303.0,-90.31687719590097,15.474821144440815
132,89.004,726,773,2425,911,603,303.0,-90.31585640669248,15.474821144440817
133,38.395,362,409,2021,548,420,303.0,-90.31279403906692,15.474821144440819
134,135.326,435,482,1911,474,492,303.0,-90.31177324985842,15.474821144440819
135,77.278,360,407,1836,399,418,303.0,-90.31075246064994,15.474821144440817
136,86.211,0,457,1463,188,606,303.0,-90.3097316714414,15.474821144440815
137,113.367,0,529,1335,86,719,303.0,-90.30871088223287,15.474821144440815
138,122.365,81,605,1311,168,801,303.0,-90.30769009302436,15.474821144440817
139,89.881,162,524,1301,89,722,303.0,-90.3066693038159,15.474821144440819
140,66.364,929,990,1282,1015,1649,303.0,-90.30564851460737,15.474821144440817
141,108.592,0,782,889,502,1048,303.0,-90.30462772539887,15.474821144440817
142,129.609,686,1639,4490,2957,2627,303.0,-90.32992615815753,15.474000872643664
143,105.344,734,1561,4412,2879,2549,303.0,-90.32788458474214,15.474000872643664
144,125.418,853,1681,4532,2999,2669,303.0,-90.32686379803445,15.474000872643666
145,75.102,887,1714,4566,3032,2702,303.0,-90.32584301132673,15.474000872643666
146,1.007,887,1714,4566,3032,2702,303.0,-90.32482222461903,15.474000872643664
147,86.503,780,827,2480,966,685,303.0,-90.31665593095738,15.474000872643666
148,81.858,780,827,2480,966,685,303.0,-90.3156351442497,15.474000872643666
149,157.902,595,642,2294,780,565,303.0,-90.31461435754198,15.474000872643666
150,142.602,595,642,2294,780,565,303.0,-90.31359357083429,15.474000872643666
151,113.627,435,482,1911,474,492,303.0,-90.31155199741887,15.474000872643666
152,15.884,435,482,1911,474,492,303.0,-90.31053121071118,15.474000872643666
153,82.735,144,673,1191,230,863,303.0,-90.30848963729575,15.474000872643666
154,123.859,144,673,1191,230,863,303.0,-90.30746885058805,15.474000872643662
155,70.586,875,936,1228,961,1595,303.0,-90.30644806388035,15.474000872643664
156,0.325,929,990,1282,1015,1649,303.0,-90.30542727717263,15.474000872643668
157,67.046,0,782,889,502,1048,303.0,-90.30440649046493,15.474000872643666
158,20.724,763,1590,4441,2908,2578,303.0,-90.32766330553606,15.473180602087991
159,18.288,881,1708,4560,3026,2696,303.0,-90.32664252132899,15.473180602087993
160,47.458,699,746,2175,738,757,303.0,-90.31337232663735,15.473180602087993
161,114.764,603,650,2079,641,660,303.0,-90.3123515424303,15.473180602087993
162,128.309,584,631,2060,623,642,303.0,-90.31133075822326,15.473180602087993
163,144.421,867,914,2343,906,924,303.0,-90.3103099740162,15.473180602087991
164,128.894,144,673,1191,230,863,303.0,-90.3082684056021,15.473180602087991
165,133.312,168,697,1167,254,888,303.0,-90.30724762139505,15.473180602087993
166,10.557,759,820,1112,846,1479,303.0,-90.306226837188,15.473180602087993
167,0.065,759,820,1112,846,1479,303.0,-90.30520605298095,15.473180602087991
168,56.619,780,827,2256,819,837,303.0,-90.3131510956844,15.472360332773727
169,77.733,699,746,2175,738,757,303.0,-90.31213031397786,15.472360332773725
170,141.205,711,758,2187,749,768,303.0,-90.31110953227132,15.472360332773725
171,0.78,759,820,1112,846,1479,303.0,-90.30600562373859,15.472360332773727
172,0.91,759,820,1112,846,1479,303.0,-90.30498484203203,15.472360332773725
173,15.462,531,652,505,1033,1580,303.0,-90.30294327861894,15.472360332773727
174,0.0,1315,1362,3014,1500,1220,303.0,-90.32007533241847,15.471540064700791
175,62.953,849,896,2325,888,907,303.0,-90.31395065718132,15.47154006470079
176,81.143,849,896,2325,888,907,303.0,-90.31292987797515,15.47154006470079
177,32.191,956,1003,2432,995,1013,303.0,-90.31190909876894,15.471540064700791
178,119.994,842,889,2318,880,899,303.0,-90.31088831956276,15.471540064700793
179,38.298,827,874,2303,866,885,303.0,-90.30986754035656,15.471540064700791
180,113.497,453,590,882,539,1172,303.0,-90.30680520273802,15.471540064700791
181,14.618,453,590,882,539,1172,303.0,-90.3057844235318,15.47154006470079
182,17.509,359,480,529,861,1408,303.0,-90.30476364432562,15.471540064700791
183,69.937,359,480,529,861,1408,303.0,-90.30374286511943,15.47154006470079
184,82.085,494,615,468,996,1543,303.0,-90.30272208591325,15.47154006470079
185,97.125,1526,1573,3001,1564,1583,303.0,-90.31679178033325,15.470719797869119
186,115.478,913,960,2389,952,971,303.0,-90.31372945021529,15.470719797869119
187,52.688,1014,1061,2490,1053,1071,303.0,-90.31270867350928,15.470719797869117
188,77.993,976,1023,2452,1014,1033,303.0,-90.31168789680329,15.470719797869119
189,72.73,896,943,2372,934,953,303.0,-90.31066712009734,15.470719797869117
190,151.567,518,528,820,604,1238,303.0,-90.3065840132734,15.470719797869119
191,53.403,545,498,790,631,1265,303.0,-90.3055632365674,15.470719797869117
192,67.695,481,358,650,771,1404,303.0,-90.30454245986142,15.470719797869119
193,26.409,457,578,431,959,1506,303.0,-90.30352168315545,15.47071979786912
194,100.633,457,578,431,959,1506,303.0,-90.30250090644945,15.470719797869119
195,121.878,1414,1461,2890,1453,1471,303.0,-90.31759135331625,15.469899532278639
196,95.923,1418,1465,2894,1456,1475,303.0,-90.3165705791103,15.469899532278632
197,52.071,1475,1522,2950,1513,1532,303.0,-90.31554980490439,15.469899532278639
198,107.293,1068,1115,2544,1106,1125,303.0,-90.31452903069844,15.469899532278633
199,100.568,1014,1061,2490,1053,1071,303.0,-90.31350825649251,15.469899532278632
200,45.249,1014,1061,2490,1053,1071,303.0,-90.3124874822866,15.469899532278635
201,1.104,995,1042,2471,1034,1053,303.0,-90.31146670808066,15.469899532278633
202,45.931,591,543,835,677,1310,303.0,-90.30636283705104,15.469899532278635
203,35.764,545,498,790,631,1265,303.0,-90.30534206284513,15.469899532278639
204,161.15,889,1009,0,1391,1937,303.0,-90.29921741760955,15.469899532278633
205,55.644,1414,1461,2890,1453,1471,303.0,-90.31737016283688,15.469079267929262
206,62.466,1409,1456,2885,1448,1467,303.0,-90.31634939113086,15.469079267929263
207,73.218,1248,1295,2724,1286,1305,303.0,-90.31532861942483,15.469079267929262
208,46.614,1081,1128,2557,1120,1138,303.0,-90.31430784771882,15.469079267929263
209,68.183,1263,1310,2739,1301,1320,303.0,-90.31612821639457,15.468259004820935
210,19.068,1255,1302,2731,1294,1313,303.0,-90.31510744718832,15.468259004820936
211,35.212,1356,1403,2832,1394,1413,303.0,-90.31408667798205,15.468259004820935
212,0.292,1250,1297,2726,1289,1308,303.0,-90.31306590877578,15.468259004820936
213,1.787,1467,1514,2943,1505,1524,303.0,-90.31102437036326,15.468259004820938
214,35.959,839,0,734,1130,1763,303.0,-90.30285821671315,15.468259004820936
215,56.131,1326,1373,2802,1364,1383,303.0,-90.3138655214879,15.46743874295358
216,9.875,1326,1373,2802,1364,1383,303.0,-90.31284475478122,15.46743874295358
217,34.27,1467,1514,2943,1505,1524,303.0,-90.3108032213679,15.467438742953581
218,48.108,839,0,734,1130,1763,303.0,-90.30263708771466,15.467438742953576
219,9.095,1265,425,586,1555,2188,303.0,-90.30525715456321,15.46579822294149
220,84.294,1144,304,430,1434,2067,303.0,-90.30423639285532,15.465798222941489
221,16.469,1126,287,447,1417,2050,303.0,-90.30321563114742,15.465798222941489
222,7.146,1265,425,586,1555,2188,303.0,-90.3050360577885,15.46497796479661
223,43.723,1161,322,412,1452,2085,303.0,-90.30401529857977,15.46497796479661
224,19.068,1300,460,273,1590,2224,303.0,-90.30299453937104,15.464977964796608
225,8.218,1789,949,906,2079,2712,303.0,-90.30685648767356,15.464157707892412
226,16.242,1789,949,906,2079,2712,303.0,-90.30583573096384,15.464157707892413
227,42.326,1333,493,306,1623,2256,303.0,-90.30379421754441,15.46415770789241
228,16.242,1352,512,222,1642,2275,303.0,-90.30277346083466,15.46415770789241
229,25.337,1453,613,121,1743,2376,303.0,-90.30175270412495,15.464157707892415
230,4.385,1598,758,104,1888,2522,303.0,-90.30073194741523,15.46415770789241
231,99.626,1469,629,233,1759,2393,303.0,-90.29971119070548,15.46415770789241
232,24.785,1469,629,233,1759,2393,303.0,-90.29869043399577,15.464157707892413
233,16.079,1789,949,906,2079,2712,303.0,-90.3066354123815,15.463337452228824
234,32.711,1466,626,583,1756,2389,303.0,-90.30561465817063,15.463337452228817
235,39.37,1423,583,396,1713,2346,303.0,-90.3035731497489,15.463337452228824
236,50.447,1463,623,196,1753,2387,303.0,-90.30255239553804,15.46333745222882
237,58.373,1513,673,60,1803,2437,303.0,-90.30153164132716,15.463337452228817
238,12.019,1598,758,104,1888,2522,303.0,-90.30051088711633,15.46333745222882
239,18.321,1469,629,233,1759,2393,303.0,-90.29949013290545,15.46333745222882
240,27.546,1469,629,233,1759,2393,303.0,-90.29846937869458,15.46333745222882
