,POP_2015,community_space,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,0.0,2088,0,898,6620.0,72.3819201096831,23.813355685981524
1,38.145,2088,0,898,6620.0,72.38297432534311,23.813355685981517
2,0.155,1647,1027,2170,6620.0,72.39562491326345,23.813355685981517
3,20.913,1647,1027,2170,6620.0,72.39667912892347,23.81335568598152
4,3.743,2184,96,994,6620.0,72.3805767316995,23.81251898496618
5,12.467,2184,96,994,6620.0,72.38163094314794,23.812518984966186
6,118.488,2088,0,898,6620.0,72.38268515459636,23.812518984966186
7,143.979,1827,435,1057,6620.0,72.3837393660448,23.812518984966182
8,122.912,1766,368,990,6620.0,72.3847935774932,23.81251898496618
9,97.141,1790,398,1020,6620.0,72.38584778894163,23.81251898496618
10,93.955,1712,535,1157,6620.0,72.38690200039007,23.812518984966182
11,55.903,1641,609,1197,6620.0,72.38795621183847,23.81251898496618
12,16.861,1538,760,1339,6620.0,72.3890104232869,23.812518984966182
13,75.671,1474,848,1433,6620.0,72.39006463473534,23.81251898496618
14,43.559,1431,811,1587,6620.0,72.39111884618376,23.812518984966182
15,92.13,1426,806,1755,6620.0,72.39217305763219,23.812518984966182
16,51.943,1348,729,1704,6620.0,72.3932272690806,23.812518984966186
17,5.816,1279,660,1802,6620.0,72.39428148052903,23.81251898496618
18,32.174,1404,785,1928,6620.0,72.39533569197745,23.812518984966182
19,77.001,2006,97,800,6620.0,72.38239599724645,23.811682286000458
20,96.244,1758,348,949,6620.0,72.38450441172048,23.81168228600046
21,131.203,1650,451,974,6620.0,72.3855586189575,23.81168228600046
22,132.285,1601,499,1013,6620.0,72.38661282619451,23.81168228600046
23,151.033,1576,645,1157,6620.0,72.38766703343154,23.81168228600046
24,145.897,1538,760,1339,6620.0,72.38872124066854,23.81168228600046
25,113.785,1376,817,1340,6620.0,72.38977544790558,23.811682286000465
26,145.341,1423,803,1579,6620.0,72.3908296551426,23.81168228600046
27,42.878,1428,808,1624,6620.0,72.3918838623796,23.81168228600046
28,74.867,1284,664,1769,6620.0,72.39293806961662,23.811682286000465
29,71.247,1279,660,1802,6620.0,72.39399227685362,23.81168228600046
30,22.924,1404,785,1928,6620.0,72.39504648409066,23.81168228600046
31,76.166,1451,832,2098,6620.0,72.39610069132767,23.811682286000458
32,93.181,1445,825,2102,6620.0,72.3971548985647,23.81168228600046
33,61.935,2082,343,719,6620.0,72.38210685329295,23.810845589084266
34,172.039,2006,254,643,6620.0,72.38316105631877,23.810845589084266
35,115.208,1842,433,787,6620.0,72.38421525934456,23.810845589084266
36,147.785,1759,512,842,6620.0,72.38526946237037,23.810845589084266
37,128.913,1594,493,1006,6620.0,72.38632366539619,23.810845589084266
38,139.401,1432,586,1014,6620.0,72.38737786842198,23.810845589084266
