,POP_2015,community_space,education,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
0,108.375,5000,4405,1395,3163,3845,7066.0,76.35536357603051,26.043151753543615
1,26.321,5000,4405,1395,3163,3845,7066.0,76.3564296864818,26.043151753543615
2,0.464,5000,4345,1862,2029,3786,7066.0,76.36815690144589,26.043151753543615
3,0.0,5000,4345,1862,2029,3786,7066.0,76.36922301189719,26.043151753543615
4,78.615,5000,5000,192,334,4848,7066.0,76.38095022686127,26.043151753543615
5,106.791,5000,5000,192,334,4848,7066.0,76.38201633731256,26.043151753543615
6,0.0,5000,5000,958,792,5000,7066.0,76.3852146686664,26.043151753543615
7,0.0,5000,5000,958,792,5000,7066.0,76.38628077911768,26.043151753543615
8,30.379,5000,4337,1327,3095,3777,7066.0,76.35502315667067,26.042309283862682
9,55.347,5000,4371,1361,3129,3811,7066.0,76.35608926236885,26.04230928386268
10,3.826,5000,4590,1581,3348,4030,7066.0,76.35715536806704,26.042309283862682
11,0.502,5000,4590,1581,3348,4030,7066.0,76.3582214737652,26.04230928386268
12,55.966,5000,4266,1992,2159,3706,7066.0,76.36568421365249,26.042309283862682
13,59.715,5000,4221,1947,2114,3661,7066.0,76.36675031935067,26.042309283862682
14,78.267,5000,4184,1910,2077,3624,7066.0,76.36781642504884,26.04230928386268
15,0.039,5000,4345,1862,2029,3786,7066.0,76.36888253074703,26.042309283862682
16,159.703,5000,5000,192,334,4848,7066.0,76.38167579912523,26.04230928386268
17,0.928,5000,5000,602,435,4780,7066.0,76.3827419048234,26.04230928386268
18,60.797,5000,4337,1327,3095,3777,7066.0,76.3546827525778,26.04146681647892
19,40.544,5000,4337,1327,3095,3777,7066.0,76.35574885352311,26.041466816478923
20,1.237,5000,4590,1581,3348,4030,7066.0,76.35681495446838,26.041466816478923
21,4.174,5000,4590,1581,3348,4030,7066.0,76.35788105541369,26.041466816478923
22,0.734,5000,4266,1992,2159,3706,7066.0,76.36534376203075,26.041466816478923
23,74.634,5000,4198,1924,2091,3638,7066.0,76.36640986297606,26.041466816478923
24,33.548,5000,4173,1899,2065,3613,7066.0,76.36747596392134,26.04146681647892
25,0.0,5000,4223,1948,2115,3663,7066.0,76.36854206486663,26.041466816478923
26,1.739,5000,4739,1022,1189,4179,7066.0,76.37387256959312,26.04146681647892
27,12.871,5000,4739,1022,1189,4179,7066.0,76.37493867053841,26.041466816478923
28,74.595,5000,5000,0,166,4656,7066.0,76.3802691752649,26.04146681647892
29,140.726,5000,5000,46,128,4702,7066.0,76.3813352762102,26.041466816478916
30,3.131,5000,5000,602,435,4780,7066.0,76.3824013771555,26.041466816478927
31,32.35,5000,3995,986,2753,3435,7066.0,76.35434236375137,26.040624351392243
32,24.427,5000,3771,1460,2363,3211,7066.0,76.36180503709976,26.040624351392246
33,25.896,5000,4104,2014,2181,3544,7066.0,76.36500332567759,26.040624351392243
34,56.429,5000,4051,1962,2129,3491,7066.0,76.36606942187022,26.04062435139224
35,10.513,5000,4099,1747,1914,3539,7066.0,76.36713551806285,26.040624351392246
36,0.155,5000,4257,1589,1756,3697,7066.0,76.36820161425547,26.040624351392236
37,0.0,5000,4257,1589,1756,3697,7066.0,76.3692677104481,26.040624351392246
38,16.31,5000,4739,1022,1189,4179,7066.0,76.3735320952186,26.040624351392236
39,30.804,5000,4739,1022,1189,4179,7066.0,76.37459819141121,26.040624351392243
40,45.375,5000,4840,375,542,4280,7066.0,76.37673038379647,26.040624351392243
41,8.851,5000,4840,375,542,4280,7066.0,76.3777964799891,26.040624351392243
42,8.928,5000,4904,166,0,4664,7066.0,76.37992867237433,26.040624351392236
43,10.899,5000,4904,166,0,4664,7066.0,76.38099476856695,26.040624351392236
44,56.584,5000,3994,960,2752,3434,7066.0,76.3540019901909,26.039781888602544
45,85.185,5000,3969,960,2727,3409,7066.0,76.35506808163105,26.039781888602537
46,20.987,5000,3771,1460,2363,3211,7066.0,76.36146463027204,26.039781888602548
47,86.229,5000,3831,1519,2300,3271,7066.0,76.3625307217122,26.03978188860254
48,51.173,5000,4007,1968,2142,3447,7066.0,76.36466290459252,26.039781888602544
49,134.039,5000,3967,1929,2102,3408,7066.0,76.36572899603267,26.03978188860254
50,137.209,5000,3922,1856,2026,3362,7066.0,76.36679508747285,26.039781888602544
51,53.492,5000,4011,1777,1944,3451,7066.0,76.36786117891299,26.03978188860254
52,0.0,5000,4257,1589,1756,3697,7066.0,76.36892727035317,26.039781888602544
53,172.535,5000,4603,886,1053,4043,7066.0,76.37425772755398,26.03978188860254
54,52.333,5000,3973,879,2731,3413,7066.0,76.35366163189578,26.03893942810973
55,79.31,5000,3811,802,2569,3251,7066.0,76.3547277185837,26.03893942810974
56,130.909,5000,3828,818,2586,3268,7066.0,76.3557938052716,26.03893942810973
57,22.379,5000,3798,926,2556,3238,7066.0,76.35685989195953,26.03893942810973
58,109.767,5000,3750,946,2508,3190,7066.0,76.35792597864744,26.03893942810973
59,18.359,5000,3738,934,2496,3178,7066.0,76.35899206533536,26.03893942810973
60,24.968,5000,3660,1349,2252,3100,7066.0,76.36112423871118,26.03893942810973
61,69.918,5000,3731,1420,2181,3171,7066.0,76.3621903253991,26.03893942810973
62,0.618,5000,3825,1514,2054,3265,7066.0,76.36325641208703,26.03893942810973
63,193.367,5000,3880,1842,2015,3321,7066.0,76.36538858546285,26.03893942810973
64,155.993,5000,3804,1765,1939,3244,7066.0,76.36645467215077,26.03893942810974
65,71.464,5000,3940,1706,1873,3380,7066.0,76.36752075883871,26.03893942810973
66,120.898,5000,4479,736,903,3919,7066.0,76.37391727896619,26.03893942810973
67,77.996,5000,3854,694,2612,3294,7066.0,76.35332128886553,26.038096969913703
68,12.484,5000,3811,802,2569,3251,7066.0,76.35438737080142,26.038096969913703
69,74.788,5000,3766,756,2524,3206,7066.0,76.3554534527373,26.038096969913695
70,123.913,5000,3776,919,2534,3216,7066.0,76.35651953467317,26.038096969913703
71,138.909,5000,3658,854,2416,3098,7066.0,76.35758561660906,26.0380969699137
72,59.947,5000,3738,934,2496,3178,7066.0,76.35865169854495,26.0380969699137
73,46.11,5000,3825,1514,2054,3265,7066.0,76.36291602628847,26.0380969699137
74,122.869,5000,3759,1720,1893,3199,7066.0,76.36504819016022,26.038096969913695
75,136.242,5000,3756,1717,1891,3196,7066.0,76.36611427209611,26.038096969913703
76,74.556,5000,3836,1602,1769,3276,7066.0,76.367180354032,26.0380969699137
77,12.639,5000,3951,1264,1431,3392,7066.0,76.36931251790377,26.0380969699137
78,105.593,5000,4367,848,1015,3807,7066.0,76.37251076371142,26.038096969913703
79,94.809,5000,4367,848,1015,3807,7066.0,76.3735768456473,26.038096969913695
80,88.432,5000,3818,660,2576,3258,7066.0,76.35298096109962,26.03725451401435
81,91.485,5000,3699,690,2457,3139,7066.0,76.35404703828367,26.037254514014357
82,65.59,5000,3682,673,2440,3122,7066.0,76.35511311546774,26.037254514014354
83,74.827,5000,3629,620,2386,3069,7066.0,76.35617919265182,26.037254514014357
84,132.957,5000,3571,732,2329,3011,7066.0,76.35724526983587,26.037254514014354
