,POP_2015,community_space,education,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
0,58.423,652,481,695,574,1762,2499,5454.0,45.20055467509013,31.533714957923543
1,120.776,634,455,682,548,1744,2481,5454.0,45.2016562812872,31.533714957923543
2,67.147,622,487,668,567,1733,2470,5454.0,45.20029580055469,31.532855506424124
3,117.53,597,455,645,534,1708,2445,5454.0,45.201397400442595,31.53285550642412
4,104.786,568,353,616,446,1694,2431,5454.0,45.2024990003305,31.532855506424124
5,118.513,670,0,629,342,1638,2375,5454.0,45.20690539988211,31.53285550642412
6,77.778,479,567,525,462,1590,2327,5454.0,45.20003693723879,31.53199605791287
7,110.443,531,405,579,471,1649,2386,5454.0,45.20113853081779,31.53199605791287
8,129.233,493,298,542,364,1620,2357,5454.0,45.20224012439681,31.531996057912867
9,135.307,582,161,541,254,1570,2307,5454.0,45.20334171797582,31.531996057912867
10,78.969,582,161,541,254,1570,2307,5454.0,45.20444331155485,31.531996057912867
11,100.766,619,50,579,292,1587,2324,5454.0,45.20554490513385,31.531996057912867
12,111.545,645,25,604,317,1612,2349,5454.0,45.206646498712864,31.53199605791287
13,94.721,796,126,755,468,1764,2501,5454.0,45.20774809229187,31.53199605791287
14,90.82,424,494,457,474,1525,2262,5454.0,45.19867649787155,31.531136612389666
15,91.445,373,454,405,422,1473,2210,5454.0,45.199778085141936,31.53113661238967
16,126.255,418,485,466,368,1529,2266,5454.0,45.20087967241235,31.531136612389666
17,116.696,360,395,408,277,1486,2223,5454.0,45.201981259682725,31.531136612389666
18,99.485,293,321,342,203,1491,2228,5454.0,45.20308284695313,31.531136612389666
19,112.498,582,161,541,254,1570,2307,5454.0,45.204184434223514,31.531136612389666
20,97.282,469,31,429,142,1442,2179,5454.0,45.205286021493905,31.531136612389673
21,77.331,655,148,614,328,1623,2360,5454.0,45.20638760876431,31.531136612389666
22,104.547,746,176,705,419,1714,2451,5454.0,45.2074891960347,31.531136612389673
23,52.527,480,347,309,439,1464,2201,5454.0,45.19841766330165,31.530277169854397
24,56.755,286,542,334,333,1384,2121,5454.0,45.199519244263705,31.5302771698544
25,96.716,238,589,287,344,1357,2094,5454.0,45.200620825225755,31.530277169854397
26,126.106,293,321,342,203,1491,2228,5454.0,45.2017224061878,31.5302771698544
27,135.635,236,249,285,131,1435,2172,5454.0,45.202823987149834,31.530277169854397
28,124.409,264,180,224,62,1374,2111,5454.0,45.20392556811189,31.530277169854397
29,113.927,334,110,294,7,1312,2049,5454.0,45.20502714907394,31.530277169854404
30,112.23,569,124,529,242,1537,2274,5454.0,45.20612873003599,31.530277169854394
31,104.339,622,177,582,295,1590,2327,5454.0,45.20723031099804,31.5302771698544
32,54.016,598,176,154,610,1293,2030,5454.0,45.19705726529561,31.52941773030694
33,78.224,591,184,146,602,1301,2038,5454.0,45.19815883994959,31.52941773030695
34,109.848,477,521,190,341,1387,2124,5454.0,45.19926041460356,31.529417730306943
35,71.405,362,574,287,244,1287,2024,5454.0,45.20036198925754,31.529417730306943
36,94.006,126,559,174,344,1253,1990,5454.0,45.201463563911524,31.529417730306943
37,166.007,46,480,95,344,1245,1982,5454.0,45.2025651385655,31.529417730306946
38,129.739,809,364,768,481,1692,2429,5454.0,45.208073011835374,31.529417730306946
39,93.976,809,364,768,481,1692,2429,5454.0,45.20917458648935,31.529417730306946
40,100.736,861,85,416,872,1315,2093,5454.0,45.194595322776365,31.528558293747185
41,48.209,775,40,330,786,1297,2034,5454.0,45.19569689112252,31.528558293747185
42,89.867,696,78,251,707,1218,1955,5454.0,45.19679845946872,31.52855829374719
43,116.16,444,330,0,529,1197,1934,5454.0,45.197900027814896,31.52855829374718
44,110.205,525,448,117,413,1314,2051,5454.0,45.199001596161054,31.52855829374718
45,90.701,446,531,200,344,1215,1952,5454.0,45.20010316450725,31.528558293747185
46,98.383,46,480,95,344,1245,1982,5454.0,45.20120473285343,31.52855829374718
47,61.639,48,444,48,249,1150,1887,5454.0,45.20230630119959,31.52855829374719
48,119.317,205,345,116,116,1077,1814,5454.0,45.20340786954578,31.528558293747185
49,118.483,347,391,217,0,1125,1862,5454.0,45.20450943789196,31.52855829374719
50,144.3,442,486,312,95,1221,1958,5454.0,45.20561100623813,31.52855829374718
51,102.671,999,555,922,512,1771,2508,5454.0,45.21001727962284,31.52855829374718
52,111.158,1003,559,925,508,1775,2512,5454.0,45.211118847969004,31.52855829374718
53,6.164,952,221,592,1047,1228,2007,5454.0,45.19323497874249,31.527698860174993
54,56.457,968,220,551,1007,1250,2029,5454.0,45.19433654078112,31.527698860174997
55,130.543,921,202,533,989,1198,1976,5454.0,45.19543810281978,31.527698860174997
56,93.768,861,202,533,989,1138,1917,5454.0,45.196539664858435,31.527698860174993
57,126.999,444,330,0,529,1197,1934,5454.0,45.19764122689709,31.527698860174997
58,111.277,371,403,72,526,1125,1862,5454.0,45.19874278893574,31.527698860175008
59,111.753,383,557,226,303,1162,1899,5454.0,45.199844350974395,31.527698860174997
60,125.659,383,557,226,303,1162,1899,5454.0,45.20094591301303,31.527698860174997
61,110.265,225,513,95,76,1004,1741,5454.0,45.202047475051685,31.527698860174993
62,68.011,187,451,65,98,974,1711,5454.0,45.20314903709034,31.527698860174993
63,123.396,356,446,226,102,1135,1872,5454.0,45.20425059912899,31.527698860174997
64,124.349,469,525,339,134,1247,1984,5454.0,45.205352161167646,31.527698860174997
65,132.687,558,603,428,211,1337,2074,5454.0,45.2064537232063,31.527698860174993
66,130.334,665,613,535,296,1443,2180,5454.0,45.20755528524495,31.527698860174997
67,51.395,952,221,592,1047,1228,2007,5454.0,45.192976214270104,31.52683942959027
68,111.128,924,249,620,1075,1201,1979,5454.0,45.194077770001485,31.52683942959027
69,107.585,845,328,679,1089,1121,1900,5454.0,45.19517932573289,31.526839429590265
70,94.661,788,336,666,1080,1064,1843,5454.0,45.19628088146429,31.52683942959027
71,95.793,501,285,201,515,1012,1748,5454.0,45.19738243719569,31.52683942959027
72,133.044,319,455,124,474,1072,1809,5454.0,45.198483992927095,31.526839429590268
73,126.999,257,517,186,412,1033,1770,5454.0,45.1995855486585,31.52683942959027
74,127.565,160,614,283,315,939,1676,5454.0,45.20068710438989,31.52683942959027
75,151.416,85,586,215,240,864,1601,5454.0,45.20178866012129,31.52683942959027
76,81.947,183,494,53,149,962,1699,5454.0,45.20289021585269,31.52683942959027
77,133.58,283,516,153,177,1062,1799,5454.0,45.203991771584086,31.526839429590268
78,119.376,426,590,296,204,1204,1941,5454.0,45.20509332731549,31.52683942959027
79,132.032,573,728,494,181,1334,2070,5454.0,45.2061948830469,31.52683942959027
80,127.625,573,728,494,181,1334,2070,5454.0,45.2072964387783,31.526839429590268
81,119.912,729,720,642,231,1489,2226,5454.0,45.20839799450969,31.526839429590265
82,83.316,848,79,741,1141,1125,1904,5454.0,45.192717461012556,31.525980001992874
83,122.056,758,158,815,1050,1035,1813,5454.0,45.193819010436954,31.52598000199287
