,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,222.681,1691,543,1214,1346,1040,5871.0,49.18678062511318,11.288896802692499
1,246.641,1691,543,1214,1346,1040,5871.0,49.18779050655625,11.288896802692497
2,241.398,1253,105,777,908,603,5871.0,49.183664760570636,11.288081963779616
3,235.084,1691,543,1214,1346,1040,5871.0,49.18669439958879,11.288081963779616
4,230.461,1691,543,1214,1346,1040,5871.0,49.18770427926151,11.288081963779616
5,239.143,2480,1270,1048,1180,1235,5871.0,49.1724698900757,11.287267125751427
6,244.216,2413,1203,981,1112,1167,5871.0,49.173479767978215,11.287267125751429
7,82.42,2237,1028,806,937,992,5871.0,49.174489645880726,11.287267125751429
8,41.943,2172,962,740,872,927,5871.0,49.17549952378324,11.287267125751427
9,178.427,1648,304,422,553,393,5871.0,49.17852915749076,11.287267125751427
10,191.957,1533,190,453,584,279,5871.0,49.17953903539327,11.287267125751427
11,181.076,1533,190,453,584,279,5871.0,49.18054891329579,11.287267125751429
12,261.975,1352,0,671,802,497,5871.0,49.1825686691008,11.287267125751429
13,255.266,1253,105,777,908,603,5871.0,49.183578547003314,11.287267125751429
14,184.459,2450,1240,1019,1150,1205,5871.0,49.172383702625105,11.28645228860786
15,199.624,2407,1198,976,1107,1162,5871.0,49.17339357875754,11.286452288607862
16,224.147,2172,962,740,872,927,5871.0,49.17440345488998,11.286452288607862
17,166.644,2108,898,677,808,863,5871.0,49.17541333102241,11.286452288607862
18,210.335,1679,336,390,521,425,5871.0,49.17844295941974,11.286452288607862
19,210.222,1533,190,453,584,279,5871.0,49.17945283555217,11.286452288607862
20,215.803,1461,118,381,512,207,5871.0,49.180462711684605,11.286452288607862
21,221.272,1310,42,660,780,474,5871.0,49.18248246394949,11.286452288607862
22,214.732,1432,361,1484,1533,1310,5871.0,49.187531844611684,11.286452288607862
23,214.62,2352,1142,921,1052,1107,5871.0,49.17229752181883,11.28563745234885
24,152.269,2193,983,762,893,948,5871.0,49.17330739618133,11.285637452348848
25,181.753,2144,935,713,844,899,5871.0,49.17431727054383,11.28563745234885
26,273.024,2062,852,631,762,817,5871.0,49.17532714490633,11.28563745234885
27,252.109,1793,583,362,493,548,5871.0,49.17633701926884,11.28563745234885
28,240.439,1776,566,345,476,531,5871.0,49.17734689363134,11.285637452348848
29,225.162,1704,459,273,404,459,5871.0,49.17835676799384,11.285637452348851
30,196.298,1461,118,381,512,207,5871.0,49.17936664235636,11.28563745234885
31,219.637,1399,56,331,451,145,5871.0,49.18037651671885,11.28563745234885
32,282.157,1375,107,382,502,196,5871.0,49.181386391081354,11.28563745234885
33,267.894,1203,0,554,674,367,5871.0,49.182396265443856,11.285637452348848
34,247.204,1203,0,554,674,367,5871.0,49.18340613980636,11.28563745234885
35,215.803,1326,255,1451,1426,1274,5871.0,49.187445637256374,11.28563745234885
36,201.653,1326,255,1451,1426,1274,5871.0,49.18845551161888,11.28563745234885
37,226.571,2331,1122,900,1031,1086,5871.0,49.172211347656784,11.28482261697433
38,181.076,2183,864,752,883,938,5871.0,49.17322122024949,11.284822616974328
39,254.871,2068,858,636,768,823,5871.0,49.1742310928422,11.284822616974328
40,290.895,1950,709,526,650,712,5871.0,49.17524096543489,11.284822616974328
41,288.133,1866,668,448,566,635,5871.0,49.17625083802759,11.284822616974328
42,206.727,1812,611,381,512,567,5871.0,49.1772607106203,11.284822616974328
43,114.61,1566,364,134,266,321,5871.0,49.17827058321301,11.28482261697433
44,241.849,1371,28,303,423,117,5871.0,49.18029032839842,11.284822616974328
45,257.859,1423,155,430,550,244,5871.0,49.18130020099112,11.284822616974328
46,248.896,1326,255,1451,1426,1274,5871.0,49.187359436547354,11.284822616974328
47,213.379,1326,255,1451,1426,1274,5871.0,49.18836930914006,11.28482261697433
48,200.469,2294,753,863,994,1049,5871.0,49.17212518013886,11.284007782484228
