,POP_2015,community_space,education,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
0,0.382,443,1166,258,644,1216,12325.0,108.9781437539929,1.1844729263933036
1,99.852,486,1167,126,802,1503,12325.0,108.98013957189298,1.1844729263933025
2,79.667,486,1167,126,802,1503,12325.0,108.98113748084302,1.1844729263933036
3,5.925,348,1072,352,550,1121,12325.0,108.97712623072513,1.1836640923076824
4,70.531,416,1139,285,617,1189,12325.0,108.97812413949556,1.1836640923076807
5,33.258,395,1111,175,728,1299,12325.0,108.979122048266,1.1836640923076833
6,156.009,378,1077,18,712,1396,12325.0,108.98011995703645,1.1836640923076818
7,168.891,486,1167,126,802,1503,12325.0,108.98111786580688,1.1836640923076813
8,6.231,244,967,289,445,1017,12325.0,108.97610872122479,1.182855258312451
9,87.924,262,985,281,463,1035,12325.0,108.97710662981576,1.1828552583124519
10,205.896,304,1022,259,538,1110,12325.0,108.9781045384067,1.1828552583124539
11,130.014,281,983,99,618,1293,12325.0,108.97910244699767,1.18285525831245
12,131.581,325,1026,52,661,1346,12325.0,108.98010035558862,1.182855258312453
13,9.633,690,1072,32,864,244,12325.0,108.96910377502195,1.18204642440755
14,125.12,674,1056,16,848,251,12325.0,108.97010168343357,1.1820464244075501
15,73.092,160,883,205,361,933,12325.0,108.97608913390312,1.1820464244075521
16,139.456,160,883,205,361,933,12325.0,108.97708704231471,1.1820464244075493
17,184.527,214,938,260,416,987,12325.0,108.97808495072627,1.1820464244075493
18,165.375,214,912,159,547,1233,12325.0,108.9790828591379,1.1820464244075508
19,161.475,315,995,269,630,1331,12325.0,108.9800807675495,1.1820464244075508
20,117.437,403,1084,358,718,1420,12325.0,108.98107867596107,1.1820464244075508
21,65.141,591,974,0,765,112,12325.0,108.96908420236309,1.1812375905929167
22,125.197,564,946,105,738,152,12325.0,108.97008211059548,1.1812375905929167
23,43.848,552,934,105,726,152,12325.0,108.97108001882783,1.1812375905929167
24,32.456,568,755,284,475,661,12325.0,108.97207792706017,1.1812375905929158
25,25.46,568,755,284,475,661,12325.0,108.97307583529255,1.1812375905929167
26,31.576,395,790,259,250,696,12325.0,108.97407374352487,1.1812375905929167
27,88.23,304,698,168,159,614,12325.0,108.97507165175723,1.1812375905929167
28,161.972,282,677,202,137,819,12325.0,108.9760695599896,1.1812375905929149
29,209.681,229,741,267,219,900,12325.0,108.97706746822196,1.1812375905929167
30,146.91,57,765,18,388,1069,12325.0,108.97806537645431,1.1812375905929167
31,104.783,129,830,84,464,1150,12325.0,108.97906328468665,1.1812375905929167
32,163.884,263,756,162,435,1278,12325.0,108.980061192919,1.1812375905929158
33,174.779,395,888,294,567,1410,12325.0,108.98105910115136,1.1812375905929158
34,56.96,566,948,25,740,86,12325.0,108.96906464311158,1.1804287568684877
35,63.267,498,880,112,672,27,12325.0,108.9700625511648,1.1804287568684868
36,137.162,430,812,185,604,87,12325.0,108.97106045921805,1.1804287568684877
37,96.946,591,779,308,499,684,12325.0,108.97205836727129,1.1804287568684886
38,128.79,481,669,198,370,575,12325.0,108.97305627532451,1.180428756868488
39,67.396,454,701,161,309,607,12325.0,108.97405418337776,1.1804287568684868
40,132.307,338,669,133,193,579,12325.0,108.97505209143097,1.1804287568684877
41,112.238,190,585,110,45,727,12325.0,108.97604999948422,1.1804287568684877
42,203.641,98,692,220,213,894,12325.0,108.97704790753747,1.1804287568684886
43,147.102,101,677,98,298,988,12325.0,108.97804581559072,1.1804287568684877
44,169.274,220,642,48,321,1182,12325.0,108.97904372364394,1.1804287568684868
45,159.526,330,810,215,489,1345,12325.0,108.98004163169716,1.1804287568684877
46,132.46,349,871,250,550,1407,12325.0,108.9810395397504,1.1804287568684877
47,168.012,418,1021,336,699,1556,12325.0,108.9820374478036,1.1804287568684886
48,80.394,490,1093,408,772,1628,12325.0,108.98303535585686,1.1804287568684868
49,65.752,614,1217,533,896,1752,12325.0,108.98403326391009,1.1804287568684886
50,61.624,509,891,43,683,92,12325.0,108.96904509726731,1.1796199232342033
51,166.56,435,817,30,609,120,12325.0,108.97004300514155,1.1796199232342033
52,90.295,340,722,222,514,82,12325.0,108.97104091301581,1.1796199232342024
53,126.267,513,701,230,421,607,12325.0,108.97203882089006,1.1796199232342013
54,102.184,423,611,127,330,516,12325.0,108.9730367287643,1.1796199232342024
55,89.454,401,589,48,302,494,12325.0,108.9740346366385,1.1796199232342042
56,166.636,313,526,51,80,685,12325.0,108.97503254451274,1.1796199232342024
57,150.236,216,520,47,104,679,12325.0,108.976030452387,1.1796199232342033
58,156.276,13,594,121,201,894,12325.0,108.97702836026124,1.1796199232342013
59,155.129,52,572,131,214,925,12325.0,108.9780262681355,1.1796199232342033
60,186.438,177,537,56,216,1078,12325.0,108.97902417600973,1.1796199232342035
61,145.305,277,703,109,382,1244,12325.0,108.98002208388397,1.1796199232342024
62,151.115,225,843,143,522,1383,12325.0,108.9810199917582,1.1796199232342033
63,59.559,326,945,245,624,1485,12325.0,108.98201789963242,1.1796199232342013
64,107.765,479,1076,398,776,1638,12325.0,108.98301580750666,1.1796199232342033
65,143.967,373,695,170,547,75,12325.0,108.97002347252567,1.17881108969
66,129.02,307,681,201,481,38,12325.0,108.97102138022103,1.1788110896899984
67,132.957,180,572,204,354,118,12325.0,108.97201928791642,1.1788110896900001
68,130.434,418,606,66,319,512,12325.0,108.97301719561177,1.1788110896899993
69,173.708,268,456,83,176,361,12325.0,108.97401510330712,1.1788110896899981
70,146.375,310,424,4,114,584,12325.0,108.97501301100252,1.1788110896899984
71,169.083,219,526,36,161,696,12325.0,108.97601091869787,1.1788110896899993
72,164.266,142,488,7,109,793,12325.0,108.97700882639326,1.17881108969
73,182.845,214,379,84,0,861,12325.0,108.97800673408862,1.1788110896899981
74,200.888,128,489,105,168,1029,12325.0,108.97900464178396,1.1788110896899981
75,139.609,78,686,44,364,1226,12325.0,108.98000254947937,1.1788110896899993
76,122.521,157,775,76,454,1316,12325.0,108.9810004571747,1.178811089689999
77,114.952,262,880,181,559,1421,12325.0,108.98199836487008,1.1788110896899984
78,40.101,426,1023,345,723,1585,12325.0,108.98299627256546,1.1788110896899993
79,6.155,531,1127,449,828,1689,12325.0,108.98399418026078,1.178811089689999
80,100.998,330,546,181,541,155,12325.0,108.97100186083374,1.1780022562358163
81,107.039,148,540,172,322,150,12325.0,108.97199976835037,1.1780022562358157
82,127.758,78,470,102,298,220,12325.0,108.97299767586698,1.1780022562358146
83,101.687,208,399,38,175,325,12325.0,108.97399558338358,1.1780022562358154
84,156.238,254,313,21,33,501,12325.0,108.97499349090022,1.1780022562358174
85,162.049,223,422,102,230,679,12325.0,108.97599139841682,1.1780022562358146
86,114.417,257,371,68,110,838,12325.0,108.97698930593346,1.1780022562358157
87,148.707,257,345,59,53,914,12325.0,108.97798721345008,1.1780022562358146
88,162.163,265,408,3,87,948,12325.0,108.9789851209667,1.1780022562358166
89,136.168,208,574,0,252,1114,12325.0,108.9799830284833,1.1780022562358157
90,161.208,199,766,117,472,1334,12325.0,108.98098093599992,1.1780022562358154
91,159.946,290,886,208,587,1448,12325.0,108.98197884351653,1.1780022562358163
92,26.76,299,895,217,596,1457,12325.0,108.98297675103315,1.1780022562358157
93,65.485,243,433,68,594,247,12325.0,108.9709823548539,1.1771934228715897
94,140.87,86,417,76,449,281,12325.0,108.97198026219189,1.1771934228715888
95,124.662,100,320,47,348,381,12325.0,108.97297816952985,1.1771934228715917
96,105.892,147,272,0,300,426,12325.0,108.97397607686784,1.1771934228715897
97,163.043,148,264,14,72,503,12325.0,108.97497398420585,1.1771934228715886
98,166.024,99,299,0,122,559,12325.0,108.97597189154384,1.1771934228715915
99,134.563,133,190,8,248,685,12325.0,108.97696979888183,1.1771934228715897
100,176.117,362,231,173,147,935,12325.0,108.97796770621981,1.1771934228715915
101,196.492,362,231,173,147,935,12325.0,108.97896561355782,1.1771934228715897
102,162.737,210,583,9,262,1124,12325.0,108.97996352089581,1.1771934228715897
103,156.467,289,687,30,375,1236,12325.0,108.98096142823377,1.1771934228715897
104,95.991,372,632,8,465,1326,12325.0,108.98195933557179,1.1771934228715897
105,75.959,449,545,93,541,1403,12325.0,108.98295724290979,1.1771934228715897
