,POP_2015,health_wellbeing,ID_HDC_G0,lng,lat
0,171.681,0,6710.0,72.89804423973682,22.41968585374922
1,169.477,0,6710.0,72.89909169315321,22.419685853749215
2,141.673,41,6710.0,72.89777321522153,22.418852450177898
3,48.794,41,6710.0,72.89882066474364,22.4188524501779
4,0.05,172,6710.0,72.90301046283203,22.418852450177898
5,134.91,172,6710.0,72.90405791235412,22.41885245017789
6,10.971,172,6710.0,72.90273943174309,22.418019048509315
7,226.738,172,6710.0,72.90378687737109,22.418019048509315
8,20.94,0,6710.0,72.90246841355149,22.417185648743377
9,29.357,0,6710.0,72.90219740825685,22.416352250880006
10,107.958,0,6710.0,72.90506871769927,22.4155188549191
11,104.752,0,6710.0,72.9061161516461,22.415518854919107
12,53.503,0,6710.0,72.90479772651734,22.414685460860586
13,43.634,0,6710.0,72.90111351604024,22.413018678450378
14,60.567,0,6710.0,72.90216093830756,22.413018678450374
15,217.971,0,6710.0,72.89560548335209,22.41218529009851
16,149.288,0,6710.0,72.89874773847562,22.41218529009851
17,167.173,0,6710.0,72.89979515685013,22.412185290098506
18,266.865,964,6710.0,72.91131675896978,22.412185290098506
19,126.895,0,6710.0,72.8953345748942,22.411351903648683
20,228.19,0,6710.0,72.8984768183399,22.41135190364868
21,179.096,0,6710.0,72.89952423282179,22.41135190364868
22,219.474,542,6710.0,72.90685613419508,22.411351903648683
23,129.35,542,6710.0,72.90790354867697,22.41135190364868
24,233.1,964,6710.0,72.91104579212265,22.41135190364868
25,224.032,0,6710.0,72.89925332168751,22.410518519100815
26,199.485,0,6710.0,72.90030073227699,22.41051851910082
27,256.545,242,6710.0,72.90134814286647,22.410518519100815
28,37.272,242,6710.0,72.90239555345592,22.410518519100815
29,208.252,542,6710.0,72.90658519581379,22.410518519100815
30,101.095,542,6710.0,72.90763260640327,22.410518519100815
31,270.171,242,6710.0,72.90107723684137,22.409685136454822
32,89.473,242,6710.0,72.9021246435386,22.40968513645482
33,149.639,438,6710.0,72.90185374651513,22.4088517557106
34,153.997,438,6710.0,72.90290114932029,22.408851755710604
35,80.455,823,6710.0,72.90709076054097,22.4088517557106
36,173.034,438,6710.0,72.90158286238515,22.408018376868085
37,70.035,438,6710.0,72.90263026129846,22.40801837686809
38,109.862,823,6710.0,72.90681985695161,22.40801837686809
