,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,72.367,475,2404,1862,1715,1800,1943,5935.0,57.740372951842666,28.69949576772773
1,115.072,462,2390,1848,2647,2732,2876,5935.0,57.73358883735173,28.698645595572906
2,143.076,428,2357,1814,2614,2699,2842,5935.0,57.73467095325702,28.698645595572902
3,126.266,467,2397,1854,1723,1808,1951,5935.0,57.740081532783506,28.698645595572906
4,117.936,1909,2149,1635,1288,571,520,5935.0,57.75090269183647,28.698645595572906
5,57.63,1918,2158,1644,1296,578,528,5935.0,57.75198480774177,28.698645595572902
6,158.04,462,2390,1848,2647,2732,2876,5935.0,57.73329746381976,28.697795426033448
7,112.433,408,2336,1794,2593,2678,2822,5935.0,57.73437957426376,28.697795426033444
8,157.965,283,2212,1670,2469,2554,2697,5935.0,57.73546168470777,28.697795426033448
9,129.998,172,2101,1559,2013,2098,2242,5935.0,57.73870801603978,28.697795426033448
10,164.297,369,2108,1566,1817,1902,2046,5935.0,57.73979012648379,28.697795426033448
11,164.862,369,2108,1566,1817,1902,2046,5935.0,57.7408722369278,28.697795426033448
12,69.428,1832,2023,1510,1161,443,599,5935.0,57.75061123092385,28.697795426033448
13,132.184,1922,2113,1600,1066,348,504,5935.0,57.751693341367854,28.697795426033444
14,160.716,2471,2676,2162,998,281,230,5935.0,57.75493967269987,28.69779542603345
15,89.743,2471,2676,2162,998,281,230,5935.0,57.756021783143886,28.69779542603345
16,43.194,2878,3160,2513,942,719,563,5935.0,57.759268114475894,28.697795426033444
17,27.175,2878,3160,2513,942,719,563,5935.0,57.760350224919904,28.69779542603345
18,148.316,793,2318,1776,2791,2774,3223,5935.0,57.730841893079386,28.696945259109263
19,161.055,793,2318,1776,2791,2774,3223,5935.0,57.73192399806235,28.69694525910926
20,164.598,372,2248,1706,2657,2704,2886,5935.0,57.733006103045305,28.696945259109256
21,142.21,372,2248,1706,2657,2704,2886,5935.0,57.73408820802826,28.69694525910926
22,126.794,259,2188,1645,2445,2530,2673,5935.0,57.73517031301122,28.696945259109267
23,115.713,190,2118,1576,2375,2460,2604,5935.0,57.736252417994166,28.696945259109267
24,173.23,122,2051,1508,2308,2393,2536,5935.0,57.737334522977115,28.69694525910926
25,118.2,126,2056,1513,2058,2143,2287,5935.0,57.73841662796006,28.696945259109263
26,139.496,274,2068,1526,1910,1995,2139,5935.0,57.73949873294302,28.69694525910926
27,182.125,466,2043,1501,1720,1805,1949,5935.0,57.740580837925975,28.696945259109267
28,174.624,657,2051,1509,1528,1613,1756,5935.0,57.74166294290893,28.69694525910926
29,186.045,657,2051,1509,1528,1613,1756,5935.0,57.74274504789188,28.696945259109263
30,113.074,913,2006,1464,1272,1357,1501,5935.0,57.743827152874836,28.69694525910926
31,32.603,978,1965,1424,1207,1292,1435,5935.0,57.744909257857785,28.69694525910926
32,178.431,1074,1919,1405,1111,1196,1339,5935.0,57.74599136284075,28.696945259109267
33,162.676,1363,1940,1426,1132,1121,1070,5935.0,57.74707346782371,28.69694525910926
34,143.68,1363,1940,1426,1132,1121,1070,5935.0,57.74815557280666,28.696945259109267
35,48.433,1749,1940,1426,1113,521,676,5935.0,57.75031978277256,28.696945259109263
36,177.941,1922,2113,1600,1066,348,504,5935.0,57.75140188775553,28.69694525910926
37,179.788,2031,2222,1708,957,239,395,5935.0,57.75248399273848,28.696945259109267
38,111.981,2191,2395,1881,990,272,222,5935.0,57.75356609772142,28.69694525910926
39,166.407,2266,2470,1956,915,197,147,5935.0,57.75464820270438,28.696945259109263
40,124.005,2471,2676,2162,998,281,230,5935.0,57.75573030768734,28.696945259109263
41,77.72,2878,3160,2513,942,719,563,5935.0,57.75897662263619,28.696945259109256
42,19.675,2878,3160,2513,942,719,563,5935.0,57.76005872761915,28.696945259109267
43,126.455,746,2227,1684,2699,2682,3261,5935.0,57.73055055598359,28.696095094800242
44,159.623,716,2271,1729,2744,2727,3181,5935.0,57.73163265550573,28.69609509480024
45,149.333,701,2430,1888,2886,2886,3115,5935.0,57.732714755027864,28.696095094800235
46,133.39,367,2054,1511,2527,2509,2881,5935.0,57.73379685455001,28.696095094800235
47,156.909,225,2101,1559,2511,2557,2740,5935.0,57.73487895407215,28.696095094800235
48,87.406,122,2051,1508,2308,2393,2536,5935.0,57.735961053594295,28.69609509480024
49,126.228,38,1966,1424,2223,2308,2452,5935.0,57.73704315311644,28.696095094800235
50,134.294,64,1953,1411,2121,2206,2350,5935.0,57.738125252638575,28.696095094800242
51,161.055,234,1921,1379,1953,2038,2182,5935.0,57.73920735216071,28.69609509480024
52,94.115,374,1950,1407,1810,1895,2039,5935.0,57.740289451682855,28.696095094800242
53,152.009,561,1955,1413,1624,1709,1852,5935.0,57.741371551205006,28.696095094800242
54,154.836,705,1909,1367,1481,1566,1710,5935.0,57.74245365072714,28.696095094800242
55,165.39,834,1883,1341,1351,1436,1580,5935.0,57.74353575024927,28.696095094800235
56,77.343,1002,1916,1389,1197,1282,1438,5935.0,57.74461784977142,28.696095094800235
57,84.127,1108,1856,1342,1076,1161,1313,5935.0,57.74569994929357,28.696095094800242
58,151.519,1208,1785,1271,977,1063,1205,5935.0,57.74678204881571,28.696095094800235
59,221.663,1427,1877,1363,1070,1053,1003,5935.0,57.74786414833783,28.696095094800235
60,119.029,1524,1766,1252,956,940,889,5935.0,57.74894624785999,28.696095094800235
61,131.128,1616,1807,1293,980,656,811,5935.0,57.75002834738213,28.69609509480024
62,203.986,1823,2014,1501,1164,446,602,5935.0,57.751110446904256,28.696095094800235
63,115.223,2067,2258,1744,921,203,359,5935.0,57.75219254642641,28.69609509480024
64,110.963,2151,2342,1828,837,119,275,5935.0,57.75327464594855,28.696095094800235
65,127.698,2328,2531,2017,870,153,102,5935.0,57.754356745470695,28.696095094800235
66,50.393,2387,2590,2076,794,130,26,5935.0,57.75543884499283,28.696095094800235
67,23.595,2466,2669,2155,715,207,52,5935.0,57.75652094451497,28.696095094800235
68,102.897,2683,2963,2318,747,506,350,5935.0,57.757603044037104,28.696095094800235
69,30.455,2756,3048,2438,744,1437,1488,5935.0,57.75868514355927,28.69609509480024
70,8.141,2822,3113,2503,785,1503,1553,5935.0,57.7597672430814,28.69609509480024
71,22.276,3056,3347,2738,1019,1737,1787,5935.0,57.76084934260354,28.696095094800235
72,148.24,3074,3366,2756,1037,1755,1806,5935.0,57.761931442125686,28.696095094800242
73,65.244,905,2052,1510,2525,2508,3420,5935.0,57.729177137582276,28.695244933106274
74,158.04,870,2013,1471,2486,2469,3385,5935.0,57.730259231643835,28.695244933106274
75,161.244,700,2148,1605,2620,2603,3215,5935.0,57.7313413257054,28.695244933106267
76,141.418,568,2058,1516,2531,2514,3083,5935.0,57.732423419766974,28.695244933106274
77,65.545,379,1986,1444,2459,2442,2894,5935.0,57.73350551382854,28.69524493310627
78,154.572,296,1983,1441,2456,2439,2811,5935.0,57.734587607890106,28.695244933106274
