,POP_2015,community_space,education,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
0,46.348,750,526,1141,526,530,735.0,-72.63830560062192,18.519774462609732
1,31.268,750,526,1141,526,530,735.0,-72.63727450220676,18.519774462609732
2,4.092,847,343,900,343,355,735.0,-72.63211901013106,18.519774462609735
3,51.209,847,343,900,343,355,735.0,-72.63108791171591,18.519774462609735
4,41.239,834,0,1226,555,1043,735.0,-72.64118203388904,18.518949088853834
5,30.703,686,407,1077,407,649,735.0,-72.63911984321518,18.518949088853827
6,79.629,686,407,1077,407,649,735.0,-72.63808874787827,18.51894908885383
7,60.23,658,484,1049,484,426,735.0,-72.63705765254136,18.51894908885383
8,22.745,664,490,1055,490,420,735.0,-72.63602655720442,18.51894908885383
9,64.436,661,444,1001,444,0,735.0,-72.63396436653059,18.51894908885383
10,42.234,758,317,874,317,126,735.0,-72.63293327119366,18.51894908885383
11,68.618,847,343,900,343,355,735.0,-72.63190217585675,18.51894908885383
12,6.217,847,343,900,343,355,735.0,-72.63087108051981,18.51894908885383
13,342.373,800,34,1191,521,1009,735.0,-72.64096518338735,18.518123716616607
14,206.326,765,69,1156,486,974,735.0,-72.6399340911285,18.518123716616607
15,18.358,605,325,996,325,648,735.0,-72.63890299886963,18.518123716616607
16,30.884,650,371,1041,371,602,735.0,-72.63787190661074,18.518123716616604
17,59.733,696,417,1087,417,556,735.0,-72.6368408143519,18.518123716616607
18,88.989,459,286,850,286,201,735.0,-72.63580972209301,18.518123716616607
19,51.255,517,343,908,343,144,735.0,-72.63477862983413,18.518123716616607
20,37.734,617,405,970,405,82,735.0,-72.63374753757529,18.518123716616604
21,9.858,758,317,874,317,126,735.0,-72.6327164453164,18.518123716616607
22,93.805,720,216,772,216,228,735.0,-72.63168535305753,18.518123716616604
23,153.142,514,235,905,235,723,735.0,-72.63868616600001,18.51729834589799
24,42.46,696,417,1087,417,556,735.0,-72.63765507681904,18.517298345897995
25,20.484,696,417,1087,417,556,735.0,-72.63662398763809,18.517298345897995
26,86.027,426,252,817,252,235,735.0,-72.6355928984571,18.51729834589799
27,63.667,443,269,834,269,218,735.0,-72.63456180927612,18.517298345897995
28,50.689,604,100,656,100,344,735.0,-72.63249963091417,18.51729834589799
29,53.493,641,137,694,137,307,735.0,-72.6314685417332,18.517298345897995
30,53.448,943,468,1025,468,480,735.0,-72.6304374525522,18.51729834589799
31,109.692,908,311,1204,867,1198,735.0,-72.64362477512238,18.51647297669791
32,88.205,908,311,1204,867,1198,735.0,-72.64259368901911,18.516472976697905
33,487.086,279,0,670,0,488,735.0,-72.63743825850288,18.516472976697912
34,232.325,279,0,670,0,488,735.0,-72.63640717239963,18.516472976697905
35,353.888,504,0,556,0,444,735.0,-72.6333139140899,18.516472976697912
36,355.313,504,0,556,0,444,735.0,-72.63228282798667,18.516472976697912
37,52.458,777,273,829,273,442,735.0,-72.6312517418834,18.516472976697905
38,90.933,910,420,977,420,511,735.0,-72.63022065578015,18.51647297669791
39,46.892,908,311,1204,867,1198,735.0,-72.64340794981608,18.51564760901627
40,74.434,845,374,1141,930,1134,735.0,-72.64237686679037,18.51564760901627
41,46.061,708,511,1005,891,998,735.0,-72.64134578376469,18.515647609016273
42,122.87,167,403,765,447,759,735.0,-72.63825253468765,18.51564760901627
43,361.367,184,375,777,418,765,735.0,-72.63722145166197,18.51564760901627
44,303.553,226,52,617,52,435,735.0,-72.63619036863629,18.51564760901627
45,380.599,174,60,503,166,490,735.0,-72.63515928561061,18.515647609016266
46,593.217,235,0,442,227,434,735.0,-72.63412820258493,18.51564760901627
47,410.278,411,92,463,92,454,735.0,-72.63309711955924,18.515647609016266
48,346.409,638,43,690,134,578,735.0,-72.63206603653356,18.515647609016273
49,17.318,678,14,730,174,618,735.0,-72.63103495350789,18.51564760901627
50,28.103,877,373,929,373,542,735.0,-72.6300038704822,18.51564760901627
51,173.917,167,403,765,447,759,735.0,-72.6380357362443,18.514822242853004
52,587.4,167,403,765,447,759,735.0,-72.637004656296,18.514822242853
53,427.135,29,206,604,250,597,735.0,-72.63597357634775,18.514822242853004
54,478.301,235,0,442,227,434,735.0,-72.63494249639946,18.514822242853004
55,566.744,277,0,286,269,277,735.0,-72.6339114164512,18.514822242853
56,449.216,364,86,373,183,364,735.0,-72.6328803365029,18.514822242853004
57,385.466,701,21,753,197,641,735.0,-72.63184925655463,18.514822242853004
58,170.474,825,187,878,321,766,735.0,-72.63081817660635,18.514822242853004
