,POP_2015,active_living,community_space,education,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
0,0.0,3928,3371,3049,1643,5000,3700,6780.0,72.9425429304068,20.96323525761613
1,0.0,3928,3371,3049,1643,5000,3700,6780.0,72.94358384403468,20.963235257616127
2,0.0,5000,4788,4490,1115,5000,5000,6780.0,72.9571157211971,20.963235257616127
3,29.128,5000,4788,4490,1115,5000,5000,6780.0,72.95815663482497,20.96323525761613
4,0.0,3928,3371,3049,1643,5000,3700,6780.0,72.94229220089503,20.962405055536173
5,0.0,3928,3371,3049,1643,5000,3700,6780.0,72.94333311094492,20.962405055536177
6,0.035,5000,4788,4490,1115,5000,5000,6780.0,72.95686494159345,20.962405055536173
7,31.213,5000,4788,4490,1115,5000,5000,6780.0,72.95790585164333,20.962405055536177
8,33.935,1821,1539,1134,242,2962,1594,6780.0,72.92746879311673,20.961574855211186
9,109.617,1821,1539,1134,242,2962,1594,6780.0,72.92850969958882,20.961574855211186
10,125.171,1847,1565,1160,249,2994,1620,6780.0,72.9295506060609,20.961574855211186
11,64.017,1777,1494,1089,373,2928,1549,6780.0,72.93059151253297,20.961574855211182
12,68.188,1777,1494,1089,373,2928,1549,6780.0,72.93163241900501,20.961574855211186
13,73.95,1949,1667,1262,545,3101,1722,6780.0,72.9326733254771,20.961574855211186
14,0.0,3785,3229,2906,1501,5000,3558,6780.0,72.9441232966699,20.961574855211182
15,0.0,3785,3229,2906,1501,5000,3558,6780.0,72.94516420314197,20.96157485521119
16,0.0,3687,3130,2807,1402,4965,3459,6780.0,72.94620510961404,20.961574855211186
17,0.071,3651,3095,2772,1366,4931,3423,6780.0,72.94724601608613,20.961574855211182
18,9.191,4007,3451,3128,1616,5000,3780,6780.0,72.95140964197441,20.96157485521119
19,0.0,4045,3489,3166,1578,5000,3818,6780.0,72.95245054844649,20.961574855211182
20,46.166,4198,3642,3319,1425,5000,3971,6780.0,72.95349145491855,20.961574855211182
21,82.646,4438,3882,3559,1306,5000,4211,6780.0,72.95453236139063,20.961574855211186
22,49.877,5000,4702,4410,1029,5000,5000,6780.0,72.96181870669513,20.961574855211186
23,17.003,5000,4665,4373,992,5000,5000,6780.0,72.9628596131672,20.961574855211186
24,15.447,5000,5000,4791,2066,5000,5000,6780.0,72.96494142611134,20.961574855211182
25,16.296,5000,5000,4791,2066,5000,5000,6780.0,72.96598233258342,20.96157485521119
26,98.164,1433,1161,904,567,2295,1216,6780.0,72.92617723548216,20.96074465664107
27,101.628,1852,1570,1165,273,2993,1625,6780.0,72.9272181383766,20.960744656641072
28,56.77,1770,1488,1083,191,2911,1543,6780.0,72.92825904127102,20.960744656641072
29,110.324,1745,1463,1058,47,2886,1518,6780.0,72.92929994416546,20.960744656641072
30,78.51,1777,1494,1089,373,2928,1549,6780.0,72.9303408470599,20.960744656641072
31,47.933,1764,1482,1077,360,2916,1537,6780.0,72.93138174995433,20.960744656641072
32,156.525,1825,1543,1137,421,2976,1598,6780.0,72.93242265284876,20.960744656641072
33,0.0,3634,3078,2755,1350,4914,3407,6780.0,72.94387258468754,20.960744656641072
34,0.0,3785,3229,2906,1501,5000,3558,6780.0,72.94491348758194,20.96074465664107
35,16.791,3611,3054,2731,1326,4891,3383,6780.0,72.9459543904764,20.960744656641072
36,38.601,3630,3074,2751,1346,4911,3403,6780.0,72.94699529337085,20.960744656641072
37,5.09,3899,3343,3020,1615,5000,3672,6780.0,72.95011800205414,20.960744656641072
38,12.549,4007,3451,3128,1616,5000,3780,6780.0,72.95115890494857,20.960744656641072
39,0.0,4045,3489,3166,1578,5000,3818,6780.0,72.952199807843,20.960744656641072
40,20.573,4292,3736,3413,1331,5000,4065,6780.0,72.95324071073745,20.960744656641072
41,113.046,4378,3822,3499,1264,5000,4150,6780.0,72.95428161363188,20.960744656641076
42,5.55,4552,3995,3672,1071,5000,4324,6780.0,72.95532251652631,20.960744656641072
43,0.0,4552,3995,3672,1071,5000,4324,6780.0,72.95636341942073,20.960744656641072
44,5.585,5000,4511,4214,838,5000,4865,6780.0,72.95844522520963,20.960744656641076
45,96.891,5000,4587,4290,914,5000,4941,6780.0,72.95948612810405,20.960744656641072
46,122.06,5000,4623,4326,950,5000,4977,6780.0,72.96052703099846,20.96074465664107
47,140.76,5000,4651,4359,978,5000,5000,6780.0,72.9615679338929,20.96074465664107
48,45.954,5000,4769,4388,1336,5000,4971,6780.0,72.96260883678733,20.960744656641072
49,122.025,5000,4954,4486,1761,5000,5000,6780.0,72.96364973968178,20.960744656641076
50,54.331,5000,5000,4791,2066,5000,5000,6780.0,72.96469064257622,20.960744656641072
51,14.069,5000,5000,4791,2066,5000,5000,6780.0,72.96573154547065,20.960744656641076
52,114.531,1369,1097,840,503,2232,1152,6780.0,72.92592659665884,20.959914459825757
53,30.223,1688,1406,1001,223,2829,1461,6780.0,72.92800839529279,20.959914459825757
54,162.782,1635,1353,948,177,2776,1408,6780.0,72.92904929460975,20.959914459825757
55,103.325,1606,1324,919,247,2747,1379,6780.0,72.93009019392673,20.95991445982576
56,37.753,1627,1344,939,223,2778,1399,6780.0,72.9311310932437,20.95991445982576
57,86.817,1859,1576,1171,455,3010,1631,6780.0,72.93217199256067,20.959914459825757
58,3.782,3634,3078,2755,1350,4914,3407,6780.0,72.94362188504735,20.95991445982576
59,0.566,3477,2921,2598,1192,4757,3249,6780.0,72.94466278436433,20.95991445982576
60,82.858,3472,2916,2593,1188,4753,3245,6780.0,72.9457036836813,20.95991445982576
