,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,31.638,4565,92,2270,4271,0,11304.0,102.49983592585197,-3.4465521442583964
1,61.305,4565,92,2270,4271,0,11304.0,102.50083481816074,-3.4465521442583946
2,5.118,3472,1185,1370,3178,1093,11304.0,102.50782706432211,-3.446552144258395
3,2.437,3472,1185,1370,3178,1093,11304.0,102.50882595663091,-3.446552144258394
4,14.468,3182,897,1080,2887,897,11304.0,102.51082374124843,-3.446552144258395
5,9.593,2892,607,775,2597,607,11304.0,102.51282152586599,-3.446552144258395
6,54.88,2773,488,768,2479,488,11304.0,102.51382041817475,-3.4465521442583937
7,76.238,2765,480,760,2470,480,11304.0,102.51481931048349,-3.4465521442583937
8,42.318,2758,473,753,2464,473,11304.0,102.51581820279227,-3.4465521442583955
9,49.585,2890,605,885,2595,605,11304.0,102.51681709510105,-3.4465521442583937
10,12.584,3018,733,1013,2723,733,11304.0,102.51781598740983,-3.446552144258395
11,11.565,3018,733,1013,2723,733,11304.0,102.51881487971858,-3.4465521442583933
12,0.443,3210,925,1205,2915,925,11304.0,102.51981377202736,-3.446552144258395
13,0.0,3232,1428,1645,2576,1428,11304.0,102.52480823357124,-3.446552144258395
14,0.0,3183,1378,1595,2526,1378,11304.0,102.52580712587995,-3.4465521442583937
15,0.0,3262,1441,1674,2547,1457,11304.0,102.52680601818872,-3.4465521442583937
16,0.0,2843,1005,1359,2111,1070,11304.0,102.52880380280628,-3.4465521442583937
17,0.0,2843,1005,1359,2111,1070,11304.0,102.52980269511507,-3.4465521442583933
18,3.102,4678,88,2177,4384,133,11304.0,102.49889083364948,-3.447361473428352
19,94.428,4632,150,2244,4337,66,11304.0,102.49988972648255,-3.4473614734283538
20,80.226,4621,36,2214,4326,55,11304.0,102.50088861931562,-3.447361473428354
21,8.02,3120,835,1003,2825,835,11304.0,102.51087754764634,-3.4473614734283533
22,14.977,3120,835,1003,2825,835,11304.0,102.51187644047943,-3.447361473428353
