,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,39.476,5000,0,5000,5000,5000,5000,8731.0,79.8247793883051,10.980135621398217
1,15.958,5000,0,5000,5000,5000,5000,8731.0,79.82578860854376,10.980135621398217
2,43.032,5000,0,5000,5000,5000,5000,8731.0,79.82262500400927,10.979321112973933
3,97.599,5000,43,5000,5000,5000,5000,8731.0,79.82363422252918,10.979321112973933
4,7.74,5000,0,5000,5000,5000,5000,8731.0,79.82464344104906,10.979321112973931
5,42.823,5000,0,5000,5000,5000,5000,8731.0,79.82565265956897,10.979321112973931
6,49.457,5000,155,5000,5000,5000,5000,8731.0,79.82349828772377,10.978506605408917
7,74.439,5000,197,5000,5000,5000,5000,8731.0,79.82450750452502,10.978506605408917
8,52.923,5000,120,5000,5000,5000,5000,8731.0,79.82551672132628,10.978506605408917
9,53.461,5000,508,5000,5000,5000,5000,8731.0,79.82854437173009,10.978506605408915
10,95.627,5000,256,5000,5000,5000,5000,8731.0,79.82437157873275,10.9776920987031
11,2.69,5000,256,5000,5000,5000,5000,8731.0,79.82538079381553,10.977692098703098
12,0.209,5000,508,5000,5000,5000,5000,8731.0,79.82840843906381,10.9776920987031
13,26.835,5000,5000,5000,5000,5000,5000,8731.0,79.82699149552937,10.975248583740168
14,13.985,5000,5000,5000,5000,5000,5000,8731.0,79.82800070545746,10.97524858374017
15,57.107,5000,5000,5000,5000,5000,5000,8731.0,79.82685560750882,10.974434080470472
16,7.351,5000,5000,5000,5000,5000,5000,8731.0,79.82786481571893,10.974434080470473
17,55.972,5000,1073,5000,5000,5000,5000,8731.0,79.82167369775821,10.973619578059644
18,37.832,5000,653,5000,5000,4884,5000,8731.0,79.8236921107428,10.973619578059644
19,23.399,5000,668,5000,5000,4868,5000,8731.0,79.8247013172351,10.973619578059644
20,0.867,5000,900,5000,5000,4992,5000,8731.0,79.82571052372738,10.973619578059644
21,7.8,5000,5000,5000,5000,5000,5000,8731.0,79.82671973021966,10.973619578059646
22,8.009,5000,5000,5000,5000,5000,5000,8731.0,79.82772893671196,10.973619578059644
23,8.696,5000,1413,5000,5000,5000,5000,8731.0,79.82153783978876,10.972805076507607
24,54.866,5000,1132,5000,5000,4982,5000,8731.0,79.8225470445634,10.972805076507607
25,41.628,5000,866,5000,5000,4914,5000,8731.0,79.82355624933795,10.972805076507605
26,17.93,5000,744,5000,5000,4792,5000,8731.0,79.82456545411254,10.972805076507608
27,15.689,5000,953,5000,5000,4939,5000,8731.0,79.82557465888715,10.972805076507605
28,33.768,5000,905,5000,5000,4987,5000,8731.0,79.82658386366175,10.972805076507608
29,22.233,5000,1348,5000,5000,5000,5000,8731.0,79.82140199254972,10.971990575814306
30,70.106,5000,1091,5000,5000,4942,5000,8731.0,79.82241119560676,10.971990575814306
31,56.211,5000,1058,5000,5000,4908,5000,8731.0,79.8234203986638,10.971990575814303
32,14.434,5000,868,5000,5000,4693,5000,8731.0,79.82442960172085,10.971990575814303
33,37.743,5000,964,5000,5000,4755,5000,8731.0,79.82543880477789,10.971990575814303
