,POP_2015,active_living,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,97.907,4905,4273,609,2699,8788.0,84.91635454538124,26.671436743061065
1,129.184,4905,4273,609,2699,8788.0,84.9174242566469,26.67143674306107
2,149.878,4905,4273,609,2699,8788.0,84.91703416579378,26.67059253492019
3,120.483,4963,4668,1005,3094,8788.0,84.92024328484871,26.67059253492019
4,88.814,4963,4668,1005,3094,8788.0,84.92131299120035,26.670592534920186
5,106.334,4963,4668,1005,3094,8788.0,84.91985319662605,26.6697483291493
6,110.998,4963,4668,1005,3094,8788.0,84.9209228980639,26.669748329149296
7,182.057,4359,3727,173,2153,8788.0,84.91265492263001,26.668059924717145
8,95.398,4359,3727,173,2153,8788.0,84.91226491599984,26.66721572605567
9,110.723,4359,3727,173,2153,8788.0,84.91333460269766,26.667215726055673
10,91.91,4022,3391,295,1816,8788.0,84.91187492673834,26.6663715297638
11,134.044,4275,3643,20,2069,8788.0,84.91401429030813,26.6663715297638
12,116.603,5000,5000,5000,5000,8788.0,84.91508397209304,26.6663715297638
13,126.244,5000,5000,5000,5000,8788.0,84.91615365387797,26.666371529763808
14,150.545,4314,4186,761,2849,8788.0,84.91722333566287,26.66637152976381
15,126.989,4408,4280,855,2944,8788.0,84.91829301744777,26.6663715297638
16,95.516,4531,4419,632,3083,8788.0,84.91936269923266,26.6663715297638
17,140.511,4682,4571,784,3234,8788.0,84.92043238101756,26.666371529763804
18,124.402,4546,4439,648,3103,8788.0,84.92150206280249,26.666371529763804
19,58.517,4132,3501,268,1926,8788.0,84.91148495484488,26.665527335841436
20,35.236,4132,3501,268,1926,8788.0,84.9125546317171,26.66552733584144
21,95.79,4160,3528,135,1954,8788.0,84.9136243085893,26.66552733584144
22,139.257,4195,4067,642,2731,8788.0,84.91576366233375,26.66552733584143
23,113.663,4245,4116,692,2780,8788.0,84.91683333920595,26.665527335841436
24,71.921,4408,4280,855,2944,8788.0,84.91790301607816,26.665527335841432
25,98.33,4384,4272,486,2936,8788.0,84.91897269295038,26.66552733584144
26,31.473,4682,4571,784,3234,8788.0,84.92004236982258,26.665527335841432
27,111.978,4499,4392,601,3056,8788.0,84.92111204669483,26.665527335841432
28,142.353,4011,3380,0,1805,8788.0,84.9110950003189,26.66468314428847
29,94.732,4160,3528,135,1954,8788.0,84.91323434423836,26.66468314428847
30,45.896,4178,4049,624,2713,8788.0,84.91537368815786,26.66468314428847
31,171.866,4178,4049,624,2713,8788.0,84.9164433601176,26.66468314428847
32,141.373,4047,3919,494,2582,8788.0,84.91751303207732,26.66468314428847
33,102.06,4384,4272,486,2936,8788.0,84.91858270403709,26.66468314428847
34,113.075,4423,4316,525,2980,8788.0,84.92072204795657,26.66468314428847
35,32.453,3815,3053,977,1479,8788.0,84.90000839268482,26.66383895510482
36,152.818,3779,3017,836,1443,8788.0,84.90107805973231,26.66383895510481
37,158.815,3589,2828,682,1253,8788.0,84.90214772677979,26.663838955104815
38,109.195,3554,2792,589,1218,8788.0,84.90321739382729,26.66383895510482
39,172.807,3538,2777,543,1202,8788.0,84.90428706087475,26.663838955104815
40,144.274,3610,2979,280,1404,8788.0,84.90535672792225,26.66383895510482
41,85.443,3562,2930,231,1356,8788.0,84.90642639496974,26.663838955104815
42,105.236,3621,2990,151,1415,8788.0,84.90749606201726,26.663838955104815
43,157.835,3654,3022,184,1448,8788.0,84.90856572906473,26.66383895510482
44,147.723,3654,3022,184,1448,8788.0,84.90963539611221,26.66383895510482
45,132.946,4011,3380,0,1805,8788.0,84.9107050631597,26.66383895510482
46,114.8,3905,3274,106,1699,8788.0,84.91177473020718,26.66383895510482
47,76.076,3934,3592,134,2018,8788.0,84.91284439725467,26.66383895510482
48,117.543,3922,3580,123,2006,8788.0,84.91391406430218,26.66383895510482
49,115.388,3929,3680,0,2106,8788.0,84.91498373134966,26.66383895510482
50,161.558,3898,3770,345,2434,8788.0,84.91605339839714,26.663838955104815
51,187.622,3962,3834,409,2497,8788.0,84.91712306544464,26.66383895510482
52,189.476,4045,3917,424,2581,8788.0,84.91819273249212,26.663838955104815
53,146.575,4231,4119,333,2783,8788.0,84.91926239953962,26.66383895510482
54,140.237,4307,4199,408,2863,8788.0,84.92033206658711,26.66383895510482
55,158.344,4288,4266,390,2930,8788.0,84.92140173363458,26.663838955104815
56,115.936,4278,4318,497,3095,8788.0,84.92247140068208,26.66383895510481
57,84.503,4233,4303,568,3193,8788.0,84.92354106772956,26.663838955104815
58,23.125,4520,4590,606,3689,8788.0,84.92675006887201,26.663838955104815
59,14.58,4520,4590,606,3689,8788.0,84.92781973591953,26.66383895510481
60,2.665,4622,4692,708,3791,8788.0,84.92995907001449,26.66383895510482
61,0.666,4568,4747,763,3846,8788.0,84.931028737062,26.66383895510482
62,116.407,3818,2965,998,1413,8788.0,84.89961852201219,26.662994768290368
63,130.556,3894,3036,1056,1485,8788.0,84.90068818414764,26.662994768290368
64,138.865,3584,2822,912,1247,8788.0,84.9017578462831,26.662994768290368
65,105.55,3524,2762,853,1188,8788.0,84.90282750841854,26.662994768290368
66,118.484,3421,2659,749,1085,8788.0,84.903897170554,26.662994768290368
67,124.363,3562,2930,231,1356,8788.0,84.90496683268947,26.662994768290364
68,135.22,3562,2930,231,1356,8788.0,84.90603649482492,26.662994768290368
69,120.6,3406,2775,76,1200,8788.0,84.90710615696037,26.662994768290368
70,124.716,3509,2878,39,1303,8788.0,84.90817581909582,26.662994768290368
71,157.129,3583,2952,113,1377,8788.0,84.90924548123127,26.662994768290364
72,225.954,3707,3075,237,1501,8788.0,84.91031514336672,26.662994768290364
73,167.672,3761,3129,250,1555,8788.0,84.9113848055022,26.662994768290368
74,125.186,3771,3429,251,1855,8788.0,84.91245446763763,26.662994768290364
75,81.367,3795,3461,227,1886,8788.0,84.9135241297731,26.66299476829037
76,103.982,3929,3680,0,2106,8788.0,84.91459379190854,26.662994768290368
77,140.197,3867,3738,314,2402,8788.0,84.915663454044,26.662994768290368
78,190.405,3884,3756,331,2420,8788.0,84.91673311617944,26.662994768290368
79,228.541,3934,3806,334,2470,8788.0,84.91780277831491,26.662994768290368
80,214.0,4155,4048,257,2712,8788.0,84.91887244045034,26.662994768290368
81,210.551,4148,4041,249,2705,8788.0,84.91994210258581,26.66299476829037
82,141.373,4140,4134,243,2798,8788.0,84.92101176472127,26.662994768290368
83,53.382,4222,4233,324,2897,8788.0,84.9220814268567,26.662994768290368
84,76.115,4133,4203,468,3093,8788.0,84.92315108899216,26.662994768290364
85,63.69,4123,4193,458,3083,8788.0,84.9242207511276,26.662994768290368
86,38.097,4520,4590,606,3689,8788.0,84.92742973753398,26.662994768290368
87,8.623,4499,4569,585,3668,8788.0,84.92849939966943,26.662994768290368
88,0.274,4508,4578,594,3677,8788.0,84.9295690618049,26.66299476829037
89,12.895,4622,4692,708,3791,8788.0,84.93063872394035,26.662994768290364
90,114.996,3708,2838,1107,1287,8788.0,84.89922866870297,26.662150583845037
91,181.822,3699,2829,1116,1278,8788.0,84.90029832592661,26.662150583845033
92,185.075,3959,3102,1121,1550,8788.0,84.90136798315024,26.662150583845037
93,168.613,3421,2659,749,1085,8788.0,84.90243764037389,26.66215058384504
94,143.098,3421,2659,749,1085,8788.0,84.90350729759753,26.662150583845037
95,87.442,3348,2716,121,1142,8788.0,84.90671626926844,26.662150583845037
