,POP_2015,community_space,education,ID_HDC_G0,lng,lat
96,38.887,3964,401,2175.0,3.6495263340458903,6.855320567782613
97,10.234,4618,470,2175.0,3.655539558817077,6.855320567782611
98,23.989,4603,455,2175.0,3.656541762945608,6.855320567782612
99,31.131,2698,317,2175.0,3.6294784403589992,6.854509574433838
100,29.092,2615,238,2175.0,3.630480643435172,6.854509574433837
101,50.821,2621,267,2175.0,3.6314828465113442,6.854509574433837
102,42.353,2701,542,2175.0,3.6324850495875176,6.854509574433837
103,36.061,2720,596,2175.0,3.6334872526636905,6.854509574433837
104,44.749,2806,609,2175.0,3.634489455739863,6.854509574433837
105,51.818,2871,462,2175.0,3.635491658816035,6.854509574433837
106,49.44,2871,462,2175.0,3.636493861892208,6.854509574433839
107,51.608,3160,536,2175.0,3.637496064968381,6.854509574433838
108,53.318,3199,355,2175.0,3.638498268044553,6.854509574433837
109,53.931,3244,340,2175.0,3.6395004711207255,6.854509574433837
110,46.944,3292,315,2175.0,3.640502674196898,6.854509574433837
111,10.901,3412,289,2175.0,3.6425070803492434,6.854509574433837
112,33.491,3412,289,2175.0,3.6435092834254155,6.854509574433837
113,48.937,3730,273,2175.0,3.644511486501588,6.854509574433837
114,22.699,3803,261,2175.0,3.64551368957776,6.854509574433837
115,35.238,3751,255,2175.0,3.646515892653934,6.854509574433837
116,45.298,3673,362,2175.0,3.647518095730106,6.854509574433837
117,41.017,3932,377,2175.0,3.6485202988062793,6.854509574433837
118,35.612,3951,316,2175.0,3.649522501882451,6.854509574433837
119,35.503,2656,273,2175.0,3.6294746297047955,6.8536985816134255
120,31.451,2593,249,2175.0,3.6304768317287364,6.8536985816134255
121,36.984,2552,380,2175.0,3.631479033752678,6.853698581613423
122,47.072,2523,409,2175.0,3.63248123577662,6.853698581613425
123,48.828,2687,586,2175.0,3.633483437800561,6.853698581613424
124,42.444,2687,586,2175.0,3.6344856398245033,6.853698581613423
125,37.826,2871,462,2175.0,3.6354878418484446,6.853698581613424
126,39.106,2879,579,2175.0,3.6364900438723864,6.853698581613423
127,50.227,2976,546,2175.0,3.637492245896329,6.853698581613424
128,53.967,3028,368,2175.0,3.63849444792027,6.853698581613424
129,54.946,3078,198,2175.0,3.6394966499442116,6.853698581613424
130,40.789,3212,227,2175.0,3.640498851968153,6.853698581613424
131,25.132,3345,222,2175.0,3.6425032560160364,6.853698581613424
132,28.964,3412,289,2175.0,3.643505458039978,6.853698581613424
133,47.072,3673,329,2175.0,3.6445076600639195,6.853698581613424
134,44.703,3730,273,2175.0,3.645509862087861,6.853698581613424
135,47.474,3735,272,2175.0,3.6465120641118034,6.853698581613424
136,52.678,3617,389,2175.0,3.647514266135745,6.853698581613424
137,56.601,3835,199,2175.0,3.648516468159687,6.853698581613423
138,50.264,3835,199,2175.0,3.649518670183628,6.853698581613424
139,42.307,3900,0,2175.0,3.65052087220757,6.853698581613425
140,35.256,4374,226,2175.0,3.656534084351219,6.853698581613424
141,8.432,4361,213,2175.0,3.6575362863751613,6.853698581613423
142,18.968,2636,254,2175.0,3.628468618540811,6.852887589321308
143,35.091,2627,245,2175.0,3.6294708195126506,6.85288758932131
144,28.772,2501,119,2175.0,3.630473020484488,6.85288758932131
145,34.332,2546,386,2175.0,3.6314752214563266,6.85288758932131
146,37.469,2516,415,2175.0,3.632477422428165,6.85288758932131
147,38.539,2516,415,2175.0,3.633479623400003,6.85288758932131
148,42.316,2778,478,2175.0,3.63548402534368,6.85288758932131
149,51.754,2818,503,2175.0,3.6364862263155184,6.85288758932131
150,53.766,2908,467,2175.0,3.6374884272873578,6.85288758932131
151,51.699,2934,327,2175.0,3.6384906282591953,6.852887589321309
152,42.819,3126,142,2175.0,3.6394928292310333,6.852887589321311
153,45.243,3139,77,2175.0,3.640495030202872,6.852887589321311
154,32.238,3243,120,2175.0,3.6424994321465483,6.852887589321308
155,45.142,3673,329,2175.0,3.644503834090225,6.852887589321311
156,35.869,3500,418,2175.0,3.6455060350620627,6.852887589321308
157,55.842,3490,516,2175.0,3.646508236033902,6.852887589321311
158,57.681,3557,449,2175.0,3.64751043700574,6.85288758932131
159,56.565,3774,350,2175.0,3.6485126379775785,6.85288758932131
160,60.15,3774,350,2175.0,3.6495148389494165,6.85288758932131
161,58.796,3900,0,2175.0,3.650517039921256,6.852887589321311
162,52.925,3900,0,2175.0,3.6515192408930934,6.852887589321308
163,48.617,3959,226,2175.0,3.652521441864932,6.852887589321309
164,48.48,4089,285,2175.0,3.653523642836771,6.852887589321311
165,24.437,4361,213,2175.0,3.656530245752286,6.852887589321311
166,4.774,4361,213,2175.0,3.6575324467241237,6.852887589321309
167,33.683,2595,213,2175.0,3.6284648098626975,6.852076597557429
168,26.549,2595,213,2175.0,3.62946700978256,6.85207659755743
169,26.357,2420,37,2175.0,3.630469209702424,6.85207659755743
170,31.607,2382,0,2175.0,3.6314714096222867,6.85207659755743
171,38.987,2373,272,2175.0,3.6324736095421484,6.85207659755743
172,37.743,2605,196,2175.0,3.6344780093818736,6.85207659755743
173,41.877,2712,412,2175.0,3.635480209301736,6.85207659755743
174,58.549,2712,412,2175.0,3.636482409221599,6.852076597557429
175,56.025,2827,370,2175.0,3.6374846091414623,6.8520765975574305
176,43.532,2852,215,2175.0,3.6384868090613245,6.8520765975574305
177,46.13,2939,128,2175.0,3.639489008981186,6.85207659755743
178,40.853,3067,0,2175.0,3.6404912089010493,6.852076597557429
179,50.245,3123,0,2175.0,3.641493408820912,6.85207659755743
180,43.862,3151,28,2175.0,3.642495608740774,6.8520765975574305
181,49.578,3148,143,2175.0,3.643497808660637,6.85207659755743
182,49.395,3472,390,2175.0,3.6455022085003628,6.852076597557429
183,57.187,3410,560,2175.0,3.6465044084202245,6.8520765975574305
184,61.961,3490,523,2175.0,3.647506608340088,6.85207659755743
185,57.132,3774,350,2175.0,3.64850880825995,6.8520765975574305
186,56.373,3660,240,2175.0,3.6495110081798123,6.852076597557429
187,53.986,3780,120,2175.0,3.6505132080996763,6.85207659755743
188,47.785,3922,260,2175.0,3.6525176079394006,6.852076597557429
189,34.232,3889,258,2175.0,3.6535198078592637,6.85207659755743
190,32.567,4022,157,2175.0,3.6545220077791263,6.8520765975574305
191,44.538,4153,5,2175.0,3.6555242076989884,6.852076597557429
192,38.073,2218,508,2175.0,3.631467598250552,6.851265606321719
193,47.968,2288,187,2175.0,3.6324697971185658,6.851265606321718
194,30.153,2605,196,2175.0,3.634474194854595,6.851265606321718
195,26.458,2600,313,2175.0,3.6354763937226093,6.851265606321718
196,35.731,2737,462,2175.0,3.636478592590624,6.851265606321719
197,37.634,2709,395,2175.0,3.6374807914586382,6.851265606321719
198,40.963,2852,215,2175.0,3.6384829903266533,6.85126560632172
199,47.886,2902,210,2175.0,3.6394851891946667,6.851265606321718
200,42.417,2958,111,2175.0,3.640487388062682,6.851265606321718
201,55.239,3148,143,2175.0,3.642491785798711,6.85126560632172
202,50.108,3148,143,2175.0,3.6434939846667254,6.85126560632172
203,57.845,3115,296,2175.0,3.6444961835347405,6.851265606321719
204,57.726,3293,512,2175.0,3.6454983824027543,6.851265606321719
205,61.924,3324,493,2175.0,3.646500581270769,6.851265606321719
206,59.683,3324,466,2175.0,3.6475027801387836,6.851265606321719
207,63.854,3660,240,2175.0,3.6495071778748125,6.851265606321719
208,49.44,3634,61,2175.0,3.6505093767428267,6.85126560632172
209,25.562,3634,61,2175.0,3.651511575610842,6.851265606321719
210,36.719,3885,295,2175.0,3.652513774478856,6.851265606321719
211,31.808,3889,258,2175.0,3.6535159733468707,6.85126560632172
212,45.874,4022,157,2175.0,3.654518172214885,6.85126560632172
213,29.156,4147,0,2175.0,3.6555203710828987,6.851265606321718
214,22.05,4355,449,2175.0,3.656522569950914,6.85126560632172
215,23.778,4355,449,2175.0,3.657524768818929,6.851265606321719
216,9.2,2274,0,2175.0,3.6294593917085316,6.850454615614116
217,31.89,2218,508,2175.0,3.6314637873411195,6.8504546156141135
218,24.053,2288,187,2175.0,3.632465985157414,6.850454615614115
219,36.564,2408,0,2175.0,3.6334681829737074,6.850454615614116
220,26.979,2408,0,2175.0,3.6344703807900016,6.850454615614114
221,46.898,2416,356,2175.0,3.6354725786062962,6.850454615614116
222,53.108,2620,456,2175.0,3.6364747764225895,6.850454615614114
223,55.925,2704,389,2175.0,3.6374769742388833,6.850454615614115
224,38.283,2744,327,2175.0,3.6384791720551766,6.850454615614114
225,40.707,2801,311,2175.0,3.639481369871471,6.850454615614114
226,33.674,2867,246,2175.0,3.640483567687765,6.850454615614114
227,34.853,2883,239,2175.0,3.6414857655040582,6.850454615614114
228,49.166,2904,280,2175.0,3.6424879633203524,6.850454615614114
229,57.095,3115,296,2175.0,3.6434901611366466,6.850454615614115
230,61.604,3115,296,2175.0,3.6444923589529408,6.8504546156141135
231,62.235,3227,578,2175.0,3.6454945567692354,6.850454615614115
232,60.781,3277,470,2175.0,3.6464967545855287,6.850454615614115
233,59.537,3300,468,2175.0,3.647498952401822,6.850454615614114
234,58.302,3410,340,2175.0,3.648501150218116,6.850454615614115
235,39.545,3486,86,2175.0,3.6495033480344103,6.850454615614115
236,34.835,3584,18,2175.0,3.650505545850704,6.850454615614114
237,49.504,3599,26,2175.0,3.651507743666999,6.850454615614115
238,55.348,3848,269,2175.0,3.652509941483293,6.850454615614116
239,30.82,3848,269,2175.0,3.6535121392995866,6.850454615614114
240,43.441,4355,449,2175.0,3.6565187327484674,6.850454615614114
241,22.626,4449,542,2175.0,3.6575209305647625,6.850454615614114
242,13.444,2274,0,2175.0,3.6294555833645843,6.849643625434554
243,12.154,2126,147,2175.0,3.630457780129285,6.849643625434554
244,26.33,2065,313,2175.0,3.6314599768939866,6.849643625434553
245,28.598,2094,313,2175.0,3.632462173658687,6.849643625434554
246,36.591,2318,90,2175.0,3.6334643704233875,6.849643625434553
247,42.709,2416,356,2175.0,3.6344665671880887,6.849643625434553
248,56.885,2416,356,2175.0,3.63546876395279,6.849643625434554
249,58.184,2557,393,2175.0,3.6364709607174914,6.849643625434554
250,61.247,2572,408,2175.0,3.637473157482191,6.849643625434554
251,58.028,2650,416,2175.0,3.638475354246892,6.849643625434553
252,58.815,2716,396,2175.0,3.639477551011593,6.849643625434554
253,60.031,2805,353,2175.0,3.640479747776294,6.849643625434553
254,35.667,2848,274,2175.0,3.641481944540996,6.849643625434554
255,37.807,2919,295,2175.0,3.642484141305697,6.849643625434554
256,48.663,2971,412,2175.0,3.643486338070397,6.849643625434554
257,51.215,3037,531,2175.0,3.644488534835098,6.849643625434556
258,40.24,3124,552,2175.0,3.6454907315997995,6.849643625434555
259,42.554,3217,409,2175.0,3.646492928364501,6.849643625434555
260,39.81,3208,404,2175.0,3.6474951251292014,6.849643625434556
261,36.929,3301,271,2175.0,3.6484973218939025,6.849643625434554
262,54.708,3405,167,2175.0,3.6494995186586037,6.849643625434555
263,41.274,3552,122,2175.0,3.650501715423304,6.849643625434555
264,47.401,3603,173,2175.0,3.6515039121880055,6.849643625434553
265,46.578,3802,130,2175.0,3.6525061089527058,6.849643625434554
266,30.299,3802,130,2175.0,3.653508305717408,6.849643625434555
267,46.944,3975,69,2175.0,3.654510502482108,6.849643625434554
268,42.892,4114,208,2175.0,3.6555126992468097,6.849643625434554
269,42.828,4318,411,2175.0,3.657517092776211,6.849643625434553
270,44.035,2309,791,2175.0,3.6274473840562034,6.848832635782975
271,21.538,2309,791,2175.0,3.628449579769439,6.848832635782974
272,12.301,2225,358,2175.0,3.629451775482675,6.848832635782975
273,25.159,2207,293,2175.0,3.6304539711959105,6.848832635782974
274,22.727,2072,227,2175.0,3.6314561669091465,6.848832635782974
275,40.268,2094,313,2175.0,3.632458362622381,6.848832635782973
276,43.587,2245,162,2175.0,3.633460558335617,6.848832635782974
277,51.443,2302,241,2175.0,3.6344627540488528,6.848832635782974
278,51.571,2302,241,2175.0,3.635464949762088,6.848832635782975
279,57.123,2443,280,2175.0,3.636467145475323,6.848832635782973
280,60.689,2436,273,2175.0,3.6374693411885595,6.848832635782974
281,59.775,2563,399,2175.0,3.638471536901795,6.848832635782972
282,47.182,2646,482,2175.0,3.6394737326150306,6.848832635782973
283,65.454,2655,467,2175.0,3.6404759283282653,6.848832635782974
284,61.897,2754,430,2175.0,3.6414781240415013,6.848832635782974
285,55.851,2754,447,2175.0,3.6424803197547364,6.848832635782973
286,62.939,2852,569,2175.0,3.643482515467973,6.848832635782974
287,61.467,2942,548,2175.0,3.644484711181208,6.848832635782974
288,63.012,3022,557,2175.0,3.645486906894444,6.848832635782974
289,64.274,3044,535,2175.0,3.646489102607679,6.848832635782974
290,63.287,3168,404,2175.0,3.6474912983209147,6.848832635782975
291,61.348,3288,320,2175.0,3.6484934940341502,6.848832635782975
292,60.241,3288,320,2175.0,3.6494956897473863,6.848832635782974
293,31.406,3552,122,2175.0,3.650497885460621,6.848832635782975
294,48.078,3603,173,2175.0,3.651500081173858,6.848832635782974
295,55.312,3802,110,2175.0,3.652502276887093,6.848832635782973
296,35.951,3812,99,2175.0,3.6535044726003294,6.848832635782974
297,39.124,3978,0,2175.0,3.6545066683135645,6.848832635782974
298,43.67,4114,208,2175.0,3.6555088640267996,6.848832635782975
299,38.338,4343,437,2175.0,3.657513255453271,6.848832635782974
300,33.372,2320,801,2175.0,3.6264413840771064,6.8480216466593085
301,52.587,2280,761,2175.0,3.627443578739002,6.8480216466593085
302,10.453,2309,791,2175.0,3.6284457734009017,6.848021646659309
303,40.304,2184,317,2175.0,3.629447968062799,6.8480216466593085
304,25.854,2207,293,2175.0,3.6304501627246966,6.848021646659308
305,17.614,2190,320,2175.0,3.631452357386594,6.8480216466593085
306,42.773,2028,595,2175.0,3.632454552048492,6.8480216466593085
307,34.771,2028,595,2175.0,3.63345674671039,6.8480216466593085
308,48.069,2222,322,2175.0,3.6344589413722876,6.8480216466593085
309,36.728,2366,202,2175.0,3.636463330696082,6.8480216466593085
310,57.552,2436,273,2175.0,3.637465525357981,6.848021646659309
311,61.211,2399,235,2175.0,3.6384677200198783,6.8480216466593085
312,39.152,2508,345,2175.0,3.639469914681776,6.848021646659308
313,40.908,2628,464,2175.0,3.6404721093436736,6.848021646659308
314,58.238,2705,417,2175.0,3.641474304005572,6.8480216466593085
315,51.855,2754,430,2175.0,3.6424764986674694,6.8480216466593085
316,64.037,2834,520,2175.0,3.6434786933293677,6.8480216466593085
317,56.931,2870,617,2175.0,3.6444808879912647,6.8480216466593085
318,56.766,2815,421,2175.0,3.645483082653162,6.848021646659308
319,55.458,2879,381,2175.0,3.646485277315061,6.8480216466593085
320,47.09,3032,486,2175.0,3.647487471976958,6.8480216466593085
321,61.842,3193,384,2175.0,3.6484896666388558,6.848021646659308
322,58.623,3288,320,2175.0,3.649491861300754,6.8480216466593085
323,33.683,3355,300,2175.0,3.650494055962652,6.848021646659309
324,56.418,3418,294,2175.0,3.65149625062455,6.8480216466593085
325,43.002,3712,0,2175.0,3.6524984452864473,6.848021646659308
326,36.399,3712,0,2175.0,3.653500639948345,6.8480216466593085
327,25.232,2395,876,2175.0,3.6264375802728894,6.847210658063495
328,35.466,2338,819,2175.0,3.627439773883578,6.847210658063495
329,33.418,2239,721,2175.0,3.628441967494266,6.847210658063494
330,40.78,2010,491,2175.0,3.6294441611049537,6.847210658063495
331,45.526,2122,688,2175.0,3.6324507419370162,6.847210658063495
332,37.46,2082,444,2175.0,3.6344551291583898,6.847210658063495
333,45.563,2192,68,2175.0,3.6354573227690783,6.847210658063495
334,35.393,2218,54,2175.0,3.6364595163797655,6.847210658063495
335,48.142,2284,121,2175.0,3.6374617099904527,6.847210658063495
336,53.282,2399,235,2175.0,3.6384639036011412,6.847210658063496
337,62.647,2474,614,2175.0,3.640468290822516,6.847210658063495
338,60.79,2548,597,2175.0,3.641470484433203,6.847210658063495
339,60.031,2548,597,2175.0,3.6424726780438914,6.847210658063496
340,54.196,2647,454,2175.0,3.6444770652652663,6.847210658063495
341,47.712,2781,387,2175.0,3.6454792588759535,6.847210658063495
342,60.543,2946,314,2175.0,3.6464814524866416,6.847210658063495
343,54.955,3133,384,2175.0,3.6474836460973292,6.847210658063495
344,57.415,3133,384,2175.0,3.648485839708016,6.847210658063495
345,41.804,3264,326,2175.0,3.6494880333187036,6.847210658063495
346,42.353,3397,332,2175.0,3.6504902269293913,6.847210658063495
347,53.94,3472,240,2175.0,3.65149242054008,6.847210658063495
348,48.691,3632,80,2175.0,3.6524946141507666,6.847210658063495
349,43.807,2066,762,2175.0,3.628438162049528,6.846399669995468
350,39.481,2010,491,2175.0,3.629440354609132,6.846399669995468
351,31.451,1739,534,2175.0,3.631444739728343,6.846399669995469
352,33.088,1739,534,2175.0,3.6324469322879485,6.846399669995469
353,33.61,2082,444,2175.0,3.634451317407157,6.846399669995468
354,38.594,2081,42,2175.0,3.635453509966762,6.846399669995469
355,42.499,2163,0,2175.0,3.636455702526367,6.846399669995468
356,55.888,2218,54,2175.0,3.6374578950859724,6.846399669995469
357,56.226,2418,383,2175.0,3.6384600876455773,6.846399669995469
358,55.147,2401,460,2175.0,3.6394622802051813,6.846399669995468
359,65.107,2487,546,2175.0,3.640464472764786,6.846399669995469
360,68.106,2474,597,2175.0,3.641466665324392,6.846399669995468
361,64.576,2548,597,2175.0,3.6424688578839968,6.846399669995469
362,61.156,2647,454,2175.0,3.6444732430032065,6.846399669995469
363,64.302,2855,246,2175.0,3.645475435562811,6.84639966999547
364,60.9,3039,221,2175.0,3.6464776281224167,6.84639966999547
365,55.714,3039,221,2175.0,3.6474798206820216,6.84639966999547
366,43.962,3211,394,2175.0,3.6494842058012305,6.846399669995468
367,52.056,3262,485,2175.0,3.6504863983608358,6.846399669995469
368,59.482,3488,469,2175.0,3.65148859092044,6.846399669995467
369,45.901,3569,202,2175.0,3.6524907834800455,6.846399669995468
370,32.165,4197,645,2175.0,3.6564995537184646,6.846399669995469
371,17.349,4197,645,2175.0,3.657501746278071,6.846399669995469
372,40.533,1924,620,2175.0,3.6294365485753337,6.845588682455167
373,16.919,1613,527,2175.0,3.6314409315926333,6.845588682455168
374,37.487,1611,521,2175.0,3.6324431231012837,6.845588682455167
375,32.018,1881,243,2175.0,3.634447506118584,6.845588682455167
376,41.136,1927,196,2175.0,3.6354496976272332,6.845588682455167
377,33.975,2154,128,2175.0,3.6364518891358832,6.845588682455169
378,55.669,2271,412,2175.0,3.6384562721531823,6.845588682455169
379,49.861,2322,463,2175.0,3.639458463661832,6.845588682455168
380,57.863,2404,544,2175.0,3.6404606551704823,6.84558868245517
381,66.35,2370,510,2175.0,3.641462846679132,6.845588682455168
382,64.741,2394,522,2175.0,3.6424650381877814,6.845588682455167
383,64.558,2506,520,2175.0,3.6434672296964314,6.845588682455167
384,60.708,2624,490,2175.0,3.644469421205081,6.845588682455168
385,56.583,2681,433,2175.0,3.6454716127137314,6.845588682455167
386,50.703,2976,125,2175.0,3.6464738042223814,6.845588682455168
387,52.166,3041,0,2175.0,3.6474759957310305,6.845588682455167
388,45.334,3026,648,2175.0,3.6484781872396805,6.845588682455168
389,50.52,3221,525,2175.0,3.6494803787483296,6.845588682455168
390,61.192,3319,512,2175.0,3.6504825702569805,6.845588682455167
391,60.333,3491,445,2175.0,3.65148476176563,6.845588682455167
392,51.782,3492,280,2175.0,3.65248695327428,6.845588682455169
393,34.021,3641,429,2175.0,3.6534891447829296,6.845588682455168
394,27.007,4048,496,2175.0,3.6554935278002305,6.845588682455167
395,38.402,4048,496,2175.0,3.6564957193088796,6.845588682455167
396,42.17,4197,645,2175.0,3.6574979108175287,6.845588682455168
397,54.681,2002,1402,2175.0,3.6254239811722626,6.844777695442529
398,37.149,1972,1372,2175.0,3.6264261716300856,6.844777695442529
399,18.328,1942,1342,2175.0,3.627428362087907,6.844777695442529
400,32.457,1680,594,2175.0,3.6314371239191967,6.84477769544253
401,38.932,1613,527,2175.0,3.6324393143770193,6.84477769544253
402,38.073,2051,331,2175.0,3.6344436952926644,6.844777695442528
403,47.922,1975,243,2175.0,3.635445885750486,6.84477769544253
404,38.877,2072,210,2175.0,3.6364480762083087,6.844777695442529
405,42.023,2235,376,2175.0,3.6374502666661304,6.844777695442529
406,50.071,2253,394,2175.0,3.638452457123953,6.844777695442529
407,51.544,2193,334,2175.0,3.639454647581775,6.84477769544253
408,46.898,2193,334,2175.0,3.6404568380395985,6.844777695442532
409,60.47,2258,387,2175.0,3.6414590284974198,6.844777695442532
410,65.299,2483,430,2175.0,3.6424612189552428,6.844777695442528
411,63.342,2483,430,2175.0,3.643463409413065,6.84477769544253
412,51.077,2671,446,2175.0,3.644465599870886,6.84477769544253
413,56.656,2681,433,2175.0,3.6454677903287096,6.84477769544253
414,50.071,3041,0,2175.0,3.647472171244354,6.84477769544253
415,41.557,2951,89,2175.0,3.648474361702176,6.84477769544253
416,57.79,3102,595,2175.0,3.6494765521599986,6.84477769544253
417,59.071,3377,539,2175.0,3.650478742617821,6.84477769544253
418,41.274,3437,479,2175.0,3.6514809330756437,6.84477769544253
419,41.795,3377,395,2175.0,3.652483123533466,6.844777695442529
420,44.84,3641,429,2175.0,3.653485313991288,6.844777695442532
421,26.302,3754,579,2175.0,3.6544875044491105,6.844777695442529
422,9.027,3754,579,2175.0,3.655489694906932,6.844777695442532
423,32.777,3990,651,2175.0,3.6564918853647543,6.844777695442528
424,19.425,4131,726,2175.0,3.6574940758225765,6.84477769544253
425,34.03,2002,1402,2175.0,3.625420180265293,6.843966708957487
