,POP_2015,active_living,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,255.894,747,984,444,8646.0,80.54951660753441,16.072313138222178
1,267.767,620,1078,351,8646.0,80.54726568606371,16.071491943327473
2,263.973,747,984,444,8646.0,80.54931098028464,16.071491943327477
3,18.178,781,522,301,8646.0,80.55135627450561,16.071491943327477
4,35.07,973,330,183,8646.0,80.55340156872656,16.071491943327477
5,32.989,1093,210,302,8646.0,80.55442421583706,16.071491943327477
6,107.413,1206,138,415,8646.0,80.55544686294752,16.071491943327477
7,38.069,1248,135,458,8646.0,80.556469510058,16.071491943327473
8,254.915,590,1073,320,8646.0,80.54706007600946,16.070670749727316
9,304.612,559,961,256,8646.0,80.54808272050946,16.070670749727313
10,334.357,538,910,235,8646.0,80.54910536500945,16.070670749727313
11,222.415,533,770,230,8646.0,80.55012800950948,16.070670749727316
12,135.75,723,579,291,8646.0,80.55115065400949,16.070670749727316
13,290.658,834,542,248,8646.0,80.55217329850947,16.070670749727313
14,224.863,975,365,147,8646.0,80.55319594300947,16.07067074972731
15,148.971,1066,237,275,8646.0,80.55421858750947,16.070670749727313
16,116.349,1262,41,471,8646.0,80.55524123200948,16.070670749727316
17,5.508,1303,0,513,8646.0,80.55626387650948,16.070670749727313
18,263.912,490,1160,221,8646.0,80.54685447792922,16.06984955742162
19,300.206,483,996,180,8646.0,80.54787711981889,16.069849557421623
20,303.511,522,867,219,8646.0,80.54889976170858,16.069849557421623
21,223.762,533,770,230,8646.0,80.54992240359827,16.06984955742162
22,194.996,703,656,255,8646.0,80.55094504548795,16.069849557421623
23,212.072,797,619,175,8646.0,80.55196768737764,16.069849557421623
24,225.659,949,466,46,8646.0,80.55299032926732,16.069849557421623
25,122.53,1193,447,241,8646.0,80.554012971157,16.06984955742162
26,10.466,1262,41,471,8646.0,80.55503561304667,16.06984955742162
27,18.851,1303,0,513,8646.0,80.55605825493635,16.069849557421623
28,272.603,433,1154,153,8646.0,80.54664889182273,16.069028366410326
29,293.106,387,1084,84,8646.0,80.54767153110224,16.069028366410326
30,257.118,423,923,120,8646.0,80.54869417038175,16.069028366410326
31,171.188,524,859,148,8646.0,80.54971680966126,16.069028366410326
32,249.835,706,792,256,8646.0,80.55073944894079,16.069028366410322
33,159.681,808,691,196,8646.0,80.55176208822031,16.069028366410326
34,150.439,949,513,0,8646.0,80.55278472749983,16.069028366410326
35,163.17,1202,476,249,8646.0,80.55380736677931,16.069028366410326
36,13.832,1210,504,258,8646.0,80.55483000605884,16.069028366410326
37,278.968,329,1227,179,8646.0,80.54644331768975,16.06820717669335
38,284.476,208,1094,0,8646.0,80.54746595435924,16.06820717669335
39,235.329,347,1011,45,8646.0,80.54848859102871,16.06820717669335
40,286.618,509,921,87,8646.0,80.54951122769823,16.06820717669335
41,313.242,660,846,188,8646.0,80.55053386436771,16.068207176693345
42,104.272,780,998,40,8646.0,80.55155650103721,16.06820717669335
43,78.303,1077,640,127,8646.0,80.5525791377067,16.06820717669335
44,122.259,1077,563,125,8646.0,80.55360177437622,16.06820717669335
45,55.462,1556,1150,747,8646.0,80.55666968438467,16.06820717669335
46,55.931,1556,1150,747,8646.0,80.55769232105418,16.06820717669335
47,244.938,254,1200,105,8646.0,80.54623775553,16.06738598827063
48,198.974,193,1135,40,8646.0,80.54726038958962,16.067385988270626
49,124.131,260,1142,81,8646.0,80.54828302364923,16.067385988270626
50,115.729,422,1068,85,8646.0,80.54930565770887,16.067385988270626
51,87.838,553,966,84,8646.0,80.5503282917685,16.067385988270622
52,117.701,718,1053,0,8646.0,80.55135092582813,16.067385988270626
53,109.052,1015,698,62,8646.0,80.55237355988777,16.067385988270626
54,104.248,985,602,32,8646.0,80.55339619394739,16.067385988270626
55,105.874,1123,466,170,8646.0,80.554418828007,16.067385988270626
56,58.321,1247,340,294,8646.0,80.55544146206664,16.067385988270626
57,41.098,1455,1049,646,8646.0,80.55646409612628,16.067385988270622
58,52.678,1455,1049,646,8646.0,80.55748673018589,16.067385988270626
59,100.798,0,1303,208,8646.0,80.54603220534321,16.066564801142075
60,111.344,201,1266,135,8646.0,80.54705483679314,16.066564801142075
61,103.632,431,1289,28,8646.0,80.54807746824304,16.066564801142075
62,81.013,391,1129,181,8646.0,80.54910009969294,16.066564801142075
63,97.669,508,1072,119,8646.0,80.55012273114285,16.06656480114207
64,68.102,621,966,27,8646.0,80.55114536259276,16.066564801142075
65,109.446,679,909,40,8646.0,80.5521679940427,16.06656480114207
66,113.241,1017,570,65,8646.0,80.5531906254926,16.06656480114207
67,108.387,1121,495,237,8646.0,80.5542132569425,16.06656480114208
68,74.681,1183,434,248,8646.0,80.55523588839242,16.066564801142075
69,27.497,1345,939,537,8646.0,80.55625851984234,16.06656480114207
70,22.914,5000,5000,5000,8646.0,80.55728115129227,16.066564801142075
71,104.864,5000,5000,5000,8646.0,80.55830378274219,16.066564801142075
72,96.536,185,1410,315,8646.0,80.54582666712913,16.06574361530763
73,98.926,286,1444,274,8646.0,80.54684929596948,16.065743615307632
74,98.359,426,1361,134,8646.0,80.54787192480984,16.06574361530763
75,91.164,457,1295,0,8646.0,80.54889455365019,16.06574361530763
76,91.78,586,1194,33,8646.0,80.54991718249055,16.06574361530763
77,93.209,654,952,21,8646.0,80.5509398113309,16.06574361530763
78,84.832,745,845,107,8646.0,80.55196244017124,16.065743615307632
79,109.939,844,806,106,8646.0,80.55298506901161,16.06574361530763
80,82.935,888,718,0,8646.0,80.55400769785194,16.06574361530763
81,69.383,1200,442,285,8646.0,80.5550303266923,16.06574361530763
82,17.715,1285,879,477,8646.0,80.55605295553264,16.06574361530763
83,33.189,5000,5000,5000,8646.0,80.55707558437301,16.06574361530763
84,96.831,5000,5000,5000,8646.0,80.55809821321336,16.06574361530763
85,104.42,339,1444,274,8646.0,80.54664376711844,16.06492243076721
86,94.934,412,1480,253,8646.0,80.54766639334939,16.06492243076721
87,77.835,459,1445,218,8646.0,80.54868901958035,16.06492243076721
88,85.916,634,1289,61,8646.0,80.54971164581127,16.06492243076721
89,73.055,861,1170,0,8646.0,80.55073427204222,16.064922430767215
90,98.482,869,998,35,8646.0,80.55175689827317,16.06492243076721
91,129.429,844,934,163,8646.0,80.55277952450413,16.06492243076721
92,69.852,949,998,228,8646.0,80.55380215073507,16.064922430767215
93,42.995,1040,638,231,8646.0,80.554824776966,16.06492243076721
94,27.054,1193,786,384,8646.0,80.55584740319695,16.06492243076722
95,97.866,438,1579,406,8646.0,80.54643825023977,16.06410124752075
96,27.842,537,1594,368,8646.0,80.54746087386148,16.06410124752075
97,88.774,671,1360,133,8646.0,80.54950612110483,16.064101247520746
98,77.169,861,1170,0,8646.0,80.55052874472653,16.06410124752075
99,99.147,937,1091,34,8646.0,80.55155136834821,16.064101247520746
100,133.593,1032,1122,95,8646.0,80.55257399196988,16.064101247520746
101,95.649,1090,1180,153,8646.0,80.55359661559157,16.06410124752075
102,21.288,1090,683,281,8646.0,80.55461923921324,16.064101247520746
103,17.592,1130,724,322,8646.0,80.55564186283495,16.064101247520746
104,60.686,5000,5000,5000,8646.0,80.5566644864566,16.064101247520746
105,103.804,530,1652,476,8646.0,80.54623274533321,16.06328006556816
106,47.208,550,1603,377,8646.0,80.54725536634577,16.06328006556816
107,36.614,687,1389,162,8646.0,80.54930060837093,16.063280065568165
108,81.875,960,1259,4,8646.0,80.55032322938352,16.063280065568165
109,109.422,1091,1263,146,8646.0,80.55134585039612,16.063280065568165
110,101.759,1084,1173,147,8646.0,80.55236847140867,16.06328006556816
111,126.644,1146,1236,220,8646.0,80.55339109242124,16.06328006556816
112,22.619,1163,1252,287,8646.0,80.55441371343383,16.06328006556816
113,160.048,905,2009,833,8646.0,80.5439820155912,16.062458884909393
114,116.863,594,1698,523,8646.0,80.54602725239845,16.06245888490939
115,72.439,616,1720,544,8646.0,80.54704987080207,16.06245888490939
116,47.134,1094,1393,3,8646.0,80.55011772601296,16.062458884909393
117,113.315,1112,1243,168,8646.0,80.5511403444166,16.062458884909393
118,146.331,1245,1335,300,8646.0,80.55216296282022,16.06245888490939
119,110.26,1296,1386,365,8646.0,80.55318558122384,16.062458884909393
120,21.929,1173,1263,297,8646.0,80.55420819962745,16.06245888490939
121,25.896,5000,5000,5000,8646.0,80.55523081803108,16.062458884909393
122,86.951,5000,5000,5000,8646.0,80.5562534364347,16.06245888490939
123,68.915,5000,5000,5000,8646.0,80.55727605483834,16.06245888490939
124,72.315,5000,5000,5000,8646.0,80.55829867324196,16.06245888490939
125,68.201,664,1768,593,8646.0,80.54582177143527,16.061637705544353
126,70.541,690,1795,619,8646.0,80.5468443872301,16.061637705544356
127,85.719,1097,1389,7,8646.0,80.54991223461455,16.061637705544356
128,46.839,1202,1484,112,8646.0,80.55093485040938,16.061637705544353
129,125.634,1451,1753,361,8646.0,80.54745606657794,16.0599953506952
130,75.075,1451,1753,361,8646.0,80.54847867715563,16.059995350695193
131,62.583,1451,1753,361,8646.0,80.54827322428056,16.059174175210924
