,POP_2015,active_living,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,172.165,5000,2332,380,3731,7586.0,76.75218862780423,19.283079103369882
1,59.301,4193,2838,744,2855,7586.0,76.76976684620944,19.28307910336988
2,162.2,5000,2332,380,3731,7586.0,76.7519488353605,19.282252292989973
3,116.645,4857,1919,724,3147,7586.0,76.75815289306165,19.282252292989973
4,78.386,4846,1891,696,3120,7586.0,76.75918690267852,19.282252292989977
5,163.624,4382,2344,845,3040,7586.0,76.76642496999652,19.282252292989973
6,199.836,5000,2091,197,3490,7586.0,76.75274306168173,19.28142548420111
7,196.811,5000,2007,244,3405,7586.0,76.75377706806825,19.281425484201108
8,196.678,5000,1949,400,3279,7586.0,76.75481107445475,19.28142548420111
9,179.772,5000,1953,544,3283,7586.0,76.75584508084128,19.281425484201115
10,220.656,4853,1856,707,3128,7586.0,76.75687908722779,19.28142548420111
11,172.921,4813,1820,697,3087,7586.0,76.7579130936143,19.281425484201115
12,134.885,4677,1785,569,2988,7586.0,76.75894710000084,19.281425484201115
13,205.353,4543,1796,580,2999,7586.0,76.75998110638736,19.28142548420111
14,202.728,4502,2102,809,3157,7586.0,76.76411713193343,19.281425484201115
15,196.9,4513,2176,883,3168,7586.0,76.76515113831995,19.28142548420111
16,174.612,4405,2320,868,3062,7586.0,76.76618514470647,19.281425484201108
17,173.322,3767,3073,1342,2637,7586.0,76.77652520857164,19.281425484201115
18,135.33,3832,3138,1295,2702,7586.0,76.77755921495819,19.281425484201115
19,66.197,3832,3138,1295,2702,7586.0,76.77859322134468,19.281425484201115
20,88.262,4047,3461,1192,2921,7586.0,76.77962722773121,19.28142548420111
21,3.426,4047,3461,1192,2921,7586.0,76.78066123411772,19.281425484201115
22,124.786,3979,3393,1124,2853,7586.0,76.78169524050425,19.28142548420111
23,103.655,4125,3580,1143,2999,7586.0,76.78272924689077,19.28142548420111
24,5.205,4098,3598,1116,2972,7586.0,76.78376325327727,19.28142548420111
25,75.717,4446,3710,1350,3321,7586.0,76.78893328520986,19.281425484201115
26,50.537,4446,3710,1350,3321,7586.0,76.7899672915964,19.28142548420111
27,178.883,5000,2076,124,3474,7586.0,76.75043528445167,19.280598677003216
28,188.003,5000,2032,74,3431,7586.0,76.75146928760803,19.28059867700322
29,164.869,5000,1994,102,3393,7586.0,76.75250329076437,19.280598677003216
30,197.834,5000,1945,245,3343,7586.0,76.75353729392072,19.280598677003216
31,149.699,4988,1894,452,3265,7586.0,76.75457129707705,19.28059867700322
32,203.929,4885,1830,519,3160,7586.0,76.75560530023341,19.280598677003212
33,194.364,4817,1761,632,3092,7586.0,76.75663930338973,19.280598677003216
34,173.722,4847,1820,669,3121,7586.0,76.75767330654607,19.280598677003216
35,111.529,4684,1737,569,2988,7586.0,76.75870730970243,19.28059867700322
36,156.55,4543,1778,562,2982,7586.0,76.7597413128588,19.280598677003216
37,168.873,4500,1804,560,2979,7586.0,76.76077531601514,19.28059867700322
38,223.147,4461,1815,521,2940,7586.0,76.76180931917148,19.280598677003216
39,180.662,4521,1958,665,3084,7586.0,76.76284332232781,19.280598677003216
40,199.08,4444,2031,738,3086,7586.0,76.76387732548415,19.280598677003216
41,206.331,4447,2121,828,3102,7586.0,76.76491132864051,19.280598677003216
42,238.095,4337,2161,833,2992,7586.0,76.76594533179684,19.280598677003216
43,190.761,4248,2264,743,2908,7586.0,76.7669793349532,19.28059867700322
44,190.983,4197,2349,660,2859,7586.0,76.76801333810955,19.280598677003216
45,143.471,4033,2400,495,2695,7586.0,76.76904734126587,19.280598677003216
46,203.128,3941,2550,448,2604,7586.0,76.77008134442222,19.280598677003216
47,143.782,3854,2499,426,2516,7586.0,76.77111534757857,19.280598677003216
48,0.0,3870,2943,1039,2740,7586.0,76.77525136020397,19.280598677003216
49,101.653,3767,3073,1342,2637,7586.0,76.77628536336029,19.280598677003216
50,158.908,3767,3073,1311,2637,7586.0,76.77731936651664,19.280598677003216
51,153.614,3845,3151,1280,2715,7586.0,76.77835336967298,19.280598677003216
52,128.746,3983,3387,1181,2855,7586.0,76.77938737282933,19.28059867700322
53,96.226,3920,3334,1065,2794,7586.0,76.78042137598568,19.280598677003216
54,106.591,3976,3390,1121,2851,7586.0,76.78145537914203,19.280598677003216
55,96.048,4062,3485,1086,2936,7586.0,76.78248938229837,19.280598677003216
56,98.583,4042,3600,1061,2917,7586.0,76.78352338545471,19.28059867700322
57,9.209,3946,3520,964,2820,7586.0,76.78455738861106,19.280598677003216
58,0.0,3989,3563,1007,2863,7586.0,76.78559139176741,19.280598677003216
59,11.122,4120,3694,1139,2994,7586.0,76.78662539492375,19.280598677003216
60,6.451,4273,3537,1177,3148,7586.0,76.7876593980801,19.28059867700322
61,82.568,4335,3599,1239,3209,7586.0,76.78869340123643,19.280598677003216
62,58.767,4446,3710,1350,3321,7586.0,76.78972740439278,19.280598677003216
63,92.8,4341,3605,1245,3215,7586.0,76.79076140754913,19.280598677003216
64,216.43,5000,2079,127,3478,7586.0,76.75019553237226,19.279771871396207
65,82.168,5000,2005,53,3404,7586.0,76.75122953229862,19.27977187139621
66,132.527,4994,1889,143,3287,7586.0,76.75226353222497,19.27977187139621
67,205.797,4961,1837,289,3236,7586.0,76.7532975321513,19.279771871396207
68,149.877,4978,1854,321,3253,7586.0,76.75433153207763,19.279771871396214
69,126.61,4920,1796,588,3195,7586.0,76.75536553200398,19.279771871396207
70,213.271,4768,1702,603,3043,7586.0,76.7563995319303,19.27977187139621
71,179.995,4746,1720,627,3021,7586.0,76.75743353185665,19.279771871396207
72,171.498,4609,1616,493,2883,7586.0,76.75846753178297,19.27977187139621
73,146.985,4593,1665,452,2872,7586.0,76.75950153170933,19.279771871396207
74,197.122,4434,1788,494,2913,7586.0,76.76053553163567,19.279771871396214
75,169.585,4369,1767,474,2892,7586.0,76.76156953156199,19.279771871396207
76,161.444,4479,1913,619,3038,7586.0,76.76260353148832,19.279771871396207
77,249.083,4371,1928,635,2980,7586.0,76.76363753141467,19.27977187139621
78,185.823,4326,1982,689,2981,7586.0,76.76467153134102,19.27977187139621
79,191.829,4249,2065,737,2904,7586.0,76.76570553126734,19.27977187139621
80,213.227,4190,2185,686,2849,7586.0,76.76673953119369,19.279771871396214
81,217.409,4113,2270,576,2775,7586.0,76.76777353112001,19.27977187139621
82,200.681,4011,2375,474,2674,7586.0,76.76880753104638,19.27977187139621
83,219.989,3880,2498,370,2542,7586.0,76.76984153097271,19.279771871396207
84,158.686,3816,2461,383,2478,7586.0,76.77087553089903,19.27977187139621
85,50.493,3687,2993,1278,2557,7586.0,76.77604553053075,19.27977187139621
86,208.022,3685,2990,1256,2555,7586.0,76.77707953045707,19.27977187139621
87,215.229,3708,3014,1166,2578,7586.0,76.77811353038341,19.279771871396207
88,185.734,3900,3260,1091,2772,7586.0,76.77914753030976,19.279771871396214
89,130.036,3884,3298,1029,2758,7586.0,76.7801815302361,19.279771871396207
90,115.044,3887,3301,1031,2761,7586.0,76.78121553016244,19.279771871396207
91,136.842,3960,3400,993,2834,7586.0,76.78224953008878,19.27977187139621
92,153.836,4006,3528,1025,2881,7586.0,76.7832835300151,19.27977187139621
93,59.301,3894,3468,912,2768,7586.0,76.78431752994146,19.279771871396207
94,46.845,3994,3509,1012,2868,7586.0,76.7853515298678,19.27977187139621
95,23.0,4116,3528,1134,2990,7586.0,76.78638552979413,19.279771871396207
96,32.52,4251,3515,1155,3125,7586.0,76.78741952972047,19.279771871396214
97,196.989,4231,3495,1134,3105,7586.0,76.7884535296468,19.279771871396207
98,119.448,4268,3532,1172,3142,7586.0,76.78948752957315,19.279771871396207
99,18.062,4319,3583,1223,3193,7586.0,76.79052152949949,19.27977187139621
100,18.106,4944,1820,212,3219,7586.0,76.75202378606318,19.278945067380008
101,223.993,4910,1786,292,3185,7586.0,76.7530577827597,19.278945067380008
102,131.326,4811,1687,345,3085,7586.0,76.75409177945616,19.278945067380008
103,79.632,4744,1620,412,3019,7586.0,76.75512577615267,19.278945067380008
104,200.637,4723,1598,500,2997,7586.0,76.75615977284916,19.278945067380008
105,203.662,4658,1600,502,2932,7586.0,76.75719376954567,19.278945067380008
106,207.488,4609,1551,461,2884,7586.0,76.75822776624216,19.27894506738001
107,180.707,4514,1504,399,2788,7586.0,76.75926176293866,19.278945067380004
108,160.776,4404,1561,268,2687,7586.0,76.76029575963516,19.278945067380008
109,143.515,4297,1727,434,2833,7586.0,76.76132975633166,19.278945067380008
110,162.823,4287,1737,444,2825,7586.0,76.76236375302815,19.278945067380008
