,POP_2015,active_living,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,22.485,946,2782,285,1813,6867.0,76.26794122865613,28.602592962144296
1,92.61,1053,2713,216,1744,6867.0,76.27010422923692,28.60259296214429
2,94.7,1415,2255,333,1285,6867.0,76.27334873010808,28.602592962144296
3,85.722,1424,2215,342,1245,6867.0,76.27443023039848,28.602592962144296
4,77.923,1378,1697,0,727,6867.0,76.27659323097927,28.60259296214429
5,46.383,1378,1697,0,727,6867.0,76.27767473126967,28.602592962144293
6,58.747,946,2782,285,1813,6867.0,76.26755799707092,28.601743087457784
7,97.583,748,2585,88,1616,6867.0,76.26972098678304,28.60174308745778
8,89.553,1368,2302,286,1332,6867.0,76.27296547135124,28.601743087457777
9,102.421,1331,2160,249,1190,6867.0,76.2740469662073,28.601743087457784
10,88.624,748,2585,88,1616,6867.0,76.26933776111937,28.600893215374544
11,88.585,837,2496,0,1527,6867.0,76.27041925054134,28.600893215374544
12,96.055,1214,2290,132,1320,6867.0,76.27258222938529,28.600893215374544
13,85.586,1313,2179,231,1209,6867.0,76.27366371880726,28.600893215374544
14,55.806,1180,1895,197,925,6867.0,76.27582669765123,28.600893215374544
15,51.955,1180,1895,197,925,6867.0,76.27690818707319,28.600893215374544
16,59.986,834,3282,604,2313,6867.0,76.26138416432843,28.60004334589447
17,55.303,536,2985,536,2016,6867.0,76.26354713230467,28.60004334589448
18,43.983,536,2985,536,2016,6867.0,76.26462861629278,28.600043345894473
19,69.332,837,2496,0,1527,6867.0,76.27003603623339,28.600043345894473
20,77.769,1081,2252,0,1283,6867.0,76.27219900420961,28.600043345894473
21,50.756,1081,2252,0,1283,6867.0,76.27328048819774,28.600043345894473
22,5.341,2674,925,195,1197,6867.0,76.28517681206708,28.600043345894477
23,37.926,2684,850,48,1207,6867.0,76.2862582960552,28.600043345894473
24,47.176,2722,801,48,1245,6867.0,76.28733978004331,28.600043345894477
25,22.911,2777,746,55,1300,6867.0,76.28842126403143,28.600043345894473
26,64.881,613,3061,504,2092,6867.0,76.26316396738753,28.59919347901746
27,71.565,536,2985,536,2016,6867.0,76.26424544594202,28.599193479017455
28,87.715,396,2844,396,1875,6867.0,76.26532692449653,28.59919347901745
29,85.393,332,2726,332,1757,6867.0,76.26640840305105,28.59919347901745
30,95.997,381,2677,381,1708,6867.0,76.26748988160556,28.59919347901745
31,89.863,536,2560,301,1591,6867.0,76.26857136016005,28.59919347901745
32,83.361,536,2560,301,1591,6867.0,76.26965283871456,28.599193479017455
33,79.394,1081,2252,0,1283,6867.0,76.27181579582357,28.59919347901746
34,80.381,1081,2182,0,1213,6867.0,76.27289727437808,28.59919347901745
35,34.385,884,1984,0,1015,6867.0,76.27506023148707,28.599193479017455
36,43.093,2662,1026,239,1185,6867.0,76.28263058136864,28.599193479017455
37,64.378,2662,1026,239,1185,6867.0,76.28371205992313,28.59919347901745
38,4.218,2674,925,195,1197,6867.0,76.28479353847766,28.59919347901745
39,81.329,2674,925,195,1197,6867.0,76.28587501703215,28.59919347901745
40,78.949,2562,676,159,1085,6867.0,76.28695649558667,28.59919347901746
41,56.754,2611,627,208,1134,6867.0,76.28803797414116,28.59919347901745
42,88.373,678,3127,436,2158,6867.0,76.2606178730152,28.59834361474339
43,42.184,678,3127,436,2158,6867.0,76.26169934613634,28.59834361474339
44,67.61,655,3104,471,2135,6867.0,76.26278081925746,28.598343614743392
45,21.013,655,3104,471,2135,6867.0,76.26386229237859,28.598343614743392
46,52.853,396,2844,396,1875,6867.0,76.26494376549974,28.598343614743392
47,109.193,348,2757,348,1788,6867.0,76.26602523862084,28.598343614743392
48,101.357,381,2677,381,1708,6867.0,76.26710671174199,28.59834361474339
49,102.924,464,2488,252,1519,6867.0,76.26818818486312,28.598343614743392
