,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
0,90.432,1549,684,702,809,1140,1393,2078,6309.0,72.93594149036889,34.00531652661141
1,135.961,1549,684,702,809,1140,1393,2078,6309.0,72.93706231438313,34.00531652661141
2,64.687,1549,684,702,809,1140,1393,2078,6309.0,72.93547670457038,34.00444802168824
3,130.397,1549,684,702,809,1140,1393,2078,6309.0,72.93659752144214,34.00444802168824
4,117.6,1367,301,387,176,958,1424,1896,6309.0,72.93164950977989,34.003579520112005
5,93.301,1244,338,356,464,836,1291,1774,6309.0,72.93389112923907,34.003579520112005
6,84.745,1283,377,395,502,874,1268,1812,6309.0,72.93501193896867,34.003579520112005
7,95.247,1340,475,493,600,931,1184,1869,6309.0,72.93613274869827,34.003579520112005
8,104.178,1430,565,583,690,1021,1191,1959,6309.0,72.93725355842787,34.003579520112005
9,58.451,3739,2982,2520,2951,2944,3193,4268,6309.0,72.96639461139739,34.003579520112005
10,79.98,3739,2982,2520,2951,2944,3193,4268,6309.0,72.96751542112699,34.00357952011201
11,94.599,1326,154,241,29,881,1383,1855,6309.0,72.93118478579962,34.00271102188255
12,109.866,1261,316,334,282,852,1318,1790,6309.0,72.93230558838736,34.00271102188255
13,104.128,1224,279,297,318,815,1281,1753,6309.0,72.93342639097511,34.00271102188255
14,94.698,1231,324,342,450,822,1204,1760,6309.0,72.93454719356286,34.00271102188255
15,126.63,1297,412,429,537,889,1160,1827,6309.0,72.93566799615061,34.00271102188255
16,129.749,1379,514,532,640,970,1140,1908,6309.0,72.93678879873833,34.00271102188255
17,78.882,1409,570,588,695,1001,1151,1939,6309.0,72.93790960132607,34.00271102188255
18,100.76,1537,697,518,823,942,1187,2066,6309.0,72.93903040391382,34.00271102188255
19,39.316,1542,703,507,828,931,1180,2072,6309.0,72.94015120650157,34.00271102188255
20,50.168,1640,873,421,852,845,1094,2169,6309.0,72.94127200908932,34.00271102188255
21,69.377,2255,1497,1036,1467,1460,1709,2784,6309.0,72.94351361426482,34.00271102188255
22,69.178,2255,1497,1036,1467,1460,1709,2784,6309.0,72.94463441685255,34.00271102188255
23,0.0,2215,1458,996,1427,1420,1669,2744,6309.0,72.94911762720353,34.00271102188255
24,51.765,2215,1458,996,1427,1420,1669,2744,6309.0,72.95023842979127,34.00271102188255
25,3.168,3001,2244,1782,2213,2206,2456,3531,6309.0,72.95920485049321,34.00271102188255
26,146.139,3684,2927,2465,2896,2889,3138,4213,6309.0,72.96592966601969,34.00271102188255
27,112.136,3739,2982,2520,2951,2944,3193,4268,6309.0,72.96705046860743,34.00271102188255
28,0.349,4614,3857,3395,3826,3819,4068,5000,6309.0,72.9737752841339,34.00271102188255
29,7.035,4706,3949,3487,3918,3911,4160,5000,6309.0,72.97489608672164,34.00271102188255
30,112.61,4361,1000,380,3860,2549,5000,5000,6309.0,72.88925065050394,34.00184252699972
31,94.474,4361,1000,380,3860,2549,5000,5000,6309.0,72.89037144595014,34.00184252699971
32,5.014,3253,646,562,2512,1143,3614,3980,6309.0,72.90494178675075,34.00184252699972
33,0.225,3253,646,562,2512,1143,3614,3980,6309.0,72.90606258219695,34.00184252699972
34,100.86,1301,154,211,29,852,1383,1831,6309.0,72.93072008201338,34.00184252699972
35,110.116,1183,12,99,112,754,1241,1713,6309.0,72.93184087745958,34.00184252699972
36,88.836,1087,83,101,209,678,1144,1616,6309.0,72.93296167290578,34.00184252699972
37,79.63,1085,180,198,305,676,1142,1614,6309.0,72.93408246835197,34.00184252699972
38,104.403,1190,325,343,451,781,1034,1719,6309.0,72.93520326379817,34.00184252699972
39,86.865,1262,397,415,523,853,1059,1791,6309.0,72.93632405924438,34.00184252699972
40,136.509,1354,515,533,640,946,1096,1884,6309.0,72.93744485469058,34.00184252699972
41,88.112,1468,687,500,813,923,1130,1997,6309.0,72.93856565013678,34.00184252699972
42,107.172,1515,745,428,851,852,1089,2044,6309.0,72.93968644558296,34.00184252699972
43,69.452,1640,873,421,852,845,1094,2169,6309.0,72.94080724102918,34.00184252699972
44,6.337,2225,1468,1006,1437,1430,1680,2754,6309.0,72.94304883192159,34.00184252699972
45,102.157,2255,1497,1036,1467,1460,1709,2784,6309.0,72.94416962736778,34.00184252699972
46,2.495,2215,1458,996,1427,1420,1669,2744,6309.0,72.94865280915259,34.00184252699972
47,37.944,2215,1458,996,1427,1420,1669,2744,6309.0,72.9497736045988,34.00184252699972
48,33.678,2672,1915,1453,1884,1877,2126,3201,6309.0,72.9553775818298,34.00184252699972
49,7.26,2772,2015,1553,1985,1977,2227,3302,6309.0,72.956498377276,34.00184252699972
50,0.549,2772,2015,1553,1985,1977,2227,3302,6309.0,72.9576191727222,34.00184252699972
51,0.0,3001,2244,1782,2213,2206,2456,3531,6309.0,72.95873996816839,34.00184252699971
52,59.573,3513,2755,2294,2725,2718,2967,4042,6309.0,72.96434394539939,34.00184252699972
53,104.927,3564,2807,2345,2776,2769,3018,4093,6309.0,72.9654647408456,34.00184252699972
54,148.858,4109,3352,2890,3321,3314,3564,4638,6309.0,72.967706331738,34.00184252699972
55,115.504,4109,3352,2890,3321,3314,3564,4638,6309.0,72.9688271271842,34.00184252699972
