,POP_2015,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,194.964,1492,1518,1047,1669,3365.0,19.10970808922912,17.94155564945475
1,194.159,1492,1518,1047,1669,3365.0,19.110737069553235,17.94155564945475
2,31.42,1455,1481,1010,1631,3365.0,19.108624047369997,17.94073132135142
3,327.55,1462,1488,1017,1638,3365.0,19.10965302472911,17.94073132135142
4,271.615,1441,1467,996,1618,3365.0,19.110682002088218,17.94073132135142
5,10.128,210,0,739,536,3365.0,19.112739956806443,17.94073132135142
6,63.991,210,0,739,536,3365.0,19.113768934165552,17.94073132135142
7,140.641,1306,1333,861,1483,3365.0,19.108568988808727,17.939906994712775
8,377.269,1347,1373,902,1523,3365.0,19.109597963203004,17.939906994712775
9,256.884,1353,1379,908,1530,3365.0,19.11062693759727,17.93990699471278
10,0.115,210,0,739,536,3365.0,19.11268488638581,17.939906994712775
11,102.892,210,0,739,536,3365.0,19.11371386078008,17.939906994712775
12,353.675,1226,1252,781,1402,3365.0,19.10851393322113,17.939082669538735
13,338.023,1252,1278,807,1429,3365.0,19.109542904650727,17.939082669538738
14,63.991,1322,1348,877,1499,3365.0,19.110571876080314,17.939082669538738
15,19.335,104,106,633,429,3365.0,19.112629818939496,17.939082669538738
16,100.36,104,106,633,429,3365.0,19.11365879036909,17.939082669538735
17,377.039,1132,1158,687,1309,3365.0,19.108458880607134,17.938258345829226
18,94.835,1165,1192,720,1342,3365.0,19.109487849072206,17.938258345829222
19,20.141,1249,1275,804,1425,3365.0,19.11051681753728,17.938258345829226
20,164.58,0,210,607,423,3365.0,19.113603722932492,17.938258345829222
21,124.068,930,956,485,1106,3365.0,19.106345899965245,17.937434023584164
22,292.677,947,973,502,1123,3365.0,19.10737486546596,17.937434023584164
23,109.567,997,1024,552,1174,3365.0,19.10840383096667,17.93743402358416
24,18.645,177,197,204,294,3365.0,19.10943279646738,17.937434023584164
25,159.056,233,162,260,260,3365.0,19.110461761968093,17.937434023584167
26,217.292,1268,1645,911,1539,3365.0,19.09805915893454,17.936609702803487
27,0.0,773,1020,327,1116,3365.0,19.10217500908059,17.936609702803487
28,0.0,773,1020,327,1116,3365.0,19.103203971617102,17.936609702803487
29,256.078,778,805,333,955,3365.0,19.106290859226636,17.936609702803484
30,175.744,895,921,450,1072,3365.0,19.10731982176315,17.936609702803487
