,POP_2015,community_space,education,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,0.078,2924,1973,1722,1978,1941,4922.0,37.73066279506194,10.354027338884418
1,122.626,2924,1973,1722,1978,1941,4922.0,37.73167073348061,10.354027338884418
2,6.096,2715,1776,1513,1772,1732,4922.0,37.73054188867801,10.352399604982743
3,61.195,2747,1976,1544,1808,1763,4922.0,37.73255775905555,10.352399604982741
4,72.995,2847,693,1789,1800,1991,4922.0,37.72342590800221,10.351585739243871
5,57.062,2603,1664,1401,1659,1620,4922.0,37.73048144302035,10.351585739243871
6,76.501,2723,2007,1520,1785,1740,4922.0,37.73249731016839,10.351585739243873
7,3.663,2706,2045,1504,1768,1723,4922.0,37.7335052437424,10.351585739243871
8,96.568,2919,2576,1677,1794,1779,4922.0,37.73652904446446,10.351585739243871
9,15.541,2909,0,1956,1947,2158,4922.0,37.717317886913186,10.350771874312898
10,31.186,2903,6,1950,1940,2152,4922.0,37.71832581887259,10.350771874312898
11,29.46,2893,259,1940,1930,2142,4922.0,37.7203416827914,10.350771874312898
12,34.431,2772,564,1714,1726,1916,4922.0,37.722357546710214,10.350771874312896
13,127.676,2794,744,1736,1748,1938,4922.0,37.72336547866963,10.350771874312898
14,112.841,2717,822,1659,1670,1861,4922.0,37.72437341062903,10.3507718743129
15,107.556,2653,1003,1595,1606,1797,4922.0,37.72538134258842,10.350771874312896
16,99.681,2547,1104,1489,1500,1691,4922.0,37.726389274547834,10.3507718743129
17,71.268,2549,1299,1370,1502,1589,4922.0,37.727397206507234,10.3507718743129
18,78.882,2610,1367,1428,1563,1647,4922.0,37.72840513846665,10.3507718743129
19,84.01,2518,1509,1320,1573,1539,4922.0,37.729413070426055,10.350771874312898
20,86.757,2645,1706,1443,1702,1662,4922.0,37.73042100238545,10.350771874312898
21,66.82,2606,1888,1404,1668,1623,4922.0,37.73142893434486,10.3507718743129
22,91.204,2597,1908,1394,1658,1613,4922.0,37.73243686630426,10.350771874312898
23,53.137,2651,2119,1448,1712,1630,4922.0,37.73344479826366,10.350771874312898
24,20.355,2664,2164,1461,1725,1604,4922.0,37.734452730223076,10.3507718743129
25,89.111,2788,2473,1538,1744,1648,4922.0,37.735460662182476,10.350771874312898
26,77.155,2817,2513,1578,1704,1688,4922.0,37.73646859414188,10.3507718743129
27,76.841,2909,0,1956,1947,2158,4922.0,37.717257472289226,10.349958010189749
28,27.0,2838,71,1885,1875,2087,4922.0,37.71826540263415,10.349958010189749
29,68.312,2812,233,1859,1850,2061,4922.0,37.71927333297907,10.349958010189749
30,88.196,2829,323,1876,1867,2078,4922.0,37.720281263324,10.349958010189749
31,77.259,2770,382,1817,1807,2019,4922.0,37.72128919366893,10.349958010189749
32,0.497,2750,586,1692,1703,1894,4922.0,37.722297124013856,10.34995801018975
33,67.004,2677,659,1619,1630,1820,4922.0,37.723305054358775,10.349958010189749
34,91.544,2599,767,1541,1552,1743,4922.0,37.724312984703694,10.349958010189749
35,88.824,2617,1003,1559,1570,1761,4922.0,37.725320915048634,10.34995801018975
36,34.928,2536,1089,1478,1489,1680,4922.0,37.72632884539355,10.349958010189747
37,83.382,2549,1299,1370,1502,1589,4922.0,37.72733677573848,10.349958010189749
38,49.945,2544,1302,1362,1497,1581,4922.0,37.72834470608341,10.349958010189749
39,58.919,2477,1532,1279,1506,1498,4922.0,37.729352636428324,10.349958010189749
40,83.8,2510,1634,1307,1566,1526,4922.0,37.73036056677326,10.349958010189749
41,98.87,2517,1743,1315,1576,1534,4922.0,37.731368497118176,10.349958010189749
42,101.042,2484,1824,1281,1546,1500,4922.0,37.7323764274631,10.349958010189749
43,104.181,2536,1972,1333,1598,1553,4922.0,37.733384357808035,10.349958010189749
44,84.533,2647,2227,1405,1647,1508,4922.0,37.734392288152954,10.349958010189749
45,76.527,2603,2288,1360,1599,1463,4922.0,37.73540021849789,10.34995801018975
46,90.079,2784,2491,1556,1602,1666,4922.0,37.73640814884281,10.349958010189749
47,25.273,2750,159,1797,1787,1999,4922.0,37.71820499141672,10.34914414687436
48,11.224,2748,229,1795,1785,1996,4922.0,37.719212920147314,10.34914414687436
49,113.312,2695,367,1742,1733,1944,4922.0,37.720220848877894,10.349144146874359
50,33.149,2770,382,1817,1807,2019,4922.0,37.72122877760847,10.34914414687436
51,8.084,2707,614,1754,1745,1956,4922.0,37.72223670633905,10.349144146874359
52,38.303,2587,749,1529,1540,1730,4922.0,37.72324463506963,10.34914414687436
53,50.782,2490,942,1432,1443,1634,4922.0,37.724252563800206,10.34914414687436
54,108.341,2502,929,1444,1456,1646,4922.0,37.725260492530786,10.349144146874359
55,36.262,2354,1104,1296,1307,1498,4922.0,37.72626842126137,10.34914414687436
56,85.187,2430,1183,1348,1383,1559,4922.0,37.727276349991946,10.349144146874359
57,66.14,2452,1397,1257,1438,1476,4922.0,37.72828427872253,10.34914414687436
58,63.21,2347,1516,1148,1390,1367,4922.0,37.72929220745311,10.349144146874359
59,95.26,2403,1640,1200,1459,1420,4922.0,37.73030013618369,10.34914414687436
60,111.873,2453,1760,1251,1512,1470,4922.0,37.73130806491427,10.34914414687436
61,116.713,2414,1882,1211,1476,1430,4922.0,37.73231599364486,10.34914414687436
62,108.21,2487,1988,1285,1547,1444,4922.0,37.73332392237543,10.34914414687436
63,93.114,2536,2036,1306,1547,1408,4922.0,37.73433185110602,10.34914414687436
64,36.026,2642,2330,1392,1599,1502,4922.0,37.73533977983659,10.349144146874359
65,29.59,2634,2494,1465,1452,1560,4922.0,37.73634770856717,10.34914414687436
66,76.396,2728,2588,1559,1546,1654,4922.0,37.73735563729775,10.34914414687436
67,43.378,2803,2696,1659,1646,1753,4922.0,37.73836356602834,10.34914414687436
68,61.614,2908,2801,1764,1751,1859,4922.0,37.73937149475892,10.34914414687436
69,59.861,2975,2785,1841,1828,1936,4922.0,37.7403794234895,10.34914414687436
70,40.794,3046,2840,1971,1958,2065,4922.0,37.74138735222008,10.34914414687436
71,0.0,3115,2909,2040,2027,2134,4922.0,37.74239528095066,10.34914414687436
72,0.0,3335,3129,2260,2247,2354,4922.0,37.74340320968123,10.34914414687436
73,2.286,3416,3210,2341,2327,2435,4922.0,37.74441113841181,10.349144146874359
74,74.784,3495,3289,2420,2407,2514,4922.0,37.7454190671424,10.34914414687436
75,47.591,2655,254,1702,1692,1904,4922.0,37.71915251233663,10.348330284366666
76,111.428,2615,522,1662,1653,1864,4922.0,37.72016043945299,10.348330284366666
77,58.003,2642,516,1689,1679,1891,4922.0,37.72116836656937,10.348330284366664
78,53.739,2682,641,1729,1719,1931,4922.0,37.722176293685735,10.348330284366666
79,24.933,2604,722,1650,1641,1852,4922.0,37.72318422080211,10.348330284366666
80,39.768,2436,916,1378,1389,1580,4922.0,37.72419214791847,10.348330284366664
81,92.957,2379,1052,1321,1332,1523,4922.0,37.72520007503484,10.348330284366666
82,142.275,2298,1128,1240,1251,1442,4922.0,37.72620800215122,10.348330284366666
83,118.309,2299,1254,1216,1252,1427,4922.0,37.72721592926759,10.348330284366664
