,POP_2015,active_living,community_space,education,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
110,47.497,485,219,485,219,2465,12901.0,119.91223135017974,-0.9798406193861721
111,29.613,705,0,509,0,2501,12901.0,119.91322921760212,-0.9798406193861704
112,26.724,705,0,509,0,2501,12901.0,119.91422708502455,-0.9798406193861731
113,31.1,955,106,259,211,2751,12901.0,119.91522495244698,-0.9798406193861721
114,10.707,987,53,206,158,2804,12901.0,119.91622281986942,-0.9798406193861714
115,100.07,969,50,200,133,2908,12901.0,119.9172206872918,-0.9798406193861713
116,0.0,2466,2188,1883,4068,2348,12901.0,119.87532811603066,-0.980649432647681
117,29.977,2454,2176,1872,4056,2336,12901.0,119.87632598360175,-0.9806494326476781
118,52.081,2444,2166,1862,4046,2326,12901.0,119.8773238511728,-0.9806494326476771
119,19.868,289,73,229,1890,289,12901.0,119.89428759988131,-0.9806494326476781
120,35.593,214,147,155,1816,335,12901.0,119.89528546745238,-0.9806494326476798
121,45.892,145,217,114,1747,405,12901.0,119.89628333502347,-0.980649432647678
122,8.402,202,150,150,1462,605,12901.0,119.89827907016566,-0.9806494326476791
123,4.201,341,11,11,1323,744,12901.0,119.89927693773673,-0.9806494326476771
124,68.153,352,0,0,1311,755,12901.0,119.90027480530782,-0.9806494326476791
125,0.0,905,532,552,925,1308,12901.0,119.90326840802108,-0.9806494326476791
126,0.058,905,532,552,925,1308,12901.0,119.90426627559216,-0.9806494326476781
127,11.145,829,437,867,829,1623,12901.0,119.90526414316331,-0.9806494326476791
128,25.003,839,446,877,839,1633,12901.0,119.90626201073437,-0.9806494326476781
129,65.118,1067,618,1067,618,1883,12901.0,119.90725987830544,-0.9806494326476791
130,46.126,1061,611,1061,611,1940,12901.0,119.90825774587651,-0.9806494326476781
131,30.284,1061,611,1061,611,1990,12901.0,119.90925561344763,-0.9806494326476791
132,85.483,769,319,769,319,2181,12901.0,119.9102534810187,-0.980649432647677
133,57.737,726,277,726,277,2223,12901.0,119.91125134858977,-0.9806494326476771
134,20.393,602,152,602,152,2348,12901.0,119.91224921616086,-0.9806494326476791
135,53.799,705,0,509,0,2501,12901.0,119.91324708373197,-0.98064943264768
136,26.899,705,0,509,0,2501,12901.0,119.91424495130303,-0.980649432647677
137,12.808,955,106,259,211,2751,12901.0,119.91524281887413,-0.9806494326476791
138,32.647,1067,46,106,58,2903,12901.0,119.91624068644522,-0.9806494326476791
139,28.066,1068,105,108,51,2963,12901.0,119.91723855401631,-0.980649432647679
140,2.069,2551,2272,1968,4152,2432,12901.0,119.87434812353531,-0.9814582459840665
141,4.677,2551,2272,1968,4152,2432,12901.0,119.8753459912552,-0.9814582459840655
142,60.425,2356,2078,1774,3958,2238,12901.0,119.8763438589751,-0.9814582459840656
143,119.18,2256,1978,1673,3857,2138,12901.0,119.87734172669498,-0.9814582459840655
144,74.338,2053,1774,1470,3654,1934,12901.0,119.87833959441485,-0.9814582459840655
145,75.913,2010,1731,1427,3611,1891,12901.0,119.87933746213474,-0.9814582459840666
146,15.171,1961,1683,1379,3563,1843,12901.0,119.88033532985465,-0.9814582459840645
147,130.091,439,202,217,2041,385,12901.0,119.89330761021313,-0.9814582459840675
148,98.524,326,110,267,1927,326,12901.0,119.894305477933,-0.9814582459840645
