,POP_2015,education,health_wellbeing,ID_HDC_G0,lng,lat
125,112.751,629,51,8227.0,77.83263579708621,11.583927152603174
126,90.611,702,0,8227.0,77.83364632837679,11.583927152603172
127,91.338,834,68,8227.0,77.83465685966736,11.583927152603172
128,101.711,812,39,8227.0,77.83566739095794,11.583927152603176
129,49.644,853,28,8227.0,77.83667792224853,11.583927152603176
130,82.918,900,0,8227.0,77.83768845353909,11.583927152603172
131,72.831,1061,0,8227.0,77.83869898482966,11.583927152603176
132,123.971,1162,0,8227.0,77.83970951612025,11.583927152603176
133,25.26,1642,152,8227.0,77.84274110999198,11.583927152603176
134,100.698,1656,166,8227.0,77.84375164128254,11.583927152603172
135,93.325,1819,154,8227.0,77.84476217257311,11.583927152603172
136,61.034,1895,147,8227.0,77.8457727038637,11.583927152603176
137,85.546,2057,225,8227.0,77.84678323515429,11.583927152603172
138,74.391,813,191,8227.0,77.83148509753516,11.583111989007904
139,100.463,764,141,8227.0,77.83249562700587,11.583111989007906
140,95.142,736,51,8227.0,77.83350615647656,11.583111989007906
141,100.698,865,133,8227.0,77.83451668594726,11.583111989007907
142,99.159,919,141,8227.0,77.83552721541795,11.583111989007907
143,75.182,942,80,8227.0,77.83653774488863,11.583111989007904
144,21.242,1826,185,8227.0,77.8446219806542,11.583111989007904
145,23.443,1826,185,8227.0,77.84563251012489,11.583111989007904
146,25.987,2033,201,8227.0,77.84664303959558,11.583111989007907
147,93.026,955,234,8227.0,77.83134493984417,11.582296826321725
148,95.313,869,147,8227.0,77.83235546749515,11.582296826321723
149,111.661,1007,209,8227.0,77.8333659951461,11.582296826321723
150,107.857,979,237,8227.0,77.83437652279704,11.582296826321725
151,99.629,919,175,8227.0,77.83538705044798,11.582296826321723
152,90.291,1005,143,8227.0,77.83639757809893,11.582296826321725
153,43.567,1221,359,8227.0,77.83740810574989,11.582296826321723
154,80.717,889,127,8227.0,77.83221531855386,11.581481664544565
155,84.585,958,73,8227.0,77.83322584438521,11.581481664544562
156,124.377,1065,205,8227.0,77.83423637021656,11.581481664544564
157,78.978,1113,251,8227.0,77.83625742187921,11.581481664544564
158,61.296,1221,359,8227.0,77.83726794771057,11.581481664544565
159,44.152,1014,3,8227.0,77.83207518018187,11.58066650367635
160,71.912,1029,44,8227.0,77.83308570419375,11.58066650367635
161,98.471,1079,174,8227.0,77.83409622820562,11.58066650367635
162,17.493,1592,607,8227.0,77.83123457189566,11.575775557551259
163,64.729,1592,607,8227.0,77.83224508499359,11.575775557551259
