,POP_2015,community_space,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
0,95.955,507,618,1172,1137,4413.0,35.79106810656958,31.72888801156491
1,141.058,423,534,1227,1197,4413.0,35.792171152046315,31.728888011564905
2,127.331,333,527,1293,1263,4413.0,35.79327419752306,31.72888801156491
3,139.773,236,453,1356,1333,4413.0,35.79437724299981,31.72888801156491
4,154.312,202,442,1357,1340,4413.0,35.79548028847655,31.728888011564905
5,112.691,88,328,1243,1226,4413.0,35.796583333953286,31.72888801156491
6,102.615,0,417,1332,1315,4413.0,35.79768637943003,31.72888801156491
7,119.656,808,627,1166,1118,4413.0,35.79086136608532,31.72802787866478
8,113.841,633,598,1169,1128,4413.0,35.79196440519053,31.728027878664786
9,114.889,333,527,1293,1263,4413.0,35.79306744429574,31.728027878664783
10,137.441,277,376,1291,1274,4413.0,35.79417048340094,31.728027878664783
11,118.135,202,442,1357,1340,4413.0,35.79527352250614,31.72802787866478
12,150.999,124,333,1248,1231,4413.0,35.79637656161134,31.728027878664783
13,144.744,0,417,1332,1315,4413.0,35.79747960071654,31.728027878664783
14,102.345,169,498,1413,1396,4413.0,35.798582639821745,31.728027878664783
15,49.127,1182,1001,1254,1206,4413.0,35.78624250362388,31.72716774877993
16,90.714,1182,1001,1254,1206,4413.0,35.787345536357826,31.727167748779934
17,111.034,769,588,1127,1079,4413.0,35.790654634559644,31.72716774877993
18,115.058,679,498,1024,982,4413.0,35.79175766729359,31.72716774877993
19,78.238,513,395,1088,1058,4413.0,35.79286070002753,31.727167748779934
20,129.461,336,317,1232,1216,4413.0,35.79396373276147,31.727167748779934
21,111.001,313,265,1180,1163,4413.0,35.79506676549541,31.727167748779934
22,103.326,232,184,1099,1082,4413.0,35.79616979822935,31.727167748779934
23,141.701,242,338,1253,1237,4413.0,35.7972728309633,31.727167748779934
24,120.096,233,435,1349,1333,4413.0,35.79837586369723,31.72716774877993
25,121.144,1182,1001,1254,1206,4413.0,35.786035806540355,31.726307621910248
26,131.388,1182,1001,1254,1206,4413.0,35.7871388329033,31.72630762191024
27,98.964,711,521,936,897,4413.0,35.79155093835513,31.726307621910244
28,127.027,598,269,1133,1103,4413.0,35.792653964718085,31.726307621910248
29,129.563,482,153,1045,1021,4413.0,35.79375699108104,31.726307621910244
30,120.975,463,133,1048,1032,4413.0,35.794860017444,31.726307621910244
31,115.565,323,94,1008,992,4413.0,35.79596304380694,31.726307621910244
32,103.021,407,260,1175,1158,4413.0,35.7970660701699,31.72630762191024
33,135.615,855,674,959,911,4413.0,35.79134421837475,31.72544749805559
34,119.96,722,306,830,800,4413.0,35.792447238367004,31.72544749805559
35,154.38,564,148,979,949,4413.0,35.79355025835925,31.72544749805559
36,154.887,453,36,951,934,4413.0,35.79465327835149,31.725447498055587
37,137.035,448,31,941,924,4413.0,35.79575629834374,31.72544749805559
38,97.882,555,137,978,962,4413.0,35.79685931833599,31.725447498055594
39,159.722,924,812,869,820,4413.0,35.78893148010846,31.72458737721586
40,139.368,924,812,869,820,4413.0,35.79003449373028,31.72458737721587
41,130.983,858,746,802,754,4413.0,35.79113750735208,31.724587377215865
42,108.532,780,662,725,689,4413.0,35.7922405209739,31.724587377215865
43,108.228,671,253,802,772,4413.0,35.793343534595714,31.724587377215865
44,114.754,523,106,808,792,4413.0,35.794446548217515,31.72458737721586
45,93.081,523,106,808,792,4413.0,35.79554956183933,31.724587377215865
46,118.135,555,137,978,962,4413.0,35.796652575461145,31.72458737721587
47,112.793,661,244,995,987,4413.0,35.79775558908295,31.72458737721587
48,133.417,803,386,1046,1038,4413.0,35.798858602704776,31.724587377215865
49,125.133,803,386,1046,1038,4413.0,35.79996161632658,31.724587377215865
50,123.747,924,812,869,820,4413.0,35.789827798035084,31.723727259390927
51,122.53,858,746,802,754,4413.0,35.79093080528674,31.723727259390927
52,125.1,746,634,691,643,4413.0,35.7920338125384,31.723727259390927
53,127.838,676,558,621,573,4413.0,35.79313681979004,31.723727259390923
54,124.153,646,229,685,668,4413.0,35.7942398270417,31.723727259390927
55,135.75,620,203,826,810,4413.0,35.79534283429335,31.723727259390923
56,156.679,701,284,832,815,4413.0,35.79644584154501,31.723727259390927
57,115.633,792,381,857,849,4413.0,35.79754884879666,31.723727259390927
58,149.274,803,386,1046,1038,4413.0,35.798651856048316,31.723727259390927
59,120.907,803,386,1046,1038,4413.0,35.799754863299974,31.723727259390927
60,131.929,641,529,585,537,4413.0,35.79072411217833,31.72286714458067
61,115.362,637,525,582,534,4413.0,35.79182711306011,31.72286714458067
62,104.407,632,403,577,547,4413.0,35.79293011394188,31.72286714458067
63,139.706,675,290,624,607,4413.0,35.794033114823655,31.72286714458067
64,107.991,727,389,686,670,4413.0,35.79513611570542,31.722867144580665
65,96.868,711,393,769,761,4413.0,35.796239116587195,31.72286714458067
66,137.305,741,401,800,792,4413.0,35.797342117468965,31.72286714458067
67,100.283,641,529,585,537,4413.0,35.79051742802648,31.722007032784973
68,101.872,585,473,529,481,4413.0,35.79162042253866,31.722007032784973
69,103.326,517,399,462,426,4413.0,35.79272341705082,31.722007032784973
70,123.105,521,370,466,450,4413.0,35.79382641156299,31.722007032784973
71,121.955,737,414,711,694,4413.0,35.794929406075155,31.722007032784973
72,83.952,613,296,672,664,4413.0,35.79603240058732,31.722007032784973
