,POP_2015,community_space,education,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
0,27.226,529,1142,1653,275,2362,3088,4856.0,36.963332164977686,-1.4352161600881248
1,33.931,529,1142,1653,275,2362,3088,4856.0,36.96433013552631,-1.4352161600881241
2,50.672,331,944,1456,77,2164,2890,4856.0,36.96532810607493,-1.4352161600881246
3,6.165,478,873,1384,224,2093,2818,4856.0,36.96632607662354,-1.4352161600881241
4,3.411,0,598,546,1413,2081,2807,4856.0,36.96732404717216,-1.4352161600881246
5,0.614,137,736,684,1551,2219,2944,4856.0,36.968322017720766,-1.4352161600881244
6,1.271,219,818,766,1633,2301,3027,4856.0,36.9693199882694,-1.4352161600881241
7,55.375,3104,2585,104,2929,87,2312,4856.0,36.97231389991525,-1.4352161600881235
8,74.101,3104,2585,104,2929,87,2312,4856.0,36.97331187046387,-1.4352161600881248
9,6.171,529,1142,1653,275,2362,3088,4856.0,36.96334023212608,-1.4360250252840834
10,30.573,529,1142,1653,275,2362,3088,4856.0,36.96433820289251,-1.4360250252840843
11,59.42,292,983,1494,38,2128,2853,4856.0,36.965336173658926,-1.4360250252840832
12,30.293,428,797,1308,225,2045,2771,4856.0,36.966334144425346,-1.4360250252840834
13,85.159,0,598,546,1413,2081,2807,4856.0,36.96733211519177,-1.4360250252840834
14,41.478,137,736,684,1551,2219,2944,4856.0,36.968330085958186,-1.4360250252840832
15,94.734,219,818,766,1633,2301,3027,4856.0,36.969328056724606,-1.4360250252840838
16,96.853,748,743,380,1698,2354,3092,4856.0,36.97032602749103,-1.4360250252840834
17,68.911,748,743,380,1698,2354,3092,4856.0,36.97132399825746,-1.4360250252840832
18,22.158,3078,2559,87,2903,20,2295,4856.0,36.97232196902388,-1.4360250252840843
19,22.921,3033,2514,33,2858,79,2241,4856.0,36.9733199397903,-1.4360250252840832
20,2.288,2857,2338,142,2682,250,2065,4856.0,36.97431791055672,-1.4360250252840834
21,43.876,196,1079,1590,56,2034,2760,4856.0,36.965344245793325,-1.4368338905897207
22,20.675,126,767,992,707,1902,2628,4856.0,36.966342216777676,-1.4368338905897202
23,66.136,287,311,259,1266,1922,2660,4856.0,36.96734018776202,-1.43683389058972
24,49.761,301,297,245,1252,1907,2645,4856.0,36.96833815874637,-1.4368338905897207
25,71.093,485,480,117,1435,2091,2829,4856.0,36.96933612973072,-1.4368338905897202
26,72.534,694,689,326,1645,2300,3038,4856.0,36.97033410071508,-1.4368338905897196
27,69.165,733,729,366,1684,2340,3078,4856.0,36.97133207169942,-1.4368338905897207
28,51.456,2999,2480,0,2824,108,2207,4856.0,36.97332801366811,-1.4368338905897202
29,4.47,2857,2338,142,2682,250,2065,4856.0,36.97432598465247,-1.4368338905897207
30,36.639,806,1419,1931,552,2639,3365,4856.0,36.96235840887095,-1.4376427560050957
31,37.793,787,1401,1912,534,2621,3346,4856.0,36.96335638007334,-1.4376427560050962
32,3.347,0,1051,1552,253,1838,2563,4856.0,36.96635029368054,-1.4376427560050955
33,82.935,414,184,357,1139,1795,2533,4856.0,36.96734826488294,-1.4376427560050957
34,32.03,414,184,357,1139,1795,2533,4856.0,36.96834623608534,-1.4376427560050957
35,31.416,546,542,0,1497,2153,2891,4856.0,36.96934420728775,-1.437642756005096
36,39.889,635,631,268,1586,2241,2979,4856.0,36.97034217849015,-1.4376427560050966
37,54.146,747,743,380,1698,2191,3020,4856.0,36.97134014969254,-1.437642756005095
38,57.747,811,807,351,1743,2126,2956,4856.0,36.97233812089494,-1.4376427560050957
39,73.805,915,826,251,1718,2023,2852,4856.0,36.973336092097334,-1.4376427560050957
40,19.087,992,749,175,1641,1946,2776,4856.0,36.974334063299736,-1.437642756005095
41,25.784,806,1419,1931,552,2639,3365,4856.0,36.96236648945166,-1.4384516215302718
42,37.343,806,1419,1931,552,2639,3365,4856.0,36.963364460872235,-1.4384516215302718
43,50.036,414,184,357,1139,1795,2533,4856.0,36.96735634655453,-1.4384516215302714
44,62.789,512,395,210,1350,2006,2744,4856.0,36.96835431797509,-1.4384516215302718
45,68.127,610,606,64,1561,2217,2955,4856.0,36.96935228939567,-1.4384516215302714
46,22.031,860,856,306,1773,2078,2907,4856.0,36.97234620365739,-1.4384516215302714
47,31.606,960,781,206,1672,1977,2807,4856.0,36.97334417507796,-1.4384516215302718
