,POP_2015,education,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
50,0.0,271,2608,2450,2608,2608,3696.0,26.96724761945133,-16.805343312061677
51,0.0,271,2608,2450,2608,2608,3696.0,26.968272658796774,-16.805343312061677
52,52.521,500,752,736,752,752,3696.0,26.979548091596584,-16.805343312061677
53,67.717,403,655,640,655,655,3696.0,26.980573130942027,-16.805343312061677
54,80.998,503,719,719,719,719,3696.0,26.98159817028746,-16.805343312061677
55,33.158,320,437,559,657,657,3696.0,26.983648248978337,-16.805343312061677
56,53.55,176,540,589,760,760,3696.0,26.984673288323773,-16.80534331206168
57,67.31,176,540,589,760,760,3696.0,26.98569832766921,-16.805343312061677
58,62.682,192,322,340,691,691,3696.0,26.98672336701465,-16.805343312061677
59,1.241,271,2608,2450,2608,2608,3696.0,26.968344950147447,-16.80616569241662
60,44.081,739,1131,975,1131,1131,3696.0,26.97654528689277,-16.806165692416624
61,41.865,614,1006,850,1006,1006,3696.0,26.97757032898594,-16.80616569241662
62,46.546,508,900,744,900,900,3696.0,26.978595371079106,-16.80616569241662
63,48.78,500,752,736,752,752,3696.0,26.979620413172267,-16.80616569241662
64,58.834,452,704,688,704,704,3696.0,26.98064545526543,-16.80616569241662
65,82.647,361,434,434,434,434,3696.0,26.981670497358603,-16.80616569241662
66,54.56,428,501,501,501,501,3696.0,26.98269553945176,-16.80616569241662
67,63.568,324,433,555,653,653,3696.0,26.983720581544933,-16.806165692416624
68,73.959,434,280,402,500,500,3696.0,26.9847456236381,-16.80616569241662
69,63.16,315,379,428,599,599,3696.0,26.985770665731266,-16.80616569241662
70,67.114,309,239,257,609,609,3696.0,26.986795707824427,-16.806165692416624
71,40.836,309,239,257,609,609,3696.0,26.987820749917603,-16.80616569241662
72,0.0,504,3240,3082,3240,3240,3696.0,26.959191842008323,-16.80698807413221
73,0.018,504,3240,3082,3240,3240,3696.0,26.960216886849377,-16.80698807413221
74,17.714,1031,2431,2273,2431,2431,3696.0,26.96636715589567,-16.80698807413221
75,21.916,536,2343,2185,2343,2343,3696.0,26.96944229041881,-16.80698807413221
76,28.548,536,2343,2185,2343,2343,3696.0,26.970467335259862,-16.80698807413221
77,33.992,1312,1709,1551,1709,1709,3696.0,26.97149238010092,-16.80698807413221
78,2.802,1312,1709,1551,1709,1709,3696.0,26.972517424941966,-16.80698807413221
79,22.236,866,1258,1102,1258,1258,3696.0,26.975592559465106,-16.806988074132207
80,54.419,739,1131,975,1131,1131,3696.0,26.97661760430616,-16.80698807413221
81,71.583,739,1131,975,1131,1131,3696.0,26.977642649147207,-16.806988074132207
82,55.5,482,874,718,874,874,3696.0,26.978667693988257,-16.80698807413221
83,59.862,456,848,692,848,848,3696.0,26.979692738829304,-16.80698807413221
84,65.395,198,590,434,590,590,3696.0,26.980717783670354,-16.806988074132207
85,76.885,271,523,508,523,523,3696.0,26.9817428285114,-16.80698807413221
86,65.519,361,434,434,434,434,3696.0,26.982767873352444,-16.80698807413221
87,54.72,434,280,402,500,500,3696.0,26.98481796303455,-16.80698807413221
88,58.497,448,244,281,464,464,3696.0,26.9858430078756,-16.80698807413221
89,55.642,341,173,191,543,543,3696.0,26.986868052716645,-16.80698807413221
90,17.43,309,239,257,609,609,3696.0,26.987893097557702,-16.80698807413221
91,0.0,656,3088,2930,3088,3088,3696.0,26.96028916437514,-16.807810457208515
92,35.8,939,2486,2328,2486,2486,3696.0,26.965414402320576,-16.80781045720851
93,49.046,1008,2439,2281,2439,2439,3696.0,26.966439449909654,-16.80781045720851
94,74.189,795,2180,2022,2180,2180,3696.0,26.96746449749875,-16.80781045720851
95,42.538,723,2180,2022,2180,2180,3696.0,26.968489545087838,-16.807810457208515
96,53.266,643,2236,2078,2236,2236,3696.0,26.96951459267692,-16.807810457208515
97,89.208,1312,1709,1551,1709,1709,3696.0,26.9715646878551,-16.80781045720851
