,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,28.016,694,1079,263,2867,1292,4587.0,39.769775785506404,37.2490333569945
1,82.308,694,1079,263,2867,1292,4587.0,39.770925350501436,37.2490333569945
2,84.817,981,1367,550,3155,1580,4587.0,39.77322448049149,37.24903335699451
3,77.651,981,1367,550,3155,1580,4587.0,39.77437404548652,37.249033356994495
4,25.586,644,1030,213,2818,1243,4587.0,39.76948513595276,37.24815148944717
5,72.842,607,993,176,2781,1206,4587.0,39.77063469254642,37.24815148944717
6,71.416,754,1140,323,2928,1353,4587.0,39.771784249140076,37.24815148944717
7,65.295,842,1228,411,3016,1441,4587.0,39.77293380573374,37.24815148944717
8,64.801,981,1367,550,3155,1580,4587.0,39.7740833623274,37.24815148944716
9,68.793,913,1299,482,3087,1512,4587.0,39.77523291892106,37.24815148944717
10,2.11,1087,1436,359,1918,1352,4587.0,39.756549469140296,37.24726962577559
11,16.747,1087,1436,359,1918,1352,4587.0,39.757699017332946,37.24726962577559
12,4.315,1020,1376,316,1875,1292,4587.0,39.75884856552561,37.24726962577559
13,0.0,904,1259,397,1955,1176,4587.0,39.75999811371828,37.24726962577559
14,0.0,280,736,150,2454,925,4587.0,39.76689540287425,37.24726962577558
15,18.305,353,740,77,2527,962,4587.0,39.76804495106692,37.24726962577559
16,48.536,461,847,30,2635,1060,4587.0,39.76919449925958,37.24726962577558
17,42.123,528,914,98,2702,1127,4587.0,39.77034404745224,37.24726962577559
18,59.612,641,1027,210,2815,1240,4587.0,39.77149359564489,37.24726962577559
19,71.473,739,1125,308,2913,1338,4587.0,39.77264314383756,37.24726962577559
20,63.432,841,1227,411,3015,1440,4587.0,39.77379269203023,37.24726962577557
21,69.857,913,1299,482,3087,1512,4587.0,39.7749422402229,37.24726962577559
22,1.901,1087,1436,359,1918,1352,4587.0,39.75625893771377,37.24638776597962
23,57.083,1087,1436,359,1918,1352,4587.0,39.75740847750581,37.24638776597962
24,70.561,988,1344,338,1896,1260,4587.0,39.758558017297844,37.24638776597962
25,63.546,904,1259,397,1955,1176,4587.0,39.75970755708989,37.24638776597962
26,5.798,735,1090,368,1896,1007,4587.0,39.76085709688192,37.24638776597962
27,1.35,547,972,562,2090,964,4587.0,39.76200663667395,37.24638776597961
