,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,120.575,1130,2121,1405,2257,2262,515.0,-76.64725960697194,5.6993502287794175
1,146.433,379,343,447,125,202,515.0,-76.66120450375571,5.698539924351134
2,129.067,445,409,381,191,268,515.0,-76.66020367207709,5.698539924351134
3,119.117,371,852,0,796,741,515.0,-76.65920284039845,5.698539924351134
4,141.426,371,852,0,796,741,515.0,-76.65820200871983,5.698539924351134
5,114.522,269,749,232,693,638,515.0,-76.65720117704119,5.698539924351134
6,74.341,269,749,232,693,638,515.0,-76.65620034536256,5.698539924351134
7,103.241,954,1434,986,1379,1323,515.0,-76.65019535529079,5.698539924351135
8,74.373,1047,2038,1322,2175,2179,515.0,-76.64819369193353,5.698539924351133
9,115.631,1084,2075,1359,2211,2216,515.0,-76.64719286025492,5.698539924351134
10,71.87,1038,2029,1313,2165,2170,515.0,-76.64619202857628,5.698539924351135
11,46.836,410,374,532,96,233,515.0,-76.66213858529856,5.697729620360797
12,129.955,379,343,480,42,202,515.0,-76.66113775449138,5.697729620360798
13,140.95,367,331,363,120,190,515.0,-76.66013692368416,5.697729620360797
14,129.321,371,852,0,796,741,515.0,-76.65913609287696,5.697729620360798
15,138.447,335,815,38,759,704,515.0,-76.65813526206976,5.697729620360796
16,130.977,255,735,226,679,624,515.0,-76.65713443126256,5.697729620360797
17,135.658,321,802,353,746,691,515.0,-76.65613360045538,5.697729620360799
18,141.489,429,910,461,854,799,515.0,-76.65513276964816,5.697729620360796
19,119.941,710,1190,741,1134,1079,515.0,-76.65313110803376,5.697729620360796
20,129.226,710,1190,741,1134,1079,515.0,-76.65213027722656,5.697729620360799
21,108.089,831,1312,863,1256,1201,515.0,-76.65112944641938,5.697729620360797
22,124.092,940,1506,1057,1450,1395,515.0,-76.65012861561219,5.697729620360798
23,90.344,912,1556,1107,1500,1445,515.0,-76.64912778480497,5.697729620360796
24,104.826,1047,2038,1322,2175,2179,515.0,-76.64812695399779,5.697729620360799
25,135.278,1023,2014,1298,2151,2155,515.0,-76.64712612319057,5.697729620360798
26,89.869,994,1985,1269,2122,2126,515.0,-76.64612529238337,5.697729620360796
27,168.71,5000,5000,5000,5000,5000,515.0,-76.64512446157617,5.697729620360797
28,111.227,296,260,418,61,119,515.0,-76.66107101488143,5.696919316808348
29,121.304,306,270,308,180,129,515.0,-76.66007018494555,5.69691931680835
30,151.978,323,359,210,273,218,515.0,-76.65906935500963,5.696919316808348
31,146.686,189,476,127,407,352,515.0,-76.65806852507374,5.696919316808348
32,139.873,131,612,232,556,501,515.0,-76.65706769513784,5.69691931680835
33,110.656,195,676,327,620,565,515.0,-76.65606686520196,5.696919316808347
34,112.558,353,834,385,778,723,515.0,-76.65506603526606,5.69691931680835
35,98.298,648,1129,680,1073,1018,515.0,-76.65406520533017,5.696919316808348
36,110.941,710,1190,741,1134,1079,515.0,-76.65306437539428,5.696919316808348
37,104.128,710,1190,741,1134,1079,515.0,-76.65206354545836,5.696919316808347
38,112.811,919,1399,815,1344,1288,515.0,-76.65106271552247,5.696919316808349
39,111.29,931,1506,1057,1450,1395,515.0,-76.65006188558657,5.696919316808349
40,126.944,766,1671,1040,1615,1560,515.0,-76.64906105565069,5.69691931680835
41,70.412,922,1913,1197,2049,2054,515.0,-76.64705939577888,5.69691931680835
42,45.251,922,1913,1197,2049,2054,515.0,-76.64605856584298,5.696919316808348
43,64.486,5000,5000,5000,5000,5000,515.0,-76.64505773590709,5.696919316808348
44,89.805,176,141,299,181,0,515.0,-76.66100428492581,5.6961090136937225
45,147.066,253,217,352,257,76,515.0,-76.66000345586112,5.6961090136937225
46,123.015,167,313,0,511,423,515.0,-76.65900262679641,5.6961090136937225
47,146.496,81,399,50,534,479,515.0,-76.65800179773167,5.696109013693723
48,135.722,86,566,217,510,455,515.0,-76.65700096866695,5.696109013693722
49,113.857,200,680,331,674,619,515.0,-76.65600013960224,5.696109013693723
50,72.788,718,1199,750,1143,1088,515.0,-76.65399848147281,5.696109013693722
51,128.941,662,1142,693,1086,1031,515.0,-76.6529976524081,5.696109013693724
52,121.113,866,1347,762,1291,1236,515.0,-76.65199682334334,5.6961090136937225
53,54.948,901,1382,780,1326,1271,515.0,-76.65099599427863,5.6961090136937225
54,110.213,766,1671,1040,1615,1560,515.0,-76.6489943361492,5.696109013693724
55,109.42,645,1636,920,1736,1681,515.0,-76.64799350708446,5.696109013693724
56,121.43,749,1740,1024,1877,1881,515.0,-76.64699267801974,5.696109013693722
57,107.075,32,12,147,279,153,515.0,-76.66093756462449,5.695298711016855
58,119.783,100,85,118,346,226,515.0,-76.65993673643082,5.695298711016856
59,108.28,244,236,41,497,377,515.0,-76.65893590823715,5.695298711016855
60,117.089,81,399,50,534,479,515.0,-76.65793508004347,5.695298711016857
61,93.544,0,480,131,596,541,515.0,-76.6569342518498,5.695298711016856
62,153.309,130,610,262,727,672,515.0,-76.65593342365614,5.695298711016856
63,144.975,346,679,161,940,820,515.0,-76.65493259546245,5.695298711016856
64,103.051,819,1299,850,1243,1188,515.0,-76.65393176726879,5.695298711016858
65,82.39,984,1276,560,1413,1417,515.0,-76.65293093907513,5.695298711016855
66,86.415,883,1364,745,1308,1253,515.0,-76.65193011088145,5.695298711016857
67,77.13,883,1364,745,1308,1253,515.0,-76.65092928268778,5.695298711016857
68,46.645,542,1451,735,1588,1592,515.0,-76.64992845449413,5.695298711016858
69,117.026,522,1513,797,1649,1654,515.0,-76.64892762630046,5.695298711016856
70,69.525,618,1609,893,1728,1702,515.0,-76.64792679810678,5.695298711016856
71,59.701,723,1714,998,1851,1855,515.0,-76.6469259699131,5.695298711016857
72,6.116,5000,5000,5000,5000,5000,515.0,-76.64592514171945,5.695298711016856
73,97.062,56,92,67,246,233,515.0,-76.66087085397731,5.694488408777688
74,132.109,212,246,88,344,387,515.0,-76.65987002665459,5.694488408777686
75,146.401,225,210,180,471,351,515.0,-76.65886919933183,5.694488408777688
76,137.433,162,319,211,581,460,515.0,-76.65786837200908,5.694488408777687
77,140.855,230,466,287,727,607,515.0,-76.65686754468632,5.694488408777688
78,135.595,257,582,173,844,724,515.0,-76.6558667173636,5.694488408777687
79,127.863,587,889,163,1026,1030,515.0,-76.65486589004084,5.694488408777688
80,98.551,614,916,190,1053,1057,515.0,-76.6538650627181,5.694488408777687
81,125.962,945,1237,521,1374,1378,515.0,-76.65286423539536,5.694488408777688
82,63.028,687,1300,584,1436,1441,515.0,-76.65086258074986,5.694488408777687
83,106.854,682,1311,595,1448,1452,515.0,-76.64986175342712,5.694488408777686
84,111.322,520,1495,779,1632,1636,515.0,-76.64886092610438,5.694488408777687
85,1.87,5000,5000,5000,5000,5000,515.0,-76.64786009878162,5.694488408777688
86,0.0,5000,5000,5000,5000,5000,515.0,-76.64685927145888,5.694488408777687
87,0.0,5000,5000,5000,5000,5000,515.0,-76.64585844413615,5.694488408777688
88,18.538,159,195,170,86,336,515.0,-76.66180497943618,5.693678106976153
89,135.88,207,243,209,134,384,515.0,-76.66080415298426,5.693678106976153
90,99.659,212,246,88,344,387,515.0,-76.65980332653231,5.693678106976153
91,122.354,282,334,176,427,475,515.0,-76.65880250008034,5.693678106976153
92,150.52,219,453,295,547,594,515.0,-76.6578016736284,5.693678106976153
93,144.151,289,525,295,670,666,515.0,-76.65680084717646,5.693678106976153
94,147.827,379,616,203,753,757,515.0,-76.6558000207245,5.693678106976152
95,115.79,461,783,36,956,924,515.0,-76.65479919427257,5.693678106976153
96,101.213,614,916,190,1053,1057,515.0,-76.65379836782061,5.693678106976153
97,127.134,642,934,218,1071,1075,515.0,-76.65279754136867,5.693678106976153
98,145.102,762,1053,337,1190,1194,515.0,-76.65179671491671,5.693678106976153
99,144.721,617,1213,497,1350,1354,515.0,-76.65079588846476,5.693678106976152
100,98.203,487,1343,627,1479,1484,515.0,-76.64979506201283,5.693678106976153
101,106.949,597,1509,793,1646,1650,515.0,-76.64879423556087,5.693678106976153
102,54.948,320,1679,963,1816,1820,515.0,-76.64779340910894,5.693678106976153
103,0.127,314,1679,963,1816,1820,515.0,-76.646792582657,5.693678106976153
104,33.907,246,263,256,0,263,515.0,-76.66173828722646,5.692867805612186
105,114.764,293,329,287,220,448,515.0,-76.66073746164518,5.692867805612187
106,124.219,337,370,212,266,499,515.0,-76.65973663606393,5.692867805612188
107,146.623,401,469,311,365,595,515.0,-76.65873581048263,5.692867805612187
108,120.765,320,552,317,448,677,515.0,-76.65773498490137,5.692867805612186
109,137.75,395,631,254,570,772,515.0,-76.65673415932008,5.692867805612189
110,149.126,460,697,163,795,838,515.0,-76.65573333373882,5.692867805612186
111,114.831,494,791,70,928,932,515.0,-76.65473250815752,5.692867805612187
112,117.197,515,807,91,943,948,515.0,-76.65373168257626,5.692867805612186
113,141.774,698,990,274,1118,1131,515.0,-76.652730856995,5.692867805612186
114,130.018,721,1109,393,1246,1250,515.0,-76.65173003141372,5.692867805612188
115,87.999,542,1365,719,1555,1463,515.0,-76.65072920583245,5.692867805612187
116,137.528,478,1383,698,1543,1510,515.0,-76.64972838025116,5.692867805612188
117,114.459,350,1480,764,1617,1621,515.0,-76.64872755466989,5.692867805612187
118,152.548,264,1566,850,1702,1707,515.0,-76.64772672908863,5.692867805612186
119,45.061,183,1709,993,1846,1850,515.0,-76.64672590350736,5.692867805612188
120,14.418,585,1951,1235,2088,2092,515.0,-76.64572507792607,5.692867805612186
121,3.232,585,1951,1235,2088,2092,515.0,-76.64472425234479,5.692867805612187
122,65.247,247,207,312,55,207,515.0,-76.66167160467083,5.692057504685732
123,116.018,203,151,377,120,249,515.0,-76.66067077996009,5.692057504685731
124,129.194,329,276,318,267,374,515.0,-76.65966995524938,5.692057504685732
125,111.058,460,407,301,398,505,515.0,-76.65866913053864,5.692057504685732
