,POP_2015,community_space,education,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,54.736,469,631,1396,1388,1822,2928.0,10.882036994211767,5.740676336821205
1,44.859,469,631,1396,1388,1822,2928.0,10.882027448328241,5.739866009973816
2,50.747,760,923,1687,1101,2290,2928.0,10.888032706060134,5.739866009973815
3,41.329,760,923,1687,1101,2290,2928.0,10.889033582348782,5.739866009973815
4,51.117,1443,702,1486,932,2801,2928.0,10.892036211214727,5.739866009973816
5,23.883,1443,702,1486,932,2801,2928.0,10.893037087503377,5.739866009973816
6,33.301,1355,606,1223,1334,3286,2928.0,10.895038840080668,5.739866009973816
7,37.544,378,541,1306,1312,1908,2928.0,10.885020530048026,5.739055683567597
8,35.926,853,1016,1700,932,2377,2928.0,10.888023156280395,5.739055683567597
9,38.73,1443,702,1486,932,2801,2928.0,10.892026657923557,5.739055683567597
10,10.412,1443,702,1486,932,2801,2928.0,10.893027533334344,5.739055683567597
11,40.985,1302,526,1173,1254,3206,2928.0,10.894028408745138,5.739055683567597
12,53.589,1302,526,1173,1254,3206,2928.0,10.895029284155925,5.739055683567597
13,43.152,218,380,1145,1137,1571,2928.0,10.882008360673986,5.738245357602481
14,62.982,218,380,1145,1137,1571,2928.0,10.883009235207048,5.738245357602482
15,41.852,254,417,1181,1240,1784,2928.0,10.884010109740105,5.738245357602482
16,44.808,511,674,1438,1179,2041,2928.0,10.885010984273164,5.738245357602482
17,39.596,511,674,1438,1179,2041,2928.0,10.88601185880622,5.738245357602482
18,24.838,835,998,1682,950,2359,2928.0,10.888013607872338,5.738245357602483
19,33.887,992,982,1766,794,2516,2928.0,10.889014482405397,5.738245357602482
20,70.067,1074,900,1684,747,2582,2928.0,10.890015356938452,5.738245357602481
21,52.582,1215,759,1542,705,2574,2928.0,10.89101623147151,5.738245357602483
22,55.909,1091,823,959,1162,3503,2928.0,10.896020604136801,5.738245357602482
23,52.723,1031,803,899,1103,3592,2928.0,10.898022353202919,5.738245357602483
24,44.413,1053,825,921,1124,3614,2928.0,10.899023227735974,5.738245357602481
25,46.121,1150,922,1018,1221,3710,2928.0,10.900024102269033,5.738245357602481
26,47.255,850,0,718,961,3780,2928.0,10.901024976802093,5.738245357602483
27,52.404,1265,1428,1360,1156,1132,2928.0,10.87399182965962,5.73743503207841
28,58.559,1265,1428,1360,1156,1132,2928.0,10.874992703315069,5.737435032078408
29,19.996,202,365,1129,1152,1587,2928.0,10.881998818903236,5.73743503207841
30,63.033,187,349,1114,1168,1602,2928.0,10.882999692558688,5.737435032078408
31,41.941,346,509,1273,1148,1876,2928.0,10.88400056621414,5.73743503207841
32,32.905,408,570,1335,1104,1938,2928.0,10.88500143986959,5.737435032078409
33,41.814,540,702,1467,1127,2070,2928.0,10.886002313525042,5.73743503207841
34,52.366,652,814,1499,1037,2176,2928.0,10.887003187180495,5.73743503207841
35,34.511,824,987,1671,961,2348,2928.0,10.888004060835948,5.73743503207841
36,50.811,1061,976,1760,725,2585,2928.0,10.889004934491401,5.737435032078409
37,48.708,1100,874,1658,722,2591,2928.0,10.890005808146851,5.737435032078409
38,53.13,1215,759,1542,705,2574,2928.0,10.891006681802306,5.737435032078409
39,64.154,1341,633,1417,830,2699,2928.0,10.892007555457758,5.73743503207841
40,31.886,1278,503,1287,826,2712,2928.0,10.893008429113207,5.737435032078409
41,62.969,1050,800,918,1121,3479,2928.0,10.896011050079563,5.73743503207841
42,67.57,945,718,813,1017,3506,2928.0,10.89701192373502,5.737435032078409
43,64.677,983,755,851,1055,3544,2928.0,10.89801279739047,5.73743503207841
44,42.527,1042,814,910,1113,3603,2928.0,10.899013671045921,5.73743503207841
45,64.893,808,246,676,919,3738,2928.0,10.900014544701374,5.73743503207841
46,67.06,821,28,689,933,3752,2928.0,10.901015418356826,5.737435032078409
47,62.994,729,371,597,841,3701,2928.0,10.902016292012277,5.737435032078409
48,49.995,1289,1451,1133,1080,904,2928.0,10.872981423501635,5.736624706995317
49,60.242,1197,1360,1225,1088,996,2928.0,10.873982296279607,5.736624706995317
50,57.298,1106,1269,1315,997,1087,2928.0,10.874983169057579,5.736624706995317
51,23.602,865,1027,1149,808,1040,2928.0,10.87698491461352,5.7366247069953165
52,33.492,865,1027,1149,808,1040,2928.0,10.877985787391493,5.7366247069953165
53,40.386,576,738,1364,1023,1457,2928.0,10.878986660169465,5.736624706995317
54,23.908,544,706,1332,991,1425,2928.0,10.879987532947437,5.736624706995317
55,47.447,176,338,1103,922,1356,2928.0,10.880988405725411,5.736624706995317
56,35.658,166,328,1093,1030,1465,2928.0,10.881989278503383,5.736624706995317
57,51.435,56,219,983,1039,1473,2928.0,10.882990151281357,5.7366247069953165
58,50.429,546,473,1237,948,1914,2928.0,10.883991024059329,5.736624706995316
59,34.18,408,570,1335,1086,1938,2928.0,10.884991896837299,5.736624706995317
60,15.178,588,728,1408,947,2085,2928.0,10.885992769615273,5.736624706995317
61,14.732,620,762,1442,981,2119,2928.0,10.886993642393245,5.7366247069953165
62,54.099,1127,1043,1827,658,2528,2928.0,10.888995387949189,5.736624706995317
63,49.141,1281,842,1626,540,2410,2928.0,10.88999626072716,5.736624706995317
64,56.278,1281,842,1626,559,2428,2928.0,10.890997133505135,5.736624706995317
65,58.483,1382,674,1458,871,2741,2928.0,10.891998006283107,5.7366247069953165
66,50.48,1390,614,1398,715,2600,2928.0,10.892998879061079,5.7366247069953165
67,21.563,973,197,1091,925,2877,2928.0,10.893999751839047,5.7366247069953165
68,51.881,1027,252,1036,980,2932,2928.0,10.895000624617024,5.736624706995317
69,60.509,928,368,920,952,3048,2928.0,10.896001497394995,5.7366247069953165
70,51.525,858,537,751,882,3216,2928.0,10.897002370172965,5.7366247069953165
71,67.926,862,634,730,934,3423,2928.0,10.89800324295094,5.736624706995317
72,34.792,875,647,743,947,3436,2928.0,10.89900411572891,5.736624706995317
73,29.872,764,203,632,876,3695,2928.0,10.900004988506886,5.736624706995317
74,74.273,706,144,574,817,3636,2928.0,10.901005861284858,5.7366247069953165
75,54.66,741,400,609,853,3713,2928.0,10.902006734062828,5.7366247069953165
76,51.78,868,542,736,979,3840,2928.0,10.903007606840802,5.736624706995317
77,55.96,920,595,788,1032,3892,2928.0,10.904008479618772,5.736624706995317
78,32.052,1605,1767,1162,1215,934,2928.0,10.87097014856762,5.735814382353139
79,53.576,1565,1727,1122,1175,894,2928.0,10.871971020468235,5.735814382353138
80,58.98,1406,1568,1016,1016,787,2928.0,10.872971892368856,5.735814382353137
81,39.52,1379,1542,1042,990,814,2928.0,10.873972764269473,5.735814382353139
